1763,ch_recticle_sniper_01,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_SNIPER_01,200,90057,2500,ATTACHMENTS/SNPRSCOPE,
1764,ch_recticle_sniper_02,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_SNIPER_02,50,90058,2500,ATTACHMENTS/SNPRSCOPE,
1765,ch_recticle_sniper_03,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_SNIPER_03,25,90059,2500,ATTACHMENTS/SNPRSCOPE,
1766,ch_recticle_sniper_04,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_SNIPER_04,100,90060,2500,ATTACHMENTS/SNPRSCOPE,
1767,ch_recticle_sniper_05,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_SNIPER_05,150,90061,2500,ATTACHMENTS/SNPRSCOPE,
1768,ch_recticle_sniper_06,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_SNIPER_06,200,90062,2500,ATTACHMENTS/VZSCOPE,
1769,ch_recticle_sniper_07,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_SNIPER_07,50,90063,2500,ATTACHMENTS/VZSCOPE,
1770,ch_recticle_sniper_08,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_SNIPER_08,25,90064,2500,ATTACHMENTS/VZSCOPE,
1771,ch_recticle_sniper_09,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_SNIPER_09,100,90065,2500,ATTACHMENTS/VZSCOPE,
1772,ch_recticle_sniper_10,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_SNIPER_10,150,90066,2500,ATTACHMENTS/VZSCOPE,
1773,ch_recticle_sniper_11,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_SNIPER_11,500,90067,2500,ATTACHMENTS/SNPRSCOPE,
1774,ch_recticle_hybrid_01,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_HYBRID_01,200,90038,2500,ATTACHMENTS/HYBRID_WEST02,
1775,ch_recticle_hybrid_02,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_HYBRID_02,50,90039,2500,ATTACHMENTS/HYBRID_WEST02,
1776,ch_recticle_hybrid_03,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_HYBRID_03,200,90040,2500,ATTACHMENTS/HYBRID,
1777,ch_recticle_hybrid_04,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_HYBRID_04,50,90041,2500,ATTACHMENTS/HYBRID,
1778,ch_recticle_hybrid_05,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_HYBRID_05,200,90042,2500,ATTACHMENTS/HYBRID_WEST03,
1779,ch_recticle_hybrid_06,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_HYBRID_06,50,90043,2500,ATTACHMENTS/HYBRID_WEST03,
1780,ch_recticle_hybrid_07,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_HYBRID_07,50,90044,2500,ATTACHMENTS/HYBRID_GENERIC,
1781,ch_recticle_hybrid_thermal_01,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_HYBRIDTHERMAL_01,200,90045,2500,ATTACHMENTS/HYBRID_THERMAL,
1782,ch_recticle_hybrid_thermal_02,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_HYBRIDTHERMAL_02,50,90046,2500,ATTACHMENTS/HYBRID_THERMAL,
1783,ch_recticle_hybrid_thermal_03,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_HYBRIDTHERMAL_03,50,90047,2500,ATTACHMENTS/HYBRID_THERMAL,
1784,ch_recticle_hybrid_thermal_04,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_HYBRIDTHERMAL_04,150,90048,2500,ATTACHMENTS/HYBRID_THERMAL,
1785,ch_recticle_hybrid_thermal_05,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_HYBRIDTHERMAL_05,150,90049,2500,ATTACHMENTS/HYBRID_THERMAL,
1786,ch_recticle_hybrid_thermal_06,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_HYBRIDTHERMAL_06,25,90050,2500,ATTACHMENTS/HYBRID_THERMAL,
1787,ch_recticle_hybrid_thermal_07,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_HYBRIDTHERMAL_07,500,90051,2500,ATTACHMENTS/HYBRID_THERMAL,
1788,ch_recticle_thermal_01,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_THERMAL_01,200,90025,2500,ATTACHMENTS/THERMAL,
1789,ch_recticle_thermal_02,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_THERMAL_02,50,90026,2500,ATTACHMENTS/THERMAL,
1790,ch_recticle_thermal_03,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_THERMAL_03,200,90033,2500,ATTACHMENTS/THERMAL2,
1791,ch_recticle_thermal_04,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_THERMAL_04,50,90034,2500,ATTACHMENTS/THERMAL2,
1792,ch_recticle_thermal_05,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_THERMAL_05,200,90035,2500,ATTACHMENTS/THERMALVZ,
1793,ch_recticle_thermal_06,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_THERMAL_06,50,90036,2500,ATTACHMENTS/THERMALVZ,
1794,ch_recticle_thermal_07,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_THERMAL_07,50,90037,2500,ATTACHMENTS/THERMAL_GENERIC,
1795,ch_recticle_reflex_10,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_REFLEX_10,500,90052,5000,ATTACHMENTS/REFLEX,
1796,ch_recticle_holo_09,CHALLENGE/NAME_NONE,CHALLENGE/RETICLE_HOLO_09,150,90053,5000,ATTACHMENTS/HOLO_GENERIC,
