1411,ch_elder1_rocketlauncher,CHALLENGE/ELDER1_ROCKETLAUNCHER,CHALLENGE/ELDER1_ROCKETLAUNCHER_DESC,75,,3750,
1412,ch_elder1_molotov,CHALLENGE/ELDER1_MOLOTOV,CHALLENGE/ELDER1_MOLOTOV_DESC,25,,2500,
1413,ch_elder1_ads,CHALLENGE/ELDER1_ADS,CHALLENGE/ELDER1_ADS_DESC,30,,650,
1414,ch_elder1_chopper,CHALLENGE/ELDER1_CHOPPER,CHALLENGE/ELDER1_CHOPPER_DESC,40,,3750,
1415,ch_elder1_cybw,CHALLENGE/ELDER1_CYBW,CHALLENGE/ELDER1_CYBW_DESC,1,,650,
1416,ch_elder1_stuck,CHALLENGE/ELDER1_STUCK,CHALLENGE/ELDER1_STUCK_DESC,15,,2500,
1417,ch_elder1_equipdestroy,CHALLENGE/ELDER1_EQUIPDESTROY,CHALLENGE/ELDER1_EQUIPDESTROY_DESC,20,,1250,
1418,ch_elder1_bloodthirsty,CHALLENGE/ELDER1_BLOODTHIRSTY,CHALLENGE/ELDER1_BLOODTHIRSTY_DESC,2,,650,
1419,ch_elder1_launcher,CHALLENGE/ELDER1_LAUNCHER,CHALLENGE/ELDER1_LAUNCHER_DESC,50,,2500,
1420,ch_elder1_eod,CHALLENGE/ELDER1_EOD,CHALLENGE/ELDER1_EOD_DESC,20,,1250,
1421,ch_elder1_doubleoffense,CHALLENGE/ELDER1_DOUBLEOFFENSE,CHALLENGE/ELDER1_DOUBLEOFFENSE_DESC,1,,650,
1422,ch_elder1_pointblank,CHALLENGE/ELDER1_POINTBLANK,CHALLENGE/ELDER1_POINTBLANK_DESC,60,,3750,
1423,ch_elder1_stim,CHALLENGE/ELDER1_STIM,CHALLENGE/ELDER1_STIM_DESC,1250,,1250,
1424,ch_elder1_fullattach,CHALLENGE/ELDER1_FULLATTACH,CHALLENGE/ELDER1_FULLATTACH_DESC,35,,650,
1425,ch_elder1_merciless,CHALLENGE/ELDER1_MERCILESS,CHALLENGE/ELDER1_MERCILESS_DESC,5,,3750,
1426,ch_elder1_nemesis,CHALLENGE/ELDER1_THREESTREAK,CHALLENGE/ELDER1_THREESTREAK_DESC,10,,1250,
1427,ch_elder1_longshot,CHALLENGE/ELDER1_LONGSHOT,CHALLENGE/ELDER1_LONGSHOT_DESC,15,,650,
1428,ch_elder1_whitephosph,CHALLENGE/ELDER1_WHITEPHOSPH,CHALLENGE/ELDER1_WHITEPHOSPH_DESC,50,,3750,
1429,ch_elder1_threeattach,CHALLENGE/ELDER1_THREEATTACH,CHALLENGE/ELDER1_THREEATTACH_DESC,150,,2500,
1430,ch_elder1_ffaw,CHALLENGE/ELDER1_FFAW,CHALLENGE/ELDER1_FFAW_DESC,1,,5000,
1431,ch_elder1_doublekill,CHALLENGE/ELDER1_DOUBLEKILL,CHALLENGE/ELDER1_DOUBLEKILL_DESC,15,,2500,
1432,ch_elder1_secondhs,CHALLENGE/ELDER1_SECONDHS,CHALLENGE/ELDER1_SECONDHS_DESC,15,,1250,
1433,ch_elder1_semtex,CHALLENGE/ELDER1_SEMTEX,CHALLENGE/ELDER1_SEMTEX_DESC,5,,650,
1434,ch_elder1_oneattach,CHALLENGE/ELDER1_ONEATTACH,CHALLENGE/ELDER1_ONEATTACH_DESC,225,,3750,
1435,ch_elder1_bloodthirstydefense,CHALLENGE/ELDER1_BLOODTHIRSTYDEFENSE,CHALLENGE/ELDER1_BLOODTHIRSTYDEFENSE_DESC,1,,2500,
1436,ch_elder1_longshotonelife,CHALLENGE/ELDER1_LONGSHOTONELIFE,CHALLENGE/ELDER1_LONGSHOTONELIFE_DESC,5,,650,
1437,ch_elder1_melee,CHALLENGE/ELDER1_MELEE,CHALLENGE/ELDER1_MELEE_DESC,30,,2500,
1438,ch_elder1_cleanhouse,CHALLENGE/ELDER1_CLEANHOUSE,CHALLENGE/ELDER1_CLEANHOUSE_DESC,1,,1250,
1439,ch_elder1_fourattach,CHALLENGE/ELDER1_FOURATTACH,CHALLENGE/ELDER1_FOURATTACH_DESC,35,,650,
1440,ch_elder1_ac130kills,CHALLENGE/ELDER1_AC130KILLS,CHALLENGE/ELDER1_AC130KILLS_DESC,50,,3750,
1441,ch_elder1_fury,CHALLENGE/ELDER1_FURY,CHALLENGE/ELDER1_FURY_DESC,1,,2500,
1442,ch_elder1_oneshot,CHALLENGE/ELDER1_ONESHOT,CHALLENGE/ELDER1_ONESHOT_DESC,15,,650,
1443,ch_elder1_snapshot,CHALLENGE/ELDER1_SCAVENGER,CHALLENGE/ELDER1_SCAVENGER_DESC,300,,3750,
1444,ch_elder1_twoattach,CHALLENGE/ELDER1_TWOATTACH,CHALLENGE/ELDER1_TWOATTACH_DESC,75,,1250,
1445,ch_elder1_triple,CHALLENGE/ELDER1_TRIPLE,CHALLENGE/ELDER1_TRIPLE_DESC,1,,5000,
1446,ch_elder1_backfire,CHALLENGE/ELDER1_BACKFIRE,CHALLENGE/ELDER1_BACKFIRE_DESC,35,,3750,
1447,ch_elder1_karma,CHALLENGE/ELDER1_KARMA,CHALLENGE/ELDER1_KARMA_DESC,75,,2500,
1448,ch_elder1_tripleoffense,CHALLENGE/ELDER1_TRIPLEOFFENSE,CHALLENGE/ELDER1_TRIPLEOFFENSE_DESC,5,,5000,
1449,ch_elder1_zeroattach,CHALLENGE/ELDER1_ZEROATTACH,CHALLENGE/ELDER1_ZEROATTACH_DESC,150,,2500,
1450,ch_elder1_nuke,CHALLENGE/ELDER1_HEADSHOT_LONGSHOT,CHALLENGE/ELDER1_HEADSHOT_LONGSHOT_DESC,15,,1250,
1451,ch_elder1_fourpiece,CHALLENGE/ELDER1_FOURPIECE,CHALLENGE/ELDER1_FOURPIECE_DESC,1,,5000,
1542,ch_elder1_shottyhs,CHALLENGE/ELDER1_SHOTTYHS,CHALLENGE/ELDER1_SHOTTYHS_DESC,50,,3750,
1543,ch_elder1_pistolhs,CHALLENGE/ELDER1_PISTOLHS,CHALLENGE/ELDER1_PISTOLHS_DESC,20,,2500,
30000,ch_elder_s1_hipster,CHALLENGE/ELDER_S1_CHAL_001_NAME,CHALLENGE/ELDER_S1_CHAL_001_DESC,20,,1500,
30001,ch_elder_s1_heartbreaker,CHALLENGE/ELDER_S1_CHAL_002_NAME,CHALLENGE/ELDER_S1_CHAL_002_DESC,40,,15000,
30002,ch_elder_s1_semtex,CHALLENGE/ELDER_S1_CHAL_003_NAME,CHALLENGE/ELDER_S1_CHAL_003_DESC,15,,6000,
30003,ch_elder_s1_two_to_tango,CHALLENGE/ELDER_S1_CHAL_004_NAME,CHALLENGE/ELDER_S1_CHAL_004_DESC,35,,1500,
30004,ch_elder_s1_three_streak,CHALLENGE/ELDER_S1_CHAL_005_NAME,CHALLENGE/ELDER_S1_CHAL_005_DESC,60,,15000,
30005,ch_elder_s1_zero_tolerance,CHALLENGE/ELDER_S1_CHAL_006_NAME,CHALLENGE/ELDER_S1_CHAL_006_DESC,75,,3000,
30006,ch_elder_s1_restock,CHALLENGE/ELDER_S1_CHAL_007_NAME,CHALLENGE/ELDER_S1_CHAL_007_DESC,50,,1500,
30007,ch_elder_s1_cruise_missile,CHALLENGE/ELDER_S1_CHAL_008_NAME,CHALLENGE/ELDER_S1_CHAL_008_DESC,30,,15000,
30008,ch_elder_s1_cold_blooded,CHALLENGE/ELDER_S1_CHAL_009_NAME,CHALLENGE/ELDER_S1_CHAL_009_DESC,30,,9000,
30009,ch_elder_s1_stun_grenade,CHALLENGE/ELDER_S1_CHAL_010_NAME,CHALLENGE/ELDER_S1_CHAL_010_DESC,10,,1500,
30010,ch_elder_s1_headhunter,CHALLENGE/ELDER_S1_CHAL_011_NAME,CHALLENGE/ELDER_S1_CHAL_011_DESC,50,,15000,
30011,ch_elder_s1_chopper_gunner,CHALLENGE/ELDER_S1_CHAL_012_NAME,CHALLENGE/ELDER_S1_CHAL_012_DESC,10,,6000,
30012,ch_elder_s1_shotgun_kills_headshots,CHALLENGE/ELDER_S1_CHAL_013_NAME,CHALLENGE/ELDER_S1_CHAL_013_DESC,3,,1500,
30013,ch_elder_s1_c4,CHALLENGE/ELDER_S1_CHAL_014_NAME,CHALLENGE/ELDER_S1_CHAL_014_DESC,25,,15000,
30014,ch_elder_s1_search_destroy_wins,CHALLENGE/ELDER_S1_CHAL_015_NAME,CHALLENGE/ELDER_S1_CHAL_015_DESC,3,,3000,
30015,ch_elder_s1_longshots,CHALLENGE/ELDER_S1_CHAL_016_NAME,CHALLENGE/ELDER_S1_CHAL_016_DESC,5,,1500,
30016,ch_elder_s1_killer,CHALLENGE/ELDER_S1_CHAL_017_NAME,CHALLENGE/ELDER_S1_CHAL_017_DESC,350,,15000,
30017,ch_elder_s1_frag,CHALLENGE/ELDER_S1_CHAL_018_NAME,CHALLENGE/ELDER_S1_CHAL_018_DESC,15,,9000,
30018,ch_elder_s1_counter_uav,CHALLENGE/ELDER_S1_CHAL_019_NAME,CHALLENGE/ELDER_S1_CHAL_019_DESC,3,,1500,
30019,ch_elder_s1_all_clear,CHALLENGE/ELDER_S1_CHAL_020_NAME,CHALLENGE/ELDER_S1_CHAL_020_DESC,30,,12000,
30020,ch_elder_s1_assister,CHALLENGE/ELDER_S1_CHAL_021_NAME,CHALLENGE/ELDER_S1_CHAL_021_DESC,40,,6000,
30021,ch_elder_s1_recon_drone,CHALLENGE/ELDER_S1_CHAL_022_NAME,CHALLENGE/ELDER_S1_CHAL_022_DESC,15,,1500,
30022,ch_elder_s1_three_cheers,CHALLENGE/ELDER_S1_CHAL_023_NAME,CHALLENGE/ELDER_S1_CHAL_023_DESC,350,,15000,
30023,ch_elder_s1_hardpoint_wins,CHALLENGE/ELDER_S1_CHAL_024_NAME,CHALLENGE/ELDER_S1_CHAL_024_DESC,3,,3000,
30024,ch_elder_s1_backfire,CHALLENGE/ELDER_S1_CHAL_025_NAME,CHALLENGE/ELDER_S1_CHAL_025_DESC,2,,1500,
30025,ch_elder_s1_well_equipped,CHALLENGE/ELDER_S1_CHAL_026_NAME,CHALLENGE/ELDER_S1_CHAL_026_DESC,30,,12000,
30026,ch_elder_s1_smoke_grenade,CHALLENGE/ELDER_S1_CHAL_027_NAME,CHALLENGE/ELDER_S1_CHAL_027_DESC,30,,9000,
30027,ch_elder_s1_eod,CHALLENGE/ELDER_S1_CHAL_028_NAME,CHALLENGE/ELDER_S1_CHAL_028_DESC,3,,1500,
30028,ch_elder_s1_uav,CHALLENGE/ELDER_S1_CHAL_029_NAME,CHALLENGE/ELDER_S1_CHAL_029_DESC,25,,12000,
30029,ch_elder_s1_pistol_kills,CHALLENGE/ELDER_S1_CHAL_030_NAME,CHALLENGE/ELDER_S1_CHAL_030_DESC,75,,6000,
30030,ch_elder_s1_team_deathmatch_wins,CHALLENGE/ELDER_S1_CHAL_031_NAME,CHALLENGE/ELDER_S1_CHAL_031_DESC,2,,1500,
30031,ch_elder_s1_dead_silence,CHALLENGE/ELDER_S1_CHAL_032_NAME,CHALLENGE/ELDER_S1_CHAL_032_DESC,40,,12000,
30032,ch_elder_s1_four_leaf_clover,CHALLENGE/ELDER_S1_CHAL_033_NAME,CHALLENGE/ELDER_S1_CHAL_033_DESC,75,,3000,
30033,ch_elder_s1_throwing_knife,CHALLENGE/ELDER_S1_CHAL_034_NAME,CHALLENGE/ELDER_S1_CHAL_034_DESC,5,,1500,
30034,ch_elder_s1_headquarters_wins,CHALLENGE/ELDER_S1_CHAL_035_NAME,CHALLENGE/ELDER_S1_CHAL_035_DESC,10,,12000,
30035,ch_elder_s1_ads,CHALLENGE/ELDER_S1_CHAL_036_NAME,CHALLENGE/ELDER_S1_CHAL_036_DESC,150,,9000,
30036,ch_elder_s1_longshot_headshots,CHALLENGE/ELDER_S1_CHAL_037_NAME,CHALLENGE/ELDER_S1_CHAL_037_DESC,3,,1500,
30037,ch_elder_s1_assault_rifle_kills,CHALLENGE/ELDER_S1_CHAL_038_NAME,CHALLENGE/ELDER_S1_CHAL_038_DESC,275,,12000,
30038,ch_elder_s1_sticky_bomber,CHALLENGE/ELDER_S1_CHAL_039_NAME,CHALLENGE/ELDER_S1_CHAL_039_DESC,5,,6000,
30039,ch_elder_s1_shrapnel,CHALLENGE/ELDER_S1_CHAL_040_NAME,CHALLENGE/ELDER_S1_CHAL_040_DESC,5,,1500,
30040,ch_elder_s1_kill_confirmed_wins,CHALLENGE/ELDER_S1_CHAL_041_NAME,CHALLENGE/ELDER_S1_CHAL_041_DESC,7,,9000,
30041,ch_elder_s1_sniper_kills,CHALLENGE/ELDER_S1_CHAL_042_NAME,CHALLENGE/ELDER_S1_CHAL_042_DESC,60,,6000,
30042,ch_elder_s1_tactical_insertion,CHALLENGE/ELDER_S1_CHAL_043_NAME,CHALLENGE/ELDER_S1_CHAL_043_DESC,5,,1500,
30043,ch_elder_s1_snack_attack,CHALLENGE/ELDER_S1_CHAL_044_NAME,CHALLENGE/ELDER_S1_CHAL_044_DESC,5,,9000,
30044,ch_elder_s1_backup_plan,CHALLENGE/ELDER_S1_CHAL_045_NAME,CHALLENGE/ELDER_S1_CHAL_045_DESC,40,,3000,
30045,ch_elder_s1_aerial_killstreak,CHALLENGE/ELDER_S1_CHAL_046_NAME,CHALLENGE/ELDER_S1_CHAL_046_DESC,1,,1500,
30046,ch_elder_s1_stim,CHALLENGE/ELDER_S1_CHAL_047_NAME,CHALLENGE/ELDER_S1_CHAL_047_DESC,1500,,9000,
30047,ch_elder_s1_launcher_kills,CHALLENGE/ELDER_S1_CHAL_048_NAME,CHALLENGE/ELDER_S1_CHAL_048_DESC,30,,6000,
30048,ch_elder_s1_capturer,CHALLENGE/ELDER_S1_CHAL_049_NAME,CHALLENGE/ELDER_S1_CHAL_049_DESC,20,,1500,
30049,ch_elder_s1_revenant,CHALLENGE/ELDER_S1_CHAL_050_NAME,CHALLENGE/ELDER_S1_CHAL_050_DESC,10,,9000,
30050,ch_elder_s1_ghost,CHALLENGE/ELDER_S1_CHAL_051_NAME,CHALLENGE/ELDER_S1_CHAL_051_DESC,75,,3000,
30051,ch_elder_s1_assault_rifle_headshots,CHALLENGE/ELDER_S1_CHAL_052_NAME,CHALLENGE/ELDER_S1_CHAL_052_DESC,5,,1500,
30052,ch_elder_s1_far_sighted,CHALLENGE/ELDER_S1_CHAL_053_NAME,CHALLENGE/ELDER_S1_CHAL_053_DESC,7,,9000,
30053,ch_elder_s1_cluster_strike,CHALLENGE/ELDER_S1_CHAL_054_NAME,CHALLENGE/ELDER_S1_CHAL_054_DESC,15,,6000,
30054,ch_elder_s1_playa,CHALLENGE/ELDER_S1_CHAL_055_NAME,CHALLENGE/ELDER_S1_CHAL_055_DESC,3,,1500,
30055,ch_elder_s1_emp_drone,CHALLENGE/ELDER_S1_CHAL_056_NAME,CHALLENGE/ELDER_S1_CHAL_056_DESC,45,,9000,
30056,ch_elder_s1_smg_kills,CHALLENGE/ELDER_S1_CHAL_057_NAME,CHALLENGE/ELDER_S1_CHAL_057_DESC,75,,3000,
30057,ch_elder_s1_tune_up,CHALLENGE/ELDER_S1_CHAL_058_NAME,CHALLENGE/ELDER_S1_CHAL_058_DESC,15,,1500,
30058,ch_elder_s1_vtol_jet,CHALLENGE/ELDER_S1_CHAL_059_NAME,CHALLENGE/ELDER_S1_CHAL_059_DESC,15,,9000,
30059,ch_elder_s1_winner,CHALLENGE/ELDER_S1_CHAL_060_NAME,CHALLENGE/ELDER_S1_CHAL_060_DESC,5,,6000,
30060,ch_elder_s1_precision_airstrike,CHALLENGE/ELDER_S1_CHAL_061_NAME,CHALLENGE/ELDER_S1_CHAL_061_DESC,3,,1500,
30061,ch_elder_s1_lmg_kills,CHALLENGE/ELDER_S1_CHAL_062_NAME,CHALLENGE/ELDER_S1_CHAL_062_DESC,175,,9000,
30062,ch_elder_s1_free_for_all_wins,CHALLENGE/ELDER_S1_CHAL_063_NAME,CHALLENGE/ELDER_S1_CHAL_063_DESC,3,,6000,
30063,ch_elder_s1_close_and_personal,CHALLENGE/ELDER_S1_CHAL_064_NAME,CHALLENGE/ELDER_S1_CHAL_064_DESC,3,,1500,
30064,ch_elder_s1_triple_killer_i,CHALLENGE/ELDER_S1_CHAL_065_NAME,CHALLENGE/ELDER_S1_CHAL_065_DESC,7,,6000,
30065,ch_elder_s1_unforgiving,CHALLENGE/ELDER_S1_CHAL_066_NAME,CHALLENGE/ELDER_S1_CHAL_066_DESC,10,,3000,
30066,ch_elder_s1_scavenger,CHALLENGE/ELDER_S1_CHAL_067_NAME,CHALLENGE/ELDER_S1_CHAL_067_DESC,20,,1500,
30067,ch_elder_s1_cyber_attack_wins,CHALLENGE/ELDER_S1_CHAL_068_NAME,CHALLENGE/ELDER_S1_CHAL_068_DESC,5,,6000,
30068,ch_elder_s1_four_piece_dinner_i,CHALLENGE/ELDER_S1_CHAL_069_NAME,CHALLENGE/ELDER_S1_CHAL_069_DESC,2,,3000,
30069,ch_elder_s1_karma,CHALLENGE/ELDER_S1_CHAL_070_NAME,CHALLENGE/ELDER_S1_CHAL_070_DESC,2,,1500,
30070,ch_elder_s1_flash_grenade,CHALLENGE/ELDER_S1_CHAL_071_NAME,CHALLENGE/ELDER_S1_CHAL_071_DESC,25,,9000,
30071,ch_elder_s1_sniper_kills_headshots,CHALLENGE/ELDER_S1_CHAL_072_NAME,CHALLENGE/ELDER_S1_CHAL_072_DESC,5,,3000,
30072,ch_elder_s1_blunt_trauma,CHALLENGE/ELDER_S1_CHAL_073_NAME,CHALLENGE/ELDER_S1_CHAL_073_DESC,3,,1500,
30073,ch_elder_s1_clean_house,CHALLENGE/ELDER_S1_CHAL_074_NAME,CHALLENGE/ELDER_S1_CHAL_074_DESC,7,,9000,
30074,ch_elder_s1_one_shot,CHALLENGE/ELDER_S1_CHAL_075_NAME,CHALLENGE/ELDER_S1_CHAL_075_DESC,15,,3000,
30075,ch_elder_s1_helo_support,CHALLENGE/ELDER_S1_CHAL_076_NAME,CHALLENGE/ELDER_S1_CHAL_076_DESC,1,,1500,
30076,ch_elder_s1_high_five,CHALLENGE/ELDER_S1_CHAL_077_NAME,CHALLENGE/ELDER_S1_CHAL_077_DESC,200,,9000,
30077,ch_elder_s1_one_trick_pony,CHALLENGE/ELDER_S1_CHAL_078_NAME,CHALLENGE/ELDER_S1_CHAL_078_DESC,150,,6000,
30078,ch_elder_s1_inbound,CHALLENGE/ELDER_S1_CHAL_079_NAME,CHALLENGE/ELDER_S1_CHAL_079_DESC,10,,1500,
30079,ch_elder_s1_resistance,CHALLENGE/ELDER_S1_CHAL_080_NAME,CHALLENGE/ELDER_S1_CHAL_080_DESC,1,,6000,
30080,ch_elder_s1_proximity_mine,CHALLENGE/ELDER_S1_CHAL_081_NAME,CHALLENGE/ELDER_S1_CHAL_081_DESC,5,,3000,
30081,ch_elder_s1_smg_kills_headshots,CHALLENGE/ELDER_S1_CHAL_082_NAME,CHALLENGE/ELDER_S1_CHAL_082_DESC,5,,1500,
30082,ch_elder_s1_fury_killer,CHALLENGE/ELDER_S1_CHAL_083_NAME,CHALLENGE/ELDER_S1_CHAL_083_DESC,2,,9000,
30083,ch_elder_s1_focused,CHALLENGE/ELDER_S1_CHAL_084_NAME,CHALLENGE/ELDER_S1_CHAL_084_DESC,3,,3000,
30084,ch_elder_s1_point_blank,CHALLENGE/ELDER_S1_CHAL_085_NAME,CHALLENGE/ELDER_S1_CHAL_085_DESC,5,,1500,
30085,ch_elder_s1_launcher_destroys,CHALLENGE/ELDER_S1_CHAL_086_NAME,CHALLENGE/ELDER_S1_CHAL_086_DESC,20,,6000,
