CPUTime,CyclingList,MENU/CPU_TIME,MENU/CPU_TIME_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,,,,
CustomFramerateLimit,SliderBarWithEditBox,PLATFORM_UI/CUSTOM_FRAMERATE_LIMIT_CAPS,PLATFORM_UI/CUSTOM_FRAMERATE_LIMIT_DESC,,MOOSMQQPSQ,,,CustomFramerateLimit,,Y,Y,Y,Y,Y,Y,Y,,Y,N,GRAPHICS,,,
DamageBasedHitMarkers,CyclingList,MENU/DAMAGE_BASED_HIT_MARKERS,MENU/DAMAGE_BASED_HIT_MARKERS_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
DebugSubCategory,SubCategory,LUA_MENU/DEBUG_SUB_OPTIONS,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
Demonware,GenericButton,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
DismembermentOption,CyclingList,LUA_MENU/DISMEMBERMENT,LUA_MENU/DISMEMBERMENT_DESC,,OQLRMLRK,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,GENERAL,,,
DisplayInviteNotification,CyclingList,LUA_MENU/DISPLAY_INVITE_NOTIFICATION,LUA_MENU/DISPLAY_INVITE_NOTIFICATION_DESC,,,DisplayInviteNotification,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,ACCOUNT,,,
DepthOfFieldConsole,CyclingList,PLATFORM_UI/DEPTH_OF_FIELD,PLATFORM_UI/DEPTH_OF_FIELD_DESC,image_options_adsdepthoffield,OQSPSSNRT,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,Y,,,,
DepthOfFieldPC,CyclingList,PLATFORM_UI/DEPTH_OF_FIELD,PLATFORM_UI/DEPTH_OF_FIELD_DESC,image_options_adsdepthoffield,OQSPSSNRT,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,,,,
DoorPeaking,CyclingList,MENU/DOOR_PEEKING,MENU/DOOR_PEEKING_DESC,,,,GAME/HOLD;LUA_MENU/DOUBLE_TAP,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
DisplayAnonymousGamertags,CyclingList,MENU/DISPLAY_ANONYMOUS_GAMERTAGS,MENU/DISPLAY_ANONYMOUS_GAMERTAGS_DESC,,,useAnonymization,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,ACCOUNT,,,
DisplayGamma,CyclingList,PLATFORM_UI/DISPLAY_GAMMA_CAPS,PLATFORM_UI/DISPLAY_GAMMA_DESC,,OKMKNSQTTO,,PLATFORM_UI/DISPLAY_GAMMA_CPU_RGB;PLATFORM_UI/DISPLAY_GAMMA_HDTV,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,,,,
DisplayMode,Dropdown,MENU/DISPLAY_MODE,MENU/DISPLAY_MODE_DESC,,NNSQSMTQPP,,LUA_MENU/MODE_WINDOWED;LUA_MENU/MODE_FULLSCREEN;LUA_MENU/MODE_FULLSCREEN_BORDERLESS;LUA_MENU/MODE_FULLSCREEN_EXTENDED_WINDOW,,,Y,Y,Y,Y,Y,Y,Y,,N,N,GRAPHICS,ImageQuality;Monitor;RefreshRate;Resolution,,
DisplayNameTags,CyclingList,MENU/DISPLAY_NAME_TAGS,MENU/DISPLAY_NAME_TAGS_DESC,,,displayNameTag,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,ACCOUNT,,,
SSR,CyclingList,MENU/SSR,MENU/SSR_DESC,,NNTTTQSRN,,LUA_MENU/DISABLED;MENU/QUALITY_LOW;MENU/QUALITY_NORMAL;MENU/QUALITY_HIGH,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,
DXR,CyclingList,MENU/DIRECT_RAYTRACING,MENU/DIRECT_RAYTRACING_DESC,image_options_raytracing,MSKRLSSSN,,LUA_MENU/DISABLED;LUA_MENU/ENABLED;MENU/QUALITY_ULTRA,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,GRAPHICS,AntiAliasing,,
EffectsVolume,SliderBarWithEditBox,MENU/EFFECTS_VOLUME,PLATFORM/OPTIONS_EFFECTS_VOLUME_DESC,,MPTTMMKST,,,Volume,,Y,Y,Y,Y,Y,Y,Y,,N,N,AUDIO,,,
EnglishVoiceOvers,CyclingList,MENU/ENGLISH_VOICE_OVERS,MENU/ENGLISH_VOICE_OVERS_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,N,Y,Y,N,AUDIO,,,
EquipmentBehavior,CyclingList,MENU/EQUIPMENT_BEHAVIOR,MENU/EQUIPMENT_BEHAVIOR_DESC,,,grenadeHold,GAME/HOLD;GAME/TOGGLE,,,Y,Y,Y,Y,Y,Y,N,,N,N,CONTROLLER,,,
EquipmentBehaviorKBM,CyclingList,MENU/EQUIPMENT_BEHAVIOR,MENU/EQUIPMENT_BEHAVIOR_DESC,,,grenadeHoldKBM,GAME/HOLD;GAME/TOGGLE,,,Y,Y,Y,Y,Y,Y,N,,N,N,KEYBINDS_GAMEPLAY,,,
ExternalIPAddress,CyclingList,,LUA_MENU/EXTERNAL_IP_ADDRESS_DESC,,MTSPMPOSTO,,LUA_MENU/HIDDEN;LUA_MENU/SHOWN,,,Y,Y,Y,Y,Y,Y,Y,,N,N,ACCOUNT,,,
FilmGrainAttenConsole,SliderBarWithEditBox,MENU/FILM_GRAIN_ATTEN,MENU/FILM_GRAIN_ATTEN_DESC,image_options_filmgrain,LKOLMLQRRT,,,FilmGrainAttenSlider,,Y,Y,Y,Y,Y,Y,Y,,N,Y,GRAPHICS,,,
FilmGrainAttenPC,SliderBarWithEditBox,MENU/FILM_GRAIN_ATTEN,MENU/FILM_GRAIN_ATTEN_DESC,image_options_filmgrain,LKOLMLQRRT,,,FilmGrainAttenSlider,,Y,Y,Y,Y,Y,Y,Y,Y,N,,GRAPHICS,,,
Filter,SliderBarWithEditBox,MENU/MOUSE_FILTERING,MENU/MOUSE_FILTERING_DESC,,,mouseFilter,LUA_MENU/DISABLED;LUA_MENU/ENABLED,mouseFilter,,Y,Y,Y,Y,Y,Y,Y,,N,N,KEYBINDS_GAMEPLAY,,,
FirstParty,GenericButton,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
FlipMovementLookSticks,CyclingList,PLATFORM/FLIP_MOVEMENT_LOOK_STICKS,,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
FlipTriggersWithBumpers,CyclingList,MENU/FLIP_TRIGGERS_WITH_BUMPERS,MENU/FLIP_TRIGGERS_WITH_BUMPERS_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
FlyingVehiculeSensitivityMultiplier,SliderBarWithEditBox,MENU/FLYVEH_MOUSE_SENSITIVITY_MULTIPLIER,MENU/FLYVEH_MOUSE_SENSITIVITY_MULTIPLIER_DESC,,,airVehicleMouseSensitivityMultiplier,,FlyingVehicleMouseSensitivity,,Y,Y,Y,Y,Y,Y,N,,N,N,KEYBINDS_GAMEPLAY,,,
FlyingVehiculeStickSensitivity,SliderBarWithEditBox,MENU/FLYING_VEHICLE_STICK_SENSITIVITY,PLATFORM/FLYING_VEHICLE_STICK_SENSITIVITY_DESC,,,,,DefaultSensitivityMultiplier,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
FOV,SliderBarWithEditBox,PLATFORM_UI/FOV_CAPS,PLATFORM_UI/FOV_DESC,image_options_fieldofview,NNMSONQSOP,,,HorizontalFOV,,Y,Y,Y,Y,Y,Y,Y,,Y,N,GENERAL,,,
FOVExpander,Expander,FOV;ADSFOV,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,,,,
FPSCounter,CyclingList,LUA_MENU/FPS_COUNTER,LUA_MENU/FPS_COUNTER_DESC,,NLLPTKRKKN,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,,,,
FreeLookOption,CyclingList,MENU/MOUSE_CONTROL_MODE,MENU/FREE_LOOK_DESC,,,freeLook,MENU/LEGACY;MENU/AIM,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
FramerateLimit,CyclingList,PLATFORM_UI/FRAMERATE_LIMIT,PLATFORM_UI/FRAMERATE_LIMIT_DESC,,RLPRTPPQM,,MENU/UNLIMITED;MENU/CUSTOM,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,GRAPHICS,CustomFramerateLimit;MenuCustomFramerateLimit;OutOfFocusCustomFramerateLimit,,
FramerateExpander,Expander,FramerateLimit;CustomFramerateLimit;MenuCustomFramerateLimit;OutOfFocusCustomFramerateLimit,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,,,,
FriendRequestNotifications,CyclingList,MENU/FRIEND_REQUEST_NOTIFICATIONS,MENU/FRIEND_REQUEST_NOTIFICATIONS_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,,,,
