PingAction,LUA_MENU/PING_PLACE_MARKER,MENU/PING_PLACE_MARKER_DESC,+ping,ONFOOT_MP,Y,Y,Y,Y,Y,,
ShowScoreAction,MENU/SHOW_SCORES_OPTIONS,PLATFORM/SHOW_SCORES_OPTIONS_DESC,togglescores,COMMON_MP,Y,Y,Y,Y,Y,,
ShowMapAction,MENU/SHOW_MAP_OPTIONS,MENU/SHOW_MAP_OPTIONS_DESC,togglemap,COMMON_MP,Y,Y,Y,Y,Y,,
ActionSlot1,MENU/MISSION_ABILITY,MENU/MISSION_ABILITY_DESC,+actionslot 1,ONFOOT_SP,Y,Y,Y,Y,Y,,
ActionSlot2,MENU/MENU_NVG,MENU/MENU_NVG_DESC,nightvision,ONFOOT,Y,Y,Y,Y,Y,,
ActionSlot3,MENU/SWAP_TACTICAL,,+actionslot 3,ONFOOT,Y,Y,Y,Y,Y,,
ActionSlot4,MENU/SWAP_LETHAL,,+actionslot 4,ONFOOT,Y,Y,N,Y,Y,,
ViewObjectivesAction,MENU/VIEW_OBJECTIVES,PLATFORM/VIEW_OBJECTIVES_DESC,+focus,COMMON_SP,Y,Y,Y,Y,Y,,
WeapNextAction,MENU/NEXT_WEAPON,MENU/NEXT_WEAPON_DESC,+weapnext,ONFOOT,Y,Y,Y,Y,Y,,
WeapPrevAction,MENU/PREVIOUS_WEAPON,MENU/PREVIOUS_WEAPON_DESC,+weapprev,ONFOOT,Y,Y,Y,Y,Y,,
TextPublicChat,MENU/TEXT_PUBLIC_CHAT,MENU/TEXT_PUBLIC_CHAT_DESC,chatmodepublic,GLOBAL,Y,Y,Y,Y,Y,,
TextTeamChat,MENU/TEXT_TEAM_CHAT,MENU/TEXT_TEAM_CHAT_DESC,chatmodeteam,GLOBAL,Y,Y,Y,Y,Y,,
TextLastChat,MENU/TEXT_LAST_CHAT,MENU/TEXT_LAST_CHAT_DESC,chatmodelastused,GLOBAL,Y,Y,Y,Y,Y,,
TextPartyChat,MENU/TEXT_PARTY_CHAT,MENU/TEXT_PARTY_CHAT_DESC,chatmodeparty,GLOBAL,Y,Y,Y,Y,Y,,
VoiceChat,MENU/VOICE_CHAT_BUTTON,MENU/VOICE_CHAT_BUTTON_DESC,+talk,GLOBAL,N,Y,Y,Y,Y,Y,
LookUp,MENU/LOOK_UP,MENU/LOOK_UP_DESC,+lookup,ONFOOT,Y,Y,Y,Y,Y,,
LookDown,MENU/LOOK_DOWN,MENU/LOOK_DOWN_DESC,+lookdown,ONFOOT,Y,Y,Y,Y,Y,,
HoldMouseLook,MENU/HOLD_MOUSE_LOOK,MENU/HOLD_MOUSE_LOOK_DESC,+mlook,ONFOOT,Y,Y,Y,Y,Y,,
CenterView,MENU/CENTER_VIEW,MENU/CENTER_VIEW_DESC,CenterView,ONFOOT,Y,Y,Y,Y,Y,,
ForwardAction,MENU/FORWARD,MENU/FORWARD_DESC,+forward,ONFOOT,Y,Y,Y,Y,Y,,
BackwardAction,MENU/MOVE_BACK,MENU/MOVE_BACK_DESC,+back,ONFOOT,Y,Y,Y,Y,Y,,
MoveLeftAction,MENU/MOVE_LEFT,MENU/MOVE_LEFT_DESC,+moveleft,ONFOOT,Y,Y,Y,Y,Y,,
MoveRightAction,MENU/MOVE_RIGHT,MENU/MOVE_RIGHT_DESC,+moveright,ONFOOT,Y,Y,Y,Y,Y,,
AutoForwardAction,MENU/AUTO_FORWARD,MENU/AUTO_FORWARD_DESC,autoforward,ONFOOT,Y,Y,Y,Y,Y,,
GoStandAction,MENU/STANDJUMP,MENU/STANDJUMP_DESC,+gostand,ONFOOT,Y,Y,Y,Y,Y,,
ToggleCrouchAction,MENU/CROUCH_SLIDE,MENU/CROUCH_SLIDE_DESC,+movedown,COMMON,Y,Y,Y,Y,Y,,
ToggleProneAction,MENU/KEYBIND_PRONE,MENU/HOLD_DOWN_PRONE_DESC,+prone,ONFOOT,Y,Y,Y,Y,Y,,
BreathSprintAction,MENU/SPRINT_HOLD_BREATH,MENU/SPRINT_HOLD_BREATH_DESC,+breath_sprint,ONFOOT,Y,Y,Y,Y,Y,,
StanceAction,MENU/CHANGE_STANCE,MENU/CHANGE_STANCE_DESC,+stance,ONFOOT,Y,Y,Y,Y,Y,,
SlideAction,MENU/KEYBIND_SLIDE,MENU/KEYBIND_SLIDE_DESC,+slide,ONFOOT,Y,Y,Y,Y,Y,,
SprintAction,MENU/SPRINT,MENU/KEYBIND_SPRINT_DESC,+sprint,ONFOOT,Y,Y,Y,Y,Y,,
SteadyAimAction,MENU/STEADY_AIM,MENU/KEYBIND_STEADY_AIM_DESC,+holdbreath,ONFOOT,Y,Y,Y,Y,Y,,
LeftAction,MENU/TURN_LEFT,MENU/TURN_LEFT_DESC,+left,ONFOOT,Y,Y,Y,Y,Y,,
RightAction,MENU/TURN_RIGHT,MENU/TURN_RIGHT_DESC,+right,ONFOOT,Y,Y,Y,Y,Y,,
StrafeAction,MENU/STRAFE,MENU/STRAFE_DESC,+strafe,ONFOOT,Y,Y,Y,Y,Y,,
ChangeClass1,MENU/FAST_LOADOUT_1,MENU/FAST_LOADOUT_1_DESC,ChangeClass1,ONFOOT_MP,Y,Y,Y,Y,Y,,
ChangeClass2,MENU/FAST_LOADOUT_2,MENU/FAST_LOADOUT_2_DESC,ChangeClass2,ONFOOT_MP,Y,Y,Y,Y,Y,,
ChangeClass3,MENU/FAST_LOADOUT_3,MENU/FAST_LOADOUT_3_DESC,ChangeClass3,ONFOOT_MP,Y,Y,Y,Y,Y,,
ChangeClass4,MENU/FAST_LOADOUT_4,MENU/FAST_LOADOUT_4_DESC,ChangeClass4,ONFOOT_MP,Y,Y,Y,Y,Y,,
ChangeClass5,MENU/FAST_LOADOUT_5,MENU/FAST_LOADOUT_5_DESC,ChangeClass5,ONFOOT_MP,Y,Y,Y,Y,Y,,
ChangeClass6,MENU/FAST_LOADOUT_6,MENU/FAST_LOADOUT_6_DESC,ChangeClass6,ONFOOT_MP,Y,Y,Y,Y,Y,,
ChangeClass7,MENU/FAST_LOADOUT_7,MENU/FAST_LOADOUT_7_DESC,ChangeClass7,ONFOOT_MP,Y,Y,Y,Y,Y,,
ChangeClass8,MENU/FAST_LOADOUT_8,MENU/FAST_LOADOUT_8_DESC,ChangeClass8,ONFOOT_MP,Y,Y,Y,Y,Y,,
ChangeClass9,MENU/FAST_LOADOUT_9,MENU/FAST_LOADOUT_9_DESC,ChangeClass9,ONFOOT_MP,Y,Y,Y,Y,Y,,
ChangeClass10,MENU/FAST_LOADOUT_10,MENU/FAST_LOADOUT_10_DESC,ChangeClass10,ONFOOT_MP,Y,Y,Y,Y,Y,,
KillstreakWheel,MENU/KILLSTREAK_WHEEL,MENU/KILLSTREAK_WHEEL_DESC,killstreak_wheel,ONFOOT_MP,Y,Y,Y,Y,Y,,
MunitionWheel,MENU/MUNITION_WHEEL,MENU/MUNITION_WHEEL_DESC,killstreak_wheel,ONFOOT,Y,Y,Y,Y,Y,,
StanceUp,MENU/STANCE_UP,MENU/STANCE_UP_DESC,+stanceup,ONFOOT,Y,Y,Y,Y,Y,,
StanceDown,MENU/STANCE_DOWN,MENU/STANCE_DOWN_DESC,+stancedown,ONFOOT,Y,Y,Y,Y,Y,,
SuperSprintAction,MENU/SUPER_SPRINT,MENU/SUPER_SPRINT_KEYBIND_DESC,+supersprint,ONFOOT,Y,Y,Y,Y,Y,,
FirstWeaponAction,MENU/FIRST_WEAPON,MENU/FIRST_WEAPON_DESC,selectweapon1,ONFOOT,Y,Y,Y,Y,Y,,
SecondWeaponAction,MENU/SECOND_WEAPON,MENU/SECOND_WEAPON_DESC,selectweapon2,ONFOOT,Y,Y,Y,Y,Y,,
ThirdWeaponAction,MENU/THIRD_WEAPON,MENU/THIRD_WEAPON_DESC,selectweapon3,ONFOOT,Y,Y,Y,Y,Y,,
MeleeAction,MENU/MELEE_KEY,MENU/MELEE_KEY_DESC,+melee,ONFOOT,Y,Y,Y,Y,Y,,
ZoomAction,MENU/ZOOM_KEY,MENU/ZOOM_KEY_DESC,+changezoom,ONFOOT,Y,Y,Y,Y,Y,,
NavigateUpAction,MENU/NAVIGATE_UP,MENU/NAVIGATE_UP_DESC,menu_nav_up,MENU,Y,Y,Y,Y,Y,,
NavigateDownAction,MENU/NAVIGATE_DOWN,MENU/NAVIGATE_DOWN_DESC,menu_nav_down,MENU,Y,Y,Y,Y,Y,,
NavigateLeftAction,MENU/NAVIGATE_LEFT,MENU/NAVIGATE_LEFT_DESC,menu_nav_left,MENU,Y,Y,Y,Y,Y,,
NavigateRightAction,MENU/NAVIGATE_RIGHT,MENU/NAVIGATE_RIGHT_DESC,menu_nav_right,MENU,Y,Y,Y,Y,Y,,
ConfirmAction,MENU/CONFIRM_SELECTION,MENU/CONFIRM_SELECTION_DESC,menu_confirm,MENU,Y,Y,Y,Y,Y,,
BackAction,MENU/BACK,,menu_back,MENU,Y,Y,Y,Y,Y,,
ContextualAction1,MENU/CONTEXTUAL_ACTION_1,MENU/CONTEXTUAL_ACTION_DESC,menu_action1,MENU,Y,Y,Y,Y,Y,,
ContextualAction2,MENU/CONTEXTUAL_ACTION_2,MENU/CONTEXTUAL_ACTION_DESC,menu_action2,MENU,Y,Y,Y,Y,Y,,
NavPrevTabAction,MENU/NAVIGATE_PREVIOUS_TAB,MENU/NAVIGATE_PREVIOUS_TAB_DESC,menu_previous_tab,MENU,Y,Y,Y,Y,Y,,
NavNextTabAction,MENU/NAVIGATE_NEXT_TAB,MENU/NAVIGATE_NEXT_TAB_DESC,menu_next_tab,MENU,Y,Y,Y,Y,Y,,
ContextualAction3,MENU/CONTEXTUAL_ACTION_3,MENU/CONTEXTUAL_ACTION_DESC,menu_action3,MENU,Y,Y,Y,Y,Y,,
ContextualAction4,MENU/CONTEXTUAL_ACTION_4,MENU/CONTEXTUAL_ACTION_DESC,menu_action4,MENU,Y,Y,Y,Y,Y,,
ContextualAction5,MENU/CONTEXTUAL_ACTION_5,MENU/CONTEXTUAL_ACTION_DESC,menu_action5,MENU,Y,Y,Y,Y,Y,,
ContextualAction6,MENU/CONTEXTUAL_ACTION_6,MENU/CONTEXTUAL_ACTION_DESC,menu_action6,MENU,Y,Y,Y,Y,Y,,
ContextualAction7,MENU/CONTEXTUAL_ACTION_7,MENU/CONTEXTUAL_ACTION_DESC,menu_action7,MENU,Y,Y,Y,Y,Y,,
ContextualAction8,MENU/CONTEXTUAL_ACTION_8,MENU/CONTEXTUAL_ACTION_8_DESC,menu_action8,MENU,Y,Y,Y,Y,Y,,
UnbindKey,LUA_MENU/UNBIND,LUA_MENU/UNBIND_DESC,menu_unbind,MENU,Y,Y,Y,Y,Y,,
NotificationAccAction,MENU/ACCEPT_NOTIFICATIONS,MENU/ACCEPT_NOTIFICATIONS_DESC,accept_notification,GLOBAL,Y,Y,Y,Y,Y,,
NotificationDecAction,MENU/DECLINE_NOTIFICATIONS,MENU/DECLINE_NOTIFICATIONS_DESC,decline_notification,GLOBAL,Y,Y,Y,Y,Y,,
PauseDismissAction,MENU/DISMISS_PAUSE_MENU,MENU/DISMISS_PAUSE_MENU_DESC,menu_dismiss_pause,MENU,Y,Y,Y,Y,Y,,
GroundVehicleForward,MENU/GR_VEH_MOVE_FORWARD,MENU/GR_VEH_MOVE_FORWARD_DESC,+forward,VEHICLE_GROUND,Y,Y,Y,Y,Y,,
GroundVehicleBackward,MENU/GR_VEH_MOVE_BACKWARD,MENU/GR_VEH_MOVE_BACKWARD_DESC,+back,VEHICLE_GROUND,Y,Y,Y,Y,Y,,
GroundVehicleLeft,MENU/GR_VEH_TURN_LEFT,MENU/GR_VEH_TURN_LEFT_DESC,+moveleft,VEHICLE_GROUND,Y,Y,Y,Y,Y,,
GroundVehicleRight,MENU/GR_VEH_TURN_RIGHT,MENU/GR_VEH_TURN_RIGHT_DESC,+moveright,VEHICLE_GROUND,Y,Y,Y,Y,Y,,
GroundVehicleLeanForward,MENU/GR_VEH_LEAN_FORWARD,MENU/GR_VEH_LEAN_FORWARD_DESC,+special,VEHICLE_GROUND,Y,Y,Y,Y,Y,,
GroundVehicleLeanBackward,MENU/GR_VEH_LEAN_BACKWARD,MENU/GR_VEH_LEAN_BACKWARD_DESC,+breath_sprint,VEHICLE_GROUND,Y,Y,Y,Y,Y,,
GroundVehicleFire,MENU/GR_VEH_FIRE,MENU/GR_VEH_FIRE_DESC,+attack,VEHICLE_GROUND,Y,Y,Y,Y,Y,,
GroundVehicleADSView,MENU/GR_VEH_ADS_VIEW,MENU/GR_VEH_ADS_VIEW_DESC,+speed_throw,VEHICLE_GROUND,Y,Y,Y,Y,Y,,
GroundVehicleMissile,MENU/GR_VEH_FIRE_MISSILE,MENU/GR_VEH_FIRE_MISSILE_DESC,+frag,VEHICLE_GROUND,Y,Y,Y,Y,Y,,
GroundVehicleHandbrake,MENU/GR_VEH_HANDBRAKE,MENU/GR_VEH_HANDBRAKE_DESC,+gostand,VEHICLE_GROUND,Y,Y,Y,Y,Y,,
GroundVehicleHornAction,MENU/GR_VEH_HORN,MENU/GR_VEH_HORN_DESC,+smoke,VEHICLE_GROUND,Y,Y,Y,Y,Y,,
GroundVehicleWarTrackToggle,MENU/GR_VEH_WARTRACK,MENU/GR_VEH_WARTRACK_DESC,nightvision,VEHICLE_GROUND,Y,Y,Y,Y,Y,,
FlyingVehicleForward,MENU/FL_VEH_MOVE_FORWARD,MENU/FL_VEH_MOVE_FORWARD_DESC,+forward,VEHICLE_FLYING,Y,Y,Y,Y,Y,,
FlyingVehicleBackward,MENU/FL_VEH_MOVE_BACKWARD,MENU/FL_VEH_MOVE_BACKWARD_DESC,+back,VEHICLE_FLYING,Y,Y,Y,Y,Y,,
FlyingVehicleLeft,MENU/FL_VEH_TURN_LEFT,MENU/FL_VEH_TURN_LEFT_DESC,+moveleft,VEHICLE_FLYING,Y,Y,Y,Y,Y,,
FlyingVehicleRight,MENU/FL_VEH_TURN_RIGHT,MENU/FL_VEH_TURN_RIGHT_DESC,+moveright,VEHICLE_FLYING,Y,Y,Y,Y,Y,,
FlyingVehicleAscend,MENU/FL_VEH_ASCEND,MENU/FL_VEH_ASCEND_DESC,+gostand,VEHICLE_FLYING,Y,Y,Y,Y,Y,,
FlyingVehicleDescend,MENU/FL_VEH_DESCEND,MENU/FL_VEH_DESCEND_DESC,+prone,VEHICLE_FLYING,Y,Y,Y,Y,Y,,
FlyingVehicleFlares,MENU/FL_VEH_FLARES,MENU/FL_VEH_FLARES_DESC,+attack,VEHICLE_FLYING,Y,Y,Y,Y,Y,,
FlyingVehicleHornAction,MENU/FL_VEH_HORN,MENU/FL_VEH_HORN_DESC,+smoke,VEHICLE_FLYING,Y,Y,Y,Y,Y,,
FlyingVehicleWarTrackToggle,MENU/FL_VEH_WARTRACK,MENU/FL_VEH_WARTRACK_DESC,nightvision,VEHICLE_FLYING,Y,Y,Y,Y,Y,,
MuteSound,MENU/MUTE_SOUND_SHORCUT_NAME,MENU/MUTE_SOUND_SHORCUT_DESC,mute_sound,GLOBAL,Y,Y,Y,Y,Y,,
MuteVoiceChat,MENU/MUTE_VOICE_CHAT_SHORCUT_NAME,MENU/MUTE_VOICE_CHAT_SHORCUT_DESC,mute_voice_chat,GLOBAL,Y,Y,Y,Y,Y,,
OptionsShortcut,MENU/OPTIONS_SHORTCUT_NAME,MENU/OPTIONS_SHORTCUT_DESC,quick_options,GLOBAL,Y,Y,Y,Y,Y,,
SocialShortcut,MENU/SOCIAL_SHORTCUT_NAME,MENU/SOCIAL_SHORTCUT_DESC,quick_social,GLOBAL,Y,Y,Y,Y,Y,,
HandbrakeAction,MENU/VEH_HANDBRAKE,MENU/VEH_HANDBRAKE_DESC,,ONFOOT,Y,Y,Y,Y,Y,,
HornAction,MENU/VEH_HORN,MENU/VEH_HORN_DESC,,ONFOOT,Y,Y,Y,Y,Y,,
NextSeatAction,MENU/VEH_NEXT_SEAT,MENU/VEH_NEXT_SEAT_DESC,,ONFOOT,Y,Y,Y,Y,Y,,
InventoryShowAction,MENU/INVENTORY_SHOW,MENU/INVENTORY_SHOW_DESC,togglescores,COMMON_BR,Y,Y,Y,Y,Y,,
InventoryUseAction,MENU/INVENTORY_USE,MENU/INVENTORY_USE_DESC,inventory_drop,COMMON_MP,Y,Y,Y,Y,Y,,
InventoryNextAction,MENU/INVENTORY_NEXT,MENU/INVENTORY_NEXT_DESC,inventory_next,COMMON_MP,Y,Y,Y,Y,Y,,
InventoryPreviousAction,MENU/INVENTORY_PREVIOUS,MENU/INVENTORY_PREVIOUS_DESC,inventory_previous,COMMON_MP,Y,Y,Y,Y,Y,,
WeaponInspectAction,MENU/WEAPON_INSPECT,MENU/WEAPON_INSPECT_DESC,weapon_inspect,ONFOOT,Y,Y,Y,Y,Y,,
DecreaseZoomAction,MENU/DECREASE_ZOOM,MENU/DECREASE_ZOOM_DESC,+decreasezoom,ONFOOT,Y,Y,Y,Y,Y,,
