barshort_augolf,9,bararAugolf,icon_dyn_attachment_sm_augolf_arbarrel02,
barshort_decho,9,barshortDecho,icon_dyn_attachment_pi_decho_slide_extended02,
ventslide_papa320,9,ventslidePap320,icon_dyn_attachment_pi_papa320_slide_vented,
barheavy_2,9,,,
barlong_golf21,9,barlongGolf21,icon_dyn_attachment_pi_golf21_slide_v4,
barmid_mike1911,9,barmidMike1911,icon_dyn_attachment_pi_mike1911_v2_slide,
barmid_tango21,9,barmidTango21,icon_dyn_attachment_ar_tango21_barrel_med,
barmid_tango21_v2,9,barmidTango21,icon_dyn_attachment_ar_tango21_barrel_med,
barlight,9,DefaultSequence,,
barlight_1,9,DefaultSequence,,
barlight_galima,9,barlightGalima,icon_dyn_attachment_ar_galima_barlight,
barlight_shtgn,9,DefaultSequence,,
barcust_charlie725,9,barcustCharlie725,icon_dyn_attachment_sh_charlie725_barrel_mid,
barshort_dpapa12,9,barlongDpapa12,icon_dyn_attachment_sh_dpapa12_barshort,
barshort_dpapa12_v2,9,barshortDpapa12v2,icon_dyn_attachment_sh_dpapa12_barshort_v2,
barshort_oscar12,9,barshortOscar12,icon_dyn_attachment_sh_oscar12_barrelshort,
barlight_sierra552,9,barlightSierra552,icon_dyn_attachment_ar_sierra552_barlight,
barlight_silenced,9,DefaultSequence,,
barsil_mike4,9,barsilMike4,icon_dyn_attachment_ar_mike4_barsil,
barsil_mpapa5,9,barsilMpapa5,icon_dyn_attachment_sm_mpapa5_barrel_suppressor,
barmid,9,DefaultSequence,,
barmid_augolf,9,bararAugolf,icon_dyn_attachment_sm_augolf_arbarrel02,
barmid_beta,9,barlongBeta,icon_dyn_attachment_sm_beta_barmid,
barmid_falima,9,barmidFalima,icon_dyn_attachment_ar_falima_barlong2,
barmid_mike4,9,barmidMike4,icon_dyn_attachment_ar_mike4_barrel_v3,
barmid_mike4_mpv2,9,barmidMike4,icon_dyn_attachment_ar_mike4_barrel_v3,
barmid_mike4_v2,9,barmidMike4v2,icon_dyn_attachment_ar_mike4_barrel_v2,
barmid_papa320,9,piPapa320,icon_dyn_attachment_pi_papa320_slide_v2,
barmidpstl,9,DefaultSequence,,
barrail_mpapa5,9,barrailMpapa5,icon_dyn_attachment_sm_mpapa5_railgrip,
barshort_beta,9,barlongBeta,icon_dyn_attachment_sm_beta_barshort,
barshort_mike14,9,barshortMike14,icon_dyn_attachment_sn_mike14_barlight,
barshort_mike14_v2,9,barshortMike14,icon_dyn_attachment_sn_mike14_barlight,
barshort_mpapa7,9,barshortMpapa7,icon_dyn_attachment_sm_mpapa7_barlight,
barlight_2,9,DefaultSequence,,
armsl_crossbow,9,armslCrossbow,icon_dyn_attachment_sn_crossbow_arms_light,
barmid_mgolf36,9,barmidMgolf36,icon_dyn_attachment_lm_mgolf36_barrel_med,
barshort_golf21,9,piGolf21,icon_dyn_attachment_pi_golf21_slide_auto,
barshort_mike9,9,barshortMike9,icon_dyn_attachment_pi_mike9_barlight,
barlong,9,DefaultSequence,,
barlong_1,9,DefaultSequence,,
barlong_2,9,DefaultSequence,,
barcust_asierra12,9,barcustAsierra12,icon_dyn_attachment_ar_asierra12_barlong,
barlong_alpha50,9,barlongAlpha50,icon_dyn_attachment_sn_alpha50_barlong,
barlong_kilo121,9,barlongKilo121,icon_dyn_attachment_lm_kilo121_barrel_long,
barlong_lima86,9,barlongLima86,icon_dyn_attachment_lm_lima86_barrel_long,
barlong_mgolf36,9,barlongMgolf36,icon_dyn_attachment_lm_mgolf36_barrel_v2,
barlong_mike1911,9,barlongMike1911,icon_dyn_attachment_pi_mike1911_barlong,
barmid_mike14,9,barmidMike14,icon_dyn_attachment_sn_mike14_barlong,
barmid_mike14_v2,9,barmidMike14,icon_dyn_attachment_sn_mike14_barlong,
barmid_pkilo,9,barmidPkilo,icon_dyn_attachment_lm_pkilo_barrel_long,
barshort_kilo98,9,barshortKilo98,icon_dyn_attachment_sn_kilo98_barshort,
barshort_sbeta,9,barshortSbeta,icon_dyn_attachment_sn_sbeta_barshort,
barshort_sbeta_v2,9,snSbetav1,icon_dyn_attachment_sn_sbeta_barrel_v2,
barlong_3,9,DefaultSequence,,
barlong_3_alt,9,DefaultSequence,,
barar_augolf,9,bararAugolf,icon_dyn_attachment_sm_augolf_arbarrel,
barshort_kilo433,9,barshortKilo433,icon_dyn_attachment_ar_kilo433_barshort,
barlong_beta,9,barlongBeta,icon_dyn_attachment_sm_beta_barlong,
barlong_delta,9,barlongDelta,icon_dyn_attachment_sn_delta_barlong,
barlong_delta_v2,9,barlongDeltav2,icon_dyn_attachment_sn_delta_barlong_v2,
barlong_falima,9,barlongFalima,icon_dyn_attachment_ar_falima_barlong,
barlong_mike14,9,barlongMike14,icon_dyn_attachment_sn_mike14_barlong2,
barlong_mike14_v2,9,barlongMike14,icon_dyn_attachment_sn_mike14_barlong2,
barlong_mike9,9,barlongMike9,icon_dyn_attachment_pi_mike9_barlong,
barlong_mkilo3,9,barlongMkilo3,icon_dyn_attachment_lm_mkilo3_barlong,
barlong_mpapa7,9,barlongMpapa7,icon_dyn_attachment_sm_mpapa7_barlong,
barlong_papa320,9,barlongPapa320,icon_dyn_attachment_pi_papa320_barrel_ext,
barlong_uzulu,9,barlongUzulu,icon_dyn_attachment_sm_uzulu_barlong,
barmid_golf21,9,barmidGolf21,icon_dyn_attachment_pi_golf21_slide_v3,
barmid_kilo98,9,barmidKilo98,icon_dyn_attachment_sn_kilo98_barmid,
barmid_sbeta,9,barmidSbeta,icon_dyn_attachment_sn_sbeta_barmid,
barmid_sbeta_v2,9,barmidSbeta,icon_dyn_attachment_sn_sbeta_barmid,
barmid_scharlie,9,barmidScharlie,icon_dyn_attachment_ar_scharlie_barrel_mid,
barlong_4,9,DefaultSequence,,
armsh_crossbow,9,armshCrossbow,icon_dyn_attachment_sn_crossbow_arms_heavy,
barcust_papa90,9,barcustPapa90,icon_dyn_attachment_sm_papa90_custombarrel,
barcust_papa90_mp,9,barcustPapa90,icon_dyn_attachment_sm_papa90_custombarrel,
barcust_papa90_v2,9,barcustPapa90,icon_dyn_attachment_sm_papa90_custombarrel,
bargrip_long,9,DefaultSequence,,
barcust2_akilo47,9,barcust2Akilo47,icon_dyn_attachment_lmgbarrel_akilo47_no_bipod,
barlmg_akilo47,9,barrelLongAkilo47,icon_dyn_attachment_lmgbarrel_akilo47,
barlmg_akilo47_mp,9,barrelLongAkilo47,icon_dyn_attachment_lmgbarrel_akilo47,
barlong_anovember94,9,barlongAnovember94,icon_dyn_attachment_ar_anov94_barlong,
barlong_asierra12,9,barlongAsierra12,icon_dyn_attachment_ar_asierra12_barlong2,
barlong_charlie9,9,barlongCharlie9,icon_dyn_attachment_sm_charlie9_longbarrel,
barlong_cpapa,9,piCpapaLong,icon_dyn_attachment_pi_cpapa_barrel_long,
barlong_decho,9,barlongDecho,icon_dyn_attachment_pi_decho_slide_extended,
barlong_falpha,9,barlongFalpha,icon_dyn_attachment_ar_falpha_barrellong,
barlong_falpha_mp,9,barlongFalpha,icon_dyn_attachment_ar_falpha_barrellong,
barlong_galima,9,barlongGalima,icon_dyn_attachment_ar_galima_barlong,
barlong_kilo98,9,barlongKilo98,icon_dyn_attachment_sn_kilo98_barlong,
barlong_mcharlie,9,barlongMcharlie,icon_dyn_attachment_ar_mcharlie_longbarrel,
barlong_mike4,9,barcustMike4,icon_dyn_attachment_ar_mike4_custombarrel,
barlong_sbeta,9,barlongSbeta,icon_dyn_attachment_sn_sbeta_barlong,
barlong_sbeta_v2,9,barlongSbeta,icon_dyn_attachment_sn_sbeta_barlong,
barlong_sierra552,9,barlongSierra552,icon_dyn_attachment_ar_sierra552_barlong,
barlong_sksierra,9,barlongSksierra,icon_dyn_attachment_sn_sksierra_barlong,
barlong_smgolf45,9,barlongSmgolf45,icon_dyn_attachment_sm_smgolf45_barlong,
barlong_victor,9,barlongVictor,icon_dyn_attachment_sm_victor_barlong,
barlong_xmike109,9,barlongXmike109,icon_dyn_attachment_sn_xmike109_barlong,
barlong_6,9,DefaultSequence,,
barcust2_mike4,9,barcust2Mike4,icon_dyn_attachment_ar_mike4_mike203barrel,
barcust2_uzulu,9,barcust2Uzulu,icon_dyn_attachment_sm_uzulu_barrel_v13,
barlmg_augolf,9,barlmgAugolf,icon_dyn_attachment_sm_augolf_lmgbarrel,
barlong_kilo433,9,barrelLongKilo433,icon_dyn_attachment_ar_kilo433_long_barrel,
barlong_scharlie,9,barlongScharlie,icon_dyn_attachment_ar_scharlie_barrel_long,
barlong_scharlie_v2,9,barlongScharlie,icon_dyn_attachment_ar_scharlie_barrel_long,
barlong_silenced,9,DefaultSequence,,
barsil_charlie9,9,barsilCharlie9,icon_dyn_attachment_sm_charlie9_barsil,
barsil_victor,9,barsilVictor,icon_dyn_attachment_sm_victor_barsil,
barlong_tango21,9,barlongTango21,icon_dyn_attachment_ar_tango21_barrel_long,
barlong_tango21_v2,9,barlongTango21,icon_dyn_attachment_ar_tango21_barrel_long,
barxlong_sierra552,9,barxlongSierra552,icon_dyn_attachment_ar_sierra552_barxlong,
barlong_shtgn,9,DefaultSequence,,
barlong_charlie725,9,barlongCharlie725,icon_dyn_attachment_sh_charlie725_barrel_long,
barlong_oscar12,9,barlongOscar12,icon_dyn_attachment_sh_oscar12_barrellong,
barlong_romeo870,9,barlongRomeo870,icon_dyn_attachment_sh_romeo870_barrel_long,
barmid_mike26,9,barmidMike26,icon_dyn_attachment_sh_mike26_barheavy,
barlong_snpr,9,DefaultSequence,,
barlong_hdromeo,9,barlongHdromeo,icon_dyn_attachment_sn_hdromeo_barrel_long,
barlongpstl,9,DefaultSequence,,
barmags,9,DefaultSequence,,
barextra_romeo870,9,barmidRomeo870,icon_dyn_attachment_sh_romeo870_barmed_v13,
barshort,9,barrelDefault,,
barshort_1,9,barrelDefault,,
barshort_2,9,barrelDefault,,
barcust_uzulu,9,barshortUzulu,icon_dyn_attachment_sm_uzulu_barshort,
barmid_lima86,9,barmidLima86,icon_dyn_attachment_lm_lima86_barrel_mid,
barshort_charlie9,9,smCharlie9,icon_dyn_attachment_sm_charlie9_barrel,
barshort_falima,9,barshortFalima,icon_dyn_attachment_ar_falima_barsmg,
barshort_falpha,9,barshortFalpha,icon_dyn_attachment_ar_falpha_barshort,
barshort_kilo121,9,barshortKilo121,icon_dyn_attachment_lm_kilo121_barrel_short,
barshort_mike1911,9,barshortMike1911,icon_dyn_attachment_pi_mike1911_barshort,
barshort_mkilo3,9,barshortMkilo3,icon_dyn_attachment_lm_mkilo3_barshort,
barshort_pkilo,9,barshortPkilo,icon_dyn_attachment_lm_pkilo_barrel_short,
barshort_tango21,9,barshortTango21,icon_dyn_attachment_ar_tango21_barrel_short,
barshort_3,9,barrelDefault,,
barshort_alpha50,9,barshortAlpha50,icon_dyn_attachment_sn_alpha50_barshort,
barshort_anovember94,9,barshortAnovember94,icon_dyn_attachment_ar_anov94_barshort,
barshort_asierra12,9,barshortAsierra12,icon_dyn_attachment_ar_asierra12_barshort,
barshort_cpapa,9,barshortCpapa,icon_dyn_attachment_pi_cpapa_shortbarrel,
barshort_delta,9,barshortDelta,icon_dyn_attachment_sn_delta_barshort,
barshort_delta_v2,9,barshortDeltav2,icon_dyn_attachment_sn_delta_barmid_v2,
barshort_galima,9,barshortGalima,icon_dyn_attachment_ar_galima_barshort,
barshort_sksierra,9,barshortSksierra,icon_dyn_attachment_sn_sksierra_barshort,
barshort_4,9,barrelDefault,,
armstac_crossbow,9,armstacCrossbow,icon_dyn_attachment_sn_crossbow_arms_tac,
bargrip_short,9,barrelDefault,,
barshort_sierra552,9,barshortSierra552,icon_dyn_attachment_ar_sierra552_barshort,
barshort_lima86,9,barshortLima86,icon_dyn_attachment_lm_lima86_barrel_short,
barshort_lima86_v2,9,barshortLima86v2,icon_dyn_attachment_lm_lima86_barrel_short_v5,
barshort_mcharlie,9,barshortMcharlie,icon_dyn_attachment_ar_mcharlie_shortbarrel,
barshort_mgolf34,9,barshortlmMgolf34,icon_dyn_attachment_lm_mgolf34_barshort_v4,
barshort_mgolf36,9,barshortMgolf36,icon_dyn_attachment_lm_mgolf36_barrel_short,
barshort_mike4,9,barrelShortMike4,icon_dyn_attachment_ar_mike4_shortbarrel,
barshort_mpapa5,9,barshortMpapa5,icon_dyn_attachment_sm_mpapa5_barshort,
barshort_mpapa5_v2,9,barshortMpapa5,icon_dyn_attachment_sm_mpapa5_barshort,
barshort_scharlie,9,barshortScharlie,icon_dyn_attachment_ar_scharlie_barrel_pdw,
barshort_smgolf45,9,barshortSmgolf45,,
barshort_xmike109,9,barshortXmike109,icon_dyn_attachment_sn_xmike109_barshort,
barshortpstl,9,barrelDefault,,
barsmg_akilo47,9,barsmgAkilo47,icon_dyn_attachment_smgbarrel_akilo47,
barcustsmg_akilo47,9,barsmgAkilo47,icon_dyn_attachment_smgbarrel_akilo47,
barsmg_falima,9,barsmgFalima,icon_dyn_attachment_ar_falima_barsmg,
barshort_shtgn,9,barrelDefault,,
barshort_charlie725,9,barshortCharlie725,icon_dyn_attachment_sh_charlie725_barrel_sawnoff,
barshort_mike26,9,barshortMike26,icon_dyn_attachment_sh_mike26_barshort,
barshort_romeo870,9,barrelshortRomeo870,icon_dyn_attachment_sh_romeo870_barrel_sawn,
bipod,1,bipod,icon_dyn_attachment_bipod,
bipod_akilo47,1,bipodAkilo47,icon_dyn_attachment_bipod_akilo47,
bipod_akilo47_folded,1,bipodAkilo47,icon_dyn_attachment_bipod_akilo47,
bipod_falima,1,bipodFalima,icon_dyn_attachment_ar_falima_bipod,
bipod_falpha,1,bipodFalpha,icon_dyn_attachment_ar_falpha_bipod,
bipod_falpha_v2,1,bipodFalpha,icon_dyn_attachment_ar_falpha_bipod,
bipoddmr,1,bipod,icon_dyn_attachment_bipod,
bipod_kilo98,1,bipodKilo98,icon_dyn_attachment_sn_kilo98_bipod,
bipodlmg,1,bipod,icon_dyn_attachment_bipod,
bipod_kilo121,1,bipodKilo121,icon_dyn_attachment_lm_kilo121_bipod,
bipod_lima86,1,bipodLima86,icon_dyn_attachment_lm_lima86_bipod,
bipod_mgolf34,1,bipodMgolf34,icon_dyn_attachment_lm_mgolf34_bipod,
bipod_mgolf36,1,bipod,icon_dyn_attachment_bipod,
bipod_mkilo3,1,bipodMkilo3,icon_dyn_attachment_lm_mkilo3_bipod,
bipod_pkilo,1,bipodPkilo,icon_dyn_attachment_lm_pkilo_bipod,
bipodsnpr,1,bipod,icon_dyn_attachment_bipod,
bipod_delta,1,bipod,icon_dyn_attachment_bipod,
bipod_hdromeo,1,bipodHdromeo,icon_dyn_attachment_sn_hdromeo_bipod,
bipod_hdromeo_ballistics,1,bipodHdromeo,icon_dyn_attachment_sn_hdromeo_bipod,
bipod_xmike109,1,bipodXmike109,icon_dyn_attachment_sn_xmike109_bipod,
calar_augolf,4,calarAugolf,icon_dyn_attachment_sm_augolf_armag,
calar_augolf_sp,4,calarAugolf,icon_dyn_attachment_sm_augolf_armag,
drums_augolf,4,drumsAugolf,icon_dyn_attachment_sm_augolf_drummag,
drums_augolf_sp,4,drumsAugolf,icon_dyn_attachment_sm_augolf_drummag,
boltexplo_crossbow,4,boltexploCrossbow,icon_dyn_attachment_sn_crossbow_mag_expbolt,
boltfire_crossbow,4,boltfireCrossbow,icon_dyn_attachment_sn_crossbow_mag_firebolt,
boltstun_crossbow,4,boltstunCrossbow,icon_dyn_attachment_sn_crossbow_mag_stunbolt,
calcust_mike4_50,4,calcustMike4,icon_dyn_attachment_ar_mike4_mag_v5,
calcust_mike4_50_pink,4,calcustMike4,icon_dyn_attachment_ar_mike4_mag_v5,
calcust_mpapa5,4,xmagslrgMpapa5,icon_dyn_attachment_sm_mpapa5_mag_xmag2,
calcust_mpapa5_shdw,4,xmagslrgMpapa5,icon_dyn_attachment_sm_mpapa5_mag_xmag2,
calcust_uzulu,4,calcustUzulu,icon_dyn_attachment_sm_uzulu_mag_v13,
calcust_xmike109,4,DefaultSequence,,
calcust1_xmike109,4,calcustXmike109,icon_dyn_attachment_sn_xmike109_calcust1,
calcust2_xmike109,4,calcust2Xmike109,icon_dyn_attachment_sn_xmike109_calcust2,
slugs_mike26,4,slugsMike26,icon_dyn_attachment_sh_mike26_slugmag,
slugs_oscar12,4,slugsOscar12,icon_dyn_attachment_sh_oscar12_slug_mag,
vertmags_slugs_romeo870,4,shRomeo870,icon_dyn_attachment_sh_romeo870_mag_caldb_v13,
vertmags_slugs_romeo870_dmb,4,shRomeo870,icon_dyn_attachment_sh_romeo870_mag_caldb_v13,
callmgdrums_akilo47,4,drumsAkilo47,icon_dyn_attachment_drum_mag_akilo47,
callmg_augolf,4,smAugolf,icon_dyn_attachment_sm_augolf_smgmag,
callmgdrums_augolf,4,drumsAugolf,icon_dyn_attachment_sm_augolf_drummag,
cal_556_to_9mm,4,calsmgMike4,icon_dyn_attachment_ar_mike4_calsmg,
calsmg_mike4,4,calsmgMike4,icon_dyn_attachment_ar_mike4_calsmg,
drums_tango21,4,drumsTango21,icon_dyn_attachment_ar_tango21_drummag,
calsmg_akilo47,4,calsmgAkilo47,icon_dyn_attachment_smgmag_akilo47,
calsmg_akilo47_dmb,4,calsmgAkilo47,icon_dyn_attachment_smgmag_akilo47,
calsmg_akilo47_sp,4,calsmgAkilo47,icon_dyn_attachment_smgmag_akilo47,
calsmgdrums_akilo47,4,drumsAkilo47,icon_dyn_attachment_drum_mag_akilo47,
calsmgdrums_akilo47_sp,4,drumsAkilo47,icon_dyn_attachment_drum_mag_akilo47,
caldmr_scharlie,4,caldmrScharlie,icon_dyn_attachment_ar_scharlie_mag_dmr,
calsnpr_asierra12,4,calsnprAsierra12,icon_dyn_attachment_ar_asierra12_mag_sniper,
caldb_mike26,4,shMike26,icon_dyn_attachment_sh_mike26_mag,
vertmags_caldb_romeo870,4,shRomeo870,icon_dyn_attachment_sh_romeo870_mag_caldb_v13,
gl_iw8,1,mike203,icon_dyn_attachment_ub_mike203,
glconc,1,mike203,icon_dyn_attachment_ub_mike203,
glconc_mini,1,mike203Mini,icon_dyn_attachment_ub_mike203_mini01,
ub_echo_conc,1,echo,icon_dyn_attachment_ar_scharlie_grenade_launcher,
ub_golf25_conc,1,golf25,icon_dyn_attachment_ub_gpapa25,
glflash,1,mike203,icon_dyn_attachment_ub_mike203,
glflash_mini,1,mike203Mini,icon_dyn_attachment_ub_mike203_mini01,
ub_echo_flash,1,echo,icon_dyn_attachment_ar_scharlie_grenade_launcher,
ub_golf25_flash,1,golf25,icon_dyn_attachment_ub_gpapa25,
glgas,1,mike203,icon_dyn_attachment_ub_mike203,
ub_echo_gas,1,echo,icon_dyn_attachment_ar_scharlie_grenade_launcher,
ub_golf25_gas,1,golf25,icon_dyn_attachment_ub_gpapa25,
glincendiary,1,mike203,icon_dyn_attachment_ub_mike203,
glincendiary_mini,1,mike203Mini,icon_dyn_attachment_ub_mike203_mini01,
ub_echo_incendiary,1,echo,icon_dyn_attachment_ar_scharlie_grenade_launcher,
ub_golf25_incendiary,1,golf25,icon_dyn_attachment_ub_gpapa25,
glsemtex,1,mike203,icon_dyn_attachment_ub_mike203,
ub_echo_semtex,1,echo,icon_dyn_attachment_ar_scharlie_grenade_launcher,
ub_golf25_semtex,1,golf25,icon_dyn_attachment_ub_gpapa25,
glsmoke,1,mike203,icon_dyn_attachment_ub_mike203,
glsmoke_mini,1,mike203Mini,icon_dyn_attachment_ub_mike203_mini01,
ub_echo_smoke,1,echo,icon_dyn_attachment_ar_scharlie_grenade_launcher,
ub_golf25_smoke,1,golf25,icon_dyn_attachment_ub_gpapa25,
glsnap,1,mike203,icon_dyn_attachment_ub_mike203,
glsnap_mini,1,mike203Mini,icon_dyn_attachment_ub_mike203_mini01,
ub_echo_snap,1,echo,icon_dyn_attachment_ar_scharlie_grenade_launcher,
ub_golf25_snap,1,golf25,icon_dyn_attachment_ub_gpapa25,
ub_echo,1,echo,icon_dyn_attachment_ar_scharlie_grenade_launcher,
ub_flare,1,mike203,icon_dyn_attachment_ub_mike203,
ub_golf25,1,golf25,icon_dyn_attachment_ub_gpapa25,
ub_golf25_cp,1,golf25,icon_dyn_attachment_ub_gpapa25,
ub_golf25_sp,1,golf25,icon_dyn_attachment_ub_gpapa25,
ub_golf25_sp_safehouse,1,golf25,icon_dyn_attachment_ub_gpapa25,
ub_mike203,1,mike203,icon_dyn_attachment_ub_mike203,
ub_mike203_mini,1,mike203Mini,icon_dyn_attachment_ub_mike203_mini01,
ub_mike203_sp,1,mike203,icon_dyn_attachment_ub_mike203,
ub_mike203_sp_null,1,mike203,icon_dyn_attachment_ub_mike203,
gripang_parent,1,gripAng,icon_dyn_attachment_angledgrip,
gripang_large_commando,1,gripAng,icon_dyn_attachment_angledgrip,
gripAng,1,gripAng,icon_dyn_attachment_angledgrip,
gripang_kilo433,1,gripAng,icon_dyn_attachment_angledgrip,
gripang_mcharlie,1,gripAng,icon_dyn_attachment_angledgrip,
gripang_mike4,1,gripAng,icon_dyn_attachment_angledgrip,
gripang_sierra552,1,gripAng,icon_dyn_attachment_angledgrip,
gripang_akilo47,1,gripAng,icon_dyn_attachment_angledgrip,
gripangdmr,1,gripAng,icon_dyn_attachment_angledgrip,
gripanglmg,1,gripanglmg,icon_dyn_attachment_angledgrip,
gripangshtgn,1,gripAng,icon_dyn_attachment_angledgrip,
gripang_charlie725,1,gripAng,icon_dyn_attachment_angledgrip,
gripang_dpapa12,1,gripAng,icon_dyn_attachment_angledgrip,
gripang_oscar12,1,gripangOscar12,icon_dyn_attachment_sh_oscar12_sidegripang,
gripang_romeo870,1,gripAng,icon_dyn_attachment_angledgrip,
gripangsmg,1,gripAng,icon_dyn_attachment_angledgrip,
gripang_augolf,1,gripAng,icon_dyn_attachment_angledgrip,
gripang_small_tactical,1,gripAng,icon_dyn_attachment_angledgrip,
gripangpro,1,gripangpro,icon_dyn_attachment_angledgrip02,
gripangpro_akilo47,1,gripangpro,icon_dyn_attachment_angledgrip02,
gripangpro_charlie725,1,gripangpro,icon_dyn_attachment_angledgrip02,
gripangpro_dpapa12,1,gripangpro,icon_dyn_attachment_angledgrip02,
gripangpro_kilo433,1,gripangpro,icon_dyn_attachment_angledgrip02,
gripangpro_romeo870,1,gripangpro,icon_dyn_attachment_angledgrip02,
gripangpro_sierra552,1,gripangproSierra552,icon_dyn_attachment_ar_sierra552_gripang,
gripangprolmg,1,gripangpro,icon_dyn_attachment_angledgrip02,
gripangprosmg,1,gripangpro,icon_dyn_attachment_angledgrip02,
gripangpro_augolf,1,gripangpro,icon_dyn_attachment_angledgrip02,
gripvertsmg_papa90,1,foregriptapePapa90,icon_dyn_attachment_sm_papa90_foregrip_tape,
gripvertsmg_papa90_v2,1,foregriptapePapa90v2,icon_dyn_attachment_sm_papa90_foregrip_tape03,
gripcust_parent,1,gripvert,icon_dyn_attachment_vertgrip01,
bipodgrip,1,bipodgrip,icon_dyn_attachment_bipod_grip,
gripcust,1,gripvert,icon_dyn_attachment_vertgrip01,
gripcust_romeo870,3,gripcustRomeo870,icon_dyn_attachment_sh_romeo870_pump_custom,
gripside_pkilo,1,gripsidePkilo,icon_dyn_attachment_lm_pkilo_sidegrip,
gripvert_mike26,1,pumplMike26,icon_dyn_attachment_sh_mike26_pumpl,
gripvert_parent,1,gripvert,icon_dyn_attachment_vertgrip_stubby02,
gripvert_long_merc,1,gripvert,icon_dyn_attachment_vertgrip_stubby02,
gripvert,1,gripvert,icon_dyn_attachment_vertgrip_stubby02,
gripcust_mike9,2,gripvertMike9,icon_dyn_attachment_pi_mike9_trigcust02,
gripvert_mike9,2,gripvertMike9,icon_dyn_attachment_pi_mike9_trigcust02,
gripvert_akilo47,1,gripvertAkilo47,icon_dyn_attachment_vertgrip_stubby02,
gripvertdmr,1,gripvert,icon_dyn_attachment_vertgrip_stubby02,
gripverthide,1,gripvert,icon_dyn_attachment_vertgrip_stubby02,
gripvertlmg,1,gripvertlmg,icon_dyn_attachment_vertgrip_stubby02,
gripvertshtgn,1,gripvert,icon_dyn_attachment_vertgrip_stubby02,
gripvert_charlie725,1,gripvert,icon_dyn_attachment_vertgrip_stubby02,
gripvert_dpapa12,1,gripvert,icon_dyn_attachment_vertgrip_stubby02,
gripvert_oscar12,1,gripvertOscar12,icon_dyn_attachment_sh_oscar12_sidegrip_long,
gripvert_romeo870,1,gripvertpro,icon_dyn_attachment_vertgrip01,
gripvertsmg,1,gripvertsmg,icon_dyn_attachment_vertgrip_stubby02,
gripvert_med_ranger,1,gripvert,icon_dyn_attachment_vertgrip_stubby02,
gripcust2_romeo870,3,gripcust2Romeo870,icon_dyn_attachment_sh_romeo870_pump_wood,
griphip,1,griphip,icon_dyn_attachment_vertgrip03,
