5019,ch_br_daily_turning_the_tables_short,CHALLENGE/BR_DAILY_TURNING_THE_TABLES,CHALLENGE/BR_DAILY_TURNING_THE_TABLES_DESC,1,2000,,1,,,,,,
5020,ch_br_daily_hommicidal_vehicle_short,CHALLENGE/BR_DAILY_HOMMICIDAL_VEHICLE,CHALLENGE/BR_DAILY_HOMMICIDAL_VEHICLE_DESC,2,2000,,1,,,,,12,
5021,ch_br_daily_crushing_with_commons_short,CHALLENGE/BR_DAILY_CRUSHING_WITH_COMMONS,CHALLENGE/BR_DAILY_CRUSHING_WITH_COMMONS_DESC,1,2000,,1,,,,,1,
5022,ch_br_daily_lethal_with_legendaries_short,CHALLENGE/BR_DAILY_LETHAL_WITH_LEGENDARIES,CHALLENGE/BR_DAILY_LETHAL_WITH_LEGENDARIES_DESC,1,2000,,1,,,,,7,
5023,ch_br_daily_rampage_with_rares_short,CHALLENGE/BR_DAILY_RAMPAGE_WITH_RARES,CHALLENGE/BR_DAILY_RAMPAGE_WITH_RARES_DESC,4,2000,,1,,,,,28,
5024,ch_br_daily_exterminate_with_epics_short,CHALLENGE/BR_DAILY_EXTERMINATE_WITH_EPICS,CHALLENGE/BR_DAILY_EXTERMINATE_WITH_EPICS_DESC,1,2000,,1,,,,,25,
5025,ch_br_daily_executioner_short,CHALLENGE/BR_DAILY_EXECUTIONER,CHALLENGE/BR_DAILY_EXECUTIONER_DESC,2,2000,,1,,,,,24,
5026,ch_br_daily_vehicular_hommicide_short,CHALLENGE/BR_DAILY_VEHICULAR_HOMMICIDE,CHALLENGE/BR_DAILY_VEHICULAR_HOMMICIDE_DESC,1,2000,,1,,,,,,
5027,ch_br_daily_best_of_the_best_short,CHALLENGE/BR_DAILY_BEST_OF_THE_BEST,CHALLENGE/BR_DAILY_BEST_OF_THE_BEST_DESC,1,2000,,1,,,,,14,
5028,ch_br_daily_caregiver_short,CHALLENGE/BR_DAILY_CAREGIVER,CHALLENGE/BR_DAILY_CAREGIVER_DESC,1,2000,,1,,,,,34,
5029,ch_br_daily_survivor_short,CHALLENGE/BR_DAILY_SURVIVOR,CHALLENGE/BR_DAILY_SURVIVOR_DESC,10,2000,,1,,,,min,5,
5030,ch_br_daily_bouncebackalicious_short,CHALLENGE/BR_DAILY_BOUNCEBACKALICIOUS,CHALLENGE/BR_DAILY_BOUNCEBACKALICIOUS_DESC,1,2000,,1,,,,,8,
5031,ch_br_daily_in_charge_of_the_yard_short,CHALLENGE/BR_DAILY_IN_CHARGE_OF_THE_YARD,CHALLENGE/BR_DAILY_IN_CHARGE_OF_THE_YARD_DESC,1,2000,,1,,,,,35,
5032,ch_br_daily_airfield_ascendency_short,CHALLENGE/BR_DAILY_AIRFIELD_ASCENDENCY,CHALLENGE/BR_DAILY_AIRFIELD_ASCENDENCY_DESC,1,2000,,1,,,,,13,
5033,ch_br_daily_boneyard_badass_short,CHALLENGE/BR_DAILY_BONEYARD_BADASS,CHALLENGE/BR_DAILY_BONEYARD_BADASS_DESC,1,2000,,1,,,,,23,
5034,ch_br_daily_dam_dangerzone_short,CHALLENGE/BR_DAILY_DAM_DANGERZONE,CHALLENGE/BR_DAILY_DAM_DANGERZONE_DESC,1,2000,,1,,,,,31,
5035,ch_br_daily_downtown_domination_short,CHALLENGE/BR_DAILY_DOWNTOWN_DOMINATION,CHALLENGE/BR_DAILY_DOWNTOWN_DOMINATION_DESC,1,2000,,1,,,,,3,
5036,ch_br_daily_farm_fatality_short,CHALLENGE/BR_DAILY_FARM_FATALITY,CHALLENGE/BR_DAILY_FARM_FATALITY_DESC,1,2000,,1,,,,,20,
5037,ch_br_daily_gulag_governor_short,CHALLENGE/BR_DAILY_GULAG_GOVERNOR,CHALLENGE/BR_DAILY_GULAG_GOVERNOR_DESC,1,2000,,1,,,,,17,
5038,ch_br_daily_hospital_hoplite_short,CHALLENGE/BR_DAILY_HOSPITAL_HOPLITE,CHALLENGE/BR_DAILY_HOSPITAL_HOPLITE_DESC,1,2000,,1,,,,,26,
5039,ch_br_daily_layover_legend_short,CHALLENGE/BR_DAILY_LAYOVER_LEGEND,CHALLENGE/BR_DAILY_LAYOVER_LEGEND_DESC,1,2000,,1,,,,,39,
5040,ch_br_daily_lumberyard_luchador_short,CHALLENGE/BR_DAILY_LUMBERYARD_LUCHADOR,CHALLENGE/BR_DAILY_LUMBERYARD_LUCHADOR_DESC,1,2000,,1,,,,,38,
5041,ch_br_daily_port_patrol_short,CHALLENGE/BR_DAILY_PORT_PATROL,CHALLENGE/BR_DAILY_PORT_PATROL_DESC,1,2000,,1,,,,,32,
5042,ch_br_daily_quarry_quest_short,CHALLENGE/BR_DAILY_QUARRY_QUEST,CHALLENGE/BR_DAILY_QUARRY_QUEST_DESC,1,2000,,1,,,,,36,
5043,ch_br_daily_stadium_superstar_short,CHALLENGE/BR_DAILY_STADIUM_SUPERSTAR,CHALLENGE/BR_DAILY_STADIUM_SUPERSTAR_DESC,1,2000,,1,,,,,4,
5044,ch_br_daily_storage_sovereign_short,CHALLENGE/BR_DAILY_STORAGE_SOVEREIGN,CHALLENGE/BR_DAILY_STORAGE_SOVEREIGN_DESC,1,2000,,1,,,,,37,
5045,ch_br_daily_supercenter_slayer_short,CHALLENGE/BR_DAILY_SUPERCENTER_SLAYER,CHALLENGE/BR_DAILY_SUPERCENTER_SLAYER_DESC,1,2000,,1,,,,,22,
5046,ch_br_daily_trainyard_tyrant_short,CHALLENGE/BR_DAILY_TRAINYARD_TYRANT,CHALLENGE/BR_DAILY_TRAINYARD_TYRANT_DESC,1,2000,,1,,,,,21,
5047,ch_br_daily_television_triumph_short,CHALLENGE/BR_DAILY_TELEVISION_TRIUMPH,CHALLENGE/BR_DAILY_TELEVISION_TRIUMPH_DESC,1,2000,,1,,,,,41,
5048,ch_br_daily_ammo_dealer_medium,CHALLENGE/BR_DAILY_AMMO_DEALER,CHALLENGE/BR_DAILY_AMMO_DEALER_DESC,6,4500,,2,,,,,22,
5049,ch_br_daily_the_biggest_booms_medium,CHALLENGE/BR_DAILY_THE_BIGGEST_BOOMS,CHALLENGE/BR_DAILY_THE_BIGGEST_BOOMS_DESC,3,4500,,2,,,,,43,
5050,ch_br_daily_arms_dealer_medium,CHALLENGE/BR_DAILY_ARMS_DEALER,CHALLENGE/BR_DAILY_ARMS_DEALER_DESC,3,4500,,2,,,,,10,
5051,ch_br_daily_easy_money_medium,CHALLENGE/BR_DAILY_EASY_MONEY,CHALLENGE/BR_DAILY_EASY_MONEY_DESC,30,4500,,2,,,,,6,
5052,ch_br_daily_collector_medium,CHALLENGE/BR_DAILY_COLLECTOR,CHALLENGE/BR_DAILY_COLLECTOR_DESC,4,4500,,2,,,,,15,
5053,ch_br_daily_discriminating_tastes_medium,CHALLENGE/BR_DAILY_DISCRIMINATING_TASTES,CHALLENGE/BR_DAILY_DISCRIMINATING_TASTES_DESC,2,4500,,2,,,,,38,
5054,ch_br_daily_headhunter_medium,CHALLENGE/BR_DAILY_HEADHUNTER,CHALLENGE/BR_DAILY_HEADHUNTER_DESC,4,4500,,2,,,,,2,
5055,ch_br_daily_conquerer_medium,CHALLENGE/BR_DAILY_CONQUERER,CHALLENGE/BR_DAILY_CONQUERER_DESC,3,4500,,2,,,,,40,
5056,ch_br_daily_explorer_medium,CHALLENGE/BR_DAILY_EXPLORER,CHALLENGE/BR_DAILY_EXPLORER_DESC,2,4500,,2,,,,,12,
5057,ch_br_daily_guardian_medium,CHALLENGE/BR_DAILY_GUARDIAN,CHALLENGE/BR_DAILY_GUARDIAN_DESC,2,4500,,2,,,,,37,
5058,ch_br_daily_unkillable_medium,CHALLENGE/BR_DAILY_UNKILLABLE,CHALLENGE/BR_DAILY_UNKILLABLE_DESC,2,4500,,2,,,,,,
5059,ch_br_daily_bargain_hunter_medium,CHALLENGE/BR_DAILY_BARGAIN_HUNTER,CHALLENGE/BR_DAILY_BARGAIN_HUNTER_DESC,2,4500,,2,,,,,32,
5060,ch_br_daily_treasure_hunter_medium,CHALLENGE/BR_DAILY_TREASURE_HUNTER,CHALLENGE/BR_DAILY_TREASURE_HUNTER_DESC,20,4500,,2,,,,,20,
5061,ch_br_daily_test_drive_medium,CHALLENGE/BR_DAILY_TEST_DRIVE,CHALLENGE/BR_DAILY_TEST_DRIVE_DESC,5,4500,,2,,,,min,26,
5062,ch_br_daily_hazardous_work_environment_medium,CHALLENGE/BR_DAILY_HAZARDOUS_WORK_ENVIRONMENT,CHALLENGE/BR_DAILY_HAZARDOUS_WORK_ENVIRONMENT_DESC,3,4500,,2,,,,sec,18,
5063,ch_br_daily_well_protected_medium,CHALLENGE/BR_DAILY_WELL_PROTECTED,CHALLENGE/BR_DAILY_WELL_PROTECTED_DESC,12,4500,,2,,,,,24,
5064,ch_br_daily_philanthropist_medium,CHALLENGE/BR_DAILY_PHILANTHROPIST,CHALLENGE/BR_DAILY_PHILANTHROPIST_DESC,4,4500,,2,,,,,,
5065,ch_br_daily_mission_focused_medium,CHALLENGE/BR_DAILY_MISSION_FOCUSED,CHALLENGE/BR_DAILY_MISSION_FOCUSED_DESC,6,4500,,2,,,,,36,
5066,ch_br_daily_taking_initiative_medium,CHALLENGE/BR_DAILY_TAKING_INITIATIVE,CHALLENGE/BR_DAILY_TAKING_INITIATIVE_DESC,2,4500,,2,,,,,41,
5067,ch_br_daily_turning_the_tables_medium,CHALLENGE/BR_DAILY_TURNING_THE_TABLES,CHALLENGE/BR_DAILY_TURNING_THE_TABLES_DESC,2,4500,,2,,,,,,
5068,ch_br_daily_hommicidal_vehicle_medium,CHALLENGE/BR_DAILY_HOMMICIDAL_VEHICLE,CHALLENGE/BR_DAILY_HOMMICIDAL_VEHICLE_DESC,4,4500,,2,,,,,33,
5069,ch_br_daily_crushing_with_commons_medium,CHALLENGE/BR_DAILY_CRUSHING_WITH_COMMONS,CHALLENGE/BR_DAILY_CRUSHING_WITH_COMMONS_DESC,3,4500,,2,,,,,34,
5070,ch_br_daily_lethal_with_legendaries_medium,CHALLENGE/BR_DAILY_LETHAL_WITH_LEGENDARIES,CHALLENGE/BR_DAILY_LETHAL_WITH_LEGENDARIES_DESC,2,4500,,2,,,,,9,
5071,ch_br_daily_rampage_with_rares_medium,CHALLENGE/BR_DAILY_RAMPAGE_WITH_RARES,CHALLENGE/BR_DAILY_RAMPAGE_WITH_RARES_DESC,8,4500,,2,,,,,25,
5072,ch_br_daily_exterminate_with_epics_medium,CHALLENGE/BR_DAILY_EXTERMINATE_WITH_EPICS,CHALLENGE/BR_DAILY_EXTERMINATE_WITH_EPICS_DESC,3,4500,,2,,,,,17,
5073,ch_br_daily_executioner_medium,CHALLENGE/BR_DAILY_EXECUTIONER,CHALLENGE/BR_DAILY_EXECUTIONER_DESC,3,4500,,2,,,,,31,
5074,ch_br_daily_vehicular_hommicide_medium,CHALLENGE/BR_DAILY_VEHICULAR_HOMMICIDE,CHALLENGE/BR_DAILY_VEHICULAR_HOMMICIDE_DESC,3,4500,,2,,,,,,
5075,ch_br_daily_best_of_the_best_medium,CHALLENGE/BR_DAILY_BEST_OF_THE_BEST,CHALLENGE/BR_DAILY_BEST_OF_THE_BEST_DESC,2,4500,,2,,,,,28,
5076,ch_br_daily_caregiver_medium,CHALLENGE/BR_DAILY_CAREGIVER,CHALLENGE/BR_DAILY_CAREGIVER_DESC,3,4500,,2,,,,,5,
5077,ch_br_daily_survivor_medium,CHALLENGE/BR_DAILY_SURVIVOR,CHALLENGE/BR_DAILY_SURVIVOR_DESC,20,4500,,2,,,,min,1,
5078,ch_br_daily_bouncebackalicious_medium,CHALLENGE/BR_DAILY_BOUNCEBACKALICIOUS,CHALLENGE/BR_DAILY_BOUNCEBACKALICIOUS_DESC,2,4500,,2,,,,,11,
5079,ch_br_daily_in_charge_of_the_yard_medium,CHALLENGE/BR_DAILY_IN_CHARGE_OF_THE_YARD,CHALLENGE/BR_DAILY_IN_CHARGE_OF_THE_YARD_DESC,2,4500,,2,,,,,29,
5080,ch_br_daily_airfield_ascendency_medium,CHALLENGE/BR_DAILY_AIRFIELD_ASCENDENCY,CHALLENGE/BR_DAILY_AIRFIELD_ASCENDENCY_DESC,2,4500,,2,,,,,8,
5081,ch_br_daily_boneyard_badass_medium,CHALLENGE/BR_DAILY_BONEYARD_BADASS,CHALLENGE/BR_DAILY_BONEYARD_BADASS_DESC,3,4500,,2,,,,,39,
5082,ch_br_daily_dam_dangerzone_medium,CHALLENGE/BR_DAILY_DAM_DANGERZONE,CHALLENGE/BR_DAILY_DAM_DANGERZONE_DESC,3,4500,,2,,,,,44,
5083,ch_br_daily_downtown_domination_medium,CHALLENGE/BR_DAILY_DOWNTOWN_DOMINATION,CHALLENGE/BR_DAILY_DOWNTOWN_DOMINATION_DESC,3,4500,,2,,,,,30,
5084,ch_br_daily_farm_fatality_medium,CHALLENGE/BR_DAILY_FARM_FATALITY,CHALLENGE/BR_DAILY_FARM_FATALITY_DESC,3,4500,,2,,,,,16,
5085,ch_br_daily_gulag_governor_medium,CHALLENGE/BR_DAILY_GULAG_GOVERNOR,CHALLENGE/BR_DAILY_GULAG_GOVERNOR_DESC,3,4500,,2,,,,,13,
5086,ch_br_daily_hospital_hoplite_medium,CHALLENGE/BR_DAILY_HOSPITAL_HOPLITE,CHALLENGE/BR_DAILY_HOSPITAL_HOPLITE_DESC,3,4500,,2,,,,,4,
5087,ch_br_daily_layover_legend_medium,CHALLENGE/BR_DAILY_LAYOVER_LEGEND,CHALLENGE/BR_DAILY_LAYOVER_LEGEND_DESC,3,4500,,2,,,,,27,
5088,ch_br_daily_lumberyard_luchador_medium,CHALLENGE/BR_DAILY_LUMBERYARD_LUCHADOR,CHALLENGE/BR_DAILY_LUMBERYARD_LUCHADOR_DESC,3,4500,,2,,,,,23,
5089,ch_br_daily_port_patrol_medium,CHALLENGE/BR_DAILY_PORT_PATROL,CHALLENGE/BR_DAILY_PORT_PATROL_DESC,3,4500,,2,,,,,19,
5090,ch_br_daily_quarry_quest_medium,CHALLENGE/BR_DAILY_QUARRY_QUEST,CHALLENGE/BR_DAILY_QUARRY_QUEST_DESC,3,4500,,2,,,,,21,
5091,ch_br_daily_stadium_superstar_medium,CHALLENGE/BR_DAILY_STADIUM_SUPERSTAR,CHALLENGE/BR_DAILY_STADIUM_SUPERSTAR_DESC,3,4500,,2,,,,,7,
5092,ch_br_daily_storage_sovereign_medium,CHALLENGE/BR_DAILY_STORAGE_SOVEREIGN,CHALLENGE/BR_DAILY_STORAGE_SOVEREIGN_DESC,3,4500,,2,,,,,14,
5093,ch_br_daily_supercenter_slayer_medium,CHALLENGE/BR_DAILY_SUPERCENTER_SLAYER,CHALLENGE/BR_DAILY_SUPERCENTER_SLAYER_DESC,3,4500,,2,,,,,42,
5094,ch_br_daily_trainyard_tyrant_medium,CHALLENGE/BR_DAILY_TRAINYARD_TYRANT,CHALLENGE/BR_DAILY_TRAINYARD_TYRANT_DESC,3,4500,,2,,,,,35,
5095,ch_br_daily_television_triumph_medium,CHALLENGE/BR_DAILY_TELEVISION_TRIUMPH,CHALLENGE/BR_DAILY_TELEVISION_TRIUMPH_DESC,3,4500,,2,,,,,3,
5096,ch_br_daily_ammo_dealer_long,CHALLENGE/BR_DAILY_AMMO_DEALER,CHALLENGE/BR_DAILY_AMMO_DEALER_DESC,9,6000,180020,3,,,,,16,
5097,ch_br_daily_the_biggest_booms_long,CHALLENGE/BR_DAILY_THE_BIGGEST_BOOMS,CHALLENGE/BR_DAILY_THE_BIGGEST_BOOMS_DESC,6,6000,180024,3,,,,,20,
5098,ch_br_daily_arms_dealer_long,CHALLENGE/BR_DAILY_ARMS_DEALER,CHALLENGE/BR_DAILY_ARMS_DEALER_DESC,5,6000,180026,3,,,,,15,
5099,ch_br_daily_easy_money_long,CHALLENGE/BR_DAILY_EASY_MONEY,CHALLENGE/BR_DAILY_EASY_MONEY_DESC,45,6000,180008,3,,,,,10,
5100,ch_br_daily_collector_long,CHALLENGE/BR_DAILY_COLLECTOR,CHALLENGE/BR_DAILY_COLLECTOR_DESC,6,6000,180009,3,,,,,36,
5101,ch_br_daily_discriminating_tastes_long,CHALLENGE/BR_DAILY_DISCRIMINATING_TASTES,CHALLENGE/BR_DAILY_DISCRIMINATING_TASTES_DESC,3,6000,180010,3,,,,,29,
5102,ch_br_daily_headhunter_long,CHALLENGE/BR_DAILY_HEADHUNTER,CHALLENGE/BR_DAILY_HEADHUNTER_DESC,6,6000,180014,3,,,,,21,
5103,ch_br_daily_conquerer_long,CHALLENGE/BR_DAILY_CONQUERER,CHALLENGE/BR_DAILY_CONQUERER_DESC,5,6000,180051,3,,,,,27,
5104,ch_br_daily_explorer_long,CHALLENGE/BR_DAILY_EXPLORER,CHALLENGE/BR_DAILY_EXPLORER_DESC,5,6000,180054,3,,,,,13,
5105,ch_br_daily_guardian_long,CHALLENGE/BR_DAILY_GUARDIAN,CHALLENGE/BR_DAILY_GUARDIAN_DESC,3,6000,180058,3,,,,,42,
5106,ch_br_daily_unkillable_long,CHALLENGE/BR_DAILY_UNKILLABLE,CHALLENGE/BR_DAILY_UNKILLABLE_DESC,3,6000,180043,3,,,,,,
5107,ch_br_daily_bargain_hunter_long,CHALLENGE/BR_DAILY_BARGAIN_HUNTER,CHALLENGE/BR_DAILY_BARGAIN_HUNTER_DESC,3,6000,180029,3,,,,,31,
5108,ch_br_daily_treasure_hunter_long,CHALLENGE/BR_DAILY_TREASURE_HUNTER,CHALLENGE/BR_DAILY_TREASURE_HUNTER_DESC,30,6000,180361,3,,,,,18,
5109,ch_br_daily_test_drive_long,CHALLENGE/BR_DAILY_TEST_DRIVE,CHALLENGE/BR_DAILY_TEST_DRIVE_DESC,15,6000,180030,3,,,,min,25,
5110,ch_br_daily_hazardous_work_environment_long,CHALLENGE/BR_DAILY_HAZARDOUS_WORK_ENVIRONMENT,CHALLENGE/BR_DAILY_HAZARDOUS_WORK_ENVIRONMENT_DESC,5,6000,180031,3,,,,sec,8,
5111,ch_br_daily_well_protected_long,CHALLENGE/BR_DAILY_WELL_PROTECTED,CHALLENGE/BR_DAILY_WELL_PROTECTED_DESC,18,6000,170156,3,,,,,43,
5112,ch_br_daily_philanthropist_long,CHALLENGE/BR_DAILY_PHILANTHROPIST,CHALLENGE/BR_DAILY_PHILANTHROPIST_DESC,6,6000,170016,3,,,,,,
5113,ch_br_daily_mission_focused_long,CHALLENGE/BR_DAILY_MISSION_FOCUSED,CHALLENGE/BR_DAILY_MISSION_FOCUSED_DESC,9,6000,170025,3,,,,,41,
5114,ch_br_daily_taking_initiative_long,CHALLENGE/BR_DAILY_TAKING_INITIATIVE,CHALLENGE/BR_DAILY_TAKING_INITIATIVE_DESC,3,6000,170028,3,,,,,9,
5115,ch_br_daily_turning_the_tables_long,CHALLENGE/BR_DAILY_TURNING_THE_TABLES,CHALLENGE/BR_DAILY_TURNING_THE_TABLES_DESC,5,6000,170029,3,,,,,,
5116,ch_br_daily_hommicidal_vehicle_long,CHALLENGE/BR_DAILY_HOMMICIDAL_VEHICLE,CHALLENGE/BR_DAILY_HOMMICIDAL_VEHICLE_DESC,6,6000,170031,3,,,,,2,
5117,ch_br_daily_crushing_with_commons_long,CHALLENGE/BR_DAILY_CRUSHING_WITH_COMMONS,CHALLENGE/BR_DAILY_CRUSHING_WITH_COMMONS_DESC,15,6000,170032,3,,,,,38,
5118,ch_br_daily_lethal_with_legendaries_long,CHALLENGE/BR_DAILY_LETHAL_WITH_LEGENDARIES,CHALLENGE/BR_DAILY_LETHAL_WITH_LEGENDARIES_DESC,6,6000,170033,3,,,,,35,
5119,ch_br_daily_rampage_with_rares_long,CHALLENGE/BR_DAILY_RAMPAGE_WITH_RARES,CHALLENGE/BR_DAILY_RAMPAGE_WITH_RARES_DESC,12,6000,170045,3,,,,,3,
5120,ch_br_daily_exterminate_with_epics_long,CHALLENGE/BR_DAILY_EXTERMINATE_WITH_EPICS,CHALLENGE/BR_DAILY_EXTERMINATE_WITH_EPICS_DESC,9,6000,170047,3,,,,,30,
5121,ch_br_daily_executioner_long,CHALLENGE/BR_DAILY_EXECUTIONER,CHALLENGE/BR_DAILY_EXECUTIONER_DESC,9,6000,330137,3,,,,,19,
5122,ch_br_daily_vehicular_hommicide_long,CHALLENGE/BR_DAILY_VEHICULAR_HOMMICIDE,CHALLENGE/BR_DAILY_VEHICULAR_HOMMICIDE_DESC,5,6000,330138,3,,,,,,
5123,ch_br_daily_best_of_the_best_long,CHALLENGE/BR_DAILY_BEST_OF_THE_BEST,CHALLENGE/BR_DAILY_BEST_OF_THE_BEST_DESC,3,6000,170201,3,,,,,26,
5124,ch_br_daily_caregiver_long,CHALLENGE/BR_DAILY_CAREGIVER,CHALLENGE/BR_DAILY_CAREGIVER_DESC,5,6000,330141,3,,,,,40,
5125,ch_br_daily_survivor_long,CHALLENGE/BR_DAILY_SURVIVOR,CHALLENGE/BR_DAILY_SURVIVOR_DESC,60,6000,330142,3,,,,min,22,
5126,ch_br_daily_bouncebackalicious_long,CHALLENGE/BR_DAILY_BOUNCEBACKALICIOUS,CHALLENGE/BR_DAILY_BOUNCEBACKALICIOUS_DESC,6,6000,330034,3,,,,,28,
5127,ch_br_daily_in_charge_of_the_yard_long,CHALLENGE/BR_DAILY_IN_CHARGE_OF_THE_YARD,CHALLENGE/BR_DAILY_IN_CHARGE_OF_THE_YARD_DESC,3,6000,80033,3,,,,,1,
5128,ch_br_daily_airfield_ascendency_long,CHALLENGE/BR_DAILY_AIRFIELD_ASCENDENCY,CHALLENGE/BR_DAILY_AIRFIELD_ASCENDENCY_DESC,5,6000,80042,3,,,,,37,
5129,ch_br_daily_boneyard_badass_long,CHALLENGE/BR_DAILY_BONEYARD_BADASS,CHALLENGE/BR_DAILY_BONEYARD_BADASS_DESC,5,6000,80110,3,,,,,33,
5130,ch_br_daily_dam_dangerzone_long,CHALLENGE/BR_DAILY_DAM_DANGERZONE,CHALLENGE/BR_DAILY_DAM_DANGERZONE_DESC,5,6000,170183,3,,,,,12,
5131,ch_br_daily_downtown_domination_long,CHALLENGE/BR_DAILY_DOWNTOWN_DOMINATION,CHALLENGE/BR_DAILY_DOWNTOWN_DOMINATION_DESC,5,6000,190003,3,,,,,44,
5132,ch_br_daily_farm_fatality_long,CHALLENGE/BR_DAILY_FARM_FATALITY,CHALLENGE/BR_DAILY_FARM_FATALITY_DESC,5,6000,190066,3,,,,,14,
5133,ch_br_daily_gulag_governor_long,CHALLENGE/BR_DAILY_GULAG_GOVERNOR,CHALLENGE/BR_DAILY_GULAG_GOVERNOR_DESC,5,6000,190067,3,,,,,34,
5134,ch_br_daily_hospital_hoplite_long,CHALLENGE/BR_DAILY_HOSPITAL_HOPLITE,CHALLENGE/BR_DAILY_HOSPITAL_HOPLITE_DESC,5,6000,190240,3,,,,,11,
5135,ch_br_daily_layover_legend_long,CHALLENGE/BR_DAILY_LAYOVER_LEGEND,CHALLENGE/BR_DAILY_LAYOVER_LEGEND_DESC,5,6000,190241,3,,,,,24,
5136,ch_br_daily_lumberyard_luchador_long,CHALLENGE/BR_DAILY_LUMBERYARD_LUCHADOR,CHALLENGE/BR_DAILY_LUMBERYARD_LUCHADOR_DESC,5,6000,190242,3,,,,,32,
5137,ch_br_daily_port_patrol_long,CHALLENGE/BR_DAILY_PORT_PATROL,CHALLENGE/BR_DAILY_PORT_PATROL_DESC,5,6000,170178,3,,,,,39,
5138,ch_br_daily_quarry_quest_long,CHALLENGE/BR_DAILY_QUARRY_QUEST,CHALLENGE/BR_DAILY_QUARRY_QUEST_DESC,5,6000,170140,3,,,,,7,
5139,ch_br_daily_stadium_superstar_long,CHALLENGE/BR_DAILY_STADIUM_SUPERSTAR,CHALLENGE/BR_DAILY_STADIUM_SUPERSTAR_DESC,5,6000,170129,3,,,,,23,
5140,ch_br_daily_storage_sovereign_long,CHALLENGE/BR_DAILY_STORAGE_SOVEREIGN,CHALLENGE/BR_DAILY_STORAGE_SOVEREIGN_DESC,5,6000,170187,3,,,,,5,
5141,ch_br_daily_supercenter_slayer_long,CHALLENGE/BR_DAILY_SUPERCENTER_SLAYER,CHALLENGE/BR_DAILY_SUPERCENTER_SLAYER_DESC,5,6000,170188,3,,,,,17,
