23,power_dud,PERKS/FLASH_GRENADE,PERKS/FLASH_GRENADE_DESC,zm_equip_frag,,weapon,dud_grenade_zm,10,1,1,0,none,secondary,none,none,
24,power_ammoCrate,PERKS/FLASH_GRENADE,PERKS/FLASH_GRENADE_DESC,zm_equip_rewind,,weapon,iw8_ammocrate_marker_zm,1,1,1,0,none,secondary,none,none,
25,power_sentry,PERKS_POWER_MICROTURRET,PERKS_POWER_MICROTURRET_DESC,zm_equip_micro_turret,,weapon,alien_sentry_minigun_4_mp,1,1,1,0,none,primary,none,none,
26,power_molotov,PERKS/POWER_SPLASH_GRENADE,PERKS/POWER_SPLASH_GRENADE_DESC,hud_icon_equipment_molotov,,weapon,molotov_mp,1,4,1,0,none,primary,none,none,
27,power_smokeGrenade,PERKS/POWER_SMOKEGRENADE,PERKS/POWER_SMOKEGRENADE_DESC,hud_icon_equipment_smoke,equipment_icon_showcase_smokegrenade,weapon,smoke_grenade_mp,45,1,1,0,none,secondary,none,none,
28,power_claymore,PERKS/CLAYMORE,PERKS/DESC_CLAYMORE,hud_icon_equipment_claymore,icon_equipment_slot_claymore,weapon,claymore_mp,10,4,1,0,none,primary,none,none,
29,power_cover,EQUIPMENT/TACTICAL_COVER,EQUIPMENT/TACTICAL_COVER_DESC,hud_icon_equipment_tac_cover,hud_icon_equipment_tac_cover,weapon,tac_cover_mp,18,1,1,0,none,primary,none,none,
30,power_snapshotGrenade,EQUIPMENT/SNAPSHOT_GRENADE,EQUIPMENT/SNAPSHOT_GRENADE_DESC,hud_icon_equipment_snapshot,icon_equipment_slot_snapshot,weapon,snapshot_grenade_mp,2,4,1,0,none,secondary,none,none,
31,power_thermite,EQUIPMENT/THERMITE,EQUIPMENT/THERMITE_DESC,hud_icon_equipment_thermite,hud_icon_equipment_thermite,weapon,thermite_mp,2,1,1,0,none,primary,none,none,
32,power_throwingKnife,PERKS/THROWING_KNIFE,PERKS/DESC_THROWING_KNIFE,hud_icon_equipment_throwing_knife,hud_icon_equipment_throwing_knife,weapon,throwingknife_mp,2,1,1,0,archetype_assault,primary,none,none,
33,power_throwingKnife_fire,EQUIPMENT/THROWING_KNIFE_FIRE,EQUIPMENT/THROWING_KNIFE_FIRE,hud_icon_equipment_throwing_knife_fire,hud_icon_equipment_throwing_knife_fire,weapon,throwingknife_fire_mp,2,1,1,0,archetype_assault,primary,none,none,
34,equip_hb_sensor,EQUIPMENT/HB_SENSOR,EQUIPMENT/HB_SENSOR_DESC,hud_icon_equipment_hb_sensor,hud_icon_equipment_hb_sensor,weapon,hb_sensor_mp,2,1,1,1,none,primary,none,none,
35,equip_radial_sensor,EQUIPMENT/HB_SENSOR,EQUIPMENT/HB_SENSOR_DESC,hud_icon_equipment_hb_sensor,hud_icon_equipment_hb_sensor,weapon,radial_sensor_cp,2,1,1,1,none,primary,none,none,
36,equip_adrenaline,EQUIPMENT/ADRENALINE,EQUIPMENT/ADRENALINE_DESC,hud_icon_equipment_stim,icon_equipment_slot_stim,weapon,adrenaline_mp,2,4,1,0,none,secondary,none,none,
37,equip_decoy,EQUIPMENT/DECOY,EQUIPMENT/DECOY_DESC,hud_icon_equipment_decoy,icon_equipment_slot_decoy,weapon,decoy_grenade_mp,2,1,1,0,none,secondary,none,none,
38,power_throwingKnife_electric,EQUIPMENT/THROWING_KNIFE_ELECTRIC,EQUIPMENT/THROWING_KNIFE_ELECTRIC_DESC,hud_icon_equipment_throwing_knife_electric,hud_icon_equipment_throwing_knife_electric,weapon,throwingknife_electric_mp,2,1,1,0,archetype_assault,primary,none,none,
39,power_throwingKnife_drill,EQUIPMENT/THROWING_KNIFE_DRILL,EQUIPMENT/THROWING_KNIFE_DRILL_DESC,hud_icon_equipment_throwing_knife_drill,hud_icon_equipment_throwing_knife_drill,weapon,throwingknife_drill_mp,2,1,1,0,archetype_assault,primary,none,none,
