12,silo_elevator,CP_RAID_COMPLEX_TRANS/SILO_ELEVATOR,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_raid_complex_silo_jump_cs,,CP_RAID_COMPLEX_TRANS/SILO_ELEVATOR_DEBUG,,,,,,,,,,12,CP_CHECKPOINTS/SILO_ELEVATOR,
13,reach_icbm_launch,CP_RAID_COMPLEX_SEQ4/REACH_ICBM,CP_OBJECTIVES/HACK,0,primary,icon_waypoint_objective_general,,,,,,,,,,666,,,CP_OBJECTIVES/CLEAR_AREA,,,,,,,cp_raid_complex_cs,,,,,,,,,,,,13,CP_CHECKPOINTS/REACH_ICBM,
14,reach_pipe_room,CP_RAID_COMPLEX_SEQ4/REACH_PIPES,CP_OBJECTIVES/HACK,0,primary,icon_waypoint_objective_general,,,,,,,,,,666,,,CP_OBJECTIVES/CLEAR_AREA,,,,,,,cp_raid_complex_cs,,,,,,,,,,,,14,CP_CHECKPOINTS/REACH_PIPES,
15,reach_wind_room,CP_RAID_COMPLEX_SEQ4/REACH_WIND,CP_OBJECTIVES/HACK,0,primary,icon_waypoint_objective_general,,,,,,,,,,666,,,CP_OBJECTIVES/CLEAR_AREA,,,,,,,cp_raid_complex_cs,,,,,,,,,,,,15,CP_CHECKPOINTS/REACH_WIND,
16,reach_exhaust_waste,CP_RAID_COMPLEX_SEQ4/FIND_WASTE,CP_OBJECTIVES/HACK,0,primary,icon_waypoint_objective_general,,,,,,,,,,666,,,CP_OBJECTIVES/CLEAR_AREA,,,,,,,cp_raid_complex_cs,,,,,,,,,,,,16,CP_CHECKPOINTS/FIND_WASTE,
17,unlock_silo,CP_RAID_COMPLEX_SEQ4/UNLOCK_SILO,CP_OBJECTIVES/HACK,1,primary,icon_waypoint_objective_general,,,,,,,,,,666,,,CP_OBJECTIVES/CLEAR_AREA,,,,,,,cp_raid_complex_cs,,CP_RAID_COMPLEX_SEQ4/UNLOCK_SILO,,,,,,,,,CP_RAID_COMPLEX_TRANS/FLOOR_LAVA,17,CP_CHECKPOINTS/UNLOCK_SILO,
18,escape_silo,CP_RAID_COMPLEX_SEQ4/ESCAPE_SILO,CP_OBJECTIVES/HACK,0,primary,icon_waypoint_objective_general,,,,,,,,,,666,,,CP_OBJECTIVES/CLEAR_AREA,,,,,,,cp_raid_complex_cs,,,,,,,,,,,,18,CP_CHECKPOINTS/ESCAPE_SILO,
19,silo_jump_menu,CP_RAID_COMPLEX_TRANS/SILO_JUMP,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_raid_complex_silo_jump_cs,,CP_RAID_COMPLEX_TRANS/SILO_JUMP_TITLE,,,,,,,,,CP_RAID_COMPLEX_TRANS/SILO_JUMP_TITLE,19,CP_CHECKPOINTS/SILO_JUMP,
20,silo_jump,CP_RAID_COMPLEX_TRANS/SILO_JUMP,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_raid_complex_silo_jump_cs,,CP_RAID_COMPLEX_TRANS/SILO_JUMP_TITLE,,,,,,,,,,20,CP_CHECKPOINTS/SILO_JUMP,
21,trap_room,CP_TRAP_ROOM/TRAP_ROOM,CP_TRAP_ROOM/TRAP_ROOM,1,primary,icon_waypoint_objective_general,,,,,,,,,,666,,,CP_OBJECTIVES/CLEAR_AREA,,,,,,,cp_raid_complex_cs_trap_room,,CP_TRAP_ROOM/TRAP_ROOM,,,,,,,,,CP_RAID_COMPLEX_TRANS/TRAP_ROOM,21,CP_CHECKPOINTS/TRAP_ROOM,
22,hack_console_1,,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_raid_complex_cs_trap_room,,,,,,,,,,,,22,CP_CHECKPOINTS/TRAP_ROOM,
23,hack_console_2,,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_raid_complex_cs_trap_room,,,,,,,,,,,,23,CP_CHECKPOINTS/TRAP_ROOM,
24,hack_console_3,,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_raid_complex_cs_trap_room,,,,,,,,,,,,24,CP_CHECKPOINTS/TRAP_ROOM,
25,pipe_room_menu,CP_RAID_COMPLEX_PIPE_ROOM/START_PIPE_ROOM,,1,primary,,,,,,,,,,,,,,,,,,,,,cp_raid_complex_pipe_room_cs,,,,,,,,,,,CP_RAID_COMPLEX_TRANS/PIPE_ROOM,25,CP_CHECKPOINTS/START_PIPE_ROOM,
26,pipe_room,CP_RAID_COMPLEX_PIPE_ROOM/PIPE_ROOM_START,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_raid_complex_pipe_room_cs,,CP_RAID_COMPLEX_PIPE_ROOM/PIPE_ROOM_OBJ_TITLE,1,,,,,,,,,26,CP_CHECKPOINTS/PIPE_ROOM_START,
27,jugg_maze,CP_RAID_COMPLEX_JUGG_MAZE/ESCAPE_MAZE,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_raid_complex_jugg_maze,,CP_RAID_COMPLEX_JUGG_MAZE/MAIN_TITLE,1,,,,,,,,CP_RAID_COMPLEX_TRANS/JUGG_MAZE,27,CP_CHECKPOINTS/ESCAPE_MAZE,
28,silo_thrust_menu,CP_RAID_COMPLEX_TRANS/SILO_THRUST,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_raid_complex_silo_jump_cs,,CP_RAID_COMPLEX_TRANS/SILO_THRUST_TITLE,,,,,,,,,CP_RAID_COMPLEX_TRANS/SILO_THRUST_TITLE,28,CP_CHECKPOINTS/SILO_THRUST,
29,silo_thrust,CP_RAID_COMPLEX_TRANS/SILO_THRUST,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_raid_complex_silo_jump_cs,,CP_RAID_COMPLEX_TRANS/SILO_THRUST_TITLE,,,,,,,,,,29,CP_CHECKPOINTS/SILO_THRUST,
30,freight_lift,CP_RAID_COMPLEX_CAVES/FREIGHT_LIFT,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_raid_complex_cs_caves,,,,,,,,,,,CP_RAID_COMPLEX_TRANS/FREIGHT_LIFT,30,CP_CHECKPOINTS/FREIGHT_LIFT,
31,nuke_vault,CP_RAID_COMPLEX_CAVES/NUKE_VAULT,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_raid_complex_cs_caves,,,,,,,,,,,,31,CP_CHECKPOINTS/NUKE_VAULT,
32,mine_caves,CP_RAID_COMPLEX_CAVES/MINE_CAVES,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_raid_complex_cs_caves,,,,,,,,,,,CP_RAID_COMPLEX_TRANS/MINE_CAVES,32,CP_CHECKPOINTS/MINE_CAVES,
33,leave_cave,CP_RAID_COMPLEX_CAVES/LEAVE_CAVE,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_raid_complex_cs_boss,,CP_RAID_COMPLEX_CAVES/REACH_EXTRACTION,1,,,,,,,,CP_RAID_COMPLEX_TRANS/GATES,33,CP_CHECKPOINTS/GATES,
34,gates,CP_RAID_COMPLEX_CAVES/GATES,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_raid_complex_cs_boss,,CP_RAID_COMPLEX_CAVES/REACH_EXTRACTION,2,,,,,,,,CP_RAID_COMPLEX_TRANS/GATES,33,CP_CHECKPOINTS/GATES,
35,chopper_boss,CP_RAID_COMPLEX_CAVES/CHOPPER_BOSS,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_raid_complex_cs_boss,,CP_RAID_COMPLEX_CAVES/REACH_EXTRACTION,3,,,,,,,,CP_RAID_COMPLEX_TRANS/CHOPPER_BOSS,34,CP_CHECKPOINTS/CHOPPER_BOSS,
36,fuel_stability,CP_RAID_COMPLEX_JUGG_MAZE/STABILIZE_FUEL,,0,primary,icon_waypoint_objective_general,,,30,15,5,,,,,,,,,,,,,,,cp_raid_complex_jugg_maze,,CP_RAID_COMPLEX_JUGG_MAZE/FUEL_STABILITY_TITLE,1,,1,,,,,,CP_RAID_COMPLEX_TRANS/JUGG_MAZE,35,CP_CHECKPOINTS/STABILIZE_FUEL,
37,pressure_stability,CP_RAID_COMPLEX_JUGG_MAZE/STABILIZE_PRESSURE,,0,primary,icon_waypoint_objective_general,,,15,10,5,,,,,,,,,,,,,,,cp_raid_complex_jugg_maze,,CP_RAID_COMPLEX_JUGG_MAZE/PRESSURE_STABILITY_TITLE,1,,1,,,,,,CP_RAID_COMPLEX_TRANS/JUGG_MAZE,36,CP_CHECKPOINTS/STABILIZE_PRESSURE,
