1,test_objective_1,CP_BR_SYRK_OBJECTIVES_TEST_1,,1,primary,icon_waypoint_objective_general,obj1_HVT_rescue,script_noteworthy,,,,,,,,,1000,,,,,,,,,,,,,,,
12,convoy4_keys_2,CP_QUARRY2_OBJECTIVES/CONVOY4_KEYS_2,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,
13,convoy4_keys_3,CP_QUARRY2_OBJECTIVES/CONVOY4_KEYS_3,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,
14,convoy4_call_train,CP_QUARRY2_OBJECTIVES/CONVOY4_CALL_TRAIN,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,2,,
15,convoy4_take_apache,CP_QUARRY2_OBJECTIVES/CONVOY4_TAKEAPACHE,,0,,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,,,
16,convoy4_wait_train,CP_QUARRY2_OBJECTIVES/CONVOY4_WAITTRAIN,CP_QUARRY2_OBJECTIVES/LABEL_WAIT,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,
17,convoy4_open_train,CP_QUARRY2_OBJECTIVES/CONVOY4_TRAIN_DOOR,CP_QUARRY2_OBJECTIVES/LABEL_OPEN,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,
18,convoy4_take_loot,CP_QUARRY2_OBJECTIVES/CONVOY4_TRAIN_LOOT,CP_QUARRY2_OBJECTIVES/LABEL_LOOT,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,
19,convoy4_extraction,CP_QUARRY2_OBJECTIVES/FULTON_WAITING,CP_QUARRY2_OBJECTIVES/FULTON_WAITING_LABEL,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,
20,convoy4_fulton,CP_QUARRY2_OBJECTIVES/CONVOY4_REGROUP_EXTRACT,CP_QUARRY2_OBJECTIVES/ATTACH_FULTON,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,
21,convoy4_board_ac130,CP_QUARRY2_OBJECTIVES/CONVOY4_BOARD_AC130,,0,primary,icon_waypoint_objective_general,,,30,25,15,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,
22,convoy4_kill_smuggler,CP_QUARRY2_OBJECTIVES/KILL_SMUGGLER_DESC,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK2,4,,
23,reach_drop_zone,CP_INSIDE_OBJ/REACH_DZ,CP_INSIDE_OBJ/LABEL_DZ,1,primary,icon_waypoint_objective_general,reach_drop_zone,script_noteworthy,,,,,,,,,,,,,,,,,,,,,,,,
24,reach_lz,CP_INSIDE_OBJ/REACH_LZ,CP_INSIDE_OBJ/COLLECT_CORE,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,CP_INSIDE_OBJ/REACH_LZ,,,,,,,,,,,,
