170012,reload_damage_increase,1,zombiecardprogression,ZM_CONSUMABLES/RELOAD_DAMAGE,ZM_CONSUMABLES/RELOAD_DAMAGE_DESC,wave,1,1,0,fnf_reload_damage_increase,0,,0,,1,
170013,door_buy_refund,2,zombiecard,ZM_CONSUMABLES/DOOR_BUY_REFUND,ZM_CONSUMABLES/DOOR_BUY_REFUND_DESC,triggerpassive,1,0,3,fnf_door_buy_refund,0,,0,LUA_MENU_ZM/CARD_REFUND_PASSIVE_TEXT,2,
170014,faster_window_reboard,2,zombiecard,ZM_CONSUMABLES/REBOARD_FASTER,ZM_CONSUMABLES/REBOARD_FASTER_DESC,triggerpassive,1,0,5,fnf_faster_window_reboard,0,,0,LUA_MENU_ZM/REBUILD_FASTER_PASSIVE_TEXT,2,
170015,headshot_explosion,2,zombiecard,ZM_CONSUMABLES/HEADSHOT_EXPLOSION,ZM_CONSUMABLES/HEADSHOT_EXPLOSION_DESC,triggerpassive,1,0,15,fnf_headshot_explosion,0,,0,LUA_MENU_ZM/HEADSHOT_EXPLOSION_PASSIVE_TEXT,2,
170016,increased_melee_damage,2,zombiecard,ZM_CONSUMABLES/INCREASED_MELEE_DMG,ZM_CONSUMABLES/INCREASED_MELEE_DMG_DESC,wave,1,1,0,fnf_increased_melee_damage,0,,0,,2,
170017,increased_team_efficiency,2,zombiecard,ZM_CONSUMABLES/TEAM_EFFICIENCY,ZM_CONSUMABLES/TEAM_EFFICIENCY_DESC,timedactivations,1,120,0,fnf_increased_team_efficiency,0,,0,,2,
170018,more_power_up_drops,2,zombiecard,ZM_CONSUMABLES/MORE_POWER_UP_DROPS,ZM_CONSUMABLES/MORE_POWER_UP_DROPS_DESC,wave,1,2,0,fnf_more_power_up_drops,0,,0,,2,
170019,sharp_shooter_upgrade,2,zombiecard,ZM_CONSUMABLES/SHARPSHOOTER,ZM_CONSUMABLES/SHARPSHOOTER_DESC,timedactivations,1,60,0,fnf_sharp_shooter_upgrade,0,,0,,2,
170020,spawn_double_money,2,zombiecard,ZM_CONSUMABLES/SPAWN_DOUBLE_MONEY,ZM_CONSUMABLES/SPAWN_DOUBLE_MONEY_DESC,triggerwait,1,0,1,fnf_spawn_double_money,0,,0,,2,
170021,anywhere_but_here,2,zombiecard,ZM_CONSUMABLES/TELEPORT_RANDOM_LOC,ZM_CONSUMABLES/TELEPORT_RANDOM_LOC_DESC,triggerwait,1,1,0,fnf_anywhere_but_here,0,,0,,2,
170022,atomizer_gun,2,zombiecard,ZM_CONSUMABLES/ATOMIZER_GUN,ZM_CONSUMABLES/ATOMIZER_GUN_DESC,timedactivations,1,30,0,fnf_atomizer_gun,0,,0,,2,
170023,bh_gun,2,zombiecard,ZM_CONSUMABLES/BH_GUN,ZM_CONSUMABLES/BH_GUN_DESC,timedactivations,1,30,0,fnf_bh_gun,0,,0,,2,
170024,claw_gun,2,zombiecard,ZM_CONSUMABLES/CLAW_GUN,ZM_CONSUMABLES/CLAW_GUN_DESC,timedactivations,1,30,0,fnf_claw_gun,0,,0,,2,
170025,damage_booster_upgrade,2,zombiecard,ZM_CONSUMABLES/DAMAGE_BOOSTER,ZM_CONSUMABLES/DAMAGE_BOOSTER_DESC,wave,1,1,0,fnf_damage_booster_upgrade,0,,0,,2,
170026,headshot_reload,2,zombiecard,ZM_CONSUMABLES/HEADSHOT_RELOAD,ZM_CONSUMABLES/HEADSHOT_RELOAD_DESC,wave,1,1,0,fnf_headshot_reload,0,,0,,2,
170027,hit_reward_upgrade,2,zombiecard,ZM_CONSUMABLES/HIT_REWARD,ZM_CONSUMABLES/HIT_REWARD_DESC,timedactivations,1,30,0,fnf_hit_reward_upgrade,0,,0,,2,
170028,killing_time,2,zombiecard,ZM_CONSUMABLES/KILLING_TIME,ZM_CONSUMABLES/KILLING_TIME_DESC,timedactivations,1,20,0,fnf_killing_time,0,,0,,2,
170029,now_you_see_me,2,zombiecard,ZM_CONSUMABLES/NOW_YOU_SEE_ME,ZM_CONSUMABLES/NOW_YOU_SEE_ME_DESC,timedactivations,1,10,0,fnf_now_you_see_me,0,,0,,2,
170030,phoenix_up,2,zombiecard,ZM_CONSUMABLES/REVIVE_ALL,ZM_CONSUMABLES/REVIVE_ALL_DESC,triggerpassive,1,0,1,fnf_phoenix_up,0,,0,LUA_MENU_ZM/CARD_PHOENIX_UP_PASSIVE_TEXT,2,
170031,slow_enemy_movement,2,zombiecard,ZM_CONSUMABLES/SLOW_ENEMIES,ZM_CONSUMABLES/SLOW_ENEMIES_DESC,timedactivations,1,30,0,fnf_slow_enemy_movement,0,,0,,2,
170032,spawn_infinite_ammo,2,zombiecard,ZM_CONSUMABLES/SPAWN_INFINITE_AMMO,ZM_CONSUMABLES/SPAWN_INFINITE_AMMO_DESC,triggerwait,1,0,1,fnf_spawn_infinite_ammo,0,,0,,2,
170033,spawn_instakill,2,zombiecard,ZM_CONSUMABLES/SPAWN_INSTAKILL,ZM_CONSUMABLES/SPAWN_INSTAKILL_DESC,triggerwait,1,0,1,fnf_spawn_instakill,0,,0,,2,
170034,spawn_max_ammo,2,zombiecard,ZM_CONSUMABLES/SPAWN_MAX_AMMO,ZM_CONSUMABLES/SPAWN_MAX_AMMO_DESC,triggerwait,1,0,1,fnf_spawn_max_ammo,0,,0,,2,
170035,spawn_nuke,2,zombiecard,ZM_CONSUMABLES/SPAWN_NUKE,ZM_CONSUMABLES/SPAWN_NUKE_DESC,triggerwait,1,0,1,fnf_spawn_nuke,0,,0,,2,
170036,wall_power,2,zombiecard,ZM_CONSUMABLES/WALL_POWER,ZM_CONSUMABLES/WALL_POWER_DESC,triggerpassive,1,0,1,fnf_wall_power,0,,0,LUA_MENU_ZM/WALL_POWER_PASSIVE_TEXT,2,
170037,ephemeral_enhancement,2,zombiecard,ZM_CONSUMABLES/UPGRADE_CURRENT_WEAPON,ZM_CONSUMABLES/UPGRADE_CURRENT_WEAPON_DESC,timedactivations,1,60,0,fnf_ephemeral_enhancement,0,,0,,2,
170038,secret_service,2,zombiecard,ZM_CONSUMABLES/SECRET_SERVICE,ZM_CONSUMABLES/SECRET_SERVICE_DESC,triggerpassive,1,0,3,fnf_secret_service,0,,0,LUA_MENU_ZM/BURNED_OUT_PASSIVE_TEXT,2,
170039,welfare,2,zombiecard,ZM_CONSUMABLES/WELFARE,ZM_CONSUMABLES/WELFARE_DESC,triggerwait,1,1,0,fnf_welfare,0,,0,,2,
170040,cant_miss,2,zombiecard,ZM_CONSUMABLES/CANT_MISS,ZM_CONSUMABLES/CANT_MISS_DESC,timedactivations,1,60,0,fnf_cant_miss,0,,0,,2,
170041,spawn_fire_sale,2,zombiecard,ZM_CONSUMABLES/SPAWN_FIRE_SALE,ZM_CONSUMABLES/SPAWN_FIRE_SALE_DESC,triggerwait,1,0,1,fnf_spawn_fire_sale,0,,0,,2,
170042,self_revive,2,zombiecard,ZM_CONSUMABLES/SELF_REVIVE,ZM_CONSUMABLES/SELF_REVIVE_DESC,triggerpassive,1,0,1,fnf_self_revive,0,,0,LUA_MENU_ZM/CARD_FASTER_REVIVE_PASSIVE_TEXT,2,
170043,just_a_flesh_wound,2,zombiecard,ZM_CONSUMABLES/FLESH_WOUND,ZM_CONSUMABLES/FLESH_WOUND_DESC,triggerpassive,1,0,1,fnf_just_a_flesh_wound,0,,0,LUA_MENU_ZM/CARD_FASTER_REVIVE_PASSIVE_TEXT,2,
170044,force_push_near_death,2,zombiecard,ZM_CONSUMABLES/NEAR_DEATH_SHIELD,ZM_CONSUMABLES/NEAR_DEATH_SHIELD_DESC,triggerpassive,1,0,3,fnf_force_push_near_death,0,,0,LUA_MENU_ZM/CARD_LOW_HEALTH_PASSIVE_TEXT,2,
170045,next_purchase_free,2,zombiecard,ZM_CONSUMABLES/NEXT_PURCHASE_FREE,ZM_CONSUMABLES/NEXT_PURCHASE_FREE_DESC,triggerpassive,1,0,1,fnf_next_purchase_free,0,,0,LUA_MENU_ZM/CARD_DURATION_ONCE,2,
170046,masochist,2,zombiecard,ZM_CONSUMABLES/MASOCHIST,ZM_CONSUMABLES/MASOCHIST_DESC,timedactivations,1,60,0,fnf_masochist,0,,0,,2,
170047,magic_wheel_upgrade,2,zombiecard,ZM_CONSUMABLES/WHEEL_UPGRADE,ZM_CONSUMABLES/WHEEL_UPGRADE_DESC,triggerpassive,1,0,1,fnf_magic_wheel_upgrade,0,,0,LUA_MENU_ZM/CARD_DURATION_ONCE,2,
170048,steel_dragon,2,zombiecard,ZM_CONSUMABLES/STEEL_DRAGON,ZM_CONSUMABLES/STEEL_DRAGON_DESC,timedactivations,1,30,0,fnf_steel_dragon,0,,0,,2,
