22,defend_download,CP_BR_SYRK_OBJECTIVES/DEFEND_DL_1,,0,primary,icon_waypoint_objective_general,final_hack_spot,targetname,,,,,,,,,666,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
23,range_rover_objective_1,CP_BR_SYRK_OBJECTIVES/IED_ROAD_OBJECTIVE,CP_BR_SYRK_OBJECTIVES/IED_FIELD,0,primary,icon_waypoint_objective_general,range_rover_objective_goal,script_noteworthy,,,,,,,,,,1,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
24,gl_exfil_objective_1,CP_BR_SYRK_OBJECTIVES/EXFIL_OBJECTIVE,,0,primary,,,,,,,,,,,,1,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
25,multi_hack_2,CP_BR_SYRK_OBJECTIVES/FIND_NODES_1,,0,primary,,,-1,120,,,,,,,,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
26,multi_hack_3,CP_BR_SYRK_OBJECTIVES/FIND_NODES_2,,0,primary,,,-1,120,,,,,,,,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
27,defend_download_2,CP_BR_SYRK_OBJECTIVES/DEFEND_DL_2,,0,primary,icon_waypoint_objective_general,,,120,,,,,,,,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
28,pre_multi_hack,CP_BR_SYRK_OBJECTIVES/PRE_MULTIHACK,,0,primary,icon_waypoint_objective_general,pre_multi_hack,script_noteworthy,,,,,,,,,,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
29,pre_fubar,CP_BR_SYRK_OBJECTIVES/EQUIP_DISGUISE,,0,primary,icon_waypoint_objective_general,fubar_debug_start,targetname,,,,,,,,,,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
30,destroy_c130,CP_BR_SYRK_OBJECTIVES/DESTROY_C130_PLANE,,0,primary,icon_waypoint_objective_general,,,,,,,,,,6669,1,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
31,morales_drop_before_signal_35,CP_BR_SYRK_OBJECTIVES/MORALES_DROP_MORALES,CP_BR_SYRK_OBJECTIVES/MORALES_DROP,0,primary,icon_waypoint_objective_general,obj1_HVT_defend_tower,script_noteworthy,,,,,,,,,,1,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
32,pre_vault_assault,,,0,primary,icon_waypoint_objective_general,bank_obj_pos,targetname,,,,,,,,,,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/MAIN_VAULT_ASSAULT,1,1,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
33,vault_assault,CP_DWN_TWN_OBJECTIVES/VA_BANK,,1,primary,icon_waypoint_objective_general,bank_obj_pos,targetname,,,,,,,,,,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/MAIN_VAULT_ASSAULT,2,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
34,vault_assault_hack,CP_DWN_TWN_OBJECTIVES/HACK,,0,primary,icon_waypoint_objective_general,vault_assault_vault,targetname,,,,,,,,,,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/MAIN_VAULT_ASSAULT,2,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
35,vault_assault_cut,CP_DWN_TWN_OBJECTIVES/CUT,,1,primary,icon_waypoint_objective_general,vault_assault_cut,targetname,,,,,,,,,,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/MAIN_VAULT_ASSAULT,3,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
36,vault_assault_vault,CP_DWN_TWN_OBJECTIVES/KEY,,1,primary,icon_waypoint_objective_general,vault_assault_vault,targetname,,,,,,,,,,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/MAIN_VAULT_ASSAULT,1,1,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
37,vault_assault_vault_fake_end,CP_DWN_TWN_OBJECTIVES/FAKE_END,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/MAIN_VAULT_ASSAULT,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
38,vault_assault_crypto,CP_DWN_TWN_OBJECTIVES/HVT,,1,primary,icon_waypoint_objective_general,vault_assault_crypto_vault,targetname,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/ROOF,,,,,,,,,CP_DWN_TWN_OBJECTIVES/MAIN_VAULT_ASSAULT,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
39,vault_assault_rooftop,CP_DWN_TWN_OBJECTIVES/ROOF,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/MAIN_VAULT_ASSAULT,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
40,vault_assault_rooftop_heli,CP_DWN_TWN_OBJECTIVES/ROOF_HELI,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/MAIN_VAULT_ASSAULT,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
41,vault_assault_rooftop_call_exfil,CP_DWN_TWN_OBJECTIVES/CALL_EXFIL,,0,primary,icon_waypoint_objective_general,vault_assault_rooftop,targetname,,,,,,,,,,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/MAIN_VAULT_ASSAULT,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
42,vault_assault_rooftop_defend,CP_DWN_TWN_OBJECTIVES/ROOF_DEFEND,,1,primary,,,,,,,,,,,,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/MAIN_VAULT_ASSAULT,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
43,vault_assault_rooftop_exfil,CP_DWN_TWN_OBJECTIVES/ROOF_EXFIL,,1,primary,,,,,,,,,,,,,,,,,,,,,,,CP_DWN_TWN_OBJECTIVES/MAIN_VAULT_ASSAULT,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
44,event_convoy_start,CP_DWN_TWN_OBJECTIVES/EVENT_CONVOY_START,,1,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
45,event_convoy_tires_0,CP_CONVOYS/TIRES_0,,0,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
46,event_convoy_tires_1,CP_CONVOYS/TIRES_1,,0,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
47,event_convoy_tires_2,CP_CONVOYS/TIRES_2,,0,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
48,event_convoy_tires_3,CP_CONVOYS/TIRES_3,,0,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
49,event_convoy_nitrate,CP_CONVOYS/EXTRACT_NITRATE,,0,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
50,ml_p2_get_heli,CP_DWN_TWN_OBJECTIVES/OBJ_ML_P2_HELI,,1,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
51,ml_p2_observe,CP_DWN_TWN_OBJECTIVES/OBJ_ML_P2_1,,1,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
52,ml_p2_call_contact,CP_DWN_TWN_OBJECTIVES/OBJ_ML_P2_2,,0,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
53,ml_p2_follow_contact,CP_DWN_TWN_OBJECTIVES/OBJ_ML_P2_3,,0,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
54,ml_p2_secure_loc,CP_DWN_TWN_OBJECTIVES/OBJ_ML_P2_4,,1,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
