mt_smg_kills,CP_MERITS/SMG_KILLS,CP_MERITS/SMG_KILLS,ui_playercard_192,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,50,1000,5,100,1000,5,250,1000,5,500,1000,5,1000,1000,5,
mt_lmg_kills,CP_MERITS/LMG_KILLS,CP_MERITS/LMG_KILLS,ui_playercard_193,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,50,1000,5,100,1000,5,250,1000,5,500,1000,5,1000,1000,5,
mt_sniper_kills,CP_MERITS/SNIPER_KILLS,CP_MERITS/SNIPER_KILLS,ui_playercard_194,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,50,1000,5,100,1000,5,250,1000,5,500,1000,5,1000,1000,5,
mt_shotgun_kills,CP_MERITS/SHOTGUN_KILLS,CP_MERITS/SHOTGUN_KILLS,ui_playercard_195,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,50,1000,5,100,1000,5,250,1000,5,500,1000,5,1000,1000,5,
mt_pistol_kills,CP_MERITS/PISTOL_KILLS,CP_MERITS/PISTOL_KILLS,ui_playercard_196,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,50,1000,5,100,1000,5,250,1000,5,500,1000,5,1000,1000,5,
mt_rebuild_barriers,CP_MERITS/REBOARD_WINDOWS,CP_MERITS/REBOARD_WINDOWS_DESC,ui_playercard_197,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,150,1000,5,
mt_purchase_perks,CP_MERITS/PURCHASED_PERKS,CP_MERITS/PURCHASED_PERKS_DESC,ui_playercard_198,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,150,1000,5,
mt_purchase_doors,CP_MERITS/PURCHASED_DOORS,CP_MERITS/PURCHASED_DOORS_DESC,ui_playercard_199,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,150,1000,5,
mt_headshot_kills,CP_MERITS/HEADSHOT_KILLS,CP_MERITS/HEADSHOT_KILLS_DESC,ui_playercard_200,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,25,1000,5,50,1000,5,100,1000,5,250,1000,5,500,1000,5,
mt_crawler_kills,CP_MERITS/CRAWLER_KILLS,CP_MERITS/CRAWLER_KILLS_DESC,ui_playercard_201,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,5,1000,5,10,1000,5,25,1000,5,50,1000,5,100,1000,5,
mt_turned_zombies,CP_MERITS/TURNED_ZOMBIES,CP_MERITS/TURNED_ZOMBIES_DESC,ui_playercard_202,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,1,1000,5,5,1000,5,10,1000,5,15,1000,5,20,1000,5,
mt_sliding_kills,CP_MERITS/SLIDING_KILLS,CP_MERITS/SLIDING_KILLS_DESC,ui_playercard_203,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5,
mt_quest_weapon_kills,CP_MERITS/QUEST_WEAPON_KILLS,CP_MERITS/QUEST_WEAPON_KILLS_DESC,ui_playercard_204,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,25,1000,5,50,1000,5,100,1000,5,250,1000,5,500,1000,5,
mt_powerup_grabs,CP_MERITS/POWERUP_GRABS,CP_MERITS/POWERUP_GRABS_DESC,ui_playercard_205,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5,
mt_faf_uses,CP_MERITS/FAF_USES,CP_MERITS/FAF_USES_DESC,ui_playercard_206,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5,
mt_faf_shock_melee_kills,CP_MERITS/FAF_SHOCK_MELEE_KILLS,CP_MERITS/FAF_SHOCK_MLEEE_KILLS_DESC,ui_playercard_207,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,250,1000,5,
mt_faf_burned_out_kills,CP_MERITS/FAF_BURNED_OUT_KILLS,CP_MERITS/FAF_BURNED_OUT_KILLS_DESC,ui_playercard_208,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,250,1000,5,
mt_highest_round,CP_MERITS/HIGHEST_ROUND,CP_MERITS/HIGHEST_ROUND_DESC,ui_playercard_209,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,5,1000,5,10,1000,5,12,1000,5,20,1000,5,30,1000,5,
mt_total_rounds,CP_MERITS/TOTAL_ROUNDS,CP_MERITS/TOTAL_ROUNDS_DESC,ui_playercard_210,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5,
mt_faf_refill_deck,CP_MERITS/FAF_REFILL_DECK,CP_MERITS/FAF_REFILL_DECK_DESC,ui_playercard_212,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,1,1000,5,2,1000,5,5,1000,5,10,1000,5,20,1000,5,
mt_all_completed,CP_MERITS/ALL_COMPLETED,CP_MERITS/ALL_COMPLETED_DESC,ui_playercard_213,CHALLENGE_LEVEL,1,soul,,,,31,500,5,,,,,,,,,,,,,
mt_prestige_1,CP_MERITS/PRESTIGE_1,CP_MERITS/PRESTIGE_1_DESC,ui_playercard_214,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,39,1000,5,,,,,,,,,,,,,
mt_prestige_2,CP_MERITS/PRESTIGE_2,CP_MERITS/PRESTIGE_2_DESC,ui_playercard_215,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,,
mt_prestige_3,CP_MERITS/PRESTIGE_3,CP_MERITS/PRESTIGE_3_DESC,ui_playercard_216,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,,
mt_prestige_4,CP_MERITS/PRESTIGE_4,CP_MERITS/PRESTIGE_4_DESC,ui_playercard_217,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,,
mt_prestige_5,CP_MERITS/PRESTIGE_5,CP_MERITS/PRESTIGE_5_DESC,ui_playercard_218,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,,
mt_prestige_6,CP_MERITS/PRESTIGE_6,CP_MERITS/PRESTIGE_6_DESC,ui_playercard_219,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,,
mt_prestige_7,CP_MERITS/PRESTIGE_7,CP_MERITS/PRESTIGE_7_DESC,ui_playercard_220,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,,
mt_prestige_8,CP_MERITS/PRESTIGE_8,CP_MERITS/PRESTIGE_8_DESC,ui_playercard_221,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,,
mt_prestige_9,CP_MERITS/PRESTIGE_9,CP_MERITS/PRESTIGE_9_DESC,ui_playercard_222,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,,
mt_prestige_10,CP_MERITS/PRESTIGE_10,CP_MERITS/PRESTIGE_10_DESC,ui_playercard_223,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,,
mt_prestige_max,CP_MERITS/ALL_PRESTIGE_COMPLETE,CP_MERITS/ALL_PRESTIGE_COMPELTE_DESC,ui_playercard_224,CHALLENGE_LEVEL,1,zmcareer,,,,10,1000,5,,,,,,,,,,,,,
