0,iw8_sm_uzulu_variant_0,iw8_sm_uzulu,,,,,,,,,,,,,,,WEAPON/SM_UZULU,ui_loot_weapon_sm_uzulu,
11,iw8_sm_uzulu_variant_11,iw8_sm_uzulu,iw8_sm_uzulu_mpv2,rec|11,,barcust|5,,gripang|6,,xmags|2,pistolgrip02|1,stockh|2,,,,,WEAPON/SM_UZULU_V12,ui_loot_weapon_sm_uzulu_v12,
12,iw8_sm_uzulu_variant_12,iw8_sm_uzulu,,rec|12 back|12,,barcust2|1,,gripvertpro|2,,calcust|1,pistolgrip02|2,,fastreload,,,,WEAPON/SM_UZULU_V13,ui_loot_weapon_sm_uzulu_v13,
13,iw8_sm_uzulu_variant_13,iw8_sm_uzulu,,rec|13,,barlong|3,,gripangpro|5,,xmagslrg|3,,stockh|3,ammomod_wound,,,,WEAPON/SM_UZULU_V14,ui_loot_weapon_sm_uzulu_v14,
14,iw8_sm_uzulu_variant_14,iw8_sm_uzulu,iw8_sm_uzulu_mpv2,rec|14 front|14 back|14 mag|14,silencer3|2,barcust2|2,laserbalanced|10,,hybrid4|5,,,stocks|3,,,,,WEAPON/SM_UZULU_V15,ui_loot_weapon_sm_uzulu_v15,
15,iw8_sm_uzulu_variant_15,iw8_sm_uzulu,,rec|15 front|15 back|15 mag|15,comp|2,,,gripvertpro|1,,xmags|3,pistolgrip02|3,,,,,,WEAPON/SM_UZULU_V16,ui_loot_weapon_sm_uzulu_v16,
16,iw8_sm_uzulu_variant_16,iw8_sm_uzulu,iw8_sm_uzulu_mpv2a,rec|0 front|0 back|0 mag|0,silencer3|3,barcust2|3,laserbalanced|11,,hybrid4|8,,,stocks|4,,,,,WEAPON/SM_UZULU_V17,ui_loot_weapon_sm_uzulu_v17,
17,iw8_sm_uzulu_variant_17,iw8_sm_uzulu,iw8_sm_uzulu_mpa,rec|1 front|1 back|1 mag|1,comp|5,,,gripvert|14,,calcust|5,,,maxammo,,,,WEAPON/SM_UZULU_V18,ui_loot_weapon_sm_uzulu_v18,
18,iw8_sm_uzulu_variant_18,iw8_sm_uzulu,iw8_sm_uzulu_mpa,rec|2 front|2 back|2 mag|2,,barcust2|4,,,holo3|3,calcust|4,,,,,,,WEAPON/SM_UZULU_V19,ui_loot_weapon_sm_uzulu_v19,
19,iw8_sm_uzulu_variant_19,iw8_sm_uzulu,iw8_sm_uzulu_mpa,rec|3 front|3 back|3 mag|3,brake|5,,laserbalanced|14,,,calcust|3,pistolgrip03|1,,fastreload,,,,WEAPON/SM_UZULU_V20,ui_loot_weapon_sm_uzulu_v20,
20,iw8_sm_uzulu_variant_20,iw8_sm_uzulu,iw8_sm_uzulu_mpv2a,rec|4 front|4 back|4 mag|4,,barcust|8,,,,calcust|2,pistolgrip02|4,,,,,,WEAPON/SM_UZULU_V21,ui_loot_weapon_sm_uzulu_v21,
21,iw8_sm_uzulu_variant_21,iw8_sm_uzulu,iw8_sm_uzulu_mpv2a,rec|5 front|5 back|5 mag|5,silencer3|4,barcust|9,,gripang|15,,calcust|6,,stocks|5,,,,,WEAPON/SM_UZULU_V22,ui_loot_weapon_sm_uzulu_v22,
22,iw8_sm_uzulu_variant_22,iw8_sm_uzulu,iw8_sm_uzulu_mpv2a,rec|6 front|6 back|6 mag|6,,barcust2|5,laserrange|15,gripvert|1,,calcust|7,,,fastreload,,,,WEAPON/SM_UZULU_V23,ui_loot_weapon_sm_uzulu_v23,
23,iw8_sm_uzulu_variant_23,iw8_sm_uzulu,iw8_sm_uzulu_mpv2a,rec|7 front|7 back|7 mag|7,,barcust2|6,,gripcust|3,,calcust|8,,stockno|4,,,,,WEAPON/SM_UZULU_V24,ui_loot_weapon_sm_uzulu_v24,
24,iw8_sm_uzulu_variant_24,iw8_sm_uzulu,iw8_sm_uzulu_mpv2a,rec|8 front|8 back|8 mag|8,silencer3|5,barcust|10,gripvert|2,,,calcust|9,,stockno|5,,,,,WEAPON/SM_UZULU_V25,ui_loot_weapon_sm_uzulu_v25,
