0,iw8_knife_variant_0,iw8_knife,,,,,,,,,,,,,,,WEAPON/KNIFE,ui_loot_weapon_me_soscar,,,
12,iw8_knife_variant_12,iw8_knife,,rec|12,,,,,,,,,,,,,WEAPON/KNIFE_V13,ui_loot_weapon_me_soscar_v13,icon_weapon_me_tactical_knife_v13,,
13,iw8_knife_variant_13,iw8_knife,,rec|13,,,,,,,,,,,,,WEAPON/KNIFE_V14,ui_loot_weapon_me_soscar_v14,icon_weapon_me_tactical_knife_v14,,
14,iw8_knife_variant_14,iw8_knife,,rec|14,,,,,,,,,,,,,WEAPON/KNIFE_V15,ui_loot_weapon_me_soscar_v15,icon_weapon_me_tactical_knife_v15,,
15,iw8_knife_variant_15,iw8_knife,,rec|15,,,,,,,,,,,,,WEAPON/KNIFE_V16,ui_loot_weapon_me_soscar_v16,icon_weapon_me_tactical_knife_v16,,
16,iw8_knife_variant_16,iw8_knife,iw8_knife_mpa,rec|0,,,,,,,,,,,,,WEAPON/KNIFE_V17,ui_loot_weapon_me_soscar_v17,icon_weapon_me_tactical_knife_v17,,
17,iw8_knife_variant_17,iw8_knife,iw8_knife_mpa,rec|1,,,,,,,,,,,,,WEAPON/KNIFE_V18,ui_loot_weapon_me_soscar_v18,icon_weapon_me_tactical_knife_v18,,
18,iw8_knife_variant_18,iw8_knife,iw8_knife_mpa,rec|2,,,,,,,,,,,,,WEAPON/KNIFE_V19,ui_loot_weapon_me_soscar_v19,icon_weapon_me_tactical_knife_v19,,
19,iw8_knife_variant_19,iw8_knife,iw8_knife_mpa,rec|3,,,,,,,,,,,,,WEAPON/KNIFE_V20,ui_loot_weapon_me_soscar_v20,icon_weapon_me_tactical_knife_v20,,
20,iw8_knife_variant_20,iw8_knife,iw8_knife_mpa,rec|4,,,,,,,,,,,,,WEAPON/KNIFE_V21,ui_loot_weapon_me_soscar_v21,icon_weapon_me_tactical_knife_v21,,
21,iw8_knife_variant_21,iw8_knife,iw8_knife_mpa,rec|5,,,,,,,,,,,,,WEAPON/KNIFE_V22,ui_loot_weapon_me_soscar_v22,icon_weapon_me_tactical_knife_v22,,
22,iw8_knife_variant_22,iw8_knife,iw8_knife_mpa,rec|6,,,,,,,,,,,,,WEAPON/KNIFE_V23,ui_loot_weapon_me_soscar_v23,icon_weapon_me_tactical_knife_v23,,
23,iw8_knife_variant_23,iw8_knife,iw8_knife_mpa,rec|7,,,,,,,,,,,,,WEAPON/KNIFE_V24,ui_loot_weapon_me_soscar_v24,icon_weapon_me_tactical_knife_v24,,
24,iw8_knife_variant_24,iw8_knife,iw8_knife_mpa,rec|8,,,,,,,,,,,,,WEAPON/KNIFE_V25,ui_loot_weapon_me_soscar_v25,icon_weapon_me_tactical_knife_v25,,
25,iw8_knife_variant_25,iw8_knife,iw8_knife_mpa,rec|9,,,,,,,,,,,,,WEAPON/KNIFE_V26,ui_loot_weapon_me_soscar_v26,icon_weapon_me_tactical_knife_v26,,
26,iw8_knife_variant_26,iw8_knife,iw8_knife_mpa,rec|10,,,,,,,,,,,,,WEAPON/KNIFE_V27,ui_loot_weapon_me_soscar_v27,icon_weapon_me_tactical_knife_v27,,
27,iw8_knife_variant_27,iw8_knife,iw8_knife_mpa,rec|11,,,,,,,,,,,,,WEAPON/KNIFE_V28,ui_loot_weapon_me_soscar_v28,icon_weapon_me_tactical_knife_v12,,
28,iw8_knife_variant_28,iw8_knife,iw8_knife_mpa,rec|12,,,,,,,,,,,,,WEAPON/KNIFE_V29,ui_loot_weapon_me_soscar_v29,icon_weapon_me_tactical_knife_v29,,
29,iw8_knife_variant_29,iw8_knife,iw8_knife_mpa,rec|13,,,,,,,,,,,,,WEAPON/KNIFE_V30,ui_loot_weapon_me_soscar_v30,icon_weapon_me_tactical_knife_v30,,
30,iw8_knife_variant_30,iw8_knife,iw8_knife_mpa,rec|14,,,,,,,,,,,,,WEAPON/KNIFE_V31,ui_loot_weapon_me_soscar_v31,icon_weapon_me_tactical_knife_v31,,
31,iw8_knife_variant_31,iw8_knife,iw8_knife_mpa,rec|15,,,,,,,,,,,,,WEAPON/KNIFE_V32,ui_loot_weapon_me_soscar_v32,icon_weapon_me_tactical_knife_v24,,
32,iw8_knife_variant_32,iw8_knife,iw8_knife_mpb,rec|0,,,,,,,,,,,,,WEAPON/KNIFE_V33,ui_loot_weapon_me_soscar_v33,icon_weapon_me_tactical_knife_v33,,
33,iw8_knife_variant_33,iw8_knife,iw8_knife_mpb,rec|1,,,,,,,,,,,,,WEAPON/KNIFE_V34,ui_loot_weapon_me_soscar_v34,icon_weapon_me_tactical_knife_v32,,
34,iw8_knife_variant_34,iw8_knife,,,,,,,,,,,,,,,WEAPON/KNIFE_V35,ui_loot_weapon_me_soscar_v35,icon_weapon_me_tactical_knife_v2,,
35,iw8_knife_variant_35,iw8_knife,iw8_knife_mphatchet,rec|0 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V36,ui_loot_weapon_me_hatchet01,icon_weapon_me_tactical_knife_v36,,
36,iw8_knife_variant_36,iw8_knife,iw8_knife_mpb,rec|4,,,,,,,,,,,,,WEAPON/KNIFE_V37,ui_loot_weapon_me_soscar_v37,icon_weapon_me_tactical_knife_v37,,
37,iw8_knife_variant_37,iw8_knife,iw8_knife_mpb,rec|5,,,,,,,,,,,,,WEAPON/KNIFE_V38,ui_loot_weapon_me_soscar_v38,icon_weapon_me_tactical_knife_v2,,
38,iw8_knife_variant_38,iw8_knife,iw8_knife_mpb,rec|6,,,,,,,,,,,,,WEAPON/KNIFE_V39,ui_loot_weapon_me_soscar_v39,icon_weapon_me_tactical_knife_v39,,
39,iw8_knife_variant_39,iw8_knife,iw8_knife_mpb,rec|7,,,,,,,,,,,,,WEAPON/KNIFE_V40,ui_loot_weapon_me_soscar_v40,icon_weapon_me_tactical_knife_v40,,
40,iw8_knife_variant_40,iw8_knife,iw8_knife_mpb,rec|8,,,,,,,,,,,,,WEAPON/KNIFE_V41,ui_loot_weapon_me_soscar_v41,icon_weapon_me_tactical_knife_v41,,
41,iw8_knife_variant_41,iw8_knife,iw8_knife_mpb,rec|9,,,,,,,,,,,,,WEAPON/KNIFE_V42,ui_loot_weapon_me_soscar_v42,icon_weapon_me_tactical_knife_v12,,
42,iw8_knife_variant_42,iw8_knife,iw8_knife_mpb,rec|10,,,,,,,,,,,,,WEAPON/KNIFE_V43,ui_loot_weapon_me_soscar_v43,icon_weapon_me_tactical_knife_v43,,
43,iw8_knife_variant_43,iw8_knife,iw8_knife_mpb,rec|11,,,,,,,,,,,,,WEAPON/KNIFE_V44,ui_loot_weapon_me_soscar_v44,icon_weapon_me_tactical_knife_v44,,
44,iw8_knife_variant_44,iw8_knife,iw8_knife_mpb,rec|12,,,,,,,,,,,,,WEAPON/KNIFE_V45,ui_loot_weapon_me_soscar_v45,icon_weapon_me_tactical_knife_v45,,
45,iw8_knife_variant_45,iw8_knife,iw8_knife_mpb,rec|13,,,,,,,,,,,,,WEAPON/KNIFE_V46,ui_loot_weapon_me_soscar_v46,icon_weapon_me_tactical_knife_v46,,
46,iw8_knife_variant_46,iw8_knife,iw8_knife_mpb,rec|14,,,,,,,,,,,,,WEAPON/KNIFE_V47,ui_loot_weapon_me_soscar_v47,icon_weapon_me_tactical_knife_v47,,
47,iw8_knife_variant_47,iw8_knife,iw8_knife_mpb,rec|15,,,,,,,,,,,,,WEAPON/KNIFE_V48,ui_loot_weapon_me_soscar_v48,icon_weapon_me_tactical_knife_v48,,
48,iw8_knife_variant_48,iw8_knife,iw8_knife_mpc,rec|0,,,,,,,,,,,,,WEAPON/KNIFE_V49,ui_loot_weapon_me_soscar_v49,icon_weapon_me_tactical_knife_v49,,
49,iw8_knife_variant_49,iw8_knife,iw8_knife_mphatchetv2,rec|0 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V50,ui_loot_weapon_me_hatchet02,icon_weapon_me_tactical_knife_v50,,
50,iw8_knife_variant_50,iw8_knife,iw8_knife_mphatchetv3,rec|0 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V51,ui_loot_weapon_me_hatchet03,icon_weapon_me_tactical_knife_v51,,
51,iw8_knife_variant_51,iw8_knife,iw8_knife_mpv53,rec|0,,,,,,,,,,,,,WEAPON/KNIFE_V52,ui_loot_weapon_me_soscar_v39,icon_weapon_me_cinderblock,,
52,iw8_knife_variant_52,iw8_knife,iw8_knife_mpbf,rec|0,,,,,,,,,,,,,WEAPON/KNIFE_V53,ui_loot_weapon_me_butterflyknife,icon_weapon_me_butterfly_knife,,
53,iw8_knife_variant_53,iw8_knife,iw8_knife_mpsd,rec|0 mag|0,,,,,,,,,,,,,WEAPON/KNIFE_V54,ui_loot_weapon_me_soscar_v54,icon_weapon_me_tactical_knife_v54,,
54,iw8_knife_variant_54,iw8_knife,iw8_knife_mpbf,rec|1,,,,,,,,,,,,,WEAPON/KNIFE_V55,ui_loot_weapon_me_butterflyknife_v2,icon_weapon_me_butterfly_knife_v2,,
55,iw8_knife_variant_55,iw8_knife,,rec|0,,,,,,,,,,,,,WEAPON/KNIFE_V56,ui_loot_weapon_me_soscar_v56,icon_weapon_me_tactical_knife_v2,,
56,iw8_knife_variant_56,iw8_knife,,rec|0,,,,,,,,,,,,,WEAPON/KNIFE_V57,ui_loot_weapon_me_soscar_v57,icon_weapon_me_tactical_knife_v2,,
57,iw8_knife_variant_57,iw8_knife,,rec|0,,,,,,,,,,,,,WEAPON/KNIFE_V58,ui_loot_weapon_me_soscar_v58,icon_weapon_me_tactical_knife_v2,,
58,iw8_knife_variant_58,iw8_knife,,rec|0,,,,,,,,,,,,,WEAPON/KNIFE_V59,ui_loot_weapon_me_soscar_v59,icon_weapon_me_tactical_knife_v2,,
59,iw8_knife_variant_59,iw8_knife,,rec|0,,,,,,,,,,,,,WEAPON/KNIFE_V60,ui_loot_weapon_me_soscar_v60,icon_weapon_me_tactical_knife_v2,,
60,iw8_knife_variant_60,iw8_knife,iw8_knife_mpc,rec|12,,,,,,,,,,,,,WEAPON/KNIFE_V61,ui_loot_weapon_me_soscar_v61,icon_weapon_me_tactical_knife_v19,,
61,iw8_knife_variant_61,iw8_knife,iw8_knife_mpc,rec|13,,,,,,,,,,,,,WEAPON/KNIFE_V62,ui_loot_weapon_me_soscar_v62,icon_weapon_me_tactical_knife_v62,,
62,iw8_knife_variant_62,iw8_knife,iw8_knife_mpc,rec|14,,,,,,,,,,,,,WEAPON/KNIFE_V63,ui_loot_weapon_me_soscar_v63,icon_weapon_me_tactical_knife_v63,,
63,iw8_knife_variant_63,iw8_knife,iw8_knife_mpc,rec|15,,,,,,,,,,,,,WEAPON/KNIFE_V64,ui_loot_weapon_me_soscar_v64,icon_weapon_me_tactical_knife_v64,,
64,iw8_knife_variant_64,iw8_knife,iw8_knife_mpd,rec|0,,,,,,,,,,,,,WEAPON/KNIFE_V65,ui_loot_weapon_me_soscar_v65,icon_weapon_me_tactical_knife_v65,,
65,iw8_knife_variant_65,iw8_knife,iw8_knife_mpd,rec|1,,,,,,,,,,,,,WEAPON/KNIFE_V66,ui_loot_weapon_me_soscar_v66,icon_weapon_me_tactical_knife_v66,tesla,
66,iw8_knife_variant_66,iw8_knife,iw8_knife_mpd,rec|2,,,,,,,,,,,,,WEAPON/KNIFE_V67,ui_loot_weapon_me_soscar_v67,icon_weapon_me_tactical_knife_v67,,
67,iw8_knife_variant_67,iw8_knife,iw8_knife_mpd,rec|3,,,,,,,,,,,,,WEAPON/KNIFE_V68,ui_loot_weapon_me_soscar_v68,icon_weapon_me_tactical_knife_v68,,
68,iw8_knife_variant_68,iw8_knife,iw8_knife_mpd,rec|4,,,,,,,,,,,,,WEAPON/KNIFE_V69,ui_loot_weapon_me_soscar_v69,icon_weapon_me_tactical_knife_v69,,
69,iw8_knife_variant_69,iw8_knife,iw8_knife_mpd,rec|5,,,,,,,,,,,,,WEAPON/KNIFE_V70,ui_loot_weapon_me_soscar_v70,icon_weapon_me_tactical_knife_v70,,
70,iw8_knife_variant_70,iw8_knife,iw8_knife_mpd,rec|6,,,,,,,,,,,,,WEAPON/KNIFE_V71,ui_loot_weapon_me_soscar_v71,icon_weapon_me_tactical_knife_v71,,
71,iw8_knife_variant_71,iw8_knife,iw8_knife_mpd,rec|7,,,,,,,,,,,,,WEAPON/KNIFE_V72,ui_loot_weapon_me_soscar_v72,icon_weapon_me_tactical_knife_v72,,
72,iw8_knife_variant_72,iw8_knife,iw8_knife_mpd,rec|8,,,,,,,,,,,,,WEAPON/KNIFE_V73,ui_loot_weapon_me_soscar_v73,icon_weapon_me_tactical_knife_v2,,
73,iw8_knife_variant_73,iw8_knife,iw8_knife_mpd,rec|9,,,,,,,,,,,,,WEAPON/KNIFE_V74,ui_loot_weapon_me_soscar_v74,icon_weapon_me_tactical_knife_v2,,
74,iw8_knife_variant_74,iw8_knife,iw8_knife_mpd,rec|10,,,,,,,,,,,,,WEAPON/KNIFE_V75,ui_loot_weapon_me_soscar_v75,icon_weapon_me_tactical_knife_v2,,
75,iw8_knife_variant_75,iw8_knife,iw8_knife_mpd,rec|11,,,,,,,,,,,,,WEAPON/KNIFE_V76,ui_loot_weapon_me_soscar_v76,icon_weapon_me_tactical_knife_v2,,
76,iw8_knife_variant_76,iw8_knife,iw8_knife_mpd,rec|12,,,,,,,,,,,,,WEAPON/KNIFE_V77,ui_loot_weapon_me_soscar_v77,icon_weapon_me_tactical_knife_v2,,
77,iw8_knife_variant_77,iw8_knife,iw8_knife_mpd,rec|13,,,,,,,,,,,,,WEAPON/KNIFE_V78,ui_loot_weapon_me_soscar_v78,icon_weapon_me_tactical_knife_v2,,
78,iw8_knife_variant_78,iw8_knife,iw8_knife_mpd,rec|14,,,,,,,,,,,,,WEAPON/KNIFE_V79,ui_loot_weapon_me_soscar_v79,icon_weapon_me_tactical_knife_v2,,
79,iw8_knife_variant_79,iw8_knife,iw8_knife_mpd,rec|15,,,,,,,,,,,,,WEAPON/KNIFE_V80,ui_loot_weapon_me_soscar_v80,icon_weapon_me_tactical_knife_v2,,
80,iw8_knife_variant_80,iw8_knife,iw8_knife_mpb,rec|0,,,,,,,,,,,,,WEAPON/KNIFE_V81,ui_loot_weapon_me_soscar_v81,icon_weapon_me_tactical_knife_v2,,
81,iw8_knife_variant_81,iw8_knife,iw8_knife_mpb,rec|1,,,,,,,,,,,,,WEAPON/KNIFE_V82,ui_loot_weapon_me_soscar_v82,icon_weapon_me_tactical_knife_v2,,
82,iw8_knife_variant_82,iw8_knife,iw8_knife_mpb,rec|2,,,,,,,,,,,,,WEAPON/KNIFE_V83,ui_loot_weapon_me_soscar_v83,icon_weapon_me_tactical_knife_v2,,
83,iw8_knife_variant_83,iw8_knife,iw8_knife_mpb,rec|3,,,,,,,,,,,,,WEAPON/KNIFE_V84,ui_loot_weapon_me_soscar_v84,icon_weapon_me_tactical_knife_v2,,
84,iw8_knife_variant_84,iw8_knife,iw8_knife_mpb,rec|4,,,,,,,,,,,,,WEAPON/KNIFE_V85,ui_loot_weapon_me_soscar_v85,icon_weapon_me_tactical_knife_v2,,
85,iw8_knife_variant_85,iw8_knife,iw8_knife_mpb,rec|5,,,,,,,,,,,,,WEAPON/KNIFE_V86,ui_loot_weapon_me_soscar_v86,icon_weapon_me_tactical_knife_v2,,
86,iw8_knife_variant_86,iw8_knife,iw8_knife_mpb,rec|6,,,,,,,,,,,,,WEAPON/KNIFE_V87,ui_loot_weapon_me_soscar_v87,icon_weapon_me_tactical_knife_v2,,
87,iw8_knife_variant_87,iw8_knife,iw8_knife_mpb,rec|7,,,,,,,,,,,,,WEAPON/KNIFE_V88,ui_loot_weapon_me_soscar_v88,icon_weapon_me_tactical_knife_v2,,
88,iw8_knife_variant_88,iw8_knife,iw8_knife_mpb,rec|8,,,,,,,,,,,,,WEAPON/KNIFE_V89,ui_loot_weapon_me_soscar_v89,icon_weapon_me_tactical_knife_v2,,
89,iw8_knife_variant_89,iw8_knife,iw8_knife_mpb,rec|9,,,,,,,,,,,,,WEAPON/KNIFE_V90,ui_loot_weapon_me_soscar_v90,icon_weapon_me_tactical_knife_v2,,
90,iw8_knife_variant_90,iw8_knife,iw8_knife_mpb,rec|10,,,,,,,,,,,,,WEAPON/KNIFE_V91,ui_loot_weapon_me_soscar_v91,icon_weapon_me_tactical_knife_v2,,
91,iw8_knife_variant_91,iw8_knife,iw8_knife_mpb,rec|11,,,,,,,,,,,,,WEAPON/KNIFE_V92,ui_loot_weapon_me_soscar_v92,icon_weapon_me_tactical_knife_v2,,
92,iw8_knife_variant_92,iw8_knife,iw8_knife_mpb,rec|12,,,,,,,,,,,,,WEAPON/KNIFE_V93,ui_loot_weapon_me_soscar_v93,icon_weapon_me_tactical_knife_v2,,
93,iw8_knife_variant_93,iw8_knife,iw8_knife_mpb,rec|13,,,,,,,,,,,,,WEAPON/KNIFE_V94,ui_loot_weapon_me_soscar_v94,icon_weapon_me_tactical_knife_v2,,
94,iw8_knife_variant_94,iw8_knife,iw8_knife_mpb,rec|14,,,,,,,,,,,,,WEAPON/KNIFE_V95,ui_loot_weapon_me_soscar_v95,icon_weapon_me_tactical_knife_v2,,
95,iw8_knife_variant_95,iw8_knife,iw8_knife_mpb,rec|15,,,,,,,,,,,,,WEAPON/KNIFE_V96,ui_loot_weapon_me_soscar_v96,icon_weapon_me_tactical_knife_v2,,
96,iw8_knife_variant_96,iw8_knife,iw8_knife_mpc,rec|1,,,,,,,,,,,,,WEAPON/KNIFE_V97,ui_loot_weapon_me_soscar_v97,icon_weapon_me_tactical_knife_v2,,
97,iw8_knife_variant_97,iw8_knife,iw8_knife_mpc,rec|2,,,,,,,,,,,,,WEAPON/KNIFE_V98,ui_loot_weapon_me_soscar_v98,icon_weapon_me_tactical_knife_v2,,
98,iw8_knife_variant_98,iw8_knife,iw8_knife_mpc,rec|3,,,,,,,,,,,,,WEAPON/KNIFE_V99,ui_loot_weapon_me_soscar_v99,icon_weapon_me_tactical_knife_v2,,
99,iw8_knife_variant_99,iw8_knife,iw8_knife_mpc,rec|4,,,,,,,,,,,,,WEAPON/KNIFE_V100,ui_loot_weapon_me_soscar_v100,icon_weapon_me_tactical_knife_v2,,
100,iw8_knife_variant_100,iw8_knife,iw8_knife_mphatchet,rec|1 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V101,ui_loot_weapon_me_hatchet01_v2,icon_weapon_me_tactical_knife_v101,,
101,iw8_knife_variant_101,iw8_knife,iw8_knife_mphatchet,rec|2 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V102,ui_loot_weapon_me_hatchet,icon_weapon_me_tactical_knife_v2,,
102,iw8_knife_variant_102,iw8_knife,iw8_knife_mphatchet,rec|3 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V103,ui_loot_weapon_me_hatchet01_v4,icon_weapon_me_tactical_knife_v103,,
103,iw8_knife_variant_103,iw8_knife,iw8_knife_mphatchet,rec|4 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V104,ui_loot_weapon_me_hatchet,icon_weapon_me_tactical_knife_v2,,
104,iw8_knife_variant_104,iw8_knife,iw8_knife_mphatchet,rec|5 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V105,ui_loot_weapon_me_hatchet,icon_weapon_me_tactical_knife_v2,,
105,iw8_knife_variant_105,iw8_knife,iw8_knife_mphatchet,rec|6 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V106,ui_loot_weapon_me_hatchet,icon_weapon_me_tactical_knife_v2,,
106,iw8_knife_variant_106,iw8_knife,iw8_knife_mphatchet,rec|7 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V107,ui_loot_weapon_me_hatchet,icon_weapon_me_tactical_knife_v2,,
107,iw8_knife_variant_107,iw8_knife,iw8_knife_mphatchetv2,rec|1 guardrail|0,,,,,,,,,,,,,WEAPON/KNIFE_V108,ui_loot_weapon_me_hammer_v106,icon_weapon_me_tactical_knife_v108,,
108,iw8_knife_variant_108,iw8_knife,iw8_knife_mphatchetv2,rec|2 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V109,ui_loot_weapon_me_hatchet,icon_weapon_me_tactical_knife_v2,,
109,iw8_knife_variant_109,iw8_knife,iw8_knife_mphatchetv2,rec|3 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V110,ui_loot_weapon_me_hatchet,icon_weapon_me_tactical_knife_v2,,
110,iw8_knife_variant_110,iw8_knife,iw8_knife_mphatchetv2,rec|4 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V111,ui_loot_weapon_me_hatchet,icon_weapon_me_tactical_knife_v2,,
111,iw8_knife_variant_111,iw8_knife,iw8_knife_mphatchetv2,rec|5 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V112,ui_loot_weapon_me_hatchet,icon_weapon_me_tactical_knife_v2,,
112,iw8_knife_variant_112,iw8_knife,iw8_knife_mphatchetv2,rec|6 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V113,ui_loot_weapon_me_hatchet,icon_weapon_me_tactical_knife_v2,,
113,iw8_knife_variant_113,iw8_knife,iw8_knife_mphatchetv2,rec|7 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V114,ui_loot_weapon_me_hatchet,icon_weapon_me_tactical_knife_v2,,
114,iw8_knife_variant_114,iw8_knife,iw8_knife_mphatchetv3,rec|1 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V115,ui_loot_weapon_me_hatchet04,icon_weapon_me_tactical_knife_v115,,
115,iw8_knife_variant_115,iw8_knife,iw8_knife_mphatchetv3,rec|2 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V116,ui_loot_weapon_me_hatchet03_v3,icon_weapon_me_tactical_knife_v116,,
116,iw8_knife_variant_116,iw8_knife,iw8_knife_mphatchetv3,rec|3 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V117,ui_loot_weapon_me_hatchet03_v4,icon_weapon_me_tactical_knife_v117,,
117,iw8_knife_variant_117,iw8_knife,iw8_knife_mphatchetv4,rec|0 back|0,,,,,,,,,,,,,WEAPON/KNIFE_V118,ui_loot_weapon_me_hatchet01_v3,icon_weapon_me_tactical_knife_v118,,
118,iw8_knife_variant_118,iw8_knife,iw8_knife_mphatchetv4,rec|1 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V119,ui_loot_weapon_me_hatchet,icon_weapon_me_tactical_knife_v2,,
119,iw8_knife_variant_119,iw8_knife,iw8_knife_mphatchetv4,rec|2 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V120,ui_loot_weapon_me_hatchet,icon_weapon_me_tactical_knife_v2,,
120,iw8_knife_variant_120,iw8_knife,iw8_knife_mphatchetv4,rec|3 guard|0,,,,,,,,,,,,,WEAPON/KNIFE_V121,ui_loot_weapon_me_hatchet,icon_weapon_me_tactical_knife_v2,,
121,iw8_knife_variant_121,iw8_knife,iw8_t9knife_mpa,rec|0,,,,,,,,,,,,,WEAPON_TANGO/KNIFE_T9LOADOUT,ui_loot_weapon_me_t9loadout,icon_weapon_me_t9loadout,,
