0,iw8_ar_mcharlie_variant_0,iw8_ar_mcharlie,,,,,,,,,,,,,,,WEAPON/AR_MCHARLIE,ui_loot_weapon_ar_mcharlie,,,,
14,iw8_ar_mcharlie_variant_14,iw8_ar_mcharlie,,rec|14 front|14 back|14 mag|14,silencer3|2,barlong|5,,gripcust|1,,vertmags|2,,,,,,,WEAPON/AR_MCHARLIE_V15,ui_loot_weapon_ar_mcharlie_v15,,,,
15,iw8_ar_mcharlie_variant_15,iw8_ar_mcharlie,,rec|15 front|15 back|15 mag|15,,barsil|3,laserbalanced|12,reflex|8,,,,stockl|4,,,,,WEAPON/AR_MCHARLIE_V16,ui_loot_weapon_ar_mcharlie_v16,,,,
16,iw8_ar_mcharlie_variant_16,iw8_ar_mcharlie,iw8_ar_mcharlie_mpa,rec|0 front|0 back|0 mag|0,comp|1,,laserrange|13,gripang|1,reflex3|15,,pistolgrip03|1,,,,,,WEAPON/AR_MCHARLIE_V17,ui_loot_weapon_ar_mcharlie_v17,,,,
17,iw8_ar_mcharlie_variant_17,iw8_ar_mcharlie,iw8_ar_mcharlie_mpa,rec|1 front|1 back|1 mag|1,brake|2,barlong|6,,gripang|2,,xmags|1,,,,,,,WEAPON/AR_MCHARLIE_V18,ui_loot_weapon_ar_mcharlie_v18,,,,
18,iw8_ar_mcharlie_variant_18,iw8_ar_mcharlie,iw8_ar_mcharlie_mpa,rec|2 front|2 back|2 mag|2,,barlong|7,,,thermal|6,vertmags|3,,stockh|3,maxammo,,,,WEAPON/AR_MCHARLIE_V19,ui_loot_weapon_ar_mcharlie_v19,,,,
19,iw8_ar_mcharlie_variant_19,iw8_ar_mcharlie,iw8_ar_mcharlie_mpa,rec|3 front|3 back|3 mag|3,,barsil|4,laserbalanced|13,gl|6,thermal2|2,,,,gunperk_marksman,,,,WEAPON/AR_MCHARLIE_V20,ui_loot_weapon_ar_mcharlie_v20,,,,
20,iw8_ar_mcharlie_variant_20,iw8_ar_mcharlie,iw8_ar_mcharlie_mpa,rec|4 front|4 back|4 mag|4,,barsil|5,,gripvertpro|4,hybrid2|1,calcust|4,,stockl|5,,,,,WEAPON/AR_MCHARLIE_V21,ui_loot_weapon_ar_mcharlie_v21,,,,
21,iw8_ar_mcharlie_variant_21,iw8_ar_mcharlie,iw8_ar_mcharlie_mpa,rec|5 front|5 back|5 mag|5,brake|3,barshort|6,,gripvertpro|6,reflex2|2,xmags|2,,,,,,,WEAPON/AR_MCHARLIE_V22,ui_loot_weapon_ar_mcharlie_v22,,,,
22,iw8_ar_mcharlie_variant_22,iw8_ar_mcharlie,iw8_ar_mcharlie_mpmtx,rec|6 front|6 back|6 mag|6,brake|5,,laserbalanced|2,,hybrid4|10,vertmags|4,,stockl|6,,,,,WEAPON/AR_MCHARLIE_V23,ui_loot_weapon_ar_mcharlie_v23,,yellow,,
23,iw8_ar_mcharlie_variant_23,iw8_ar_mcharlie,iw8_ar_mcharlie_mpmtx2,rec|7 front|7 back|7 mag|7,silencer2|1,barlong|8,laserbalanced|3,,,xmags|3,,stockh|4,,,,,WEAPON/AR_MCHARLIE_V24,ui_loot_weapon_ar_mcharlie_v24,,rainbow,,
24,iw8_ar_mcharlie_variant_24,iw8_ar_mcharlie,iw8_ar_mcharlie_mpmtx3,rec|8 front|8 back|8 mag|8,comp|2,barshort|7,,gripcust|4,holo3|13,,,stockl|7,,,,,WEAPON/AR_MCHARLIE_V25,ui_loot_weapon_ar_mcharlie_v25,,acid,standardDis,
