0,,0,,,,,,,,,,
12,115500,126600,11100,RANK/CWO2_FULL2,icon_rank_officer_sm_03,icon_rank_officer_03,,1365,ch_elder1_carepkg,icon_ribbon_s00_012,ELDER_PROGRESSION/RIBBON_OF_HONOR_012,
13,126600,137800,11200,RANK/CWO2_FULL3,icon_rank_officer_sm_03,icon_rank_officer_03,,1366,ch_elder1_lmgkills,icon_ribbon_s00_013,ELDER_PROGRESSION/RIBBON_OF_HONOR_013,
14,137800,149100,11300,RANK/CWO2_FULL4,icon_rank_officer_sm_03,icon_rank_officer_03,,1367,ch_elder1_domw,icon_ribbon_s00_014,ELDER_PROGRESSION/RIBBON_OF_HONOR_014,
15,149100,160500,11400,RANK/CWO2_FULL5,icon_rank_officer_sm_03,icon_rank_officer_03,,1368,ch_elder1_snack,icon_ribbon_s00_015,ELDER_PROGRESSION/RIBBON_OF_HONOR_015,
16,160500,172000,11500,RANK/CWO3_FULL,icon_rank_officer_sm_04,icon_rank_officer_04,200005,1369,ch_elder1_revenant,icon_ribbon_s00_016,ELDER_PROGRESSION/RIBBON_OF_HONOR_016,
17,172000,183600,11600,RANK/CWO3_FULL2,icon_rank_officer_sm_04,icon_rank_officer_04,,1370,ch_elder1_claymore,icon_ribbon_s00_017,ELDER_PROGRESSION/RIBBON_OF_HONOR_017,
18,183600,195300,11700,RANK/CWO3_FULL3,icon_rank_officer_sm_04,icon_rank_officer_04,,1542,ch_elder1_shottyhs,icon_ribbon_s00_018,ELDER_PROGRESSION/RIBBON_OF_HONOR_018,
19,195300,207100,11800,RANK/CWO3_FULL4,icon_rank_officer_sm_04,icon_rank_officer_04,,1371,ch_elder1_kscruise,icon_ribbon_s00_019,ELDER_PROGRESSION/RIBBON_OF_HONOR_019,
20,207100,219000,11900,RANK/CWO3_FULL5,icon_rank_officer_sm_04,icon_rank_officer_04,,1372,ch_elder1_ghost,icon_ribbon_s00_020,ELDER_PROGRESSION/RIBBON_OF_HONOR_020,
21,219000,231000,12000,RANK/CWO4_FULL,icon_rank_officer_sm_05,icon_rank_officer_05,200005,1373,ch_elder1_hs,icon_ribbon_s00_021,ELDER_PROGRESSION/RIBBON_OF_HONOR_021,
22,231000,243100,12100,RANK/CWO4_FULL2,icon_rank_officer_sm_05,icon_rank_officer_05,,1374,ch_elder1_deadsilence,icon_ribbon_s00_022,ELDER_PROGRESSION/RIBBON_OF_HONOR_022,
23,243100,255300,12200,RANK/CWO4_FULL3,icon_rank_officer_sm_05,icon_rank_officer_05,,1375,ch_elder1_sniperhs,icon_ribbon_s00_023,ELDER_PROGRESSION/RIBBON_OF_HONOR_023,
24,255300,267600,12300,RANK/CWO4_FULL4,icon_rank_officer_sm_05,icon_rank_officer_05,,1376,ch_elder1_hqw,icon_ribbon_s00_024,ELDER_PROGRESSION/RIBBON_OF_HONOR_024,
25,267600,280000,12400,RANK/CWO4_FULL5,icon_rank_officer_sm_05,icon_rank_officer_05,,1377,ch_elder1_kingslay,icon_ribbon_s00_025,ELDER_PROGRESSION/RIBBON_OF_HONOR_025,
26,280000,292600,12600,RANK/MWO_FULL,icon_rank_officer_sm_06,icon_rank_officer_06,200005,1378,ch_elder1_pubwin,icon_ribbon_s00_026,ELDER_PROGRESSION/RIBBON_OF_HONOR_026,
27,292600,305400,12800,RANK/MWO_FULL2,icon_rank_officer_sm_06,icon_rank_officer_06,,1379,ch_elder1_concussion,icon_ribbon_s00_027,ELDER_PROGRESSION/RIBBON_OF_HONOR_027,
28,305400,318400,13000,RANK/MWO_FULL3,icon_rank_officer_sm_06,icon_rank_officer_06,,1380,ch_elder1_pistol,icon_ribbon_s00_028,ELDER_PROGRESSION/RIBBON_OF_HONOR_028,
29,318400,331600,13200,RANK/MWO_FULL4,icon_rank_officer_sm_06,icon_rank_officer_06,,1381,ch_elder1_airstrike,icon_ribbon_s00_029,ELDER_PROGRESSION/RIBBON_OF_HONOR_029,
30,331600,345000,13400,RANK/MWO_FULL5,icon_rank_officer_sm_06,icon_rank_officer_06,,1382,ch_elder1_munitions,icon_ribbon_s00_030,ELDER_PROGRESSION/RIBBON_OF_HONOR_030,
31,345000,358600,13600,RANK/ENS_FULL,icon_rank_officer_sm_07,icon_rank_officer_07,200005,1383,ch_elder1_killstreaks,icon_ribbon_s00_031,ELDER_PROGRESSION/RIBBON_OF_HONOR_031,
32,358600,372400,13800,RANK/ENS_FULL2,icon_rank_officer_sm_07,icon_rank_officer_07,,1384,ch_elder1_trophy,icon_ribbon_s00_032,ELDER_PROGRESSION/RIBBON_OF_HONOR_032,
33,372400,386400,14000,RANK/ENS_FULL3,icon_rank_officer_sm_07,icon_rank_officer_07,,1385,ch_elder1_vehicledestroy,icon_ribbon_s00_033,ELDER_PROGRESSION/RIBBON_OF_HONOR_033,
34,386400,400600,14200,RANK/ENS_FULL4,icon_rank_officer_sm_07,icon_rank_officer_07,,1386,ch_elder1_cluster,icon_ribbon_s00_034,ELDER_PROGRESSION/RIBBON_OF_HONOR_034,
35,400600,415000,14400,RANK/ENS_FULL5,icon_rank_officer_sm_07,icon_rank_officer_07,,1387,ch_elder1_focused,icon_ribbon_s00_035,ELDER_PROGRESSION/RIBBON_OF_HONOR_035,
36,415000,429600,14600,RANK/2NDLT_FULL,icon_rank_officer_sm_08,icon_rank_officer_08,200005,1388,ch_elder1_equipment,icon_ribbon_s00_036,ELDER_PROGRESSION/RIBBON_OF_HONOR_036,
37,429600,444400,14800,RANK/2NDLT_FULL2,icon_rank_officer_sm_08,icon_rank_officer_08,,1389,ch_elder1_sndw,icon_ribbon_s00_037,ELDER_PROGRESSION/RIBBON_OF_HONOR_037,
38,444400,459400,15000,RANK/2NDLT_FULL3,icon_rank_officer_sm_08,icon_rank_officer_08,,1390,ch_elder1_arhs,icon_ribbon_s00_038,ELDER_PROGRESSION/RIBBON_OF_HONOR_038,
39,459400,474600,15200,RANK/2NDLT_FULL4,icon_rank_officer_sm_08,icon_rank_officer_08,,1391,ch_elder1_thermite,icon_ribbon_s00_039,ELDER_PROGRESSION/RIBBON_OF_HONOR_039,
40,474600,490000,15400,RANK/2NDLT_FULL5,icon_rank_officer_sm_08,icon_rank_officer_08,,1392,ch_elder1_ksdestroy,icon_ribbon_s00_040,ELDER_PROGRESSION/RIBBON_OF_HONOR_040,
41,490000,505600,15600,RANK/LT_FULL,icon_rank_officer_sm_09,icon_rank_officer_09,200005,1393,ch_elder1_secondary,icon_ribbon_s00_041,ELDER_PROGRESSION/RIBBON_OF_HONOR_041,
42,505600,521400,15800,RANK/LT_FULL2,icon_rank_officer_sm_09,icon_rank_officer_09,,1394,ch_elder1_shieldturret,icon_ribbon_s00_042,ELDER_PROGRESSION/RIBBON_OF_HONOR_042,
43,521400,537400,16000,RANK/LT_FULL3,icon_rank_officer_sm_09,icon_rank_officer_09,,1395,ch_elder1_smg,icon_ribbon_s00_043,ELDER_PROGRESSION/RIBBON_OF_HONOR_043,
44,537400,553600,16200,RANK/LT_FULL4,icon_rank_officer_sm_09,icon_rank_officer_09,,1396,ch_elder1_ammodrop,icon_ribbon_s00_044,ELDER_PROGRESSION/RIBBON_OF_HONOR_044,
45,553600,570000,16400,RANK/LT_FULL5,icon_rank_officer_sm_09,icon_rank_officer_09,,1397,ch_elder1_nosebreaker,icon_ribbon_s00_045,ELDER_PROGRESSION/RIBBON_OF_HONOR_045,
46,570000,586600,16600,RANK/LTC_FULL,icon_rank_officer_sm_10,icon_rank_officer_10,200005,1398,ch_elder1_assists,icon_ribbon_s00_046,ELDER_PROGRESSION/RIBBON_OF_HONOR_046,
47,586600,603400,16800,RANK/LTC_FULL2,icon_rank_officer_sm_10,icon_rank_officer_10,,1399,ch_elder1_supportkskill,icon_ribbon_s00_047,ELDER_PROGRESSION/RIBBON_OF_HONOR_047,
48,603400,620400,17000,RANK/LTC_FULL3,icon_rank_officer_sm_10,icon_rank_officer_10,,1400,ch_elder1_lmghs,icon_ribbon_s00_048,ELDER_PROGRESSION/RIBBON_OF_HONOR_048,
49,620400,637600,17200,RANK/LTC_FULL4,icon_rank_officer_sm_10,icon_rank_officer_10,,1401,ch_elder1_smoke,icon_ribbon_s00_049,ELDER_PROGRESSION/RIBBON_OF_HONOR_049,
50,637600,655000,17400,RANK/LTC_FULL5,icon_rank_officer_sm_10,icon_rank_officer_10,,1402,ch_elder1_gunfightw,icon_ribbon_s00_050,ELDER_PROGRESSION/RIBBON_OF_HONOR_050,
51,655000,672700,17700,RANK/COMM_FULL,icon_rank_officer_sm_11,icon_rank_officer_11,200005,1403,ch_elder1_killstreakuse,icon_ribbon_s00_051,ELDER_PROGRESSION/RIBBON_OF_HONOR_051,
52,672700,690700,18000,RANK/COMM_FULL2,icon_rank_officer_sm_11,icon_rank_officer_11,,1404,ch_elder1_crouch,icon_ribbon_s00_052,ELDER_PROGRESSION/RIBBON_OF_HONOR_052,
53,690700,709000,18300,RANK/COMM_FULL3,icon_rank_officer_sm_11,icon_rank_officer_11,,1405,ch_elder1_shotgun,icon_ribbon_s00_053,ELDER_PROGRESSION/RIBBON_OF_HONOR_053,
54,709000,727600,18600,RANK/COMM_FULL4,icon_rank_officer_sm_11,icon_rank_officer_11,,1406,ch_elder1_vtol,icon_ribbon_s00_054,ELDER_PROGRESSION/RIBBON_OF_HONOR_054,
55,727600,746500,18900,RANK/COMM_FULL5,icon_rank_officer_sm_11,icon_rank_officer_11,,1407,ch_elder1_buzzkill,icon_ribbon_s00_055,ELDER_PROGRESSION/RIBBON_OF_HONOR_055,
56,746500,765700,19200,RANK/CAPT_FULL,icon_rank_officer_sm_12,icon_rank_officer_12,200005,1408,ch_elder1_hipfire,icon_ribbon_s00_056,ELDER_PROGRESSION/RIBBON_OF_HONOR_056,
57,765700,785200,19500,RANK/CAPT_FULL2,icon_rank_officer_sm_12,icon_rank_officer_12,,1409,ch_elder1_stoppingpower,icon_ribbon_s00_057,ELDER_PROGRESSION/RIBBON_OF_HONOR_057,
58,785200,805000,19800,RANK/CAPT_FULL3,icon_rank_officer_sm_12,icon_rank_officer_12,,1410,ch_elder1_sniper,icon_ribbon_s00_058,ELDER_PROGRESSION/RIBBON_OF_HONOR_058,
59,805000,825100,20100,RANK/CAPT_FULL4,icon_rank_officer_sm_12,icon_rank_officer_12,,1411,ch_elder1_rocketlauncher,icon_ribbon_s00_059,ELDER_PROGRESSION/RIBBON_OF_HONOR_059,
60,825100,845500,20400,RANK/CAPT_FULL5,icon_rank_officer_sm_12,icon_rank_officer_12,,1412,ch_elder1_molotov,icon_ribbon_s00_060,ELDER_PROGRESSION/RIBBON_OF_HONOR_060,
61,845500,866200,20700,RANK/MAJ_FULL,icon_rank_officer_sm_13,icon_rank_officer_13,200005,1413,ch_elder1_ads,icon_ribbon_s00_061,ELDER_PROGRESSION/RIBBON_OF_HONOR_061,
62,866200,887200,21000,RANK/MAJ_FULL2,icon_rank_officer_sm_13,icon_rank_officer_13,,1414,ch_elder1_chopper,icon_ribbon_s00_062,ELDER_PROGRESSION/RIBBON_OF_HONOR_062,
63,887200,908500,21300,RANK/MAJ_FULL3,icon_rank_officer_sm_13,icon_rank_officer_13,,1543,ch_elder1_pistolhs,icon_ribbon_s00_063,ELDER_PROGRESSION/RIBBON_OF_HONOR_063,
64,908500,930100,21600,RANK/MAJ_FULL4,icon_rank_officer_sm_13,icon_rank_officer_13,,1415,ch_elder1_cybw,icon_ribbon_s00_064,ELDER_PROGRESSION/RIBBON_OF_HONOR_064,
65,930100,952000,21900,RANK/MAJ_FULL5,icon_rank_officer_sm_13,icon_rank_officer_13,,1416,ch_elder1_stuck,icon_ribbon_s00_065,ELDER_PROGRESSION/RIBBON_OF_HONOR_065,
66,952000,974200,22200,RANK/LTCOL_FULL,icon_rank_officer_sm_14,icon_rank_officer_14,200005,1417,ch_elder1_equipdestroy,icon_ribbon_s00_066,ELDER_PROGRESSION/RIBBON_OF_HONOR_066,
67,974200,996700,22500,RANK/LTCOL_FULL2,icon_rank_officer_sm_14,icon_rank_officer_14,,1418,ch_elder1_bloodthirsty,icon_ribbon_s00_067,ELDER_PROGRESSION/RIBBON_OF_HONOR_067,
68,996700,1019500,22800,RANK/LTCOL_FULL3,icon_rank_officer_sm_14,icon_rank_officer_14,,1419,ch_elder1_launcher,icon_ribbon_s00_068,ELDER_PROGRESSION/RIBBON_OF_HONOR_068,
69,1019500,1042600,23100,RANK/LTCOL_FULL4,icon_rank_officer_sm_14,icon_rank_officer_14,,1420,ch_elder1_eod,icon_ribbon_s00_069,ELDER_PROGRESSION/RIBBON_OF_HONOR_069,
70,1042600,1066000,23400,RANK/LTCOL_FULL5,icon_rank_officer_sm_14,icon_rank_officer_14,,1421,ch_elder1_doubleoffense,icon_ribbon_s00_070,ELDER_PROGRESSION/RIBBON_OF_HONOR_070,
71,1066000,1089700,23700,RANK/COL_FULL,icon_rank_officer_sm_15,icon_rank_officer_15,200005,1422,ch_elder1_pointblank,icon_ribbon_s00_071,ELDER_PROGRESSION/RIBBON_OF_HONOR_071,
72,1089700,1113700,24000,RANK/COL_FULL2,icon_rank_officer_sm_15,icon_rank_officer_15,,1423,ch_elder1_stim,icon_ribbon_s00_072,ELDER_PROGRESSION/RIBBON_OF_HONOR_072,
73,1113700,1138000,24300,RANK/COL_FULL3,icon_rank_officer_sm_15,icon_rank_officer_15,,1424,ch_elder1_fullattach,icon_ribbon_s00_073,ELDER_PROGRESSION/RIBBON_OF_HONOR_073,
74,1138000,1162600,24600,RANK/COL_FULL4,icon_rank_officer_sm_15,icon_rank_officer_15,,1425,ch_elder1_merciless,icon_ribbon_s00_074,ELDER_PROGRESSION/RIBBON_OF_HONOR_074,
75,1162600,1187500,24900,RANK/COL_FULL5,icon_rank_officer_sm_15,icon_rank_officer_15,,1426,ch_elder1_nemesis,icon_ribbon_s00_075,ELDER_PROGRESSION/RIBBON_OF_HONOR_075,
76,1187500,1212800,25300,RANK/BGEN_FULL,icon_rank_officer_sm_16,icon_rank_officer_16,200005,1427,ch_elder1_longshot,icon_ribbon_s00_076,ELDER_PROGRESSION/RIBBON_OF_HONOR_076,
77,1212800,1238500,25700,RANK/BGEN_FULL2,icon_rank_officer_sm_16,icon_rank_officer_16,,1428,ch_elder1_whitephosph,icon_ribbon_s00_077,ELDER_PROGRESSION/RIBBON_OF_HONOR_077,
78,1238500,1264600,26100,RANK/BGEN_FULL3,icon_rank_officer_sm_16,icon_rank_officer_16,,1429,ch_elder1_threeattach,icon_ribbon_s00_078,ELDER_PROGRESSION/RIBBON_OF_HONOR_078,
79,1264600,1291100,26500,RANK/BGEN_FULL4,icon_rank_officer_sm_16,icon_rank_officer_16,,1430,ch_elder1_ffaw,icon_ribbon_s00_079,ELDER_PROGRESSION/RIBBON_OF_HONOR_079,
80,1291100,1318000,26900,RANK/BGEN_FULL5,icon_rank_officer_sm_16,icon_rank_officer_16,,1431,ch_elder1_doublekill,icon_ribbon_s00_080,ELDER_PROGRESSION/RIBBON_OF_HONOR_080,
81,1318000,1345400,27400,RANK/MAJGEN_FULL,icon_rank_officer_sm_17,icon_rank_officer_17,200005,1432,ch_elder1_secondhs,icon_ribbon_s00_081,ELDER_PROGRESSION/RIBBON_OF_HONOR_081,
82,1345400,1373300,27900,RANK/MAJGEN_FULL2,icon_rank_officer_sm_17,icon_rank_officer_17,,1433,ch_elder1_semtex,icon_ribbon_s00_082,ELDER_PROGRESSION/RIBBON_OF_HONOR_082,
83,1373300,1401700,28400,RANK/MAJGEN_FULL3,icon_rank_officer_sm_17,icon_rank_officer_17,,1434,ch_elder1_oneattach,icon_ribbon_s00_083,ELDER_PROGRESSION/RIBBON_OF_HONOR_083,
84,1401700,1430600,28900,RANK/MAJGEN_FULL4,icon_rank_officer_sm_17,icon_rank_officer_17,,1435,ch_elder1_bloodthirstydefense,icon_ribbon_s00_084,ELDER_PROGRESSION/RIBBON_OF_HONOR_084,
85,1430600,1460000,29400,RANK/MAJGEN_FULL5,icon_rank_officer_sm_17,icon_rank_officer_17,,1436,ch_elder1_longshotonelife,icon_ribbon_s00_085,ELDER_PROGRESSION/RIBBON_OF_HONOR_085,
86,1460000,1489900,29900,RANK/LTGEN_FULL,icon_rank_officer_sm_18,icon_rank_officer_18,200005,1437,ch_elder1_melee,icon_ribbon_s00_086,ELDER_PROGRESSION/RIBBON_OF_HONOR_086,
87,1489900,1520400,30500,RANK/LTGEN_FULL2,icon_rank_officer_sm_18,icon_rank_officer_18,,1438,ch_elder1_cleanhouse,icon_ribbon_s00_087,ELDER_PROGRESSION/RIBBON_OF_HONOR_087,
88,1520400,1551600,31200,RANK/LTGEN_FULL3,icon_rank_officer_sm_18,icon_rank_officer_18,,1439,ch_elder1_fourattach,icon_ribbon_s00_088,ELDER_PROGRESSION/RIBBON_OF_HONOR_088,
89,1551600,1583600,32000,RANK/LTGEN_FULL4,icon_rank_officer_sm_18,icon_rank_officer_18,,1440,ch_elder1_ac130kills,icon_ribbon_s00_089,ELDER_PROGRESSION/RIBBON_OF_HONOR_089,
90,1583600,1616500,32900,RANK/LTGEN_FULL5,icon_rank_officer_sm_18,icon_rank_officer_18,,1441,ch_elder1_fury,icon_ribbon_s00_090,ELDER_PROGRESSION/RIBBON_OF_HONOR_090,
91,1616500,1650400,33900,RANK/GEN_FULL,icon_rank_officer_sm_19,icon_rank_officer_19,200005,1442,ch_elder1_oneshot,icon_ribbon_s00_091,ELDER_PROGRESSION/RIBBON_OF_HONOR_091,
92,1650400,1685300,34900,RANK/GEN_FULL2,icon_rank_officer_sm_19,icon_rank_officer_19,,1443,ch_elder1_snapshot,icon_ribbon_s00_092,ELDER_PROGRESSION/RIBBON_OF_HONOR_092,
93,1685300,1721200,35900,RANK/GEN_FULL3,icon_rank_officer_sm_19,icon_rank_officer_19,,1444,ch_elder1_twoattach,icon_ribbon_s00_093,ELDER_PROGRESSION/RIBBON_OF_HONOR_093,
94,1721200,1758100,36900,RANK/GEN_FULL4,icon_rank_officer_sm_19,icon_rank_officer_19,,1445,ch_elder1_triple,icon_ribbon_s00_094,ELDER_PROGRESSION/RIBBON_OF_HONOR_094,
95,1758100,1796000,37900,RANK/GEN_FULL5,icon_rank_officer_sm_19,icon_rank_officer_19,,1446,ch_elder1_backfire,icon_ribbon_s00_095,ELDER_PROGRESSION/RIBBON_OF_HONOR_095,
96,1796000,1834900,38900,RANK/5GEN_FULL,icon_rank_officer_sm_20,icon_rank_officer_20,200005,1447,ch_elder1_karma,icon_ribbon_s00_096,ELDER_PROGRESSION/RIBBON_OF_HONOR_096,
97,1834900,1874800,39900,RANK/5GEN_FULL2,icon_rank_officer_sm_20,icon_rank_officer_20,,1448,ch_elder1_tripleoffense,icon_ribbon_s00_097,ELDER_PROGRESSION/RIBBON_OF_HONOR_097,
98,1874800,1915700,40900,RANK/5GEN_FULL3,icon_rank_officer_sm_20,icon_rank_officer_20,,1449,ch_elder1_zeroattach,icon_ribbon_s00_098,ELDER_PROGRESSION/RIBBON_OF_HONOR_098,
99,1915700,1957600,41900,RANK/5GEN_FULL4,icon_rank_officer_sm_20,icon_rank_officer_20,,1450,ch_elder1_nuke,icon_ribbon_s00_099,ELDER_PROGRESSION/RIBBON_OF_HONOR_099,
100,1957600,2000500,42900,RANK/5GEN_FULL5,icon_rank_officer_sm_20,icon_rank_officer_20,45,1451,ch_elder1_fourpiece,icon_ribbon_s00_100,ELDER_PROGRESSION/RIBBON_OF_HONOR_100,
maxrank,100,,,,,,,,,,,
