barmid_lima86,icon_dyn_attachment_lm_lima86_barrel_mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barmid_mike14,icon_dyn_attachment_sn_mike14_barlong,icon_dyn_attachment_sn_mike14_barlong_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barmid_mike4,icon_dyn_attachment_ar_mike4_barrel_v3,icon_dyn_attachment_ar_mike4_barrel_v2,,icon_dyn_attachment_ar_mike4_barrel_v5,,icon_dyn_attachment_ar_mike4_barrel_v15,,,,,,,,,,,,,,,,,,,,,,,,,,,
barmid_mpapa7,icon_dyn_attachment_sm_mpapa7_barlong2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barmid_papa90,icon_dyn_attachment_sm_papa90_midbarrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barmid_pkilo,icon_dyn_attachment_lm_pkilo_barrel_long,,,,,icon_dyn_attachment_lm_pkilo_barrel_long_v19,,,,,,,,,,,,,,,,,,,,,,,,,,,
barmid_sbeta,icon_dyn_attachment_sn_sbeta_barlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barmid_scharlie,icon_dyn_attachment_ar_scharlie_barrel_mid,icon_dyn_attachment_ar_scharlie_barrel_mid_v20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barmid_uzulu,icon_dyn_attachment_sm_uzulu_barmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barmidpstl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barmid_decho,icon_dyn_attachment_pi_decho_slide_v2,icon_dyn_attachment_pi_decho_slide_v4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barmid_golf21,icon_dyn_attachment_pi_golf21_slide_v3,,,,,,,,icon_dyn_attachment_pi_golf21_slide_v15,icon_dyn_attachment_pi_golf21_slide_v24,,,,,,,,,,,,,,,,,,,,,,,
barmid_mike1911,icon_dyn_attachment_pi_mike1911_v2_slide,,icon_dyn_attachment_pi_mike1911_v3_slide,icon_dyn_attachment_pi_mike1911_v5_slide,,icon_dyn_attachment_pi_mike1911_v3_slide,,icon_dyn_attachment_pi_mike1911_v18_slide_alt,,,,,,,,,,,,,,,,,,,,,,,,,
barmid_papa320,icon_dyn_attachment_pi_papa320_slide_v2,,,,icon_dyn_attachment_pi_papa320_slide_v14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barrail_mpapa5,icon_dyn_attachment_sm_mpapa5_railgrip,icon_dyn_attachment_sm_mpapa5_railgrip_v3,icon_dyn_attachment_sm_mpapa5_barrel_v4,icon_dyn_attachment_sm_mpapa5_barrel_v2,icon_dyn_attachment_sm_mpapa5_railgrip_v13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlmg_akilo47,icon_dyn_attachment_lmgbarrel_akilo47,icon_dyn_attachment_lmgbarrel_akilo47_v8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlmg_augolf,icon_dyn_attachment_sm_augolf_lmgbarrel,icon_dyn_attachment_sm_augolf_lmgbarrel_v8,,icon_dyn_attachment_sm_augolf_lmgbarrel_v26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_asierra12,icon_dyn_attachment_ar_asierra12_barlong2,icon_dyn_attachment_ar_asierra12_barrel_v3,,,,,icon_dyn_attachment_ar_asierra12_barlong2_v20,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_beta,icon_dyn_attachment_sm_beta_barlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_falima,icon_dyn_attachment_ar_falima_barlong,icon_dyn_attachment_ar_falima_barlong_falima_v5,icon_dyn_attachment_ar_falima_barlong_v6,,icon_dyn_attachment_ar_falima_barlong_v18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_falpha,icon_dyn_attachment_ar_falpha_barrellong,icon_dyn_attachment_ar_falpha_barrellong_v3,,icon_dyn_attachment_ar_falpha_barrel_v6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_kilo121,icon_dyn_attachment_lm_kilo121_barrel_long,icon_dyn_attachment_lm_kilo121_barrel_long_v5,,icon_dyn_attachment_lm_kilo121_barrel_long_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_kilo433,icon_dyn_attachment_ar_kilo433_long_barrel,icon_dyn_attachment_ar_kilo433_long_barrel_v3,,,,,icon_dyn_attachment_ar_kilo433_long_barrel_v25,icon_dyn_attachment_ar_kilo433_long_barrel_v26,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_kilo98,icon_dyn_attachment_sn_kilo98_barlong,,,,,icon_dyn_attachment_sn_kilo98_barrel_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_lima86,icon_dyn_attachment_lm_lima86_barrel_long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_mcharlie,icon_dyn_attachment_ar_mcharlie_longbarrel,icon_dyn_attachment_ar_mcharlie_longbarrel_v3,icon_dyn_attachment_ar_mcharlie_longbarrel_v7,,icon_dyn_attachment_ar_mcharlie_longbarrel_v12,,,icon_dyn_attachment_ar_mcharlie_longbarrel_v19,icon_dyn_attachment_ar_mcharlie_longbarrel_v24,,,,,,,,,,,,,,,,,,,,,,,,
barlong_mike14,icon_dyn_attachment_sn_mike14_barlong2,,icon_dyn_attachment_sn_mike14_barlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_mike4,icon_dyn_attachment_ar_mike4_barrel_v3,icon_dyn_attachment_ar_mike4_barrel_v2,icon_dyn_attachment_ar_mike4_custombarrel_v9,icon_dyn_attachment_ar_mike4_custombarrel_v10,icon_dyn_attachment_ar_mike4_custombarrel_v11,icon_dyn_attachment_ar_mike4_custombarrel_v23,icon_dyn_attachment_ar_mike4_custombarrel_v24,,icon_dyn_attachment_ar_mike4_custombarrel_v26,icon_dyn_attachment_ar_mike4_custombarrel_v36,,,,,,,,,,,,,,,,,,,,,,,
barlong_mpapa5,icon_dyn_attachment_sm_mpapa5_barrel_suppressor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_mpapa7,icon_dyn_attachment_sm_mpapa7_barlong,,,,,icon_dyn_attachment_sm_mpapa7_barlong_v21,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_papa90,icon_dyn_attachment_sm_papa90_longbarrel,icon_dyn_attachment_sm_papa90_barrel,,,,,,icon_dyn_attachment_sm_papa90_longbarrel_v21,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_pkilo,icon_dyn_attachment_lm_pkilo_barrel_heavy,,,icon_dyn_attachment_lm_pkilo_barrel_heavy_v18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_sbeta,icon_dyn_attachment_sn_sbeta_barlong,icon_dyn_attachment_sn_sbeta_barlong_v4,icon_dyn_attachment_sn_sbeta_barlong_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_scharlie,icon_dyn_attachment_ar_scharlie_barrel_long,icon_dyn_attachment_ar_scharlie_barrel_long_v5,,,,,icon_dyn_attachment_ar_scharlie_barrel_v15,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_shtgn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_charlie725,icon_dyn_attachment_sh_charlie725_barrel_long,icon_dyn_attachment_sh_charlie725_barrel_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_dpapa12,icon_dyn_attachment_sh_dpapa12_barlong,icon_dyn_attachment_sh_dpapa12_barrel_v4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_oscar12,icon_dyn_attachment_sh_oscar12_barrellong,icon_dyn_attachment_sh_oscar12_barrellong_v4,icon_dyn_attachment_sh_oscar12_barrellong_v7,,,,,,icon_dyn_attachment_sh_oscar12_barrellong_v20,,,,,,,,,,,,,,,,,,,,,,,,
barlong_romeo870,icon_dyn_attachment_sh_romeo870_barrel_long,icon_dyn_attachment_sh_romeo870_barrel_long_v9,icon_dyn_attachment_sh_romeo870_barrel_long_v9,,,icon_dyn_attachment_sh_romeo870_barrel_long_v21,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_snpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_alpha50,icon_dyn_attachment_sn_alpha50_barlong,icon_dyn_attachment_sn_alpha50_barlong_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_delta,icon_dyn_attachment_sn_delta_barlong,icon_dyn_attachment_sn_delta_barlong_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_hdromeo,icon_dyn_attachment_sn_hdromeo_barrel_long,,,,,,icon_dyn_attachment_sn_hdromeo_barrel_long_v18,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_uzulu,icon_dyn_attachment_sm_uzulu_barlong,,icon_dyn_attachment_sm_uzulu_barlong_v6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlongpstl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_cpapa,icon_dyn_attachment_pi_cpapa_barrel_long,icon_dyn_attachment_pi_cpapa_barrel_v4,icon_dyn_attachment_pi_cpapa_barrel_long_v5,icon_dyn_attachment_pi_cpapa_barrel_long_v7,,,,,,icon_dyn_attachment_pi_cpapa_barrel_long_v17,,,,,,,,,,,,,,,,,,,,,,,
barlong_decho,icon_dyn_attachment_pi_decho_slide_extended,icon_dyn_attachment_pi_decho_slide_extended_v3,,icon_dyn_attachment_pi_decho_slide_extended_v10,icon_dyn_attachment_pi_decho_slide_extended_v14,icon_dyn_attachment_pi_decho_slide_extended_v19,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_golf21,icon_dyn_attachment_pi_golf21_slide_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_mike1911,icon_dyn_attachment_pi_mike1911_barlong,icon_dyn_attachment_pi_mike1911_barlong_v6,,icon_dyn_attachment_pi_mike1911_barlong_v13,,icon_dyn_attachment_pi_mike1911_barlong_v19,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlong_papa320,icon_dyn_attachment_pi_papa320_barrel_ext,icon_dyn_attachment_pi_papa320_barrel_ext_v8,,,,,icon_dyn_attachment_pi_papa320_barrel_ext_v25,icon_dyn_attachment_pi_papa320_barrel_ext_v23,,,,,,,,,,,,,,,,,,,,,,,,,
barshort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_alpha50,icon_dyn_attachment_sn_alpha50_barshort,icon_dyn_attachment_sn_alpha50_barshort_v5,icon_dyn_attachment_sn_alpha50_barshort_v6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_asierra12,icon_dyn_attachment_ar_asierra12_barshort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_augolf,icon_dyn_attachment_sm_augolf_arbarrel02,icon_dyn_attachment_sm_augolf_barrel_v3,,icon_dyn_attachment_sm_augolf_barrel_v14,icon_dyn_attachment_sm_augolf_barrel_v3,icon_dyn_attachment_sm_augolf_barrel_v20,icon_dyn_attachment_sm_augolf_barrel_v25,icon_dyn_attachment_sm_augolf_barrel_v27,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_beta,icon_dyn_attachment_sm_beta_barshort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_cpapa,icon_dyn_attachment_pi_cpapa_barrel,,,icon_dyn_attachment_pi_cpapa_shortbarrel_v18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_delta,icon_dyn_attachment_sn_delta_barshort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_falima,icon_dyn_attachment_ar_falima_barsmg,icon_dyn_attachment_ar_falima_barsmg_v7,icon_dyn_attachment_ar_falima_barrel_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_falpha,icon_dyn_attachment_ar_falpha_barshort,icon_dyn_attachment_ar_falpha_barshort_v4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_hdromeo,icon_dyn_attachment_sn_hdromeo_barrel_short,icon_dyn_attachment_sn_hdromeo_barrel_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_kilo121,icon_dyn_attachment_lm_kilo121_barrel_short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_kilo433,icon_dyn_attachment_ar_kilo433_barshort,,,icon_dyn_attachment_ar_kilo433_barshort_v15,icon_dyn_attachment_ar_kilo433_barshort_v24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_kilo98,icon_dyn_attachment_sn_kilo98_barshort,icon_dyn_attachment_sn_kilo98_barshort_v4,icon_dyn_attachment_sn_kilo98_barshort_v4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_lima86,icon_dyn_attachment_lm_lima86_barrel_short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_mcharlie,icon_dyn_attachment_ar_mcharlie_shortbarrel,icon_dyn_attachment_ar_mcharlie_barrel_v2,icon_dyn_attachment_ar_mcharlie_shortbarrel_v4,,,,icon_dyn_attachment_ar_mcharlie_shortbarrel_v22,icon_dyn_attachment_ar_mcharlie_shortbarrel_v25,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_mgolf34,icon_dyn_attachment_lm_mgolf34_barshort,,,,icon_dyn_attachment_lm_mgolf34_barshort_v9,icon_dyn_attachment_lm_mgolf34_barshort_v9,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_mike14,icon_dyn_attachment_sn_mike14_barlight,icon_dyn_attachment_sn_mike14_barlight_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_mike4,icon_dyn_attachment_ar_mike4_shortbarrel,,,,,icon_dyn_attachment_ar_mike4_shortbarrel_v34,icon_dyn_attachment_ar_mike4_shortbarrel_v38,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_mpapa7,icon_dyn_attachment_sm_mpapa7_barlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_papa90,icon_dyn_attachment_sm_papa90_barrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_pkilo,icon_dyn_attachment_lm_pkilo_barrel_short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_sbeta,icon_dyn_attachment_sn_sbeta_barlong,icon_dyn_attachment_sn_sbeta_barrel_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_scharlie,icon_dyn_attachment_ar_scharlie_barrel_pdw,icon_dyn_attachment_ar_scharlie_barrel_pdw_v3,icon_dyn_attachment_ar_scharlie_barrel_v4,icon_dyn_attachment_ar_scharlie_barrel_pdw_v11,,,,icon_dyn_attachment_ar_scharlie_barrel_pdw_v7,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_shtgn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_charlie725,icon_dyn_attachment_sh_charlie725_barrel_sawnoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_dpapa12,icon_dyn_attachment_sh_dpapa12_barshort,icon_dyn_attachment_sh_dpapa12_barshort_v2,icon_dyn_attachment_sh_dpapa12_barrel_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_oscar12,icon_dyn_attachment_sh_oscar12_barrelshort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_romeo870,icon_dyn_attachment_sh_romeo870_barrel_sawn,,,,icon_dyn_attachment_sh_romeo870_barrel_sawn_v20,icon_dyn_attachment_sh_romeo870_barrel_sawn_v23,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_uzulu,icon_dyn_attachment_sm_uzulu_barshort,icon_dyn_attachment_sm_uzulu_barshort_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshortpstl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_decho,icon_dyn_attachment_pi_decho_slide_extended02,,,icon_dyn_attachment_pi_decho_slide_extended02_v20,,icon_dyn_attachment_pi_decho_slide_extended02_v23,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_golf21,icon_dyn_attachment_pi_golf21_slide_auto,icon_dyn_attachment_pi_golf21_slide_auto_v9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barshort_mike1911,icon_dyn_attachment_pi_mike1911_barshort,,icon_dyn_pi_mike1911_barshort_v16,,icon_dyn_attachment_pi_mike1911_barshort_v21,,icon_dyn_attachment_pi_mike1911_slide_v4,icon_dyn_attachment_pi_mike1911_barshort_v24,,,,,,,,,,,,,,,,,,,,,,,,,
barsmg_akilo47,icon_dyn_attachment_smgbarrel_akilo47,icon_dyn_attachment_smgbarrel_akilo47_v3,icon_dyn_attachment_smgbarrel_akilo47_v4,icon_dyn_attachment_smgbarrel_akilo47_v6,icon_dyn_attachment_smgbarrel_akilo47_v9,icon_dyn_attachment_smgbarrel_akilo47_v14,,,icon_dyn_attachment_smgbarrel_akilo47_v23,icon_dyn_attachment_smgbarrel_akilo47_v25,,,,,,,,,,,,,,,,,,,,,,,
barsmg_falima,icon_dyn_attachment_ar_falima_barsmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipod,icon_dyn_attachment_bipod,icon_dyn_attachment_bipod_mcharlie_v3,icon_dyn_attachment_bipod_mcharlie_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipod_akilo47,icon_dyn_attachment_bipod_akilo47,icon_dyn_attachment_bipod_mcharlie_v3,icon_dyn_attachment_bipod_mcharlie_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipod_falima,icon_dyn_attachment_ar_falima_bipod,icon_dyn_attachment_ar_falima_bipod_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipod_falpha,icon_dyn_attachment_ar_falpha_bipod,,icon_dyn_attachment_bipod_mcharlie_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipoddmr,icon_dyn_attachment_bipod,icon_dyn_attachment_bipod_mcharlie_v3,icon_dyn_attachment_bipod_mcharlie_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipod_kilo98,icon_dyn_attachment_sn_kilo98_bipod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipodlmg,icon_dyn_attachment_bipod,icon_dyn_attachment_bipod_mcharlie_v3,icon_dyn_attachment_bipod_mcharlie_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipod_kilo121,icon_dyn_attachment_lm_kilo121_bipod,icon_dyn_attachment_lm_kilo121_bipod_v2,icon_dyn_attachment_lm_kilo121_bipod_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipod_lima86,icon_dyn_attachment_lm_lima86_bipod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipod_mgolf34,icon_dyn_attachment_lm_mgolf34_bipod,icon_dyn_attachment_bipod_mcharlie_v3,icon_dyn_attachment_bipod_mcharlie_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipod_pkilo,icon_dyn_attachment_lm_pkilo_bipod,,icon_dyn_attachment_bipod_mcharlie_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipodsnpr,icon_dyn_attachment_bipod,icon_dyn_attachment_bipod_alpha50_v4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipod_delta,icon_dyn_attachment_bipod,,icon_dyn_attachment_sn_delta_bipod_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipod_hdromeo,icon_dyn_attachment_sn_hdromeo_bipod,icon_dyn_attachment_bipod_alpha50_v4,icon_dyn_attachment_bipod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bipod_hdromeo_ballistics,icon_dyn_attachment_sn_hdromeo_bipod,icon_dyn_attachment_bipod_alpha50_v4,icon_dyn_attachment_bipod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calar_augolf,icon_dyn_attachment_sm_augolf_armag,icon_dyn_attachment_sm_augolf_mag_v3,icon_dyn_attachment_sm_augolf_mag_v3,,icon_dyn_attachment_sm_augolf_mag_v2,icon_dyn_attachment_sm_augolf_mag_v7,icon_dyn_attachment_sm_augolf_v8_armag,icon_dyn_attachment_sm_augolf_mag_v15,icon_dyn_attachment_sm_augolf_armag_v18,,,icon_dyn_attachment_sm_augolf_mag_v20,,,,,,,,,,,,,,,,,,,,,
calar_augolf_sp,icon_dyn_attachment_sm_augolf_armag,icon_dyn_attachment_sm_augolf_mag_v3,icon_dyn_attachment_sm_augolf_mag_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calcust_mike4_50,icon_dyn_attachment_ar_mike4_mag_v5,,icon_dyn_attachment_ar_mike4_mag_v9,icon_dyn_attachment_ar_mike4_mag_v10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calcust_mpapa5,icon_dyn_attachment_sm_mpapa5_mag_xmag2,icon_dyn_attachment_sm_mpapa5_mag_xmag2,icon_dyn_attachment_sm_mpapa5_mag_xmag2_v7,icon_dyn_attachment_sm_mpapa5_mag_xmag2_v8,,,icon_dyn_attachment_sm_mpapa5_mag_xmag2_v13,icon_dyn_attachment_sm_mpapa5_mag_xmag2_v17,,,,,,,,,,,,,,,,,,,,,,,,,
