27,iw7_taunt_rare_3,LUA_MENU_MP/TAUNT_RESPECT_BOW,LUA_MENU_MP/TAUNT_PH_DESC,0,archetype_assassin,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_bow01,IW7_mp_taunt_bow01,,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,0.68,0.08,69,
28,iw7_taunt_rare_7,LUA_MENU_MP/TAUNT_RELAX_SALUTE,LUA_MENU_MP/TAUNT_PH_DESC,0,archetype_sniper,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_salute_casual,IW7_mp_taunt_salute_casual,,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,0.3,0.1,101,
29,iw7_taunt_rare_8,LUA_MENU_MP/TAUNT_GLADIATOR_SALUTE,LUA_MENU_MP/TAUNT_PH_DESC,0,archetype_heavy,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_salute_gladiator,IW7_mp_taunt_salute_gladiator,,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,0.222,0.16,91,
30,iw7_taunt_rare_14,LUA_MENU_MP/TAUNT_AT_ATTENTION,LUA_MENU_MP/TAUNT_PH_DESC,0,archetype_engineer,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_attention01,IW7_mp_taunt_attention01,,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,0.217,0.01,121,
31,iw7_taunt_rare_4,LUA_MENU_MP/TAUNT_MISERY,LUA_MENU_MP/TAUNT_PH_DESC,0,archetype_scout,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_gun_to_face_synaptic,IW7_mp_taunt_gun_to_face_synaptic,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,0.3636,0.182,110,
32,iw7_taunt_rare_18,LUA_MENU_MP/TAUNT_CHROME_POWER,LUA_MENU_MP/TAUNT_PH_DESC,0,archetype_scout,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_power_fist_synaptic,IW7_mp_taunt_power_fist_synaptic,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,0.18,0.1,95,
33,iw7_taunt_rare_1,LUA_MENU_MP/TAUNT_CUT_THROAT,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_throat_cut02,IW7_mp_taunt_throat_cut02,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,0.25,0.1,78,
34,iw7_taunt_rare_2,LUA_MENU_MP/TAUNT_THROAT_SLASH,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_throat_cut01,IW7_mp_taunt_throat_cut01,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,0.29,0.1,79,
35,iw7_taunt_rare_5,LUA_MENU_MP/TAUNT_APPLAUD,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_clap02,IW7_mp_taunt_clap02,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,archetype_scout,IW7_mp_taunt_clap02_synaptic,IW7_mp_taunt_clap02_synaptic,,,,0.25,0.12,134,
36,iw7_taunt_rare_9,LUA_MENU_MP/TAUNT_ATTENTION,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,Iw7_mp_taunt_attention03,Iw7_mp_taunt_attention03,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,archetype_scout,Iw7_mp_taunt_attention03_synaptic,Iw7_mp_taunt_attention03_synaptic,,,,0.23,0,129,
37,iw7_taunt_rare_11,LUA_MENU_MP/TAUNT_SALUTE,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,Iw7_mp_taunt_salute01,Iw7_mp_taunt_salute01,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,archetype_scout,Iw7_mp_taunt_salute01_synaptic,Iw7_mp_taunt_salute01_synaptic,,,,0.227,0.1,110,
38,iw7_taunt_rare_12,LUA_MENU_MP/TAUNT_FWD_SALUTE,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,Iw7_mp_taunt_salute03,Iw7_mp_taunt_salute03,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,archetype_scout,Iw7_mp_taunt_salute03_synaptic,Iw7_mp_taunt_salute03_synaptic,,,,0.4625,0.125,79,
39,iw7_taunt_rare_13,LUA_MENU_MP/TAUNT_PARADE_REST,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_at_ease,IW7_mp_taunt_at_ease,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,0.27,0.05,120,
40,iw7_taunt_rare_15,LUA_MENU_MP/TAUNT_AT_EASE,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_attention02,IW7_mp_taunt_attention02,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,archetype_scout,IW7_mp_taunt_attention02_synaptic,IW7_mp_taunt_attention02_synaptic,,,,0.2,0.1,102,
41,iw7_taunt_rare_16,LUA_MENU_MP/TAUNT_AFFIRMATIVE,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_thumbs_up,IW7_mp_taunt_thumbs_up,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,0.29,0.1,89,
42,iw7_taunt_rare_17,LUA_MENU_MP/TAUNT_LAZY_SALUTE,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,Iw7_mp_taunt_parade_rest02,Iw7_mp_taunt_parade_rest02,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,archetype_scout,Iw7_mp_taunt_parade_rest02_synaptic,Iw7_mp_taunt_parade_rest02_synaptic,,,,0.226,0.05,170,
43,iw7_taunt_rare_19,LUA_MENU_MP/TAUNT_CRUSH_YOU,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_crush_you,IW7_mp_taunt_crush_you,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,0.35,0.065,123,
44,iw7_taunt_rare_20,LUA_MENU_MP/TAUNT_FOLD_ARMS,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_folded_arms,IW7_mp_taunt_folded_arms,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,archetype_scout,IW7_mp_taunt_folded_arms_synaptic,IW7_mp_taunt_folded_arms_synaptic,,,,0.267,0.065,150,
45,iw7_taunt_rare_21,LUA_MENU_MP/TAUNT_NEGATIVE,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_thumbs_down,IW7_mp_taunt_thumbs_down,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,0.3,0.138,101,
46,iw7_taunt_rare_22,LUA_MENU_MP/TAUNT_CLOSED_SLAP,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,Iw7_mp_taunt_knuckle_crack02,Iw7_mp_taunt_knuckle_crack02,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,archetype_scout,Iw7_mp_taunt_knuckle_crack02_synaptic,Iw7_mp_taunt_knuckle_crack02_synaptic,,,,0.28,0.112,107,
47,iw7_taunt_rare_23,LUA_MENU_MP/TAUNT_CRACK_KNUCKLES,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,Iw7_mp_taunt_knuckle_crack04,Iw7_mp_taunt_knuckle_crack04,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,archetype_scout,Iw7_mp_taunt_knuckle_crack04_synaptic,Iw7_mp_taunt_knuckle_crack04_synaptic,,,,0.285,0.067,133,
48,iw7_taunt_rare_24,LUA_MENU_MP/TAUNT_CASUAL_ARM_CROSS,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,Iw7_mp_taunt_parade_rest04,Iw7_mp_taunt_parade_rest04,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,archetype_scout,Iw7_mp_taunt_parade_rest04_synaptic,Iw7_mp_taunt_parade_rest04_synaptic,,,,0.294,0.117,170,
49,iw7_taunt_rare_25,LUA_MENU_MP/TAUNT_SHOW_OFF,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,Iw7_mp_taunt_showoff01,Iw7_mp_taunt_showoff01,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,0.145,0.02,138,
50,iw7_taunt_rare_26,CUSTOMIZE_TAUNT_26,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
51,iw7_taunt_rare_27,CUSTOMIZE_TAUNT_27,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
52,iw7_taunt_rare_28,CUSTOMIZE_TAUNT_28,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
53,iw7_taunt_rare_29,CUSTOMIZE_TAUNT_29,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
54,iw7_taunt_rare_30,CUSTOMIZE_TAUNT_30,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
55,iw7_taunt_legendary_1,LUA_MENU_MP/TAUNT_GHOSTED,LUA_MENU_MP/TAUNT_PH_DESC,0,archetype_sniper,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_phantom_cloak,IW7_mp_taunt_phantom_cloak,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,Y,,,,,IW7_mp_taunt_phantom_cloak_2nd,IW7_mp_taunt_phantom_cloak_3rd,1,0,137,
56,iw7_taunt_legendary_2,LUA_MENU_MP/TAUNT_BEASTMODE,LUA_MENU_MP/TAUNT_PH_DESC,0,archetype_scout,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_synaptic_reaper,iw7_mp_taunt_synaptic_reaper,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,iw7_mp_taunt_synaptic_reaper_2nd,iw7_mp_taunt_synaptic_reaper_3rd,1,0,148,
57,iw7_taunt_legendary_3,LUA_MENU_MP/TAUNT_DRAGON,LUA_MENU_MP/TAUNT_PH_DESC,0,archetype_heavy,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_super_merc_steeldragon_frontend,iw7_mp_taunt_super_merc_steeldragon,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,Y,,,,,,,1,0,111,
58,iw7_taunt_legendary_4,CUSTOMIZE_TAUNT_34,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
59,iw7_taunt_legendary_5,LUA_MENU_MP/TAUNT_HUCKLEBERRY,LUA_MENU_MP/TAUNT_PH_DESC,0,archetype_assassin,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_ftl_pistol_spin,IW7_mp_taunt_ftl_pistol_spin,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,Y,,,,,,,1,0,129,
60,iw7_taunt_legendary_6,CUSTOMIZE_TAUNT_35,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
61,iw7_taunt_legendary_7,CUSTOMIZE_TAUNT_36,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
62,iw7_taunt_legendary_8,CUSTOMIZE_TAUNT_37,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
63,iw7_taunt_legendary_9,CUSTOMIZE_TAUNT_38,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
64,iw7_taunt_legendary_10,CUSTOMIZE_TAUNT_39,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
65,iw7_taunt_legendary_11,CUSTOMIZE_TAUNT_40,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
66,iw7_taunt_legendary_12,CUSTOMIZE_TAUNT_41,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
67,iw7_taunt_legendary_13,CUSTOMIZE_TAUNT_42,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
68,iw7_taunt_legendary_14,CUSTOMIZE_TAUNT_43,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
69,iw7_taunt_legendary_15,CUSTOMIZE_TAUNT_44,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
70,iw7_taunt_legendary_16,CUSTOMIZE_TAUNT_45,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
71,iw7_taunt_legendary_17,CUSTOMIZE_TAUNT_46,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
72,iw7_taunt_legendary_18,CUSTOMIZE_TAUNT_47,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
73,iw7_taunt_legendary_19,CUSTOMIZE_TAUNT_48,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
74,iw7_taunt_legendary_20,CUSTOMIZE_TAUNT_49,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
75,iw7_taunt_epic_1,LUA_MENU_MP/TAUNT_EPIC_APEX_ATTACK,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_killstreak_apex01,IW7_mp_taunt_killstreak_apex01,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,archetype_scout,IW7_mp_taunt_killstreak_apex01_synaptic,IW7_mp_taunt_killstreak_apex01_synaptic,,,,0.865,0,157,
76,iw7_taunt_epic_2,LUA_MENU_MP/TAUNT_EPIC_THOR_ATTACK,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_killstreak_thor,iw7_mp_taunt_killstreak_thor,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,0.893,0,225,
77,iw7_taunt_epic_3,LUA_MENU_MP/TAUNT_EPIC_UAV_SHOOTDOWN,LUA_MENU_MP/TAUNT_PH_DESC,0,archetype_sniper,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_super_shootdown,iw7_mp_taunt_super_shootdown,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,Y,,,,,,,0.899,0,179,
78,iw7_taunt_epic_4,LUA_MENU_MP/TAUNT_EPIC_GRENADE_TOSS,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_epic_grenade_toss_back01,iw7_mp_taunt_epic_grenade_toss_back01,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,archetype_scout,iw7_mp_taunt_epic_grenade_toss_synaptic,iw7_mp_taunt_epic_grenade_toss_synaptic,,,,0.906,0,205,
79,iw7_taunt_epic_5,LUA_MENU_MP/TAUNT_EPIC_BLACKHOLE_GUN,LUA_MENU_MP/TAUNT_PH_DESC,0,archetype_engineer,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_super_blackhole,iw7_mp_taunt_super_blackhole,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,Y,,,,,,,0.859,0,164,
80,iw7_taunt_epic_6,LUA_MENU_MP/TAUNT_EPIC_SHIELD_PROTECT,LUA_MENU_MP/TAUNT_PH_DESC,0,archetype_heavy,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_super_shield_no_gun,iw7_mp_taunt_super_shield_no_gun,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,0.829,0,176,
81,iw7_taunt_epic_7,LUA_MENU_MP/TAUNT_EPIC_C8_FALL,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_killstreak_c8,iw7_mp_taunt_killstreak_c8,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,archetype_scout,iw7_mp_taunt_killstreak_c8_synaptic,iw7_mp_taunt_killstreak_c8_synaptic,,,,0.929,0,227,
82,iw7_taunt_epic_8,LUA_MENU_MP/TAUNT_EPIC_SCORCHER_BLAST,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_killstreak_scorcher,iw7_mp_taunt_killstreak_scorcher,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,archetype_scout,iw7_mp_taunt_killstreak_scorcher_synaptic,iw7_mp_taunt_killstreak_scorcher_synaptic,,,,0.909,0,199,
83,iw7_taunt_epic_9,LUA_MENU_MP/TAUNT_EPIC_CLAW_KILL,LUA_MENU_MP/TAUNT_PH_DESC,0,archetype_assault,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_super_warfighter_at_screen,iw7_mp_taunt_super_warfighter_at_screen,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,Y,,,,,,,0.838,0,168,
84,iw7_taunt_epic_10,LUA_MENU_MP/TAUNT_BIOSPIKE,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_bio_spike,iw7_mp_taunt_bio_spike,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,archetype_scout,iw7_mp_taunt_bio_spike_synaptic,iw7_mp_taunt_bio_spike_synaptic,,,,0.81,0,112,
85,iw7_taunt_epic_11,LUA_MENU_MP/TAUNT_ABDUCTION,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_abduction,IW7_mp_taunt_abduction,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,1,0,301,
86,iw7_taunt_epic_12,LUA_MENU_MP/TAUNT_LASER_STRIKE,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_killstreak_laser_strike,iw7_mp_taunt_killstreak_laser_strike,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,archetype_scout,iw7_mp_taunt_killstreak_laser_strike_synaptic,iw7_mp_taunt_killstreak_laser_strike_synaptic,,,,0.872,0,157,
87,iw7_taunt_epic_13,LUA_MENU_MP/TAUNT_ERASER,LUA_MENU_MP/TAUNT_PH_DESC,0,archetype_assassin,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_ftl_1st_kills_456,IW7_mp_taunt_ftl_1st_kills_456,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,Y,,,,,IW7_mp_taunt_ftl_2nd_kills_456,IW7_mp_taunt_ftl_3rd_kills_456,1,0,103,
88,iw7_taunt_epic_14,LUA_MENU_MP_TAUNT_PRAISE_SUN,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,IW7_mp_taunt_face_the_sun,IW7_mp_taunt_face_the_sun,loot,LUA_MENU_MP/RIG_SUPPLY_DROP_UNLOCK_DESC,N,,,,,,,0.956,0,163,
89,iw7_taunt_team1_rare_1,LUA_MENU_MP/TAUNT_WOLVERINES_01,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_mc_wolverines_01,iw7_mp_taunt_mc_wolverines_01,loot,LUA_MENU_MP/RIG_MISSION_TEAM_UNLOCK_DESC,N,,,,,,,0.193,0.1,88,
90,iw7_taunt_team1_rare_2,LUA_MENU_MP/TAUNT_WOLVERINES_02,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_mc_wolverines_02,iw7_mp_taunt_mc_wolverines_02,loot,LUA_MENU_MP/RIG_MISSION_TEAM_UNLOCK_DESC,N,,,,,,,0.217,0.072,69,
91,iw7_taunt_team1_legendary_1,CUSTOMIZE_TAUNT_62,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
92,iw7_taunt_team2_rare_1,LUA_MENU_MP/TAUNT_ORION_01,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_mc_orion_01,iw7_mp_taunt_mc_orion_01,loot,LUA_MENU_MP/RIG_MISSION_TEAM_UNLOCK_DESC,N,archetype_scout,Iw7_mp_taunt_salute01_synaptic,Iw7_mp_taunt_salute01_synaptic,,,,0.226,0.12,84,
93,iw7_taunt_team2_rare_2,LUA_MENU_MP/TAUNT_ORION_02,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_mc_orion_02,iw7_mp_taunt_mc_orion_02,loot,LUA_MENU_MP/RIG_MISSION_TEAM_UNLOCK_DESC,N,,,,,,,0.228,0.046,175,
94,iw7_taunt_team2_legendary_1,CUSTOMIZE_TAUNT_65,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
95,iw7_taunt_team3_rare_1,LUA_MENU_MP/TAUNT_SABRE_01,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_mc_sabre_01,iw7_mp_taunt_mc_sabre_01,loot,LUA_MENU_MP/RIG_MISSION_TEAM_UNLOCK_DESC,N,archetype_scout,iw7_mp_taunt_mc_sabre_01_synaptic,iw7_mp_taunt_mc_sabre_01_synaptic,,,,0.2778,0.1,90,
96,iw7_taunt_team3_rare_2,LUA_MENU_MP/TAUNT_SABRE_02,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_mc_sabre_02,iw7_mp_taunt_mc_sabre_02,loot,LUA_MENU_MP/RIG_MISSION_TEAM_UNLOCK_DESC,N,archetype_scout,iw7_mp_taunt_mc_sabre_02_synaptic,iw7_mp_taunt_mc_sabre_02_synaptic,,,,0.253,0.14,158,
97,iw7_taunt_team3_legendary_1,CUSTOMIZE_TAUNT_68,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
98,iw7_taunt_team4_rare_1,LUA_MENU_MP/TAUNT_WRAITH_01,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_mc_wraith_01,iw7_mp_taunt_mc_wraith_01,loot,LUA_MENU_MP/RIG_MISSION_TEAM_UNLOCK_DESC,N,,,,,,,0.2,0.04,250,
99,iw7_taunt_team4_rare_2,LUA_MENU_MP/TAUNT_WRAITH_02,LUA_MENU_MP/TAUNT_PH_DESC,0,allRigs,mission_team_jtf_wolverines_icon,,iw7_mp_taunt_mc_wraith_02,iw7_mp_taunt_mc_wraith_02,loot,LUA_MENU_MP/RIG_MISSION_TEAM_UNLOCK_DESC,N,,,,,,,0.22,0.155,226,
100,iw7_taunt_team4_legendary_1,CUSTOMIZE_TAUNT_71,,0,,mission_team_jtf_wolverines_icon,,,,,,N,,,,,,,,,,
