setchancecol,mp/loot/br/shottysniper/lootset_root.csv,2,,# root,,# column 0 is "Item"/"chance" etc, column 1 is the name, so first weight is in column 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chance,killstreak,0,0,0,0,0,3,3,3,3,3,3,3,3,5,0,#,,,,,0,100,100,100,100,100,100,100,100,100,100,100,100,
chance,lethal,7,7,7,7,7,14,14,14,14,14,14,14,14,7,0,#,,,,,290,290,290,290,245,245,245,245,245,245,245,245,245,
chance,tactical,7,7,7,7,7,14,14,14,14,14,14,14,14,7,0,#,,,,,320,320,320,320,255,255,255,255,255,255,255,255,255,
chance,super,3,3,3,3,3,22,22,22,22,22,22,22,22,3,0,#,,,,,75,75,75,75,90,90,90,90,90,90,90,90,90,
chance,weapon,25,25,25,25,25,7,7,7,7,7,7,7,7,25,0,#,,,,,999,999,999,999,1001,1001,1001,1001,1001,1001,1001,1001,1005,
chance,gear,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,#,,,,,0,100,100,100,100,100,100,100,100,100,100,100,101,
chance,tablet,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,#,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,
chance,keycard,0,0,0,0,0,3,4,6,3,3,3,4,5,0,0,#,,,,,0,0,0,0,1,1,1,1,1,1,1,1,0,
item,brloot_ammo_12g,10,20,20,20,20,20,20,20,20,20,20,20,20,20,0,#common,# ammo,,,,15.6%,15.6%,17.8%,17.8%,1.0%,1.1%,1.1%,1.0%,1.0%,1.0%,1.0%,1.0%,15.1%,
item,brloot_ammo_50cal,10,20,20,15,15,20,15,15,20,20,20,20,20,20,0,#common,# ammo,,,,15.6%,15.6%,13.3%,13.3%,1.0%,0.8%,0.8%,1.0%,1.0%,1.0%,1.0%,1.0%,15.1%,
item,brloot_ammo_762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#common,# ammo,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_ammo_919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#common,# ammo,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_ammo_rocket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#common,# ammo,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_equip_gasmask,100,0,100,100,100,100,100,100,100,100,100,100,100,101,0,#legendary,# gear,,,,0.0%,0.0%,0.0%,0.0%,3.9%,3.9%,3.8%,3.9%,3.9%,3.9%,3.9%,3.8%,3.7%,
item,brloot_offhand_atmine,10,25,25,25,25,20,20,20,20,20,20,20,20,20,0,# rare,# lethal,,,,0.6%,0.6%,0.6%,0.6%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,0.5%,
item,brloot_offhand_claymore,10,25,25,25,25,20,20,20,20,20,20,20,20,20,0,# rare,# lethal,,,,0.6%,0.6%,0.6%,0.6%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,0.5%,
item,brloot_offhand_c4,10,30,30,30,30,25,25,25,25,25,25,25,25,25,0,# uncommon,# lethal,,,,0.7%,0.7%,0.7%,0.7%,1.4%,1.4%,1.4%,1.4%,1.4%,1.4%,1.4%,1.4%,0.7%,
item,brloot_offhand_frag,10,45,45,45,45,35,35,35,35,35,35,35,35,35,0,# common,# lethal,,,,1.0%,1.0%,1.0%,1.0%,2.0%,1.9%,1.9%,2.0%,2.0%,2.0%,1.9%,1.9%,0.9%,
item,brloot_offhand_molotov,10,45,45,45,45,35,35,35,35,35,35,35,35,35,0,# common,# lethal,,,,1.0%,1.0%,1.0%,1.0%,2.0%,1.9%,1.9%,2.0%,2.0%,2.0%,1.9%,1.9%,0.9%,
item,brloot_offhand_semtex,10,45,45,45,45,35,35,35,35,35,35,35,35,35,0,# common,# lethal,,,,1.0%,1.0%,1.0%,1.0%,2.0%,1.9%,1.9%,2.0%,2.0%,2.0%,1.9%,1.9%,0.9%,
item,brloot_offhand_thermite,10,30,30,30,30,25,25,25,25,25,25,25,25,25,0,# uncommon,# lethal,,,,0.7%,0.7%,0.7%,0.7%,1.4%,1.4%,1.4%,1.4%,1.4%,1.4%,1.4%,1.4%,0.7%,
item,brloot_offhand_throwingknife,10,45,45,45,45,35,35,35,35,35,35,35,35,35,0,# common,# lethal,,,,1.0%,1.0%,1.0%,1.0%,2.0%,1.9%,1.9%,2.0%,2.0%,2.0%,1.9%,1.9%,0.9%,
item,brloot_offhand_throwingknife_fire,10,0,0,0,0,15,15,15,15,15,15,15,15,15,0,# epic,# lethal,,,,0.0%,0.0%,0.0%,0.0%,0.8%,0.8%,0.8%,0.8%,0.8%,0.8%,0.8%,0.8%,0.4%,
item,brloot_health_adrenaline,50,45,45,45,45,35,35,35,35,35,35,35,35,35,0,# common,# tactical,,,,0.9%,0.9%,0.9%,0.9%,1.9%,1.9%,1.8%,1.9%,1.9%,1.9%,1.9%,1.8%,0.9%,
item,brloot_offhand_binoculars,50,45,45,45,45,35,35,35,35,35,35,35,35,35,0,# common,# tactical,,,,0.9%,0.9%,0.9%,0.9%,1.9%,1.9%,1.8%,1.9%,1.9%,1.9%,1.9%,1.8%,0.9%,
item,brloot_offhand_concussion,50,30,30,30,30,25,25,25,25,25,25,25,25,25,0,# uncommon,# tactical,,,,0.6%,0.6%,0.6%,0.6%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,0.6%,
item,brloot_offhand_decoy,50,45,45,45,45,35,35,35,35,35,35,35,35,35,0,# common,# tactical,,,,0.9%,0.9%,0.9%,0.9%,1.9%,1.9%,1.8%,1.9%,1.9%,1.9%,1.9%,1.8%,0.9%,
item,brloot_offhand_flash,50,30,30,30,30,25,25,25,25,25,25,25,25,25,0,# uncommon,# tactical,,,,0.6%,0.6%,0.6%,0.6%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,0.6%,
item,brloot_offhand_gas,50,45,45,45,45,35,35,35,35,35,35,35,35,35,0,# common,# tactical,,,,0.9%,0.9%,0.9%,0.9%,1.9%,1.9%,1.8%,1.9%,1.9%,1.9%,1.9%,1.8%,0.9%,
item,brloot_offhand_heartbeatsensor,50,25,25,25,25,20,20,20,20,20,20,20,20,20,0,# rare,# tactical,,,,0.5%,0.5%,0.5%,0.5%,1.1%,1.1%,1.0%,1.1%,1.1%,1.1%,1.1%,1.1%,0.5%,
item,brloot_offhand_smoke,50,30,30,30,30,25,25,25,25,25,25,25,25,25,0,# uncommon,# tactical,,,,0.6%,0.6%,0.6%,0.6%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,0.6%,
item,brloot_offhand_snapshot,50,25,25,25,25,20,20,20,20,20,20,20,20,20,0,# rare,# tactical,,,,0.5%,0.5%,0.5%,0.5%,1.1%,1.1%,1.0%,1.1%,1.1%,1.1%,1.1%,1.1%,0.5%,
item,brloot_offhand_taccover,50,25,25,25,25,20,20,20,20,20,20,20,20,20,0,# rare,# super,,,,0.9%,0.9%,0.9%,0.9%,4.8%,4.7%,4.7%,4.8%,4.8%,4.8%,4.7%,4.7%,0.6%,
item,brloot_offhand_trophysystem,50,25,25,25,25,20,20,20,20,20,20,20,20,20,0,# rare,# super,,,,0.9%,0.9%,0.9%,0.9%,4.8%,4.7%,4.7%,4.8%,4.8%,4.8%,4.7%,4.7%,0.6%,
item,brloot_killstreak_recondrone,50,0,0,0,0,15,15,15,15,15,15,15,15,15,0,# epic,# super,,,,0.0%,0.0%,0.0%,0.0%,3.6%,3.6%,3.5%,3.6%,3.6%,3.6%,3.6%,3.5%,0.5%,
item,brloot_super_deadsilence,50,25,25,25,25,20,20,20,20,20,20,20,20,20,0,# rare,# super,,,,0.9%,0.9%,0.9%,0.9%,4.8%,4.7%,4.7%,4.8%,4.8%,4.8%,4.7%,4.7%,0.6%,
item,brloot_super_stoppingpower,50,0,0,0,0,5,5,5,5,5,5,5,5,5,0,# legendary,# super,,,,0.0%,0.0%,0.0%,0.0%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,0.2%,
item,brloot_super_munitionsbox,50,0,0,0,0,5,5,5,5,5,5,5,5,5,0,# legendary,# super,,,,0.0%,0.0%,0.0%,0.0%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,0.2%,
item,brloot_super_armorbox,50,0,0,0,0,5,5,5,5,5,5,5,5,5,0,# legendary,# super,,,,0.0%,0.0%,0.0%,0.0%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,0.2%,
item,brloot_offhand_advancedsupplydrop,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,# legendary,# super,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_weapon_sh_charlie725_comm,20,183,183,183,183,0,0,0,0,0,0,0,0,0,0,# common,# weapon,sh_charlie725,#N/A,,4.3%,4.3%,4.3%,4.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_weapon_sh_charlie725_unco,20,100,100,100,100,140,140,140,140,140,140,140,140,0,0,# uncommon,# weapon,sh_charlie725,#N/A,,2.4%,2.4%,2.4%,2.4%,1.0%,1.0%,0.9%,1.0%,1.0%,1.0%,1.0%,0.9%,0.0%,
item,brloot_weapon_sh_charlie725_rare,20,50,50,50,50,117,117,117,117,117,117,117,117,67,0,# rare,# weapon,sh_charlie725,#N/A,,1.2%,1.2%,1.2%,1.2%,0.8%,0.8%,0.8%,0.8%,0.8%,0.8%,0.8%,0.8%,1.5%,
item,brloot_weapon_sh_romeo870_epic,20,0,0,0,0,30,30,30,30,30,30,30,30,60,0,# epic,# weapon,sh_romeo870,#N/A,,0.0%,0.0%,0.0%,0.0%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,1.4%,
item,brloot_weapon_sh_romeo870_lege,20,0,0,0,0,10,10,10,10,10,10,10,10,63,0,# legendary,# weapon,sh_romeo870,#N/A,,0.0%,0.0%,0.0%,0.0%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,1.4%,
item,brloot_weapon_sh_dpapa12_epic,20,0,0,0,0,30,30,30,30,30,30,30,30,60,0,# epic,# weapon,sh_dpapa12,#N/A,,0.0%,0.0%,0.0%,0.0%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,1.4%,
item,brloot_weapon_sh_dpapa12_lege,20,0,0,0,0,10,10,10,10,10,10,10,10,63,0,# legendary,# weapon,sh_dpapa12,#N/A,,0.0%,0.0%,0.0%,0.0%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,1.4%,
item,brloot_weapon_sn_hdromeo_epic,20,0,0,0,0,30,30,30,30,30,30,30,30,60,0,# epic,# weapon,sn_hdromeo,#N/A,,0.0%,0.0%,0.0%,0.0%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,1.4%,
item,brloot_weapon_sn_hdromeo_lege,20,0,0,0,0,10,10,10,10,10,10,10,10,63,0,# legendary,# weapon,sn_hdromeo,#N/A,,0.0%,0.0%,0.0%,0.0%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,1.4%,
item,brloot_weapon_sn_delta_epic,20,0,0,0,0,30,30,30,30,30,30,30,30,60,0,# epic,# weapon,sn_delta,#N/A,,0.0%,0.0%,0.0%,0.0%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,1.4%,
item,brloot_weapon_sn_delta_lege,20,0,0,0,0,10,10,10,10,10,10,10,10,63,0,# legendary,# weapon,sn_delta,#N/A,,0.0%,0.0%,0.0%,0.0%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,1.4%,
item,brloot_weapon_sn_kilo98_epic,20,0,0,0,0,30,30,30,30,30,30,30,30,60,0,# epic,# weapon,sn_kilo98,#N/A,,0.0%,0.0%,0.0%,0.0%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,1.4%,
item,brloot_weapon_sn_kilo98_lege,20,0,0,0,0,10,10,10,10,10,10,10,10,63,0,# legendary,# weapon,sn_kilo98,#N/A,,0.0%,0.0%,0.0%,0.0%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,1.4%,
item,brloot_weapon_sn_sbeta_comm,20,183,183,183,183,0,0,0,0,0,0,0,0,0,0,# common,# weapon,sn_sbeta,#N/A,,4.3%,4.3%,4.3%,4.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_weapon_sn_sbeta_unco,20,100,100,100,100,140,140,140,140,140,140,140,140,0,0,# uncommon,# weapon,sn_sbeta,#N/A,,2.4%,2.4%,2.4%,2.4%,1.0%,1.0%,0.9%,1.0%,1.0%,1.0%,1.0%,0.9%,0.0%,
item,brloot_weapon_sn_sbeta_rare,20,50,50,50,50,117,117,117,117,117,117,117,117,67,0,# rare,# weapon,sn_sbeta,#N/A,,1.2%,1.2%,1.2%,1.2%,0.8%,0.8%,0.8%,0.8%,0.8%,0.8%,0.8%,0.8%,1.5%,
item,brloot_weapon_sn_mike14_comm,20,183,183,183,183,0,0,0,0,0,0,0,0,0,0,# common,# weapon,sn_mike14,#N/A,,4.3%,4.3%,4.3%,4.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_weapon_sn_mike14_unco,20,100,100,100,100,140,140,140,140,140,140,140,140,0,0,# uncommon,# weapon,sn_mike14,#N/A,,2.4%,2.4%,2.4%,2.4%,1.0%,1.0%,0.9%,1.0%,1.0%,1.0%,1.0%,0.9%,0.0%,
item,brloot_weapon_sn_mike14_rare,20,50,50,50,50,117,117,117,117,117,117,117,117,67,0,# rare,# weapon,sn_mike14,#N/A,,1.2%,1.2%,1.2%,1.2%,0.8%,0.8%,0.8%,0.8%,0.8%,0.8%,0.8%,0.8%,1.5%,
item,brloot_weapon_sn_alpha50_lege,20,0,0,0,0,10,10,10,10,10,10,10,10,63,0,# legendary,# weapon,sn_alpha50,#N/A,,0.0%,0.0%,0.0%,0.0%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,1.4%,
item,brloot_weapon_sh_oscar12_lege,20,0,0,0,0,10,10,10,10,10,10,10,10,63,0,# legendary,# weapon,sh_oscar12,#N/A,,0.0%,0.0%,0.0%,0.0%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,1.4%,
item,brloot_weapon_sn_crossbow_lege,20,0,0,0,0,10,10,10,10,10,10,10,10,63,0,# legendary,# weapon,sn_crossbow,#N/A,,0.0%,0.0%,0.0%,0.0%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,1.4%,
item,brloot_armor_plate,50,100,100,100,100,94,80,80,80,80,100,100,100,80,0,# rare,# health,,,,9.4%,9.4%,9.4%,9.4%,28.6%,24.1%,23.6%,24.3%,24.3%,30.4%,30.1%,29.8%,7.3%,
item,brloot_plate_pouch,50,0,0,0,0,6,20,20,20,20,0,0,0,20,0,# legendary,# health,,,,0.0%,0.0%,0.0%,0.0%,1.8%,6.0%,5.9%,6.1%,6.1%,0.0%,0.0%,0.0%,1.8%,
item,brloot_plunder_cash_common_1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,# uncommon,# plunder,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_plunder_cash_uncommon_1,10,50,0,44,44,0,0,0,0,0,0,0,0,44,0,# uncommon,# plunder,,,,7.1%,0.0%,6.2%,6.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,6.1%,
item,brloot_plunder_cash_uncommon_2,10,35,20,33,33,20,0,0,20,20,20,20,20,33,0,# uncommon,# plunder,,,,5.0%,7.1%,4.7%,4.7%,1.0%,0.0%,0.0%,1.0%,1.0%,1.0%,1.0%,1.0%,4.5%,
item,brloot_plunder_cash_uncommon_3,10,15,12,22,22,12,40,0,12,12,12,12,12,22,0,# uncommon,# plunder,,,,2.1%,4.2%,3.1%,3.1%,0.6%,0.7%,0.0%,0.6%,0.6%,0.6%,0.6%,0.6%,3.0%,
item,brloot_plunder_cash_rare_1,10,0,8,1,1,8,30,50,8,8,8,8,8,1,0,# rare,# plunder,,,,0.0%,2.8%,0.1%,0.1%,0.4%,0.6%,0.6%,0.4%,0.4%,0.4%,0.4%,0.4%,0.1%,
item,brloot_plunder_cash_rare_2,10,0,0,0,0,0,20,40,0,0,0,0,0,0,0,# rare,# plunder,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.4%,0.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_plunder_cash_epic_1,10,0,0,0,0,0,10,30,0,0,0,0,0,0,0,# epic,# plunder,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.2%,0.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_plunder_cash_epic_2,10,0,0,0,0,0,5,20,0,0,0,0,0,0,0,# epic,# plunder,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.1%,0.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_plunder_cash_legendary_1,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,# legendary,# plunder,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_killstreak_clusterstrike,10,0,25,25,25,25,25,25,25,25,25,25,25,25,0,# epic,# killstreak,,,,0.0%,0.0%,0.0%,0.0%,0.7%,0.7%,0.7%,0.7%,0.7%,0.7%,0.7%,0.7%,1.1%,
item,brloot_killstreak_precision_airstrike,10,0,15,15,15,15,15,15,15,15,15,15,15,15,0,# legendary,# killstreak,,,,0.0%,0.0%,0.0%,0.0%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,0.7%,
item,brloot_killstreak_shieldturret,10,0,45,45,45,45,45,45,45,45,45,45,45,45,0,# rare,# killstreak,,,,0.0%,0.0%,0.0%,0.0%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,2.1%,
item,brloot_killstreak_uav,10,0,15,15,15,15,15,15,15,15,15,15,15,15,0,# legendary,# killstreak,,,,0.0%,0.0%,0.0%,0.0%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,0.7%,
item,brloot_killstreak_scramblerdrone,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,# epic,# killstreak,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_assassination_tablet,10,20,30,15,15,20,20,20,20,20,20,20,20,15,0,# legendary,# tablet,,,,1.1%,1.7%,0.8%,0.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_domination_tablet,10,20,15,25,25,20,20,20,20,20,20,20,20,25,0,# legendary,# tablet,,,,1.1%,0.8%,1.4%,1.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_scavenger_tablet,10,20,10,25,25,20,20,20,20,20,20,20,20,25,0,# legendary,# tablet,,,,1.1%,0.6%,1.4%,1.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_timedrun_tablet,10,20,15,15,15,20,20,20,20,20,20,20,20,15,0,# legendary,# tablet,,,,1.1%,0.8%,0.8%,0.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_vip_tablet,10,20,30,20,20,20,20,20,20,20,20,20,20,20,0,# legendary,# tablet,,,,1.1%,1.7%,1.1%,1.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_access_card_blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,# legendary,# keycard,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_access_card_green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,# legendary,# keycard,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_access_card_red,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,# legendary,# keycard,,,,0.0%,0.0%,0.0%,0.0%,2.9%,3.9%,5.7%,2.9%,2.9%,2.9%,3.9%,4.8%,0.0%,
