veh_atv_camo_017,atv,CAMOS/ATV_CAMO_025,ui_veh_atv_camo_025,veh8_mil_lnd_atango_skin25,,480016,ui_veh_atv_camo_showcase_025,0,STORE_FLAVOR/VEH_ATV_CAMO_025_FLAVOR,skin25,tailLightTracerRed,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_atv_camo_018,atv,CAMOS/ATV_CAMO_024,ui_veh_atv_camo_024,veh8_mil_lnd_atango_skin24,,480017,ui_veh_atv_camo_showcase_024,0,STORE_FLAVOR/VEH_ATV_CAMO_024_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_atv_camo_019,atv,CAMOS/ATV_CAMO_023,ui_veh_atv_camo_023,veh8_mil_lnd_atango_skin23,,480018,ui_veh_atv_camo_showcase_023,0,STORE_FLAVOR/VEH_ATV_CAMO_023_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_atv_camo_020,atv,CAMOS/ATV_CAMO_022,ui_veh_atv_camo_022,veh8_mil_lnd_atango_skin22,,480019,ui_veh_atv_camo_showcase_022,0,STORE_FLAVOR/VEH_ATV_CAMO_022_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_001,jeep,CAMOS/JEEP_CAMO_001,ui_veh_jeep_camo_001,veh8_civ_lnd_decho_skin1,,480020,ui_veh_jeep_camo_showcase_001,0,STORE_FLAVOR/VEH_JEEP_CAMO_001_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_002,jeep,CAMOS/JEEP_CAMO_002,ui_default_white,,,480021,ui_default_white,1,,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_003,jeep,CAMOS/JEEP_CAMO_003,ui_default_white,,,480022,ui_default_white,1,,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_004,jeep,CAMOS/JEEP_CAMO_004,ui_default_white,,,480023,ui_default_white,1,,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_005,jeep,CAMOS/JEEP_CAMO_005,ui_default_white,,,480024,ui_default_white,1,,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_006,jeep,CAMOS/JEEP_CAMO_039,ui_default_white,veh8_civ_lnd_decho_skin39,,480025,ui_default_white,1,,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_007,jeep,CAMOS/JEEP_CAMO_038,ui_veh_jeep_camo_038,veh8_civ_lnd_decho_skin38,,480026,ui_veh_jeep_camo_showcase_038,0,STORE_FLAVOR/VEH_JEEP_CAMO_038_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_008,jeep,CAMOS/JEEP_CAMO_008,ui_veh_jeep_camo_008,veh8_civ_lnd_decho_skin8,,480027,ui_veh_jeep_camo_showcase_008,0,STORE_FLAVOR/VEH_JEEP_CAMO_008_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BP,
veh_jeep_camo_009,jeep,CAMOS/JEEP_CAMO_027,ui_veh_jeep_camo_027,veh8_civ_lnd_decho_skin27,,480028,ui_veh_jeep_camo_showcase_027,0,STORE_FLAVOR/VEH_JEEP_CAMO_027_FLAVOR,,tireTrailFlame,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_010,jeep,CAMOS/JEEP_CAMO_032,ui_veh_jeep_camo_032,veh8_civ_lnd_decho_skin32,,480029,ui_veh_jeep_camo_showcase_032,0,STORE_FLAVOR/VEH_JEEP_CAMO_032_FLAVOR,,smoke,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_011,jeep,CAMOS/JEEP_CAMO_011,ui_veh_jeep_camo_011,veh8_civ_lnd_decho_skin11,,480030,ui_veh_jeep_camo_showcase_011,0,STORE_FLAVOR/VEH_JEEP_CAMO_011_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_012,jeep,CAMOS/JEEP_CAMO_012,ui_veh_jeep_camo_012,veh8_civ_lnd_decho_skin12,,480031,ui_veh_jeep_camo_showcase_012,0,STORE_FLAVOR/VEH_JEEP_CAMO_012_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_013,jeep,CAMOS/JEEP_CAMO_037,ui_veh_jeep_camo_037,veh8_civ_lnd_decho_skin37,,480032,ui_veh_jeep_camo_showcase_037,0,STORE_FLAVOR/VEH_JEEP_CAMO_037_FLAVOR,,tireTrailTesla,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_014,jeep,CAMOS/JEEP_CAMO_031,ui_veh_jeep_camo_031,veh8_civ_lnd_decho_skin31,,480033,ui_veh_jeep_camo_showcase_031,0,STORE_FLAVOR/VEH_JEEP_CAMO_031_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_015,jeep,CAMOS/JEEP_CAMO_036,ui_veh_jeep_camo_036,veh8_civ_lnd_decho_skin36,,480034,ui_veh_jeep_camo_showcase_036,0,STORE_FLAVOR/VEH_JEEP_CAMO_036_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BP,
veh_jeep_camo_016,jeep,CAMOS/JEEP_CAMO_023,ui_veh_jeep_camo_023,veh8_civ_lnd_decho_skin23,,480035,ui_veh_jeep_camo_showcase_023,1,STORE_FLAVOR/VEH_JEEP_CAMO_023_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_017,jeep,CAMOS/JEEP_CAMO_035,ui_veh_jeep_camo_035,veh8_civ_lnd_decho_skin35,,480036,ui_veh_jeep_camo_showcase_035,0,STORE_FLAVOR/VEH_JEEP_CAMO_035_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_018,jeep,CAMOS/JEEP_CAMO_028,ui_veh_jeep_camo_028,veh8_civ_lnd_decho_skin28,,480037,ui_veh_jeep_camo_showcase_028,0,STORE_FLAVOR/VEH_JEEP_CAMO_028_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_jeep_camo_019,jeep,CAMOS/JEEP_CAMO_029,ui_veh_jeep_camo_029,veh8_civ_lnd_decho_skin29,,480038,ui_veh_jeep_camo_showcase_029,0,STORE_FLAVOR/VEH_JEEP_CAMO_029_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BP,
veh_jeep_camo_020,jeep,CAMOS/JEEP_CAMO_030,ui_veh_jeep_camo_030,veh8_civ_lnd_decho_skin30,,480039,ui_veh_jeep_camo_showcase_030,0,STORE_FLAVOR/VEH_JEEP_CAMO_030_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_tac_rover_camo_001,tac_rover,CAMOS/TAC_ROVER_CAMO_001,ui_veh_tac_rover_camo_001,veh8_mil_lnd_tromeo_skin1,,480040,ui_veh_tac_rover_camo_showcase_001,0,STORE_FLAVOR/VEH_TAC_ROVER_CAMO_001_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_tac_rover_camo_002,tac_rover,CAMOS/TAC_ROVER_CAMO_002,ui_default_white,,,480041,ui_default_white,1,,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_tac_rover_camo_003,tac_rover,CAMOS/TAC_ROVER_CAMO_003,ui_default_white,,,480042,ui_default_white,1,,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_tac_rover_camo_004,tac_rover,CAMOS/TAC_ROVER_CAMO_004,ui_default_white,,,480043,ui_default_white,1,,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_tac_rover_camo_005,tac_rover,CAMOS/TAC_ROVER_CAMO_005,ui_default_white,,,480044,ui_default_white,1,,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_tac_rover_camo_006,tac_rover,CAMOS/TAC_ROVER_CAMO_006,ui_veh_tac_rover_camo_006,veh8_mil_lnd_tromeo_skin6,,480045,ui_veh_tac_rover_camo_showcase_006,0,STORE_FLAVOR/VEH_TAC_ROVER_CAMO_006_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_tac_rover_camo_007,tac_rover,CAMOS/TAC_ROVER_CAMO_033,ui_veh_tac_rover_camo_033,veh8_mil_lnd_tromeo_skin33,,480046,ui_veh_tac_rover_camo_showcase_033,0,STORE_FLAVOR/VEH_TAC_ROVER_CAMO_033_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BP,
veh_tac_rover_camo_008,tac_rover,CAMOS/TAC_ROVER_CAMO_016,ui_veh_tac_rover_camo_016,veh8_mil_lnd_tromeo_skin16,,480047,ui_veh_tac_rover_camo_showcase_016,0,STORE_FLAVOR/VEH_TAC_ROVER_CAMO_016_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_tac_rover_camo_009,tac_rover,CAMOS/TAC_ROVER_CAMO_009,ui_veh_tac_rover_camo_009,veh8_mil_lnd_tromeo_skin9,,480048,ui_veh_tac_rover_camo_showcase_009,0,STORE_FLAVOR/VEH_TAC_ROVER_CAMO_009_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_tac_rover_camo_010,tac_rover,CAMOS/TAC_ROVER_CAMO_010,ui_veh_tac_rover_camo_010,veh8_mil_lnd_tromeo_skin10,,480049,ui_veh_tac_rover_camo_showcase_010,0,STORE_FLAVOR/VEH_TAC_ROVER_CAMO_010_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_tac_rover_camo_011,tac_rover,CAMOS/TAC_ROVER_CAMO_011,ui_veh_tac_rover_camo_011,veh8_mil_lnd_tromeo_skin11,,480050,ui_veh_tac_rover_camo_showcase_011,0,STORE_FLAVOR/VEH_TAC_ROVER_CAMO_011_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_tac_rover_camo_012,tac_rover,CAMOS/TAC_ROVER_CAMO_012,ui_veh_tac_rover_camo_012,veh8_mil_lnd_tromeo_skin12,,480051,ui_veh_tac_rover_camo_showcase_012,0,STORE_FLAVOR/VEH_TAC_ROVER_CAMO_012_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BP,
veh_tac_rover_camo_013,tac_rover,CAMOS/TAC_ROVER_CAMO_014,ui_veh_tac_rover_camo_014,veh8_mil_lnd_tromeo_skin14,,480052,ui_veh_tac_rover_camo_showcase_014,0,STORE_FLAVOR/VEH_TAC_ROVER_CAMO_014_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_tac_rover_camo_014,tac_rover,CAMOS/TAC_ROVER_CAMO_024,ui_veh_tac_rover_camo_024,veh8_mil_lnd_tromeo_skin24,,480053,ui_veh_tac_rover_camo_showcase_024,0,STORE_FLAVOR/VEH_TAC_ROVER_CAMO_024_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_tac_rover_camo_015,tac_rover,CAMOS/TAC_ROVER_CAMO_015,ui_veh_tac_rover_camo_015,veh8_mil_lnd_tromeo_skin15,,480054,ui_veh_tac_rover_camo_showcase_015,0,STORE_FLAVOR/VEH_TAC_ROVER_CAMO_015_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_tac_rover_camo_016,tac_rover,CAMOS/TAC_ROVER_CAMO_032,ui_veh_tac_rover_camo_032,veh8_mil_lnd_tromeo_skin32,,480055,ui_veh_tac_rover_camo_showcase_032,0,STORE_FLAVOR/VEH_TAC_ROVER_CAMO_032_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BP,
veh_tac_rover_camo_017,tac_rover,CAMOS/TAC_ROVER_CAMO_021,ui_veh_tac_rover_camo_021,veh8_mil_lnd_tromeo_skin21,,480056,ui_veh_tac_rover_camo_showcase_021,0,STORE_FLAVOR/VEH_TAC_ROVER_CAMO_021_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_tac_rover_camo_018,tac_rover,CAMOS/TAC_ROVER_CAMO_018,ui_veh_tac_rover_camo_018,veh8_mil_lnd_tromeo_skin18,,480057,ui_veh_tac_rover_camo_showcase_018,0,STORE_FLAVOR/VEH_TAC_ROVER_CAMO_018_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_tac_rover_camo_019,tac_rover,CAMOS/TAC_ROVER_CAMO_019,ui_veh_tac_rover_camo_019,veh8_mil_lnd_tromeo_skin19,,480058,ui_veh_tac_rover_camo_showcase_019,0,STORE_FLAVOR/VEH_TAC_ROVER_CAMO_019_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BP,
veh_tac_rover_camo_020,tac_rover,CAMOS/TAC_ROVER_CAMO_023,ui_veh_tac_rover_camo_023,veh8_mil_lnd_tromeo_skin23,,480059,ui_veh_tac_rover_camo_showcase_023,0,STORE_FLAVOR/VEH_TAC_ROVER_CAMO_023_FLAVOR,skin23,tailLightTracerRed,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_001,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_001,ui_default_white,,,480060,ui_default_white,1,,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_002,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_002,ui_default_white,,,480061,ui_default_white,1,,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_003,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_033,ui_veh_truck_camo_033,veh8_mil_lnd_mkilo23_skin33,,480062,ui_veh_truck_camo_showcase_033,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_033_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_004,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_004,ui_veh_truck_camo_004,veh8_mil_lnd_mkilo23_skin4,,480063,ui_veh_truck_camo_showcase_004,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_004_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BP,
veh_cargo_truck_camo_005,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_034,ui_veh_truck_camo_034,veh8_mil_lnd_mkilo23_skin34,,480064,ui_veh_truck_camo_showcase_034,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_034_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_006,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_006,ui_default_white,,,480065,ui_default_white,1,,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_007,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_027,ui_veh_truck_camo_027,veh8_mil_lnd_mkilo23_skin27,,480066,ui_veh_truck_camo_showcase_027,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_027_FLAVOR,,smoke,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_008,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_032,ui_veh_truck_camo_032,veh8_mil_lnd_mkilo23_skin32,,480067,ui_veh_truck_camo_showcase_032,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_032_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_009,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_009,ui_veh_truck_camo_009,veh8_mil_lnd_mkilo23_skin9,,480068,ui_veh_truck_camo_showcase_009,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_009_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_010,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_010,ui_veh_truck_camo_010,veh8_mil_lnd_mkilo23_skin10,,480069,ui_veh_truck_camo_showcase_010,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_010_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_011,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_011,ui_veh_truck_camo_011,veh8_mil_lnd_mkilo23_skin11,,480070,ui_veh_truck_camo_showcase_011,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_011_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BP,
veh_cargo_truck_camo_012,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_019,ui_veh_truck_camo_019,veh8_mil_lnd_mkilo23_skin19,,480071,ui_veh_truck_camo_showcase_019,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_019_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_013,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_031,ui_veh_truck_camo_031,veh8_mil_lnd_mkilo23_skin31,,480072,ui_veh_truck_camo_showcase_031,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_031_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BP,
veh_cargo_truck_camo_014,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_021,ui_veh_truck_camo_021,veh8_mil_lnd_mkilo23_skin21,,480073,ui_veh_truck_camo_showcase_021,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_021_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_015,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_015,ui_veh_truck_camo_015,veh8_mil_lnd_mkilo23_skin15,,480074,ui_veh_truck_camo_showcase_015,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_015_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_016,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_029,ui_veh_truck_camo_029,veh8_mil_lnd_mkilo23_skin29,,480075,ui_veh_truck_camo_showcase_029,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_029_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_017,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_030,ui_veh_truck_camo_030,veh8_mil_lnd_mkilo23_skin30,,480076,ui_veh_truck_camo_showcase_030,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_030_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_018,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_026,ui_veh_truck_camo_026,veh8_mil_lnd_mkilo23_skin26,,480077,ui_veh_truck_camo_showcase_026,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_026_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_019,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_022,ui_veh_truck_camo_022,veh8_mil_lnd_mkilo23_skin22,,480078,ui_veh_truck_camo_showcase_022,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_022_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_cargo_truck_camo_020,cargo_truck,CAMOS/CARGO_TRUCK_CAMO_041,ui_veh_truck_camo_041,veh8_mil_lnd_mkilo23_skin41,,480079,ui_veh_truck_camo_showcase_041,0,STORE_FLAVOR/VEH_CARGO_TRUCK_CAMO_041_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_little_bird_camo_001,little_bird,CAMOS/LITTLE_BIRD_CAMO_001,ui_veh_little_bird_camo_001,veh8_mil_air_lbravo_skin1,,480080,ui_veh_little_bird_camo_showcase_001,0,STORE_FLAVOR/VEH_LITTLE_BIRD_CAMO_001_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_little_bird_camo_002,little_bird,CAMOS/LITTLE_BIRD_CAMO_002,ui_default_white,,,480081,ui_default_white,1,,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_little_bird_camo_003,little_bird,CAMOS/LITTLE_BIRD_CAMO_031,ui_veh_little_bird_camo_031,veh8_mil_air_lbravo_skin31,,480082,ui_veh_little_bird_camo_showcase_031,0,STORE_FLAVOR/VEH_LITTLE_BIRD_CAMO_031_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_little_bird_camo_004,little_bird,CAMOS/LITTLE_BIRD_CAMO_032,ui_veh_little_bird_camo_032,veh8_mil_air_lbravo_skin32,,480083,ui_veh_little_bird_camo_showcase_032,0,STORE_FLAVOR/VEH_LITTLE_BIRD_CAMO_032_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BP,
veh_little_bird_camo_005,little_bird,CAMOS/LITTLE_BIRD_CAMO_033,ui_veh_little_bird_camo_033,veh8_mil_air_lbravo_skin33,,480084,ui_veh_little_bird_camo_showcase_033,0,STORE_FLAVOR/VEH_LITTLE_BIRD_CAMO_033_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_little_bird_camo_006,little_bird,CAMOS/LITTLE_BIRD_CAMO_006,ui_veh_little_bird_camo_006,,,480085,ui_veh_little_bird_camo_showcase_006,1,STORE_FLAVOR/VEH_LITTLE_BIRD_CAMO_006_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_little_bird_camo_007,little_bird,CAMOS/LITTLE_BIRD_CAMO_013,ui_veh_little_bird_camo_013,veh8_mil_air_lbravo_skin13,,480086,ui_veh_little_bird_camo_showcase_013,0,STORE_FLAVOR/VEH_LITTLE_BIRD_CAMO_013_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_little_bird_camo_008,little_bird,CAMOS/LITTLE_BIRD_CAMO_008,ui_veh_little_bird_camo_008,veh8_mil_air_lbravo_skin8,,480087,ui_veh_little_bird_camo_showcase_008,0,STORE_FLAVOR/VEH_LITTLE_BIRD_CAMO_008_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_little_bird_camo_009,little_bird,CAMOS/LITTLE_BIRD_CAMO_030,ui_veh_little_bird_camo_030,veh8_mil_air_lbravo_skin30,,480088,ui_veh_little_bird_camo_showcase_030,0,,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_little_bird_camo_010,little_bird,CAMOS/LITTLE_BIRD_CAMO_029,ui_veh_little_bird_camo_029,veh8_mil_air_lbravo_skin29,,480089,ui_veh_little_bird_camo_showcase_029,0,STORE_FLAVOR/VEH_LITTLE_BIRD_CAMO_029_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_little_bird_camo_011,little_bird,CAMOS/LITTLE_BIRD_CAMO_011,ui_veh_little_bird_camo_011,veh8_mil_air_lbravo_skin11,,480090,ui_veh_little_bird_camo_showcase_011,0,STORE_FLAVOR/VEH_LITTLE_BIRD_CAMO_011_FLAVOR,skin11,flightTrailStandard,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
veh_little_bird_camo_012,little_bird,CAMOS/LITTLE_BIRD_CAMO_012,ui_veh_little_bird_camo_012,veh8_mil_air_lbravo_skin12,,480091,ui_veh_little_bird_camo_showcase_012,0,STORE_FLAVOR/VEH_LITTLE_BIRD_CAMO_012_FLAVOR,,,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
