10,veh_horn_010,VEHICLES/VEHICLE_HORN_MOUNTAINKING,ui_horn_mountainking_atango,veh_horn_large_mountainking,ui_horn_mountainking_mkilo,veh_horn_compact_mountainking,ui_horn_mountainking_atango,veh_horn_large_mountainking,ui_horn_mountainking_mkilo,veh_horn_mid_mountainking,ui_horn_mountainking_decho,veh_horn_lbravo_mountainking,ui_horn_mountainking_lbravo,veh_horn_compact_mountainking,ui_horn_mountainking_atango,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
11,veh_horn_011,VEHICLES/VEHICLE_HORN_SYMPHONYNO5,ui_horn_symphonyno5_atango,veh_horn_large_symphonyno5,ui_horn_symphonyno5_mkilo,veh_horn_compact_symphonyno5,ui_horn_symphonyno5_atango,veh_horn_large_symphonyno5,ui_horn_symphonyno5_mkilo,veh_horn_mid_symphonyno5,ui_horn_symphonyno5_decho,veh_horn_lbravo_symphonyno5,ui_horn_symphonyno5_lbravo,veh_horn_compact_symphonyno5,ui_horn_symphonyno5_atango,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
12,veh_horn_012,VEHICLES/VEHICLE_HORN_TOCCATA,ui_horn_toccata_atango,veh_horn_large_toccata,ui_horn_toccata_mkilo,veh_horn_compact_toccata,ui_horn_toccata_atango,veh_horn_large_toccata,ui_horn_toccata_mkilo,veh_horn_mid_toccata,ui_horn_toccata_decho,veh_horn_lbravo_toccata,ui_horn_toccata_lbravo,veh_horn_compact_toccata,ui_horn_toccata_atango,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
13,veh_horn_013,VEHICLES/VEHICLE_HORN_BALDMOUNTAIN,ui_horn_baldmountain_atango,veh_horn_large_baldmountain,ui_horn_baldmountain_mkilo,veh_horn_compact_baldmountain,ui_horn_baldmountain_atango,veh_horn_large_baldmountain,ui_horn_baldmountain_mkilo,veh_horn_mid_baldmountain,ui_horn_baldmountain_decho,veh_horn_lbravo_baldmountain,ui_horn_baldmountain_lbravo,veh_horn_compact_baldmountain,ui_horn_baldmountain_atango,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
14,veh_horn_014,VEHICLES/VEHICLE_HORN_ENTERTAINER,ui_horn_entertainer,veh_horn_entertainer,ui_horn_entertainer,veh_horn_entertainer,ui_horn_entertainer,veh_horn_entertainer,ui_horn_entertainer,veh_horn_entertainer,ui_horn_entertainer,veh_horn_entertainer_lbravo,ui_horn_entertainer_lbravo,veh_horn_entertainer,ui_horn_entertainer,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
15,veh_horn_015,VEHICLES/VEH_HORN_VUVUZELA,ui_horn_vuvuzela,veh_horn_vuvuzela,ui_horn_vuvuzela,veh_horn_vuvuzela,ui_horn_vuvuzela,veh_horn_vuvuzela,ui_horn_vuvuzela,veh_horn_vuvuzela,ui_horn_vuvuzela,veh_horn_vuvuzela,ui_horn_vuvuzela,veh_horn_vuvuzela,ui_horn_vuvuzela,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_GOS,
16,veh_horn_016,VEHICLES/VEH_HORN_BASKETBALLBUZZER,ui_horn_basketballbuzzer,veh_horn_basketballbuzzer,ui_horn_basketballbuzzer,veh_horn_basketballbuzzer,ui_horn_basketballbuzzer,veh_horn_basketballbuzzer,ui_horn_basketballbuzzer,veh_horn_basketballbuzzer,ui_horn_basketballbuzzer,veh_horn_basketballbuzzer,ui_horn_basketballbuzzer,veh_horn_basketballbuzzer,ui_horn_basketballbuzzer,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_GOS,
17,veh_horn_017,VEHICLES/VEH_HORN_CARMEN,ui_horn_carmen_atango,veh_horn_large_carmen,ui_horn_carmen_mkilo,veh_horn_compact_carmen,ui_horn_carmen_atango,veh_horn_large_carmen,ui_horn_carmen_mkilo,veh_horn_mid_carmen,ui_horn_carmen_decho,veh_horn_lbravo_carmen,ui_horn_carmen_lbravo,veh_horn_compact_carmen,ui_horn_carmen_atango,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_GOS,
18,veh_horn_018,VEHICLES/VEH_HORN_ZARATHUSTRA,ui_horn_zarathustra_atango,veh_horn_large_zarathustra,ui_horn_zarathustra_mkilo,veh_horn_compact_zarathustra,ui_horn_zarathustra_atango,veh_horn_large_zarathustra,ui_horn_zarathustra_mkilo,veh_horn_mid_zarathustra,ui_horn_zarathustra_decho,veh_horn_lbravo_zarathustra,ui_horn_zarathustra_lbravo,veh_horn_compact_zarathustra,ui_horn_zarathustra_atango,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
19,veh_horn_019,VEHICLES/VEH_HORN_FIRETRUCK,ui_horn_firetruck_horn,veh_horn_firetruck_horn,ui_horn_firetruck_horn,veh_horn_firetruck_horn,ui_horn_firetruck_horn,veh_horn_firetruck_horn,ui_horn_firetruck_horn,veh_horn_firetruck_horn,ui_horn_firetruck_horn,veh_horn_firetruck_horn,ui_horn_firetruck_horn,veh_horn_firetruck_horn,ui_horn_firetruck_horn,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
20,veh_horn_020,VEHICLES/VEH_HORN_BUMBLEBEE,ui_horn_bumblebee_atango,veh_horn_large_bumblebee,ui_horn_bumblebee_mkilo,veh_horn_compact_bumblebee,ui_horn_bumblebee_atango,veh_horn_large_bumblebee,ui_horn_bumblebee_mkilo,veh_horn_mid_bumblebee,ui_horn_bumblebee_decho,veh_horn_lbravo_bumblebee,ui_horn_bumblebee_lbravo,veh_horn_compact_bumblebee,ui_horn_bumblebee_atango,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
21,veh_horn_021,VEHICLES/VEH_HORN_WILLIAMTELL,ui_horn_williamtell_atango,veh_horn_large_williamtell,ui_horn_williamtell_mkilo,veh_horn_compact_williamtell,ui_horn_williamtell_atango,veh_horn_large_williamtell,ui_horn_williamtell_mkilo,veh_horn_mid_williamtell,ui_horn_williamtell_decho,veh_horn_lbravo_williamtell,ui_horn_williamtell_lbravo,veh_horn_compact_williamtell,ui_horn_williamtell_atango,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
22,veh_horn_022,VEHICLES/VEH_HORN_PITFALL,ui_horn_pitfall_atango,veh_horn_large_pitfall,ui_horn_pitfall_mkilo,veh_horn_compact_pitfall,ui_horn_pitfall_atango,veh_horn_large_pitfall,ui_horn_pitfall_mkilo,veh_horn_mid_pitfall,ui_horn_pitfall_decho,veh_horn_lbravo_pitfall,ui_horn_pitfall_lbravo,veh_horn_compact_pitfall,ui_horn_pitfall_atango,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
23,veh_horn_023,VEHICLES/VEH_HORN_OLDTIMEHORN,ui_horn_modela,veh_horn_modela,ui_horn_modela,veh_horn_modela,ui_horn_modela,veh_horn_modela,ui_horn_modela,veh_horn_modela,ui_horn_modela,veh_horn_modela,ui_horn_modela,veh_horn_modela,ui_horn_modela,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
24,veh_horn_024,VEHICLES/VEH_HORN_HORRORPIG,ui_horn_horror_pig,veh_horn_horror_pig,ui_horn_horror_pig,veh_horn_horror_pig,ui_horn_horror_pig,veh_horn_horror_pig,ui_horn_horror_pig,veh_horn_horror_pig,ui_horn_horror_pig,veh_horn_horror_pig,ui_horn_horror_pig,veh_horn_horror_pig,ui_horn_horror_pig,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
25,veh_horn_025,VEHICLES/VEH_HORN_115,ui_horn_115_atango,veh_horn_large_115,ui_horn_115_mkilo,veh_horn_compact_115,ui_horn_115_atango,veh_horn_large_115,ui_horn_115_mkilo,veh_horn_mid_115,ui_horn_115_decho,veh_horn_lbravo_115,ui_horn_115_lbravo,veh_horn_compact_115,ui_horn_115_atango,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
26,veh_horn_026,VEHICLES/VEH_HORN_ALONE,ui_horn_ALONE_atango,veh_horn_large_ALONE,ui_horn_ALONE_mkilo,veh_horn_compact_ALONE,ui_horn_ALONE_atango,veh_horn_large_ALONE,ui_horn_ALONE_mkilo,veh_horn_mid_ALONE,ui_horn_ALONE_decho,veh_horn_lbravo_alone,ui_horn_ALONE_lbravo,veh_horn_compact_ALONE,ui_horn_ALONE_atango,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
28,veh_horn_028,VEHICLES/VEH_HORN_CABANA,ui_horn_CABANA_atango,veh_horn_large_CABANA,ui_horn_CABANA_mkilo,veh_horn_compact_CABANA,ui_horn_CABANA_atango,veh_horn_large_CABANA,ui_horn_CABANA_mkilo,veh_horn_mid_CABANA,ui_horn_CABANA_decho,veh_horn_lbravo_cabana,ui_horn_CABANA_lbravo,veh_horn_compact_CABANA,ui_horn_CABANA_atango,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
29,veh_horn_029,VEHICLES/VEH_HORN_COUNTDOWN,ui_horn_COUNTDOWN_atango,veh_horn_large_COUNTDOWN,ui_horn_COUNTDOWN_mkilo,veh_horn_compact_COUNTDOWN,ui_horn_COUNTDOWN_atango,veh_horn_large_COUNTDOWN,ui_horn_COUNTDOWN_mkilo,veh_horn_mid_COUNTDOWN,ui_horn_COUNTDOWN_decho,veh_horn_lbravo_countdown,ui_horn_COUNTDOWN_lbravo,veh_horn_compact_COUNTDOWN,ui_horn_COUNTDOWN_atango,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
33,veh_horn_033,VEHICLES/VEH_HORN_TREYARCH,ui_horn_TREYARCH_atango,veh_horn_large_TREYARCH,ui_horn_TREYARCH_mkilo,veh_horn_compact_TREYARCH,ui_horn_TREYARCH_atango,veh_horn_large_TREYARCH,ui_horn_TREYARCH_mkilo,veh_horn_mid_TREYARCH,ui_horn_TREYARCH_decho,veh_horn_lbravo_treyarch,ui_horn_TREYARCH_lbravo,veh_horn_compact_TREYARCH,ui_horn_TREYARCH_atango,vehicle_horn_preview,0,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
34,veh_horn_034,VEHICLES/VEH_HORN_LOCKED,,,,,,,,,,,,,,vehicle_horn_preview,1,LUA_MENU/UNLOCKED_THROUGH_BUNDLE,
