15,veh_track_011,default,VEHICLES/VEH_TRACK_011,ui_preview_battle_tracks_loop_10,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_10,mp_battle_tracks,ui_preview_battle_tracks_edm_pack,VEHICLES/EDM_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_005,
16,veh_track_012,default,VEHICLES/VEH_TRACK_012,ui_preview_battle_tracks_loop_11,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_11,mp_battle_tracks,ui_preview_battle_tracks_edm_pack,VEHICLES/EDM_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_005,
17,veh_track_016,default,VEHICLES/VEH_TRACK_016,ui_preview_battle_tracks_loop_15,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_15,mp_battle_tracks,ui_preview_battle_tracks_edm_pack,VEHICLES/EDM_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_005,
18,veh_track_017,default,VEHICLES/VEH_TRACK_017,ui_preview_battle_tracks_loop_16,ui_icon_mtx_tier_battle_track_80s_rock,0,mus_mp_battle_tracks_loop_16,mp_battle_tracks,ui_preview_battle_tracks_80srock_pack,VEHICLES/80S_ROCK_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_008,
19,veh_track_018,default,VEHICLES/VEH_TRACK_018,ui_preview_battle_tracks_loop_17,ui_icon_mtx_tier_battle_track_80s_rock,0,mus_mp_battle_tracks_loop_17,mp_battle_tracks,ui_preview_battle_tracks_80srock_pack,VEHICLES/80S_ROCK_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_008,
20,veh_track_019,default,VEHICLES/VEH_TRACK_019,ui_preview_battle_tracks_loop_18,ui_icon_mtx_tier_battle_track_80s_rock,0,mus_mp_battle_tracks_loop_18,mp_battle_tracks,ui_preview_battle_tracks_80srock_pack,VEHICLES/80S_ROCK_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_008,
21,veh_track_020,default,VEHICLES/VEH_TRACK_020,ui_preview_battle_tracks_loop_19,ui_icon_mtx_tier_battle_track_mixtape_01,0,mus_mp_battle_tracks_loop_19,mp_battle_tracks,ui_preview_battle_tracks_bomixtape1_pack,VEHICLES/BOMIXTAPE1_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_006,
22,veh_track_021,default,VEHICLES/VEH_TRACK_021,ui_preview_battle_tracks_loop_20,ui_icon_mtx_tier_battle_track_mixtape_01,0,mus_mp_battle_tracks_loop_20,mp_battle_tracks,ui_preview_battle_tracks_bomixtape1_pack,VEHICLES/BOMIXTAPE1_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_006,
23,veh_track_022,default,VEHICLES/VEH_TRACK_022,ui_preview_battle_tracks_loop_21,ui_icon_mtx_tier_battle_track_mixtape_01,0,mus_mp_battle_tracks_loop_21,mp_battle_tracks,ui_preview_battle_tracks_bomixtape1_pack,VEHICLES/BOMIXTAPE1_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_006,
24,veh_track_023,default,VEHICLES/VEH_TRACK_023,ui_preview_battle_tracks_loop_22,ui_icon_mtx_tier_battle_track_mixtape_01,0,mus_mp_battle_tracks_loop_22,mp_battle_tracks,ui_preview_battle_tracks_bomixtape1_pack,VEHICLES/BOMIXTAPE1_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_006,
25,veh_track_024,default,VEHICLES/VEH_TRACK_024,ui_preview_battle_tracks_loop_23,ui_icon_mtx_tier_battle_track_80s_rap_hiphop,0,mus_mp_battle_tracks_loop_23,mp_battle_tracks,ui_preview_battle_tracks_80shiphop_pack,VEHICLES/80S_HIPHOP_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_007,
26,veh_track_025,default,VEHICLES/VEH_TRACK_025,ui_preview_battle_tracks_loop_24,ui_icon_mtx_tier_battle_track_80s_rap_hiphop,0,mus_mp_battle_tracks_loop_24,mp_battle_tracks,ui_preview_battle_tracks_80shiphop_pack,VEHICLES/80S_HIPHOP_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_007,
27,veh_track_026,default,VEHICLES/VEH_TRACK_026,ui_preview_battle_tracks_loop_25,ui_icon_mtx_tier_battle_track_80s_rap_hiphop,0,mus_mp_battle_tracks_loop_25,mp_battle_tracks,ui_preview_battle_tracks_80shiphop_pack,VEHICLES/80S_HIPHOP_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_007,
28,veh_track_027,default,VEHICLES/VEH_TRACK_027,ui_preview_battle_tracks_loop_26,ui_icon_mtx_tier_battle_track_80s_hits,0,mus_mp_battle_tracks_loop_26,mp_battle_tracks,ui_preview_battle_tracks_80shits_pack,VEHICLES/80S_HITS_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_009,
29,veh_track_028,default,VEHICLES/VEH_TRACK_028,ui_preview_battle_tracks_loop_27,ui_icon_mtx_tier_battle_track_80s_hits,0,mus_mp_battle_tracks_loop_27,mp_battle_tracks,ui_preview_battle_tracks_80shits_pack,VEHICLES/80S_HITS_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_009,
30,veh_track_029,default,VEHICLES/VEH_TRACK_029,ui_preview_battle_tracks_loop_28,ui_icon_mtx_tier_battle_track_80s_hits,0,mus_mp_battle_tracks_loop_28,mp_battle_tracks,ui_preview_battle_tracks_80shits_pack,VEHICLES/80S_HITS_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_009,
