10,execution_mp_eastern_spetsnaz_variant_1,spetsnaz_eastern,EXECUTIONS/SPETSNAZ_VARIANT_1,0,200,0,5,icon_execution_base,1,EXECUTIONS/SPETSNAZ_VARIANT_1_DESC,mp_execution_nikto_02,execution_02,iw8_execution_halligan_mp,EXECUTIONS/EXECUTION,icon_execution_base,220040,ui_operator_execution_east_nikto_2,,,ui_default_white,
11,execution_mp_western_murphy_default,murphy_western,EXECUTIONS/MURPHY_DEFAULT,1,500,0,4,icon_execution_base,2,EXECUTIONS/MURPHY_DEFAULT_DESC,mp_execution_thorne_01,execution_003,iw8_execution_baton_mp,EXECUTIONS/EXECUTION,icon_execution_base,220002,ui_operator_execution_west_thorne_1,,,ui_default_white,
12,execution_mp_western_murphy_variant_1,murphy_western,EXECUTIONS/MURPHY_VARIANT_1,1,500,0,4,icon_execution_base,2,EXECUTIONS/MURPHY_VARIANT_1_DESC,mp_execution_thorne_02,execution_004,iw8_execution_pistol_mp,EXECUTIONS/EXECUTION,icon_execution_base,220041,ui_operator_execution_west_thorne_2,,,ui_default_white,
13,execution_mp_western_dday_default,dday_western,EXECUTIONS/DDAY_DEFAULT,0,300,1,3,icon_execution_base,1,EXECUTIONS/DDAY_DEFAULT_DESC,mp_execution_dDay_01,execution_018,iw8_execution_hatchet_mp,EXECUTIONS/EXECUTION,icon_execution_base,220003,ui_operator_execution_west_dday_1,,,ui_default_white,
14,execution_mp_western_dday_variant_1,dday_western,EXECUTIONS/DDAY_VARIANT_1,2,300,1,3,icon_execution_base,1,EXECUTIONS/DDAY_VARIANT_1_DESC,mp_execution_dDay_02,execution_019,none,EXECUTIONS/EXECUTION,icon_execution_base,220042,ui_operator_execution_west_dday_2,,,ui_default_white,
15,execution_mp_western_charly_default,charly_western,EXECUTIONS/CHARLY_DEFAULT,0,800,0,3,icon_execution_base,3,EXECUTIONS/CHARLY_DEFAULT_DESC,mp_execution_charly_01,execution_000,iw8_execution_baton_mp,EXECUTIONS/EXECUTION,icon_execution_base,220004,ui_operator_execution_west_charly_1,,,ui_default_white,
16,execution_mp_western_charly_variant_1,charly_western,EXECUTIONS/CHARLY_VARIANT_1,2,800,0,3,icon_execution_base,3,EXECUTIONS/CHARLY_VARIANT_1_DESC,mp_execution_charly_02,execution_001,iw8_execution_pistol_mp,EXECUTIONS/EXECUTION,icon_execution_base,220043,ui_operator_execution_west_charly_2,,,ui_default_white,
17,execution_mp_western_alice_default,alice_western,EXECUTIONS/ALICE_DEFAULT,0,100,1,2,icon_execution_base,4,EXECUTIONS/ALICE_DEFAULT_DESC,mp_execution_alice_01,execution_021,iw8_execution_hatchet_mp,EXECUTIONS/EXECUTION,icon_execution_base,220005,ui_operator_execution_west_alice_1,,,ui_default_white,
18,execution_mp_western_alice_variant_1,alice_western,EXECUTIONS/ALICE_VARIANT_1,0,100,1,2,icon_execution_base,4,EXECUTIONS/ALICE_VARIANT_1_DESC,mp_execution_alice_02,execution_022,none,EXECUTIONS/EXECUTION,icon_execution_base,220044,ui_operator_execution_west_alice_2,,,ui_default_white,
19,execution_mp_eastern_syd_default,syd_eastern,EXECUTIONS/SYD_DEFAULT,0,200,0,5,icon_execution_base,1,EXECUTIONS/SYD_DEFAULT_DESC,mp_execution_syd_01,execution_041,iw8_execution_kerambit_mp,EXECUTIONS/EXECUTION,icon_execution_base,220006,ui_operator_execution_east_syd_1,,,ui_default_white,
20,execution_mp_eastern_syd_variant_1,syd_eastern,EXECUTIONS/SYD_VARIANT_1,0,200,0,5,icon_execution_base,1,EXECUTIONS/SYD_VARIANT_1_DESC,mp_execution_syd_02,execution_042,iw8_execution_brassknuckles_f_mp,EXECUTIONS/EXECUTION,icon_execution_base,220045,ui_operator_execution_east_syd_2,,,ui_default_white,
21,execution_mp_eastern_bale_default,bale_eastern,EXECUTIONS/BALE_DEFAULT,0,500,0,4,icon_execution_base,1,EXECUTIONS/BALE_DEFAULT_DESC,mp_execution_bale_01,execution_032,none,EXECUTIONS/EXECUTION,icon_execution_base,220007,ui_operator_execution_east_bale_1,,,ui_default_white,
22,execution_mp_eastern_bale_variant_1,bale_eastern,EXECUTIONS/BALE_VARIANT_1,2,500,0,4,icon_execution_base,1,EXECUTIONS/BALE_VARIANT_1_DESC,mp_execution_bale_02,execution_033,iw8_execution_halligan_mp,EXECUTIONS/EXECUTION,icon_execution_base,220046,ui_operator_execution_east_bale_2,,,ui_default_white,
23,execution_mp_western_domino_default,domino_western,EXECUTIONS/DOMINO_DEFAULT,0,300,1,3,icon_execution_base,2,EXECUTIONS/DOMINO_DEFAULT_DESC,mp_execution_domino_01,execution_015,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220008,ui_operator_execution_west_domino_1,,,ui_default_white,
24,execution_mp_western_domino_variant_1,domino_western,EXECUTIONS/DOMINO_VARIANT_1,2,300,1,3,icon_execution_base,2,EXECUTIONS/DOMINO_VARIANT_1_DESC,mp_execution_domino_02,execution_016,iw8_execution_cattleprod_mp,EXECUTIONS/EXECUTION,icon_execution_base,220047,ui_operator_execution_west_domino_2,,,ui_default_white,
25,execution_mp_western_otter_default,otter_western,EXECUTIONS/OTTER_DEFAULT,0,800,0,3,icon_execution_base,3,EXECUTIONS/OTTER_DEFAULT_DESC,mp_execution_otter_01,execution_006,iw8_execution_baton_mp,EXECUTIONS/EXECUTION,icon_execution_base,220009,ui_operator_execution_west_otter_1,,,ui_default_white,
26,execution_mp_western_otter_variant_1,otter_western,EXECUTIONS/OTTER_VARIANT_1,0,800,0,3,icon_execution_base,3,EXECUTIONS/OTTER_VARIANT_1_DESC,mp_execution_otter_02,execution_007,iw8_execution_pistol_mp,EXECUTIONS/EXECUTION,icon_execution_base,220048,ui_operator_execution_west_otter_2,,,ui_default_white,
27,execution_mp_western_quin_default,quin_western,EXECUTIONS/QUIN_DEFAULT,0,100,1,2,icon_execution_base,4,EXECUTIONS/QUIN_DEFAULT_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220010,icon_execution_base,,,ui_default_white,
28,execution_mp_western_quin_variant_1,quin_western,EXECUTIONS/QUIN_VARIANT_1,0,100,1,2,icon_execution_base,4,EXECUTIONS/QUIN_VARIANT_1_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220049,icon_execution_base,,,ui_default_white,
29,execution_mp_western_kato_default,kato_western,EXECUTIONS/KATO_DEFAULT,0,200,0,5,icon_execution_base,1,EXECUTIONS/KATO_DEFAULT_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220011,icon_execution_base,,,ui_default_white,
30,execution_mp_western_kato_variant_1,kato_western,EXECUTIONS/KATO_VARIANT_1,0,200,0,5,icon_execution_base,1,EXECUTIONS/KATO_VARIANT_1_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220050,icon_execution_base,,,ui_default_white,
31,execution_mp_western_zedra_default,zedra_western,EXECUTIONS/ZEDRA_DEFAULT,1,500,0,4,icon_execution_base,1,EXECUTIONS/ZEDRA_DEFAULT_DESC,mp_execution_mara_01,execution_027,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220012,ui_operator_execution_west_mara_1,,,ui_default_white,
32,execution_mp_western_zedra_variant_1,zedra_western,EXECUTIONS/ZEDRA_VARIANT_1,1,500,0,4,icon_execution_base,1,EXECUTIONS/ZEDRA_VARIANT_1_DESC,mp_execution_mara_02,execution_028,iw8_execution_cattleprod_mp,EXECUTIONS/EXECUTION,icon_execution_base,220051,ui_operator_execution_west_mara_2,,,ui_default_white,
33,execution_mp_western_golem_default,golem_western,EXECUTIONS/GOLEM_DEFAULT,2,300,1,3,icon_execution_base,2,EXECUTIONS/GOLEM_DEFAULT_DESC,mp_execution_golem_01,execution_012,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220013,ui_operator_execution_west_golem_1,,,ui_default_white,
34,execution_mp_western_golem_variant_1,golem_western,EXECUTIONS/GOLEM_VARIANT_1,2,300,1,3,icon_execution_base,2,EXECUTIONS/GOLEM_VARIANT_1_DESC,mp_execution_golem_02,execution_013,iw8_execution_cattleprod_mp,EXECUTIONS/EXECUTION,icon_execution_base,220052,ui_operator_execution_west_golem_2,,,ui_default_white,
35,execution_mp_western_farah_default,farah_western,EXECUTIONS/FARAH_DEFAULT,0,800,0,3,icon_execution_base,1,EXECUTIONS/FARAH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220014,ui_operator_execution_east_farah_1,,,ui_default_white,
36,execution_mp_western_farah_variant_1,farah_western,EXECUTIONS/FARAH_VARIANT_1,0,800,0,3,icon_execution_base,1,EXECUTIONS/FARAH_VARIANT_1_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220053,ui_operator_execution_east_farah_1,,,ui_default_white,
37,execution_mp_western_ghost_default,ghost_western,EXECUTIONS/GHOST_DEFAULT,0,100,1,2,icon_execution_base,3,EXECUTIONS/GHOST_DEFAULT_DESC,mp_execution_ghost_01,execution_068,iw8_execution_knife_pistol_mp,EXECUTIONS/EXECUTION,icon_execution_base,220015,ui_operator_execution_west_ghost_1,,,ui_default_white,
38,execution_mp_western_ghost_variant_1,ghost_western,EXECUTIONS/GHOST_VARIANT_1,0,100,1,2,icon_execution_base,3,EXECUTIONS/GHOST_VARIANT_1_DESC,mp_execution_ghost_02,execution_072,iw8_execution_baton_mp,EXECUTIONS/EXECUTION,icon_execution_base,220054,ui_operator_execution_west_ghost_2,,,ui_default_white,
39,execution_mp_western_lynch_default,lynch_western,EXECUTIONS/LYNCH_DEFAULT,0,200,0,5,icon_execution_base,4,EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220016,icon_execution_base,,,ui_default_white,
40,execution_mp_western_lynch_variant_1,lynch_western,EXECUTIONS/LYNCH_VARIANT_1,0,200,0,5,icon_execution_base,4,EXECUTIONS/LYNCH_VARIANT_1_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220055,icon_execution_base,,,ui_default_white,
41,execution_mp_western_hooper_default,hooper_western,EXECUTIONS/HOOPER_DEFAULT,1,500,0,4,icon_execution_base,1,EXECUTIONS/HOOPER_DEFAULT_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220017,icon_execution_base,,,ui_default_white,
42,execution_mp_western_hooper_variant_1,hooper_western,EXECUTIONS/HOOPER_VARIANT_1,1,500,0,4,icon_execution_base,1,EXECUTIONS/HOOPER_VARIANT_1_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220056,icon_execution_base,,,ui_default_white,
43,execution_mp_eastern_stohli_default,stohli_eastern,EXECUTIONS/STOHLI_DEFAULT,2,300,1,3,icon_execution_base,1,EXECUTIONS/STOHLI_DEFAULT_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220018,icon_execution_base,,,ui_default_white,
44,execution_mp_eastern_stohli_variant_1,stohli_eastern,EXECUTIONS/STOHLI_VARIANT_1,2,300,1,3,icon_execution_base,1,EXECUTIONS/STOHLI_VARIANT_1_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220057,icon_execution_base,,,ui_default_white,
45,execution_mp_eastern_rodion_default,rodion_eastern,EXECUTIONS/RODION_DEFAULT,0,800,0,3,icon_execution_base,2,EXECUTIONS/RODION_DEFAULT_DESC,mp_execution_rodion_01,execution_038,none,EXECUTIONS/EXECUTION,icon_execution_base,220019,ui_operator_execution_east_rodion_1,,,ui_default_white,
46,execution_mp_eastern_rodion_variant_1,rodion_eastern,EXECUTIONS/RODION_VARIANT_1,0,800,0,3,icon_execution_base,2,EXECUTIONS/RODION_VARIANT_1_DESC,mp_execution_rodion_02,execution_039,iw8_execution_halligan_mp,EXECUTIONS/EXECUTION,icon_execution_base,220058,ui_operator_execution_east_rodion_2,,,ui_default_white,
47,execution_mp_eastern_trigg_default,trigg_eastern,EXECUTIONS/TRIGG_DEFAULT,0,100,1,2,icon_execution_base,3,EXECUTIONS/TRIGG_DEFAULT_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220020,icon_execution_base,,,ui_default_white,
48,execution_mp_eastern_trigg_variant_1,trigg_eastern,EXECUTIONS/TRIGG_VARIANT_1,0,100,1,2,icon_execution_base,3,EXECUTIONS/TRIGG_VARIANT_1_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220059,icon_execution_base,,,ui_default_white,
49,execution_mp_eastern_grinch_default,grinch_eastern,EXECUTIONS/GRINCH_DEFAULT,0,200,0,5,icon_execution_base,4,EXECUTIONS/GRINCH_DEFAULT_DESC,mp_execution_grinch_01,execution_050,iw8_execution_machete_mp,EXECUTIONS/EXECUTION,icon_execution_base,220021,ui_operator_execution_east_grinch_1,,,ui_default_white,
50,execution_mp_eastern_grinch_variant_1,grinch_eastern,EXECUTIONS/GRINCH_VARIANT_1,0,200,0,5,icon_execution_base,4,EXECUTIONS/GRINCH_VARIANT_1_DESC,mp_execution_grinch_02,execution_051,iw8_execution_rungu_mp,EXECUTIONS/EXECUTION,icon_execution_base,220060,ui_operator_execution_east_grinch_2,,,ui_default_white,
51,execution_mp_eastern_iskra_default,iskra_eastern,EXECUTIONS/ISKRA_DEFAULT,1,500,0,4,icon_execution_base,1,EXECUTIONS/ISKRA_DEFAULT_DESC,mp_execution_iskra_01,execution_062,iw8_execution_double_sword_mp,EXECUTIONS/EXECUTION,icon_execution_base,220022,ui_operator_execution_east_iskra_1,,,ui_default_white,
52,execution_mp_eastern_iskra_variant_1,iskra_eastern,EXECUTIONS/ISKRA_VARIANT_1,1,500,0,4,icon_execution_base,1,EXECUTIONS/ISKRA_VARIANT_1_DESC,mp_streak_tutorial_uav,execution_063,iw8_execution_kali_mp,EXECUTIONS/EXECUTION,icon_execution_base,220061,ui_operator_execution_east_iskra_2,,,ui_default_white,
53,execution_mp_eastern_yegor_default,yegor_eastern,EXECUTIONS/YEGOR_DEFAULT,2,300,1,3,icon_execution_base,1,EXECUTIONS/YEGOR_DEFAULT_DESC,mp_execution_yegor_01,execution_044,iw8_execution_kerambit_mp,EXECUTIONS/EXECUTION,icon_execution_base,220023,ui_operator_execution_east_yegor_1,,,ui_default_white,
54,execution_mp_eastern_yegor_variant_1,yegor_eastern,EXECUTIONS/YEGOR_VARIANT_1,2,300,1,3,icon_execution_base,1,EXECUTIONS/YEGOR_VARIANT_1_DESC,mp_execution_yegor_02,execution_045,iw8_execution_brassknuckles_m_mp,EXECUTIONS/EXECUTION,icon_execution_base,220062,ui_operator_execution_east_yegor_2,,,ui_default_white,
55,execution_mp_eastern_kreuger_default,kreuger_eastern,EXECUTIONS/KREUGER_DEFAULT,0,800,0,3,icon_execution_base,2,EXECUTIONS/KREUGER_DEFAULT_DESC,mp_execution_kreuger_01,execution_047,iw8_execution_kerambit_mp,EXECUTIONS/EXECUTION,icon_execution_base,220024,ui_operator_execution_east_kreuger_1,,,ui_default_white,
56,execution_mp_eastern_kreuger_variant_1,kreuger_eastern,EXECUTIONS/KREUGER_VARIANT_1,0,800,0,3,icon_execution_base,2,EXECUTIONS/KREUGER_VARIANT_1_DESC,mp_execution_kreuger_02,execution_048,iw8_execution_brassknuckles_m_mp,EXECUTIONS/EXECUTION,icon_execution_base,220063,ui_operator_execution_east_kreuger_2,,,ui_default_white,
57,execution_mp_eastern_dingo_default,dingo_eastern,EXECUTIONS/DINGO_DEFAULT,0,100,1,2,icon_execution_base,1,EXECUTIONS/DINGO_DEFAULT_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220025,icon_execution_base,,,ui_default_white,
58,execution_mp_eastern_dingo_variant_1,dingo_eastern,EXECUTIONS/DINGO_VARIANT_1,0,100,1,2,icon_execution_base,1,EXECUTIONS/DINGO_VARIANT_1_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220064,icon_execution_base,,,ui_default_white,
59,execution_mp_eastern_azur_default,azur_eastern,EXECUTIONS/AZUR_DEFAULT,0,200,0,5,icon_execution_base,3,EXECUTIONS/AZUR_DEFAULT_DESC,mp_execution_azur_01,execution_056,iw8_execution_machete_mp,EXECUTIONS/EXECUTION,icon_execution_base,220026,ui_operator_execution_east_azur_1,,,ui_default_white,
60,execution_mp_eastern_azur_variant_1,azur_eastern,EXECUTIONS/AZUR_VARIANT_1,0,200,0,5,icon_execution_base,3,EXECUTIONS/AZUR_VARIANT_1_DESC,mp_execution_azur_02,execution_057,iw8_execution_rungu_mp,EXECUTIONS/EXECUTION,icon_execution_base,220065,ui_operator_execution_east_azur_2,,,ui_default_white,
61,execution_mp_eastern_yolandi_default,yolandi_eastern,EXECUTIONS/YOLANDI_DEFAULT,1,500,0,4,icon_execution_base,4,EXECUTIONS/YOLANDI_DEFAULT_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220027,icon_execution_base,,,ui_default_white,
62,execution_mp_eastern_yolandi_variant_1,yolandi_eastern,EXECUTIONS/YOLANDI_VARIANT_1,1,500,0,4,icon_execution_base,4,EXECUTIONS/YOLANDI_VARIANT_1_DESC,mp_streak_tutorial_uav,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220066,icon_execution_base,,,ui_default_white,
63,execution_mp_eastern_zane_default,zane_eastern,EXECUTIONS/ZANE_DEFAULT,2,300,1,3,icon_execution_base,1,EXECUTIONS/ZANE_DEFAULT_DESC,mp_execution_zane_01,execution_053,iw8_execution_machete_mp,EXECUTIONS/EXECUTION,icon_execution_base,220028,ui_operator_execution_east_zane_1,,,ui_default_white,
64,execution_mp_eastern_zane_variant_1,zane_eastern,EXECUTIONS/ZANE_VARIANT_1,2,300,1,3,icon_execution_base,1,EXECUTIONS/ZANE_VARIANT_1_DESC,mp_execution_zane_02,execution_054,iw8_execution_rungu_mp,EXECUTIONS/EXECUTION,icon_execution_base,220067,ui_operator_execution_east_zane_2,,,ui_default_white,
65,execution_mp_eastern_minotavr_default,minotavr_eastern,EXECUTIONS/MINOTAVR_DEFAULT,0,800,0,3,icon_execution_base,1,EXECUTIONS/MINOTAVR_DEFAULT_DESC,mp_execution_minotaur_01,execution_035,none,EXECUTIONS/EXECUTION,icon_execution_base,220029,ui_operator_execution_east_minotaur_1,,,ui_default_white,
66,execution_mp_eastern_minotavr_variant_1,minotavr_eastern,EXECUTIONS/MINOTAVR_VARIANT_1,0,800,0,3,icon_execution_base,1,EXECUTIONS/MINOTAVR_VARIANT_1_DESC,mp_execution_minotaur_02,execution_036,iw8_execution_halligan_mp,EXECUTIONS/EXECUTION,icon_execution_base,220068,ui_operator_execution_east_minotaur_2,,,ui_default_white,
67,execution_mp_western_raines_default,raines_western,EXECUTIONS/RAINES_DEFAULT,0,200,0,5,icon_execution_base,4,EXECUTIONS/RAINES_DEFAULT_DESC,mp_execution_raines_01,execution_024,iw8_execution_hatchet_mp,EXECUTIONS/EXECUTION,icon_execution_base,220030,ui_operator_execution_west_raines_1,,,ui_default_white,
68,execution_mp_western_raines_variant_1,raines_western,EXECUTIONS/RAINES_VARIANT_1,0,200,0,5,icon_execution_base,4,EXECUTIONS/RAINES_VARIANT_1_DESC,mp_execution_raines_02,execution_025,none,EXECUTIONS/EXECUTION,icon_execution_base,220069,ui_operator_execution_west_raines_2,,,ui_default_white,
69,execution_mp_western_golem_variant_2,golem_western,EXECUTIONS/GOLEM_VARIANT_2,2,300,1,3,icon_execution_base,2,EXECUTIONS/GOLEM_VARIANT_2_DESC,mp_execution_golem_03,execution_014,iw8_execution_shovel_mp,EXECUTIONS/EXECUTION,icon_execution_base,220082,ui_operator_execution_west_golem_3,,,ui_default_white,
70,execution_mp_western_domino_variant_2,domino_western,EXECUTIONS/DOMINO_VARIANT_2,2,300,1,3,icon_execution_base,2,EXECUTIONS/DOMINO_VARIANT_2_DESC,mp_execution_domino_03,execution_017,iw8_execution_shovel_mp,EXECUTIONS/EXECUTION,icon_execution_base,220083,ui_operator_execution_west_domino_3,,,ui_default_white,
71,execution_mp_western_dday_variant_2,dday_western,EXECUTIONS/DDAY_VARIANT_2,2,300,1,3,icon_execution_base,1,EXECUTIONS/DDAY_VARIANT_2_DESC,mp_execution_dDay_03,execution_020,iw8_execution_baton_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220084,ui_operator_execution_west_dday_3,,,ui_default_white,
72,execution_mp_western_alice_variant_2,alice_western,EXECUTIONS/ALICE_VARIANT_2,0,100,1,2,icon_execution_base,4,EXECUTIONS/ALICE_VARIANT_2_DESC,mp_execution_alice_03,execution_023,iw8_execution_baton_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220085,ui_operator_execution_west_alice_3,,,ui_default_white,
73,execution_mp_western_raines_variant_2,raines_western,EXECUTIONS/RAINES_VARIANT_2,0,200,0,5,icon_execution_base,4,EXECUTIONS/RAINES_VARIANT_2_DESC,mp_execution_raines_03,execution_026,iw8_execution_baton_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220086,ui_operator_execution_west_raines_3,,,ui_default_white,
74,execution_mp_western_zedra_variant_2,zedra_western,EXECUTIONS/ZEDRA_VARIANT_2,1,500,0,4,icon_execution_base,1,EXECUTIONS/ZEDRA_VARIANT_2_DESC,mp_execution_mara_03,execution_029,iw8_execution_shovel_mp,EXECUTIONS/EXECUTION,icon_execution_base,220087,ui_operator_execution_west_mara_3,,,ui_default_white,
75,execution_default_west,default_western,EXECUTIONS/DEFAULT_WESTERN,0,100,1,2,icon_execution_base,1,EXECUTIONS/WYATT_DEFAULT_DESC,mp_execution_default_coalition,execution_02,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_operator_execution_west_default_1,,,ui_default_white,
76,execution_default_east,default_eastern,EXECUTIONS/DEFAULT_EASTERN,0,100,1,2,icon_execution_base,1,EXECUTIONS/WYATT_DEFAULT_DESC,mp_execution_default_allegiance,execution_default_east,iw8_execution_knife_mp,EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_operator_execution_east_default_1,,,ui_default_white,
77,execution_mp_eastern_bale_variant_2,bale_eastern,EXECUTIONS/BALE_VARIANT_2,2,500,0,4,icon_execution_base,1,EXECUTIONS/BALE_VARIANT_2_DESC,mp_execution_bale_03,execution_034,iw8_execution_ballisticknife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220088,ui_operator_execution_east_bale_3,,,ui_default_white,
78,execution_mp_eastern_minotavr_variant_2,minotavr_eastern,EXECUTIONS/MINOTAVR_VARIANT_2,0,800,0,3,icon_execution_base,1,EXECUTIONS/MINOTAVR_VARIANT_2_DESC,mp_execution_minotaur_03,execution_037,iw8_execution_ballisticknife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220089,ui_operator_execution_east_minotaur_3,,,ui_default_white,
79,execution_mp_eastern_rodion_variant_2,rodion_eastern,EXECUTIONS/RODION_VARIANT_2,0,800,0,3,icon_execution_base,2,EXECUTIONS/RODION_VARIANT_2_DESC,mp_execution_rodion_03,execution_040,iw8_execution_ballisticknife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220090,ui_operator_execution_east_rodion_3,,,ui_default_white,
80,execution_mp_eastern_syd_variant_2,syd_eastern,EXECUTIONS/SYD_VARIANT_2,0,200,0,5,icon_execution_base,1,EXECUTIONS/SYD_VARIANT_2_DESC,mp_execution_syd_03,execution_043,iw8_execution_throwingknife_mp,EXECUTIONS/EXECUTION,icon_execution_base,220091,ui_operator_execution_east_syd_3,,,ui_default_white,
