item,brloot_plunder_cash_uncommon_2,,10,10,20,20,20,0,0,0,20,20,20,20,20,0,
item,brloot_plunder_cash_uncommon_3,,10,10,12,12,12,20,0,0,12,12,12,12,12,20,
item,brloot_plunder_cash_rare_1,,5,5,8,8,8,30,10,10,8,8,8,8,8,30,
item,brloot_plunder_cash_rare_2,,0,0,0,0,0,30,10,10,0,0,0,0,0,30,
item,brloot_plunder_cash_epic_1,,0,0,0,0,0,15,20,20,0,0,0,0,0,15,
item,brloot_plunder_cash_epic_2,,0,0,0,0,0,5,30,30,0,0,0,0,0,5,
item,brloot_plunder_cash_legendary_1,,0,0,0,0,0,0,20,20,0,0,0,0,0,0,
rarity,0_killstreak,,0,0,0,0,20,0,0,20,20,20,20,20,0,0,
rarity,1_killstreak,,0,0,0,0,20,0,0,20,20,20,20,20,0,0,
rarity,2_killstreak,,0,0,0,0,20,0,0,20,20,20,20,20,0,0,
rarity,3_killstreak,,0,0,0,0,20,50,50,20,20,20,20,20,50,0,
rarity,4_killstreak,,0,0,0,0,20,50,50,20,20,20,20,20,50,0,
item,brloot_killstreak_juggernaut,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_auav,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_assaultdrone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_circle_peek,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_scramblerdrone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_rcxd_rad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_assassination_tablet,,20,30,15,15,20,20,20,20,20,20,20,20,15,0,
item,brloot_domination_tablet,,20,15,25,25,20,20,20,20,20,20,20,20,25,0,
item,brloot_scavenger_tablet,,20,10,25,25,20,20,20,20,20,20,20,20,25,0,
item,brloot_timedrun_tablet,,20,15,15,15,20,20,20,20,20,20,20,20,15,0,
item,brloot_vip_tablet,,20,30,20,20,20,20,20,20,20,20,20,20,20,0,
item,brloot_access_card_blue,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_green,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_red,,0,0,0,0,1,1,1,1,1,1,1,1,0,0,
item,brloot_access_card_blue_stadium_parking,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_blue_stadium_executive,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_blue_stadium_concourse,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,0_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,1_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,2_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,3_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,4_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
