Auston Lindsay,string,,,,
Brian Baker,string,,,,
Brian Bright,string,,,,
Brittany Thies,string,,,,
Casey Piper,string,,,,
Chris Lockwood,string,,,,
Chris Pierro,string,,,,
Cody Pierson,string,,,,
Craig Jong,string,,,,
David Ludwig,string,,,,
David Mickner,string,,,,
Eric Goldin,string,,,,
Eric Su,string,,,,
Geoffrey Smith,string,,,,
Greg Lopez,string,,,,
Jack O'Hara,string,,,,
Jacob Minkoff,string,,,,
Jacob VanEnkevort,string,,,,
James Chen,string,,,,
Jason Uyeda,string,,,,
Jeremy Townsend,string,,,,
Joe Cecot,string,,,,
John Mundy,string,,,,
Jolyon Myers,string,,,,
Jorge Garrido Res??ndiz,string,,,,
Joseph Racey,string,,,,
Julian Luo,string,,,,
Justin Lepine,string,,,,
Kyle Audick,string,,,,
Mark Davies,string,,,,
Matthew Mason,string,,,,
Michael Egan,string,,,,
Michael Madden,string,,,,
Mike Denny,string,,,,
Nathan Vokal,string,,,,
Nicholas H. H. Lance,string,,,,
Oscar Lopez,string,,,,
Paul Sandler,string,,,,
Paul Valdivia,string,,,,
Richard Farrelly,string,,,,
Rion Jones,string,,,,
Ryan Randolph,string,,,,
Scott Carpenter,string,,,,
Steven Holmes,string,,,,
Steven Taylor,string,,,,
T.J. Stamm,string,,,,
Zied Rieke,string,,,,
CREDITS/DEPT_AUDIO,dept,,,,
Blair Devereaux,string,,,,
Chris Egert,string,,,,
Chris Staples,string,,,,
Chrissy Arya,string,,,,
Christopher Christensen,string,,,,
Dave Rowe,string,,,,
David Natale,string,,,,
Doug Prior,string,,,,
Michael Krystek,string,,,,
Peter Batemon,string,,,,
Stephen Miller,string,,,,
Stuart Provine,string,,,,
Tim Stasica,string,,,,
CREDITS/DEPT_ANIMATION,dept,,,,
Aaron Williams,string,,,,
Adrian Dimond,string,,,,
Amanda Newman,string,,,,
Amelie Le-Roche,string,,,,
Anet Hambarsumian,string,,,,
Angel Pena,string,,,,
Antony Scuria,string,,,,
Avi Yeyni,string,,,,
Byeong Park,string,,,,
Cassandra Dart,string,,,,
Chris Gonzo Gonzalez,string,,,,
Conner Burke,string,,,,
Dustin Kimmich,string,,,,
Freddy Burgos,string,,,,
Hanjin Song,string,,,,
Jason Greenberg,string,,,,
Jeff Swenty,string,,,,
Jonathan Kwok,string,,,,
Jordan Jones,string,,,,
Julian Krotser,string,,,,
Jun Chang,string,,,,
Khoa Le,string,,,,
Kristina Adelmeyer,string,,,,
Liam Reynolds,string,,,,
Lindsey Troiano,string,,,,
Marco Capparelli,string,,,,
Mark Grigsby,string,,,,
Matthew Bauer,string,,,,
Michael Listo,string,,,,
Paula Sar,string,,,,
Pete Day,string,,,,
Puneet Neelapu,string,,,,
Ramahan Faulk,string,,,,
Ranon Sarono,string,,,,
Seth Leviste,string,,,,
Steven McClellan,string,,,,
Victoria Lopez,string,,,,
Vincent Loisel,string,,,,
Zachary Volker,string,,,,
CREDITS/DEPT_ART,dept,,,,
Aaron Beck,string,,,,
Aaron Skillman,string,,,,
Alberto Herrera,string,,,,
Ali Jalal,string,,,,
Alican Afsar,string,,,,
Andrei Indrikson,string,,,,
Andrew Prince,string,,,,
Attila Zalanyi,string,,,,
Ben Turner,string,,,,
Benedict Charles Orlando Garnell,string,,,,
Benjamin Liu,string,,,,
Bernardo Antoniazzi,string,,,,
Carlos Cervantes,string,,,,
Charles-F??lix Chabert,string,,,,
Chris Barnes,string,,,,
Christopher George,string,,,,
Christopher Leon,string,,,,
Dan Savage,string,,,,
Dana De Lalla,string,,,,
Daniel Wapner,string,,,,
Danny Chilingaryan,string,,,,
Dante Finn,string,,,,
Darren Horrocks,string,,,,
Daryl Hanna Tancinco,string,,,,
David Blizard,string,,,,
Dong Woo Thomas Shin,string,,,,
Donovan Keele,string,,,,
Doron Kamara,string,,,,
HyeonJin Park,string,,,,
Ian Anderson,string,,,,
Jaime Molina,string,,,,
Jason Barajas,string,,,,
Jason Maynard,string,,,,
Jeongmin Lee,string,,,,
Jeremy Thurman,string,,,,
Jesse Moody,string,,,,
Jihyun Song,string,,,,
Joel Emslie,string,,,,
John Dunford,string,,,,
Jon Bailey,string,,,,
Josh-David Isaacson,string,,,,
Joshua Ball,string,,,,
Joshua Dunnam,string,,,,
Joshua Haun,string,,,,
Kevin Norwood,string,,,,
Konstantin Molchanov,string,,,,
Krisztian Szadoczki,string,,,,
Krzysztof Wojcik,string,,,,
Kyle Collier,string,,,,
Leandro Do Amaral,string,,,,
Maria Morales,string,,,,
Marko Vukovic,string,,,,
Matthew Evans,string,,,,
Matthew Tullis,string,,,,
Michael Eurek,string,,,,
Michael Friedrich,string,,,,
Michael Hong,string,,,,
Michael Velasquez,string,,,,
Mido Lai,string,,,,
Nicolas Lebessis,string,,,,
Omar Gatica,string,,,,
Patrick Hagar,string,,,,
Paul Interrante,string,,,,
Pedro Flores,string,,,,
Peter Chen,string,,,,
Piotr Dudek,string,,,,
Rachel Donnelly,string,,,,
Reed Shingledecker,string,,,,
Riccard Linde,string,,,,
Richard Santarsiero,string,,,,
Ricky Zhang,string,,,,
Robb Shoberg,string,,,,
Ron Del Rosario,string,,,,
Roxana Bracamontes,string,,,,
Ryan Miller,string,,,,
Sergio Gil,string,,,,
Serozh Sarkisyan,string,,,,
Seung Young Lee,string,,,,
Steven Burrichter,string,,,,
Steven Ty,string,,,,
Suyang Wang,string,,,,
Taeho Son,string,,,,
Thomas A. Szakolczay,string,,,,
Tom De La Garza,string,,,,
Velinda Reyes,string,,,,
Vivian Ding,string,,,,
Volodymyr Derhachov,string,,,,
Ziemowit Piasecki,string,,,,
CREDITS/DEPT_COMMUNITY,dept,,,,
Ashton Williams,string,,,,
Keith Nieves,string,,,,
CREDITS/DEPT_DEVSUPPORT,dept,,,,
Abraham Cohen,string,,,,
Adam Smith,string,,,,
Alexander Weldon,string,,,,
Bryan Nogradi,string,,,,
Caleb Thies,string,,,,
Erick Groman,string,,,,
John Goldsworthy,string,,,,
Justin Schwartz,string,,,,
CREDITS/DEPT_IT,dept,,,,
Bob Gropper,string,,,,
David Hernandez,string,,,,
Guignard Isaac,string,,,,
Matteo Canale,string,,,,
Ryan Brooks,string,,,,
CREDITS/DEPT_NARRATIVE,dept,,,,
Benjamin Chaney,string,,,,
James Myers,string,,,,
Jeffrey Negus,string,,,,
Justin Harris,string,,,,
Taylor Kurosaki,string,,,,
CREDITS/DEPT_PRODUCTION,dept,,,,
Adrian Sandoval,string,,,,
Amanda Soyo Ahn,string,,,,
Angel Orlando,string,,,,
Candice Harris,string,,,,
Chris Parise,string,,,,
Dino Verano,string,,,,
Dom McCarthy,string,,,,
Douglas Heder,string,,,,
Drew Surmenian,string,,,,
Graham Hagmaier,string,,,,
Jacob Parmley,string,,,,
Madison Cromwell,string,,,,
Matthew Wellman,string,,,,
Meghan House,string,,,,
Michael Fletcher,string,,,,
Paul Haile,string,,,,
Peter McCabe,string,,,,
Rick Alvarez,string,,,,
Shayna Warr,string,,,,
Sivarak Tawarotip,string,,,,
Steven Najera,string,,,,
Tabari Jeffries,string,,,,
Tony-Ely Arrizon,string,,,,
Trant Lee-Amies,string,,,,
Travis Ramon,string,,,,
William Allaway,string,,,,
CREDITS/DEPT_UI,dept,,,,
Alex Chapman,string,,,,
Alfonso Fonzy Elenes Jr.,string,,,,
Andrew Edwards,string,,,,
Athena Abdo,string,,,,
Chris Bartlett,string,,,,
Dana MacKenzie,string,,,,
Emmeline Estrampes,string,,,,
Erik Fraki,string,,,,
Jade Greggory,string,,,,
Nat Dart,string,,,,
CREDITS/DEPT_CAST,dept,,,,
Chad Michael Collins,cast,Alex,,,
Asher Sarraf,cast,Amon,,,
Barry Sloane,cast,Captain Price,,,
Nick Boraine,cast,Colonel Norris,,,
Claudia Doumit,cast,Farah Karim,,,
Jared Farid Ward,cast,Farah's Father,,,
Debra Wilson,cast,General Lyons,,,
Aidan Bristow,cast,Hadir Karim,,,
Gene Farber,cast,Kamarov,,,
Rya Kihlstedt,cast,Kate Laswell,,,
Elliot Knight,cast,Kyle Garrick,,,
Stefan Kapicic,cast,Nikolai/J-12,,,
Zehra Fazal,cast,Ousa,,,
Konstantin Lavysh,cast,Roman Barkov,,,
Lamonica Garrett,cast,Sgt. Griggs,,,
Nick Tarabay,cast,The Butcher,,,
Joel Swetow,cast,The Wolf,,,
Sophia Coto,cast,Young Farah,,,
Roman Coto,cast,Young Hadir,,,
CREDITS/WRITTENBY,dept,,,,
Ben Chaney,string,,,,
Brian Bloom,string,,,,
Justin Harris,string,,,,
Taylor Kurosaki,string,,,,
Title Theme Composed and Produced By,dept,,,,
Sarah Schachner,string,,,,
Music Composed and Produced By,dept,,,,
Sarah Schachner,string,,,,
Multiplayer Music By,dept,,,,
Mike Dean,string,,,,
Sarah Schachner,string,,,,
CREDITS/DEPT_VOCALPERFORMED,dept,,,,
Ayana Haviv,string,,,,
Rafe Pearlman,string,,,,
CREDITS/DEPT_ADDVOICE,dept,,,,
Aaron Bradshaw,string,,,,
Abby Craden,string,,,,
Adam Croasdell,string,,,,
Adam Tsekhman,string,,,,
Adetokumbo M???Cormack,string,,,,
Alastair Duncan,string,,,,
Alek Friedman,string,,,,
Alex Feldman,string,,,,
Alexander Kaminer,string,,,,
Alexandra Lemosle,string,,,,
Alim Kouilev,string,,,,
Alla Korot,string,,,,
Alya Sako,string,,,,
Andrew Onochie,string,,,,
Anneliese Goldman,string,,,,
Anouar Smaine,string,,,,
Assaf Cohen,string,,,,
Ayman Samman,string,,,,
Bobby Naderi,string,,,,
Brian Bloom,string,,,,
Brian T. Delaney,string,,,,
Catherine Cavadini,string,,,,
Cerris Morgan Moyer,string,,,,
Chris Jai,string,,,,
Danny Jacobs,string,,,,
Darren Richardson,string,,,,
David Agranov,string,,,,
David Arnott,string,,,,
David Randolph,string,,,,
Dimitry Rozenthal,string,,,,
Ed Bosco,string,,,,
Ektimal Qwader,string,,,,
Emily Debbie,string,,,,
Essam Ferris,string,,,,
Farah Merani,string,,,,
Fouad Hajji,string,,,,
Fred Tatasciore,string,,,,
Guy Nicholas Smith,string,,,,
Hans Schoeber,string,,,,
Inna Korobkina,string,,,,
Jason Barry,string,,,,
Jason Canning,string,,,,
Jason Pace,string,,,,
Jaylen Moore,string,,,,
Joey Naber,string,,,,
John Eric Bentley,string,,,,
Jonathan Buckley,string,,,,
Joseph Makkar,string,,,,
Julia Emelin,string,,,,
Julian Stone,string,,,,
Justin Harris,string,,,,
Karen David,string,,,,
Katy Townsend,string,,,,
LaNisa Frederick,string,,,,
Leon Mandel,string,,,,
Levl Nunez,string,,,,
Marcus Brown,string,,,,
Mark Ivanir,string,,,,
Martin Harris,string,,,,
Matthew Waterson,string,,,,
Mitch Eakins,string,,,,
Moira Quirk,string,,,,
Neil Dickson,string,,,,
Nickolai Stoilov,string,,,,
Nishi Munshi,string,,,,
Nour Bitar,string,,,,
Omid Abtahi,string,,,,
Paul Bates,string,,,,
Paula Jane Newman,string,,,,
Poonam Basu,string,,,,
Ray Chase,string,,,,
Robin Atkin Downes,string,,,,
Roman Varshavsky,string,,,,
Ron Bottitta,string,,,,
Roxana Ortega,string,,,,
Said Faraj,string,,,,
Sam Kalidi,string,,,,
Sam Sako,string,,,,
Sammy Shiekh,string,,,,
Sandra Saad,string,,,,
Shani Atias,string,,,,
Themo Melikidze,string,,,,
Tom Bromhead,string,,,,
Treva Etienne,string,,,,
Troy Baker,string,,,,
Will Collyer,string,,,,
Willow Greer,string,,,,
Yuri Lowenthal,string,,,,
CREDITS/DEPT_MOCAP,dept,,,,
Michael Baumgarten,string,,,,
Ray Mendoza,string,,,,
Ryan Sangster,string,,,,
Type A Stunts,dept,,,,
Albert Valladares,string,,,,
Allen Jo,string,,,,
Amy Johnston,string,,,,
Amy Sturdivant,string,,,,
Donald Mills,string,,,,
Gina Williamson,string,,,,
JC Robaina,string,,,,
Jerry Quill,string,,,,
Jolene Kay,string,,,,
Joshua Yadom,string,,,,
Lateef Crowder,string,,,,
Nicholas Verdi,string,,,,
Paul Darnell,string,,,,
Paul Leonard,string,,,,
Ross Kohnstam,string,,,,
Ryan Ryuaski,string,,,,
Sam Jo,string,,,,
Thekla Hutyrova,string,,,,
Tim Eulich,string,,,,
Wayne Dalglish,string,,,,
CREDITS/DEPT_CREWSERVICES,dept,,,,
Kamera Obscura,string,,,,
CREDITS/DEPT_FACIALSTUDIOS,dept,,,,
Counter Punch Studios,string,,,,
Faceware,string,,,,
CREDITS/DEPT_TRANSLATION,dept,,,,
The Halp Network,string,,,,
CREDITS/DEPT_CASTING,dept,,,,
Emily Schweber,string,,,,
Karen Sadow,string,,,,
CREDITS/DEPT_QA,dept,,,,
Adrian Campos,string,,,,
Adrian De Torres,string,,,,
Adrian Montoya,string,,,,
Andrew Binder,string,,,,
Anthony Alvidrez,string,,,,
April Buyer,string,,,,
Brian Gomez,string,,,,
Brooklyn Fox,string,,,,
Bryce Raffel,string,,,,
Carol Camilli,string,,,,
Christopher Guerrero,string,,,,
Christopher Self,string,,,,
Connor Bem,string,,,,
Daniel Vasquez,string,,,,
David Campbell,string,,,,
Davon Lincoln,string,,,,
Dmitry Pavlenko,string,,,,
Dominic Lagle,string,,,,
Dylan Farber,string,,,,
Elise A Tankiewicz,string,,,,
Francisco Galvez,string,,,,
Giancarlo Sanchez,string,,,,
Gregory Jones Jr.,string,,,,
Henry Charles Lea Hancock,string,,,,
Hunter Adams,string,,,,
Ignacio Moroyoqui,string,,,,
Isaak Bocanegra-Estrada,string,,,,
Ivan Maximilian Perez,string,,,,
Jackson Stewart,string,,,,
Jacob Godoy,string,,,,
Jacob Meserve,string,,,,
James Curatalo,string,,,,
James Head,string,,,,
James Wade Fisher,string,,,,
Jeffrey Gamero,string,,,,
Jeremy Nicholson,string,,,,
Jessica Arenas Corona,string,,,,
John Dickerson,string,,,,
Joseph Santi,string,,,,
Josh Salisbury,string,,,,
Justin Delgado Zelaya,string,,,,
Justin Kimball,string,,,,
Kevin Kusch,string,,,,
Leanne Garand,string,,,,
Marc Andonaegui,string,,,,
Marcus Rudolfo Diaz-Conti,string,,,,
Matthew Dunn,string,,,,
Matthew Mullen,string,,,,
Matthew Schiltz,string,,,,
Michael Miller,string,,,,
Nate Tyley,string,,,,
Neil Vaidyanathan,string,,,,
Nicholas Avola,string,,,,
Noah Englerth,string,,,,
Pete Pedroza,string,,,,
Ray Allaire,string,,,,
Raymond Stakenas,string,,,,
Roger Vargas,string,,,,
Ronald Lawrence-Hines,string,,,,
Ruy Pena,string,,,,
Sara Parra,string,,,,
Scott Anderson,string,,,,
Scott Warr,string,,,,
Tiago Zielske,string,,,,
Trevor Alexandre,string,,,,
Victor Guillermo,string,,,,
Vincent Garcia,string,,,,
William Mackey,string,,,,
Willy Wright,string,,,,
Wolfgang Wechsler,string,,,,
Xavier Flores,string,,,,
CREDITS/DEPT_ADMIN,dept,,,,
Cassandra Jusi,string,,,,
Lucy Andonian,string,,,,
Lyn Valenton-Jusi,string,,,,
Nikko Dumas,string,,,,
Rachel Bartlett,string,,,,
Suzanne Whelpley,string,,,,
Yeun Skye Kang,string,,,,
CREDITS/DEPT_CONSULTANTS,dept,,,,
superwide,,,,,
Hollie McKay,string,,,,
John MacGaffin,string,,,,
Lucas Botkin,string,,,,
Major Matt Hilton,string,,,,
Margaret Stohl,string,,,,
Marine Corps Entertainment Media Liaison Office,string,,,,
Master Sgt. Katesha Washington,string,,,,
Sabaa Tahir,string,,,,
Somaiya Daud,string,,,,
USMC,string,,,,
VI Shooters,dept,,,,
Mitch Hall,string,,,,
Steve Sanders,string,,,,
superwide_stop,,,,,
CREDITS/DEPT_PRODBABIES,dept,,,,
Aaliyah Reyes,string,,,,
Alaska Madden,string,,,,
Aydin Ozdemir,string,,,,
Baby Allaway,string,,,,
Christiana A. Isibor,string,,,,
Emma Friedrich,string,,,,
Ethan Graham Edwards,string,,,,
Ethan Shingledecker,string,,,,
Evelyn Chen,string,,,,
Hadar Isabelle Kamara,string,,,,
Isadora Edith Goldsworthy,string,,,,
Khri Caztor del Rosario,string,,,,
Lucas Batchkoff,string,,,,
Luna Ahanhit Szakolczay,string,,,,
Mateo Friedrich,string,,,,
RJ Natale,string,,,,
Riley Arlene Prince,string,,,,
Robert Szymczyk,string,,,,
Rose Meadow Cecot,string,,,,
Samuel Lin,string,,,,
Victor Pon,string,,,,
William Cournoyer,string,,,,
William Whelpley,string,,,,
Wren Harlow Smith,string,,,,
Zoey May Palacios,string,,,,
CREDITS/DEPT_ADDSUPPORT,dept,,,,
Allen Zhang,string,,,,
Antoine Gersant,string,,,,
Brian Horton,string,,,,
Chris Bullock,string,,,,
Christopher Myers,string,,,,
Cody Cisneros,string,,,,
Dominic Filion-Guay,string,,,,
Dyanara Banana,string,,,,
Ed Harmer,string,,,,
Edward Hampton,string,,,,
Geoffrey Hudson,string,,,,
Gideon Stocek,string,,,,
Jacob Geiger,string,,,,
Jayson Miller,string,,,,
Jesse Buchanan,string,,,,
Jesse Snyder,string,,,,
Joseph Kirchoff,string,,,,
Karl Drown,string,,,,
Keith Pope,string,,,,
Kent Gambill,string,,,,
Kevin DeBolt,string,,,,
Kristin Gallagher,string,,,,
Marc Morisseau,string,,,,
Mark DeRidder,string,,,,
Max Davidian,string,,,,
Misae Kawai,string,,,,
Nakia Harris,string,,,,
Richard Lopez,string,,,,
Richard Pince,string,,,,
Robert Miller,string,,,,
Rodrigo Suarez Barcena,string,,,,
Santos Tobar,string,,,,
Suresh Malakar,string,,,,
Thomas Parker,string,,,,
Yipan Pan,string,,,,
Zach Parr,string,,,,
CREDITS/SPECIALTHANKS_ENGINEERING,dept,,,,
Benjamin Heckendorn,string,,,,
Dan Leslie,string,,,,
Evan Olson,string,,,,
Jose Doran,string,,,,
Juan Morelli,string,,,,
Marcus Goodey,string,,,,
Matthew DeNovio,string,,,,
Mike Uhlik,string,,,,
William Cornell,string,,,,
CREDITS/SPECIALTHANKS,dept,,,,
Eric Hirshberg,string,,,,
BLANK,BLANK,,,,
CREDITS/IW_SPECIALTHANKS_AIRWING,string,,,,
Major Joe Patterson,string,,,,
BLANK,BLANK,,,,
CREDITS/IW_SPECIALTHANKS_USMC1,string,,,,
CREDITS/IW_SPECIALTHANKS_USMC2,string,,,,
BLANK,BLANK,,,,
CREDITS/DEPT_SPECIALTHANKS_USCUSTOMS,string,,,,
CPB - https://www.cbp.gov/,string,,,,
BLANK,BLANK,,,,
TacGas,single,,,,
Ben Hetland,string,,,,
Erin Switzer,string,,,,
Jesse Clements,string,,,,
Jim Staley,string,,,,
Moe Lauchert,string,,,,
BLANKLONG,BLANK,,,,
BLANK,BLANK,,,,
BLANK,BLANK,,,,
logo_hms_2019,logo,,240,60,
BLANK,BLANK,,,,
BLANK,BLANK,,,,
CREDITS/DEPT_ADMIN,dept,,,,
Emma Somers,string,,,,
Jeff Froehlich,string,,,,
Megan Bennett,string,,,,
Mizuho Rigby,string,,,,
CREDITS/DEPT_ANIMATION,dept,,,,
Ali Potter,string,,,,
Amor Loomis,string,,,,
Doosun Shin,string,,,,
Ivy Lillrank,string,,,,
Jackie Corley,string,,,,
Jason Diaz,string,,,,
Nick Feretich,string,,,,
Patrick Przybyla,string,,,,
Yi-Fang Chen,string,,,,
CREDITS/DEPT_ART,dept,,,,
Abraham Valdez,string,,,,
Alex Carbonero,string,,,,
Alexander Alza,string,,,,
Alexander Gonzalez,string,,,,
Bill Johnston,string,,,,
Brett Marshall Tucker,string,,,,
Brian LaFrance,string,,,,
Chad Campbell,string,,,,
Dan Kit,string,,,,
Darryl Brownstone,string,,,,
Esther Wu,string,,,,
Eugene Kim,string,,,,
Evan Edwards,string,,,,
Geoff Sholler,string,,,,
George Castro,string,,,,
Gregory Yepes,string,,,,
Hoya Lee,string,,,,
Ivan Kaplow,string,,,,
Ivan Power,string,,,,
Jackie Huchel,string,,,,
Jim Daly,string,,,,
Jocelyn Barrios,string,,,,
John Zhang,string,,,,
Jon Arellano,string,,,,
Junaluska Johnson,string,,,,
Konrad Beerbaum,string,,,,
Kyle Smotherman,string,,,,
Martin Moreno,string,,,,
Matthew Bennett,string,,,,
Matthew Lim,string,,,,
Nate Sartain,string,,,,
Norwood Cole,string,,,,
RJ Biglang-awa,string,,,,
Randy Stebbing,string,,,,
Ret Kritzon,string,,,,
Richard Rude,string,,,,
Salvador Arditti,string,,,,
Sathvik Sudireddy,string,,,,
Sloan Hood,string,,,,
Yves Couturier,string,,,,
Zach Madere,string,,,,
CREDITS/DEPT_AUDIO,dept,,,,
Corina Bello,string,,,,
Ian Mika,string,,,,
John Drelick,string,,,,
Mark Loperfido,string,,,,
Tory Bader,string,,,,
CREDITS/DEPT_DESIGN,dept,,,,
Abhishek Singh,string,,,,
Chris Beagle,string,,,,
Chris Pasetto,string,,,,
Connor Norman,string,,,,
David Ruiz,string,,,,
James Hughes,string,,,,
James Lee,string,,,,
Jordon Trebas,string,,,,
Kim Wood,string,,,,
Matt Krystek,string,,,,
Matt Tieger,string,,,,
Nick Rench,string,,,,
Ryan Lockhart,string,,,,
CREDITS/DEPT_ENGINEERING,dept,,,,
Alex Chiang,string,,,,
Ali Boubezari,string,,,,
Andrew Zaferakis,string,,,,
Christian Sakanai,string,,,,
David Christie,string,,,,
David Perkins,string,,,,
Jarkko Haekkinen,string,,,,
Jay Kwak,string,,,,
Joey Hammer,string,,,,
John Wetmiller,string,,,,
Jon Futch,string,,,,
Justin De Bernardis,string,,,,
Keith Staines,string,,,,
Martin Ecker,string,,,,
Orlando Salvatore,string,,,,
Robert Midlil,string,,,,
Scott Torgeson,string,,,,
Stephane Etienne,string,,,,
CREDITS/DEPT_IT,dept,,,,
Chris Davidson,string,,,,
Dan Mulkiewicz,string,,,,
Matt Giddings,string,,,,
Scott Connary,string,,,,
CREDITS/DEPT_NARRATIVE,dept,,,,
Dave Cravens,string,,,,
CREDITS/DEPT_PRODUCTION,dept,,,,
Chuck Yager,string,,,,
Garrett Graham,string,,,,
Jason Corica,string,,,,
Joshua Krolak,string,,,,
Rich Sobehrad,string,,,,
CREDITS/DEPT_QA,dept,,,,
Adam Shields,string,,,,
Josephine Sonsteng,string,,,,
Ryan Zuidema,string,,,,
Saleem Crawford,string,,,,
CREDITS/DEPT_STUDIOHEADS,dept,,,,
Peter Della Penna,string,,,,
CREDITS/DEPT_UI,dept,,,,
Carl Prescott,string,,,,
Eric Huang,string,,,,
Jen Kennedy,string,,,,
BLANKLONG,BLANK,,,,
BLANK,BLANK,,,,
logo_demonware_2019,logo,,240,60,
BLANK,BLANK,,,,
BLANK,BLANK,,,,
Aaron Cheung,string,,,,
Abe Friesen,string,,,,
Adam Penner,string,,,,
Adeline Dong,string,,,,
Alan Hall,string,,,,
Alan Lavery,string,,,,
Albert Hynek,string,,,,
Alex Boyd,string,,,,
Allan Kumka,string,,,,
Allen Zhang,string,,,,
Anar Rahimli,string,,,,
Andre Campos,string,,,,
Andre Sachs,string,,,,
Andrew Agno,string,,,,
Andrew Mitchell,string,,,,
Andrew Phillips,string,,,,
Andrew Rowe,string,,,,
Andrew Yu,string,,,,
Andr?? Caron,string,,,,
Antoine Lepine,string,,,,
Art Santos,string,,,,
Arthur Mencke,string,,,,
Asako Matsuoka,string,,,,
Ayokunle Onamusi,string,,,,
Becky Yates,string,,,,
Boris Zhmurov,string,,,,
Brendan Dillon,string,,,,
Brendan Fields,string,,,,
Brian Neumann,string,,,,
Byron Pile,string,,,,
Caroline Ogawa,string,,,,
Cathal O???Halloran,string,,,,
Catherine Gavin,string,,,,
Catherine McCarthy,string,,,,
Cheryl Hepas,string,,,,
Chris Kimberley,string,,,,
Chris McKnight,string,,,,
Chris Reynolds,string,,,,
Christina Zhang,string,,,,
Cian Butler,string,,,,
Ciara Holmes,string,,,,
Ciaran Ruane,string,,,,
Cliodhna Harrison,string,,,,
Colin Davidson,string,,,,
Colin Deasy,string,,,,
Conor Conroy,string,,,,
Cormac Blackwell,string,,,,
Cormac Smartt,string,,,,
Craig McInnes,string,,,,
Cyprien Orfila,string,,,,
Daniel Keohane,string,,,,
Daniel Lin,string,,,,
Daniel Mezentsev,string,,,,
Daniel Pereira,string,,,,
Dara Price,string,,,,
David Ballano Fernandez,string,,,,
David McIlwee,string,,,,
David Munton,string,,,,
Davide Romani,string,,,,
Debbie Desjardins,string,,,,
Deives Michellis,string,,,,
Duncan McNab,string,,,,
Dwayne Schmous,string,,,,
Dylan Dowling,string,,,,
Ebby Jeyapaul,string,,,,
Edwin Elisia,string,,,,
Emmanuel Stone,string,,,,
Eoin McLaughlin,string,,,,
Eric Ripa,string,,,,
Fayyaz Khan Lodhi,string,,,,
Gabor Pardi-Kis,string,,,,
Gemma Butterly,string,,,,
Geof Hutson,string,,,,
Glen Powley,string,,,,
Graeme Bates,string,,,,
Greg Smith,string,,,,
Hamad Deshmukh,string,,,,
Henry Chan,string,,,,
Hugo Slabbert,string,,,,
Imre Leen,string,,,,
JC Zhang,string,,,,
Jake Xu,string,,,,
James Heslin,string,,,,
Jason Shao,string,,,,
Jason Wei,string,,,,
Jason You,string,,,,
Jeffery Xiao,string,,,,
Jen Muller,string,,,,
Jeremy Reimer,string,,,,
Jiawei Sun,string,,,,
John Hamill,string,,,,
John Kirk,string,,,,
Johnny Petersen,string,,,,
Jordan Siaw,string,,,,
Joshua Campbell,string,,,,
Joyce Wu,string,,,,
Juan Fernandez,string,,,,
Julie Ferguson,string,,,,
Julilla Paul,string,,,,
Jun Wang,string,,,,
Kale Stedman,string,,,,
Katarzyna Boddy,string,,,,
Kelvin Pan,string,,,,
Kenta Watanabe Tellambura,string,,,,
