39,safehouse,debris_override_deadbody_safehouse_female_04_cn,-1157.520_2373.170_-32.952,12.288_220.149_9.819,1,
40,safehouse,debris_override_deadbody_safehouse_male_02_cn,-1084.780_2287.820_-13.125,349.964_35.260_-8.161,1,
41,safehouse,debris_override_deadbody_safehouse_male_child_cn,-1155.870_2205.610_-26.564,8.922_219.407_12.160,1,
42,safehouse,debris_override_deadbody_safehouse_female_child_cn,-1111.970_2200.980_-15.943,9.079_128.986_-7.498,1,
43,safehouse,debris_override_deadbody_safehouse_male_03_cn,-1066.860_2168.760_-11.421,5.557_219.321_1.441,1,
44,safehouse,debris_override_deadbody_safehouse_male_04_cn,-1201.860_2171.830_-30.927,357.950_319.613_-2.496,1,
45,safehouse,debris_override_deadbody_safehouse_female_02_cn,-1162.810_2106.760_-24.405,3.838_93.577_-10.993,1,
46,safehouse,debris_override_deadbody_safehouse_male_child_cn,-1136.100_2054.540_-15.163,352.558_338.438_2.863,1,
47,safehouse,debris_override_deadbody_03_cn,-1260.750_2096.140_-27.119,359.338_270.435_-2.384,1,
48,safehouse,debris_override_deadbody_08_cn,-1296.070_2123.450_-24.267,349.754_221.524_-4.325,1,
49,safehouse,debris_override_deadbody_04_cn,-1136.910_1994.840_-17.470,10.222_142.787_-7.214,1,
50,safehouse,debris_override_deadbody_safehouse_female_02_cn,-1222.880_1986.160_-20.704,2.029_354.161_-7.929,1,
51,safehouse,debris_override_deadbody_04_cn,-1251.810_1996.310_-18.713,8.596_9.667_-9.032,1,
52,safehouse,debris_override_deadbody_safehouse_female_03_cn,-1296.350_2017.640_-17.770,5.862_322.119_-7.981,1,
53,safehouse,debris_override_deadbody_safehouse_male_02_cn,-1369.610_2048.700_-11.638,359.715_62.267_-0.908,1,
54,safehouse,debris_override_deadbody_safehouse_female_04_cn,-1368.350_2001.250_-11.489,359.068_337.988_0.193,1,
55,safehouse,debris_override_deadbody_08_cn,-1414.300_2000.600_-9.161,356.254_261.196_-8.216,1,
56,safehouse,debris_override_deadbody_safehouse_female_03_cn,-1424.300_2331.370_-10.014,11.473_323.807_-19.750,1,
57,safehouse,debris_override_deadbody_08_cn,-1416.950_2401.350_-19.293,6.501_89.348_13.526,1,
58,safehouse,debris_override_deadbody_safehouse_female_04_cn,-1429.060_2451.050_-17.944,2.833_88.000_36.562,1,
59,safehouse,debris_override_deadbody_safehouse_female_02_cn,-1410.000_2471.000_-29.982,15.947_52.715_3.456,1,
60,safehouse,debris_override_deadbody_safehouse_male_03_cn,-1479.600_2484.810_-14.801,8.764_17.071_-16.852,1,
61,safehouse,debris_override_deadbody_safehouse_male_01_cn,-1547.020_2472.260_-10.051,14.225_82.889_-0.891,1,
62,safehouse,debris_override_deadbody_safehouse_female_child_cn,-1499.650_2534.730_-30.260,0.093_196.753_6.595,1,
63,safehouse,debris_override_deadbody_safehouse_male_child_cn,-1364.440_2470.180_-39.386,5.660_339.091_-22.026,1,
64,safehouse,debris_override_deadbody_04_cn,-1367.750_2502.000_-48.017,12.380_9.052_-6.558,1,
65,safehouse,debris_override_deadbody_safehouse_male_02_cn,-1374.820_2537.170_-48.336,358.011_284.768_0.851,1,
66,safehouse,debris_override_deadbody_safehouse_female_03_cn,-1379.040_2613.960_-60.142,6.472_321.181_-12.382,1,
67,safehouse,debris_override_deadbody_safehouse_male_child_cn,-1325.400_2588.330_-65.334,4.737_193.771_0.713,1,
68,safehouse,debris_override_deadbody_safehouse_female_02_cn,-1318.410_2679.200_-64.772,2.983_96.815_-5.492,1,
69,safehouse,debris_override_deadbody_safehouse_male_02_cn,-1255.970_2679.190_-57.942,358.290_62.293_-4.934,1,
70,safehouse,debris_override_deadbody_safehouse_female_04_cn,-1219.970_2739.190_-56.561,355.177_312.339_1.787,1,
71,safehouse,debris_override_deadbody_safehouse_male_01_cn,-1220.450_2797.570_-54.707,356.494_31.688_2.164,1,
72,safehouse,debris_override_deadbody_08_cn,-1274.100_2880.780_-49.722,355.188_0.328_6.016,1,
73,safehouse,debris_override_deadbody_safehouse_male_child_cn,-1235.470_2854.740_-51.763,356.152_104.099_-0.966,1,
74,safehouse,debris_override_deadbody_safehouse_female_child_cn,-1184.470_2852.740_-50.971,357.359_103.968_-1.557,1,
75,embassy,debris_override_sign_embassy_seal_plaque_01_cn,-6048.000_-105.500_-498.000,0_180_0,1,
76,Piccadilly,debris_override_uk_sign_piccadilly_eliots_01_cn,-2129.500_-3351.500_187.500,0_357.626_89.984,1,
77,Piccadilly,debris_override_uk_sign_piccadilly_eliots_01_cn,-2642.500_-3333.500_187.500,0_357.626_89.984,1,
