14,iw7_devastator,WEAPON/DEVASTATOR,PERKS/SHOTGUN_DEVASTATOR,render_weapon_slot_devastator_mp,weapon_shotgun,render_weapon_devastator_large,1,40,82,22,45,80,0,none,elo,reflex,none,phase,none,none,none,none,none,grip,none,xmags,none,none,barrelrange,silencer,smart,none,epicdevastator,none,0,MENU/NONE,semi_auto_fire_mode,,FALSE,FALSE,
15,iw7_sonic,WEAPON/SONIC,PERKS/SHOTGUN_SONIC,render_weapon_slot_sonic_mp,weapon_shotgun,render_weapon_sonicshotgun_large,1,45,84,26,36,80,0,none,elo,reflex,none,phase,none,none,none,none,none,grip,none,xmags,none,none,barrelrange,silencer,smart,none,epicsonic,none,0,WEAPON/FEATURE_SONIC,pump_action_fire_mode,,FALSE,TRUE,
16,iw7_sdfshotty,WEAPON/SDFSHOTTY,PERKS/SHOTGUN_SDFSHOTTY,render_weapon_slot_sdfshotty_mp,weapon_shotgun,render_weapon_autoshotgun_large,1,30,80,18,61,80,0,none,elo,reflex,none,phase,none,none,none,none,none,grip,none,xmags,none,none,barrelrange,silencer,smart,none,epicsdfshotty,none,0,MENU/NONE,full_auto_fire_mode,,FALSE,TRUE,
17,iw7_m8,WEAPON/M8,PERKS/SNIPER_M8,render_weapon_slot_m8_mp,weapon_sniper,render_weapon_m8_large,1,87,75,90,48,65,0,acog,elo,none,none,none,thermal,none,oscope,vzscope,none,grip,none,xmags,none,reflect,none,silencer,none,cpu,epicm8,none,0,WEAPON/FEATURE_M8,semi_auto_fire_mode,full_auto_fire_mode,FALSE,TRUE,
18,iw7_kbs,WEAPON/KBS,PERKS/SNIPER_KBS,render_weapon_slot_kbs_mp,weapon_sniper,render_weapon_kbs_large,1,82,86,90,33,58,0,acog,elo,none,none,none,thermal,none,oscope,vzscope,none,grip,none,xmags,none,none,none,silencer,none,cpu,epickbs,none,0,MENU/NONE,bolt_action_fire_mode,,FALSE,FALSE,
19,iw7_sdflmg,WEAPON/SDFLMG,PERKS/LMG_SDFLMG,render_weapon_slot_sdflmg_mp,weapon_lmg,render_weapon_sdflmg_large,1,55,65,80,63,50,0,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,reflect,barrelrange,silencer,none,none,epicsdflmg,none,0,MENU/NONE,full_auto_fire_mode,,FALSE,TRUE,
20,iw7_lmg03,WEAPON/LMG03,PERKS/LMG_LMG03,render_weapon_slot_lmg03_mp,weapon_lmg,render_weapon_lmg03_large,1,52,58,86,72,50,0,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,reflect,barrelrange,silencer,none,none,epiclmg03,none,0,MENU/NONE,full_auto_fire_mode,,FALSE,TRUE,
21,iw7_steeldragon,WEAPON/STEELDRAGON,PERKS/SP_BEAM_STEELDRAGON,render_weapon_slot_steeldragon_mp_frontend,weapon_heavy,rig_super_steeldragon,1,95,30,35,100,30,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,WEAPON/FEATURE_STEELDRAGON,beam_fire_mode,,FALSE,TRUE,
22,iw7_lockon,WEAPON/LOCKON,PERKS/SP_LAUNCHER_LOCKON_DESC,render_weapon_slot_lockon_mp,weapon_heavy,weapon_lockon_360,1,85,80,85,5,70,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,WEAPON/FEATURE_LOCKON,single_fire_mode,,FALSE,FALSE,
23,iw7_mauler,WEAPON/MAULER,PERKS/LMG_MAULER,render_weapon_slot_mauler_mp,weapon_lmg,weapon_mauler_lrg,1,45,51,54,85,50,0,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,none,barrelrange,silencer,none,none,epicmauler,none,0,MENU/NONE,full_auto_fire_mode,,FALSE,FALSE,
24,iw7_atomizer,WEAPON/ATOMIZER,PERKS/SP_ATOMIZER_DESC,render_weapon_slot_atomizer_mp_frontend,weapon_heavy,super_atomizer_sm,1,82,95,52,45,80,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,WEAPON/FEATURE_ATOMIZER,semi_auto_fire_mode,,FALSE,TRUE,
25,iw7_chargeshot,WEAPON/CHARGESHOT,PERKS/SP_LAUNCHER_CHARGESHOT_DESC,render_weapon_slot_chargeshot_mp,weapon_heavy,render_weapon_chargeshot_large,1,80,86,80,10,70,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,WEAPON/FEATURE_CHARGESHOT,semi_auto_fire_mode,,FALSE,TRUE,
26,iw7_penetrationrail,WEAPON/PENETRATIONRAIL,PERKS/SP_PENETRATOR_DESC,render_weapon_slot_penetrationrail_mp_frontend,weapon_heavy,weapon_railgun_sml,1,89,91,88,28,70,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,WEAPON/FEATURE_PENETRATIONRAIL,bolt_action_fire_mode,,FALSE,FALSE,
27,iw7_m1,WEAPON/M1,PERKS/DMR_M1_CLASSIC,render_weapon_slot_m1c_mp,weapon_sniper,weapon_m1_360,1,80,78,82,44,65,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,MENU/NONE,bolt_action_fire_mode,,TRUE,FALSE,
28,iw7_gambit,WEAPON/GAMBIT,WEAPON/GAMBIT_DESC,render_weapon_slot_sdfar_mp,weapon_assault,render_weapon_sdfar_large,1,80,72,80,62,70,0,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,reflect,barrelrange,silencer,none,none,epicsdfar,none,0,WEAPON/FEATURE_GAMBIT,burst_fire_mode_3_round,,TRUE,TRUE,
29,iw7_repeater,WEAPON/REPEATER,WEAPON/REPEATER_DESC,render_weapon_slot_sdflmg_mp,weapon_lmg,render_weapon_sdflmg_large,1,45,70,78,68,60,0,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,reflect,barrelrange,silencer,none,none,epiclsdflmg,none,0,WEAPON/FEATURE_REPEATER,full_auto_fire_mode,,TRUE,TRUE,
30,iw7_counterweight,WEAPON/COUNTERWEIGHT,WEAPON/COUNTERWEIGHT_DESC,render_weapon_slot_fhr_mp,weapon_smg,render_weapon_fhr40_large,1,40,42,54,86,80,0,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,none,barrelrange,silencer,none,none,epicfhr,none,0,WEAPON/COUNTERWEIGHT_FEATURE,full_auto_fire_mode,,TRUE,FALSE,
31,iw7_ake_gold,WEAPON/AKE_GOLD,PERKS/AR_AKE,render_weapon_slot_ake_mpl,weapon_assault,render_weapon_ake_large,1,67,100,85,62,65,0,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,reflect,barrelrange,silencer,none,none,epicake,none,0,MENU/NONE,full_auto_fire_mode,,TRUE,TRUE,
32,iw8_glock,WEAPON/IW8_GLOCK,PERKS/PISTOL_G18_CLASSIC,render_weapon_slot_g18c_mp,weapon_pistol,weapon_g18_360,1,74,55,62,77,80,0,none,elo,reflex,none,phase,none,none,none,none,akimbo,none,none,xmags,none,none,barrelrange,silencer,none,none,epicg18,none,0,MENU/NONE,semi_auto_fire_mode,,FALSE,FALSE,
33,iw8_honeybadger,WEAPON/IW8_HONEYBADGER,PERKS/AR_ARCLASSIC,render_weapon_slot_arclassic_mp,weapon_assault,,-1,62,68,76,79,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,iw8_intervention,WEAPON/IW8_INTERVENTION,PERKS/SNIPER_CHEYTAC_CLASSIC,render_weapon_slot_cheytacc_mp,weapon_sniper,,-1,85,86,90,34,80,0,acog,elo,none,none,none,thermal,none,oscope,vzscope,none,grip,none,xmags,none,none,none,silencer,none,cpu,epickbs,none,0,MENU/NONE,bolt_action_fire_mode,,FALSE,FALSE,
35,iw7_ar58,WEAPON/AR57,PERKS/AR_AR57,render_weapon_slot_ar57_mp,weapon_assault,render_weapon_kbar_large,1,62,68,76,79,74,0,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,none,barrelrange,silencer,none,none,epicar57,none,0,MENU/NONE,full_auto_fire_mode,,FALSE,FALSE,
36,iw8_mp5,WEAPON_MP5,PERKS/SMG_UMP45_CLASSIC,render_weapon_slot_ump45c_mp,weapon_smg,,-1,66,62,57,76,80,0,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,none,barrelrange,silencer,none,none,epicump45,none,0,MENU/NONE,full_auto_fire_mode,,FALSE,FALSE,
37,iw8_ump45,WEAPON/IW8_UMP45,PERKS/SMG_UMP45_CLASSIC,render_weapon_slot_ump45c_mp,weapon_smg,,-1,66,62,57,76,80,0,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,none,barrelrange,silencer,none,none,epicump45,none,0,MENU/NONE,full_auto_fire_mode,,FALSE,FALSE,
38,iw8_glock_swap,WEAPON/IW8_GLOCK,PERKS/PISTOL_G18_CLASSIC,render_weapon_slot_g18c_mp,weapon_pistol,weapon_g18_360,1,74,55,62,77,80,0,none,elo,reflex,none,phase,none,none,none,none,akimbo,none,none,xmags,none,none,barrelrange,silencer,none,none,epicg18,none,0,MENU/NONE,semi_auto_fire_mode,,FALSE,FALSE,
39,iw8_intervention_swap,WEAPON/IW8_INTERVENTION,PERKS/SNIPER_CHEYTAC_CLASSIC,render_weapon_slot_cheytacc_mp,weapon_sniper,,-1,85,86,90,34,80,0,acog,elo,none,none,none,thermal,none,oscope,vzscope,none,grip,none,xmags,none,none,none,silencer,none,cpu,epickbs,none,0,MENU/NONE,bolt_action_fire_mode,,FALSE,FALSE,
40,iw8_ump45_swap,WEAPON/IW8_UMP45,PERKS/SMG_UMP45_CLASSIC,render_weapon_slot_ump45c_mp,weapon_smg,,-1,66,62,57,76,80,0,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,none,barrelrange,silencer,none,none,epicump45,none,0,MENU/NONE,full_auto_fire_mode,,FALSE,FALSE,
41,iw8_ar58_swap,WEAPON/AR57,PERKS/AR_AR57,render_weapon_slot_ar57_mp,weapon_assault,render_weapon_kbar_large,1,62,68,76,79,74,0,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,none,barrelrange,silencer,none,none,epicar57,none,0,MENU/NONE,full_auto_fire_mode,,FALSE,FALSE,
42,iw8_rpr,WEAPON/RIPPER,PERKS/SMG_RIPPER,render_weapon_slot_ripper_mpr,weapon_smg,weapon_ripper_360,1,70,53,53,91,80,0,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,none,barrelrange,silencer,none,none,epicripper,none,0,WEAPON/FEATURE_RIPPER,full_auto_fire_mode,full_auto_fire_mode,FALSE,FALSE,
43,iw8_rpr_swap,WEAPON/RIPPER,PERKS/SMG_RIPPER,render_weapon_slot_ripper_mpr,weapon_smg,weapon_ripper_360,1,70,53,53,91,80,0,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,none,barrelrange,silencer,none,none,epicripper,none,0,WEAPON/FEATURE_RIPPER,full_auto_fire_mode,full_auto_fire_mode,FALSE,FALSE,
