chance,revive,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_ammo_12g,,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,,,,,,,,,,,,,,,,,,,
item,brloot_ammo_50cal,,10,10,8,8,10,8,8,10,10,10,10,10,10,0,10,10,10,,,,,,,,,,,,,,,,,,,
item,brloot_ammo_762,,30,30,20,20,30,20,20,30,30,30,30,30,30,0,30,30,30,,,,,,,,,,,,,,,,,,,
item,brloot_ammo_919,,20,20,40,40,20,40,40,20,20,20,20,20,20,0,20,20,20,,,,,,,,,,,,,,,,,,,
item,brloot_ammo_rocket,,10,10,5,5,10,5,5,10,10,10,10,10,10,0,10,10,10,,,,,,,,,,,,,,,,,,,
item,brloot_equip_gasmask,,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,,,,,,,,,,,,,,,,,,,
item,brloot_self_revive,,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,,,,,,,,,,,,,,,,,,,
rarity,0_lethal,,50,50,50,50,45,45,45,45,45,45,45,45,45,0,45,45,45,,,,,,,,,,,,,,,,,,,
rarity,1_lethal,,30,30,30,30,30,30,30,30,30,30,30,30,30,0,30,30,30,,,,,,,,,,,,,,,,,,,
rarity,2_lethal,,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,,,,,,,,,,,,,,,,,,,
rarity,3_lethal,,0,0,0,0,10,10,10,10,10,10,10,10,10,0,10,10,10,,,,,,,,,,,,,,,,,,,
rarity,4_lethal,,0,0,0,0,5,5,5,5,5,5,5,5,5,0,5,5,5,,,,,,,,,,,,,,,,,,,
rarity,0_tactical,,50,50,50,50,45,45,45,45,45,45,45,45,45,0,45,45,45,,,,,,,,,,,,,,,,,,,
rarity,1_tactical,,30,30,30,30,30,30,30,30,30,30,30,30,30,0,30,30,30,,,,,,,,,,,,,,,,,,,
rarity,2_tactical,,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,,,,,,,,,,,,,,,,,,,
rarity,3_tactical,,0,0,0,0,10,10,10,10,10,10,10,10,10,0,10,10,10,,,,,,,,,,,,,,,,,,,
rarity,4_tactical,,0,0,0,0,5,5,5,5,5,5,5,5,5,0,5,5,5,,,,,,,,,,,,,,,,,,,
rarity,0_super,,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
rarity,1_super,,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
rarity,2_super,,35,35,35,35,40,40,40,40,40,40,40,40,0,0,40,40,40,,,,,,,,,,,,,,,,,,,
rarity,3_super,,0,0,0,0,40,40,40,40,40,40,40,40,50,0,40,40,40,,,,,,,,,,,,,,,,,,,
rarity,4_super,,0,0,0,0,20,20,20,20,20,20,20,20,50,0,20,20,20,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_advancedsupplydrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_offhand_advancedvehicledrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
rarity,0_weapon,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
rarity,1_weapon,,40,40,40,40,10,10,10,10,10,10,10,10,0,0,10,10,10,,,,,,,,,,,,,,,,,,,
rarity,2_weapon,,30,30,30,30,36,36,36,36,36,36,36,36,0,0,36,36,36,,,,,,,,,,,,,,,,,,,
rarity,3_weapon,,12,12,12,12,27,27,27,27,27,27,27,27,40,0,27,27,27,,,,,,,,,,,,,,,,,,,
rarity,4_weapon,,8,8,8,8,8,8,8,8,8,8,8,8,40,0,8,8,8,,,,,,,,,,,,,,,,,,,
rarity,0_sn_weapon,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
rarity,1_sn_weapon,,40,40,40,40,10,10,10,10,10,10,10,10,0,0,10,10,10,,,,,,,,,,,,,,,,,,,
rarity,2_sn_weapon,,30,30,30,30,36,36,36,36,36,36,36,36,3,0,36,36,36,,,,,,,,,,,,,,,,,,,
rarity,3_sn_weapon,,12,12,12,12,27,27,27,27,27,27,27,27,2,0,27,27,27,,,,,,,,,,,,,,,,,,,
rarity,4_sn_weapon,,8,8,8,8,8,8,8,8,8,8,8,8,1,0,8,8,8,,,,,,,,,,,,,,,,,,,
item,brloot_weapon_la_mike32_lege,,0,0,0,0,1,1,1,1,1,1,1,1,20,0,1,1,1,,,,,,,,,,,,,,,,,,,
item,brloot_weapon_lm_dblmg_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_weapon_bp_reward_sm_mpapa7_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_weapon_bp_reward_ar_galima_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_weapon_bp_reward_lm_mkilo3_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_weapon_bp_reward_sm_t9handling_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
rarity,0_health,,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
rarity,1_health,,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
rarity,2_health,,40,40,40,40,70,50,50,50,50,50,50,50,40,0,50,50,50,,,,,,,,,,,,,,,,,,,
rarity,3_health,,5,5,5,5,25,30,30,30,30,50,50,50,30,0,50,50,50,,,,,,,,,,,,,,,,,,,
rarity,4_health,,2,2,2,2,10,10,10,10,10,0,0,0,20,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_common_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_uncommon_1,,50,0,44,44,0,0,0,0,0,0,0,0,44,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_uncommon_2,,35,20,33,33,20,0,0,20,20,20,20,20,33,0,20,20,20,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_uncommon_3,,15,12,22,22,12,40,0,12,12,12,12,12,22,0,12,12,12,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_rare_1,,0,8,1,1,8,30,50,8,8,8,8,8,1,0,8,8,8,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_rare_2,,0,0,0,0,0,20,40,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_epic_1,,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_epic_2,,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_legendary_1,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
rarity,0_killstreak,,15,15,15,15,20,0,0,20,20,20,20,20,0,0,20,20,20,,,,,,,,,,,,,,,,,,,
rarity,1_killstreak,,15,15,15,15,20,0,0,20,20,20,20,20,0,0,20,20,20,,,,,,,,,,,,,,,,,,,
rarity,2_killstreak,,30,30,30,30,20,0,0,20,20,20,20,20,0,0,20,20,20,,,,,,,,,,,,,,,,,,,
rarity,3_killstreak,,25,25,25,25,20,50,50,20,20,20,20,20,50,0,20,20,20,,,,,,,,,,,,,,,,,,,
rarity,4_killstreak,,15,15,15,15,20,50,50,20,20,20,20,20,50,0,20,20,20,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_juggernaut,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_auav,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_assaultdrone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_scramblerdrone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_circle_peek,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_assassination_tablet,,20,30,15,15,20,20,20,20,20,20,20,20,15,0,20,20,20,,,,,,,,,,,,,,,,,,,
item,brloot_domination_tablet,,20,15,25,25,20,20,20,20,20,20,20,20,25,0,20,20,20,,,,,,,,,,,,,,,,,,,
item,brloot_scavenger_tablet,,20,10,25,25,20,20,20,20,20,20,20,20,25,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_timedrun_tablet,,20,15,15,15,20,20,20,20,20,20,20,20,15,0,20,20,20,,,,,,,,,,,,,,,,,,,
item,brloot_vip_tablet,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_access_card_blue,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_access_card_green,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_access_card_red,,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,
item,brloot_access_card_blue_stadium_parking,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_access_card_blue_stadium_executive,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
item,brloot_access_card_blue_stadium_concourse,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
rarity,0_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
rarity,1_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
rarity,2_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
rarity,3_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
rarity,4_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
