30029,dday_western_b,0,50,10,0,4,,,ui_loot_operator_west_dday_1_3,
30030,dday_western_c,2,50,10,1000,4,,,ui_loot_operator_west_dday_2_1,
30031,dday_western_d,2,200,40,1000,4,,,ui_loot_operator_west_dday_2_2,
30032,dday_western_e,2,200,40,1000,4,,,ui_loot_operator_west_dday_2_3,
30033,dday_western_f,3,500,100,1000,4,,,ui_loot_operator_west_dday_3_1,
30034,dday_western_g,3,500,100,0,4,,,ui_loot_operator_west_dday_3_2,
30035,dday_western_h,3,1000,200,0,4,,,ui_loot_operator_west_dday_3_3,
30036,charly_western_basic,0,0,0,0,2,,,ui_loot_operator_west_charly_1_1,
30037,charly_western_turtle_a,0,50,10,0,4,,,ui_loot_operator_west_charly_1_2,
30038,charly_western_hoodie_b,0,50,10,0,4,,,ui_loot_operator_west_charly_1_3,
30039,charly_western_hoodie_c,3,50,10,1000,4,,,ui_loot_operator_west_charly_2_1,
30040,charly_western_turtle_b,2,200,40,0,4,,,ui_loot_operator_west_charly_2_2,
30041,charly_western_turtle_c,2,200,40,0,4,,,ui_loot_operator_west_charly_2_3,
30042,charly_western_paint_a,2,500,100,0,4,,,ui_loot_operator_west_charly_3_1,
30043,charly_western_paint_b,2,500,100,0,4,,,ui_loot_operator_west_charly_3_2,
30044,charly_western_paint_c,3,1000,200,1000,4,,,ui_loot_operator_west_charly_3_3,
30045,alice_western_basic,0,0,0,0,2,,,ui_loot_operator_west_alice_1_1,
30046,alice_western_a,0,50,10,0,4,,,ui_loot_operator_west_alice_1_2,
30047,alice_western_b,0,50,10,0,4,,,ui_loot_operator_west_alice_1_3,
30048,alice_western_c,2,50,10,0,4,,,ui_loot_operator_west_alice_2_1,
30049,alice_western_d,3,200,40,1000,4,,,ui_loot_operator_west_alice_2_2,
30050,alice_western_e,2,200,40,0,4,,,ui_loot_operator_west_alice_2_3,
30051,alice_western_f,2,500,100,1000,4,,,ui_loot_operator_west_alice_3_1,
30052,alice_western_g,2,500,100,1000,4,,,ui_loot_operator_west_alice_3_2,
30053,alice_western_h,2,1000,200,1000,4,,,ui_loot_operator_west_alice_3_3,
30054,syd_eastern_basic,0,0,0,0,2,,,ui_loot_operator_east_syd_1_1,
30055,syd_eastern_a,0,50,10,0,4,,,ui_loot_operator_east_syd_1_2,
30056,syd_eastern_b,0,50,10,0,4,,,ui_loot_operator_east_syd_1_3,
30057,syd_eastern_c,2,50,10,1000,4,,,ui_loot_operator_east_syd_2_1,
30058,syd_eastern_d,2,200,40,1000,4,,,ui_loot_operator_east_syd_2_2,
30059,syd_eastern_e,2,200,40,1000,4,,,ui_loot_operator_east_syd_2_3,
30060,syd_eastern_f,3,500,100,0,4,,,ui_loot_operator_east_syd_3_1,
30061,syd_eastern_g,3,500,100,1000,4,,,ui_loot_operator_east_syd_3_2,
30062,syd_eastern_h,3,1000,200,5000,4,,,ui_loot_operator_east_syd_3_3,
30063,bale_eastern_basic,0,0,0,0,2,,,ui_loot_operator_east_bale_1_1,
30064,bale_eastern_a,0,50,10,0,4,,,ui_loot_operator_east_bale_1_2,
30065,bale_eastern_b,0,50,10,0,4,,,ui_loot_operator_east_bale_1_3,
30066,bale_eastern_c,2,50,10,0,4,,,ui_loot_operator_east_bale_2_1,
30067,bale_eastern_d,2,200,40,0,4,,,ui_loot_operator_east_bale_2_2,
30068,bale_eastern_e,3,200,40,1000,4,,,ui_loot_operator_east_bale_2_3,
30069,bale_eastern_f,2,500,100,1000,4,,,ui_loot_operator_east_bale_3_1,
30070,bale_eastern_g,2,500,100,1000,4,,,ui_loot_operator_east_bale_3_2,
30071,bale_eastern_h,2,1000,200,1000,4,,,ui_loot_operator_east_bale_3_3,
30072,domino_western_basic,0,0,0,0,2,,,ui_loot_operator_west_domino_1_1,
30073,domino_western_a,0,50,10,0,4,,,ui_loot_operator_west_domino_1_2,
30074,domino_western_b,0,50,10,0,4,,,ui_loot_operator_west_domino_1_3,
30075,domino_western_c,2,50,10,1000,4,,,ui_loot_operator_west_domino_2_1,
30076,domino_western_d,2,200,40,1000,4,,,ui_loot_operator_west_domino_2_2,
30077,domino_western_e,2,200,40,1000,4,,,ui_loot_operator_west_domino_2_3,
30078,domino_western_f,3,500,100,1000,4,,,ui_loot_operator_west_domino_3_1,
30079,domino_western_g,2,500,100,0,4,,,ui_loot_operator_west_domino_3_2,
30080,domino_western_h,2,1000,200,2000,4,,,ui_loot_operator_west_domino_3_3,
30081,otter_western_basic,2,0,0,2000,2,,,ui_loot_operator_west_otter_1_1,
30082,otter_western_a,2,50,10,2000,4,,,ui_loot_operator_west_otter_1_2,
30083,otter_western_b,2,50,10,2000,4,,,ui_loot_operator_west_otter_1_3,
30084,otter_western_c,3,50,10,0,4,,,ui_loot_operator_west_otter_2_1,
30085,otter_western_d,3,200,40,1000,4,,,ui_loot_operator_west_otter_2_2,
30086,otter_western_e,3,200,40,0,4,,,ui_loot_operator_west_otter_2_3,
30087,otter_western_f,0,500,100,0,4,,,ui_loot_operator_west_otter_3_1,
30088,otter_western_g,0,500,100,0,4,,,ui_loot_operator_west_otter_3_2,
30089,otter_western_h,0,1000,200,0,4,,,ui_loot_operator_west_otter_3_3,
30090,quin_western_basic,0,0,0,99,2,,,,
30091,quin_western_gunfight,1,50,10,99,4,,,,
30092,quin_western_b,1,50,10,99,4,,,,
30093,quin_western_c,1,50,10,99,4,,,,
30094,quin_western_d,2,200,40,99,4,,,,
30095,quin_western_e,2,200,40,99,4,,,,
30096,quin_western_f,3,500,100,99,4,,,,
30097,quin_western_g,3,500,100,99,4,,,,
30098,quin_western_h,4,1000,200,99,4,,,,
30099,kato_western_basic,0,0,0,99,2,,,,
30100,kato_western_a,1,50,10,99,4,,,,
30101,kato_western_b,1,50,10,99,4,,,,
30102,kato_western_c,1,50,10,99,4,,,,
30103,kato_western_d,2,200,40,99,4,,,,
30104,kato_western_e,2,200,40,99,4,,,,
30105,kato_western_f,3,500,100,99,4,,,,
30106,kato_western_g,3,500,100,99,4,,,,
30107,kato_western_h,4,1000,200,99,4,,,,
30108,zedra_western_basic,4,0,0,1000,2,,,ui_loot_operator_west_mara_1_1,
30109,zedra_western_a,4,50,10,1000,4,,,ui_loot_operator_west_mara_1_2,
30110,zedra_western_b,4,50,10,1000,4,,,ui_loot_operator_west_mara_1_3,
30111,zedra_western_c,4,50,10,1000,4,,,ui_loot_operator_west_mara_2_1,
30112,zedra_western_d,4,200,40,1000,4,,,ui_loot_operator_west_mara_2_2,
30113,zedra_western_e,4,200,40,1000,4,,,ui_loot_operator_west_mara_2_3,
30114,zedra_western_f,2,500,100,3000,4,,,ui_loot_operator_west_mara_3_1,
30115,zedra_western_g,4,500,100,3000,4,,,ui_loot_operator_west_mara_3_2,
30116,zedra_western_h,4,1000,200,3000,4,,,ui_loot_operator_west_mara_3_3,
30117,golem_western_basic,3,0,0,99,2,,,ui_loot_operator_west_golem_1_1,
30118,golem_western_a,3,50,10,1000,4,,,ui_loot_operator_west_golem_1_2,
30119,golem_western_b,3,50,10,0,4,,,ui_loot_operator_west_golem_1_3,
30120,golem_western_c,3,50,10,1000,4,,,ui_loot_operator_west_golem_2_1,
30121,golem_western_d,2,200,40,0,4,,,ui_loot_operator_west_golem_2_2,
30122,golem_western_e,2,200,40,0,4,,,ui_loot_operator_west_golem_2_3,
30123,golem_western_f,0,500,100,0,4,,,ui_loot_operator_west_golem_3_1,
30124,golem_western_g,0,500,100,0,4,,,ui_loot_operator_west_golem_3_2,
30125,golem_western_h,0,1000,200,0,4,,,ui_loot_operator_west_golem_3_3,
30126,farah_western_basic,0,0,0,99,2,,,,
30127,farah_western_a,1,50,10,99,4,,,,
30128,farah_western_b,1,50,10,99,4,,,,
30129,farah_western_c,1,50,10,99,4,,,,
30130,farah_western_d,2,200,40,99,4,,,,
30131,farah_western_e,2,200,40,99,4,,,,
30132,farah_western_f,3,500,100,99,4,,,,
30133,farah_western_g,3,500,100,99,4,,,,
30134,farah_western_h,4,1000,200,99,4,,,,
30135,ghost_western_basic,4,0,0,2000,2,,,ui_loot_operator_west_ghost_1_1,
30136,ghost_western_a,4,50,10,2000,4,,,ui_loot_operator_west_ghost_1_2,
30137,ghost_western_b,4,50,10,2000,4,,,ui_loot_operator_west_ghost_1_3,
30138,ghost_western_c,4,50,10,2000,4,,,ui_loot_operator_west_ghost_2_1,
30139,ghost_western_d,4,200,40,2000,4,,,ui_loot_operator_west_ghost_2_2,
30140,ghost_western_e,4,200,40,2000,4,,,ui_loot_operator_west_ghost_2_3,
30141,ghost_western_f,4,1000,200,5000,4,,,ui_loot_operator_west_ghost_3_1,
30142,ghost_western_g,3,500,100,6000,4,,,ui_loot_operator_west_ghost_classic_1_2,
30143,ghost_western_h,4,1000,200,99,4,,,,
30144,lynch_western_basic,0,0,0,99,2,,,,
30145,lynch_western_a,1,50,10,99,4,,,,
30146,lynch_western_b,1,50,10,99,4,,,,
30147,lynch_western_c,1,50,10,99,4,,,,
30148,lynch_western_d,2,200,40,99,4,,,,
30149,lynch_western_e,2,200,40,99,4,,,,
30150,lynch_western_f,3,500,100,99,4,,,,
30151,lynch_western_g,3,500,100,99,4,,,,
30152,lynch_western_h,4,1000,200,99,4,,,,
30153,hooper_western_basic,0,0,0,99,2,,,,
30154,hooper_western_a,1,50,10,99,4,,,,
30155,hooper_western_b,1,50,10,99,4,,,,
30156,hooper_western_c,1,50,10,99,4,,,,
30157,hooper_western_d,2,200,40,99,4,,,,
30158,hooper_western_e,2,200,40,99,4,,,,
30159,hooper_western_f,3,500,100,99,4,,,,
30160,hooper_western_g,3,500,100,99,4,,,,
30161,hooper_western_h,4,1000,200,99,4,,,,
30162,stohli_eastern_basic,0,0,0,99,2,,,,
30163,stohli_eastern_a,1,50,10,99,4,,,,
30164,stohli_eastern_b,1,50,10,99,4,,,,
30165,stohli_eastern_c,1,50,10,99,4,,,,
30166,stohli_eastern_d,2,200,40,99,4,,,,
30167,stohli_eastern_e,2,200,40,99,4,,,,
30168,stohli_eastern_f,3,500,100,99,4,,,,
30169,stohli_eastern_g,3,500,100,99,4,,,,
30170,stohli_eastern_h,4,1000,200,99,4,,,,
30171,rodion_eastern_basic,2,0,0,1000,2,,,ui_loot_operator_east_rodion_1_1,
30172,rodion_eastern_a,2,50,10,1000,4,,,ui_loot_operator_east_rodion_1_2,
30173,rodion_eastern_b,2,50,10,1000,4,,,ui_loot_operator_east_rodion_1_3,
30174,rodion_eastern_c,3,50,10,0,4,,,ui_loot_operator_east_rodion_2_1,
30175,rodion_eastern_d,3,200,40,1000,4,,,ui_loot_operator_east_rodion_2_2,
30176,rodion_eastern_e,3,200,40,0,4,,,ui_loot_operator_east_rodion_2_3,
30177,rodion_eastern_f,0,500,100,0,4,,,ui_loot_operator_east_rodion_3_1,
30178,rodion_eastern_g,0,500,100,0,4,,,ui_loot_operator_east_rodion_3_2,
30179,rodion_eastern_h,0,1000,200,0,4,,,ui_loot_operator_east_rodion_3_3,
30180,trigg_eastern_basic,0,0,0,99,2,,,,
30181,trigg_eastern_a,1,50,10,99,4,,,,
30182,trigg_eastern_b,1,50,10,99,4,,,,
30183,trigg_eastern_c,1,50,10,99,4,,,,
30184,trigg_eastern_d,2,200,40,99,4,,,,
30185,trigg_eastern_e,2,200,40,99,4,,,,
30186,trigg_eastern_f,3,500,100,99,4,,,,
30187,trigg_eastern_g,3,500,100,99,4,,,,
30188,trigg_eastern_h,4,1000,200,99,4,,,,
30189,grinch_eastern_basic,3,0,0,1000,2,,,ui_loot_operator_east_grinch_1_1,
30190,grinch_eastern_a,3,50,10,0,4,,,ui_loot_operator_east_grinch_1_2,
30191,grinch_eastern_b,3,50,10,1000,4,,,ui_loot_operator_east_grinch_1_3,
30192,grinch_eastern_c,0,50,10,0,4,,,ui_loot_operator_east_grinch_2_1,
30193,grinch_eastern_d,0,200,40,0,4,,,ui_loot_operator_east_grinch_2_2,
30194,grinch_eastern_e,0,200,40,0,4,,,ui_loot_operator_east_grinch_2_3,
30195,grinch_eastern_f,2,500,100,1000,4,,,ui_loot_operator_east_grinch_3_1,
30196,grinch_eastern_g,2,500,100,1000,4,,,ui_loot_operator_east_grinch_3_2,
30197,grinch_eastern_h,2,1000,200,1000,4,,,ui_loot_operator_east_grinch_3_3,
30198,iskra_eastern_basic,4,0,0,3000,2,,,ui_loot_operator_east_iskra_2_1,
30199,iskra_eastern_a,2,50,10,4000,4,,,ui_loot_operator_east_iskra_3_1,
30200,iskra_eastern_b,2,50,10,4000,4,,,ui_loot_operator_east_iskra_3_2,
30201,iskra_eastern_c,2,50,10,4000,4,,,ui_loot_operator_east_iskra_3_3,
30202,iskra_eastern_d,3,200,40,5000,4,,,ui_loot_operator_east_iskra_4_1,
30203,iskra_eastern_e,2,200,40,5000,4,,,ui_loot_operator_east_iskra_4_2,
30204,iskra_eastern_f,3,500,100,5000,4,,,ui_loot_operator_east_iskra_4_3,
30205,iskra_eastern_g,4,500,100,6000,4,,,ui_loot_operator_east_iskra_5_1,
30206,iskra_eastern_h,4,1000,200,99,4,,,,
30207,yegor_eastern_basic,0,0,0,0,2,,,ui_loot_operator_east_yegor_1_1,
30208,yegor_eastern_a,0,50,10,0,4,,,ui_loot_operator_east_yegor_1_2,
30209,yegor_eastern_b,0,50,10,0,4,,,ui_loot_operator_east_yegor_1_3,
30210,yegor_eastern_c,3,50,10,1000,4,,,ui_loot_operator_east_yegor_2_1,
30211,yegor_eastern_d,2,200,40,0,4,,,ui_loot_operator_east_yegor_2_2,
30212,yegor_eastern_e,2,200,40,0,4,,,ui_loot_operator_east_yegor_2_3,
30213,yegor_eastern_f,3,500,100,0,4,,,ui_loot_operator_east_yegor_3_1,
30214,yegor_eastern_g,3,500,100,4000,4,,,ui_loot_operator_east_yegor_3_2,
30215,yegor_eastern_h,3,1000,200,0,4,,,ui_loot_operator_east_yegor_3_3,
30216,kreuger_eastern_basic,0,0,0,0,2,,,ui_loot_operator_east_kreuger_1_1,
30217,kreuger_eastern_a,0,50,10,0,4,,,ui_loot_operator_east_kreuger_1_2,
30218,kreuger_eastern_b,0,50,10,0,4,,,ui_loot_operator_east_kreuger_1_3,
30219,kreuger_eastern_c,2,50,10,0,4,,,ui_loot_operator_east_kreuger_2_1,
30220,kreuger_eastern_d,2,200,40,1000,4,,,ui_loot_operator_east_kreuger_2_2,
30221,kreuger_eastern_e,3,200,40,1000,4,,,ui_loot_operator_east_kreuger_2_3,
30222,kreuger_eastern_f,3,500,100,1000,4,,,ui_loot_operator_east_kreuger_3_1,
30223,kreuger_eastern_g,3,500,100,4000,4,,,ui_loot_operator_east_kreuger_3_2,
30224,kreuger_eastern_h,3,1000,200,0,4,,,ui_loot_operator_east_kreuger_3_3,
30225,dingo_eastern_basic,0,0,0,99,2,,,,
30226,dingo_eastern_a,1,50,10,99,4,,,,
30227,dingo_eastern_b,1,50,10,99,4,,,,
30228,dingo_eastern_c,1,50,10,99,4,,,,
30229,dingo_eastern_d,2,200,40,99,4,,,,
30230,dingo_eastern_e,2,200,40,99,4,,,,
30231,dingo_eastern_f,3,500,100,99,4,,,,
30232,dingo_eastern_g,3,500,100,99,4,,,,
30233,dingo_eastern_h,4,1000,200,99,4,,,,
30234,azur_eastern_basic,0,0,0,0,2,,,ui_loot_operator_east_azur_1_1,
30235,azur_eastern_advanced,0,50,10,0,4,,,ui_loot_operator_east_azur_1_2,
30236,azur_eastern_awesome,0,50,10,0,4,,,ui_loot_operator_east_azur_1_3,
30237,azur_eastern_c,2,50,10,1000,4,,,ui_loot_operator_east_azur_2_1,
30238,azur_eastern_d,2,200,40,1000,4,,,ui_loot_operator_east_azur_2_2,
30239,azur_eastern_e,2,200,40,1000,4,,,ui_loot_operator_east_azur_2_3,
30240,azur_eastern_f,2,500,100,0,4,,,ui_loot_operator_east_azur_3_1,
30241,azur_eastern_g,2,500,100,0,4,,,ui_loot_operator_east_azur_3_2,
30242,azur_eastern_h,3,1000,200,1000,4,,,ui_loot_operator_east_azur_3_3,
30243,yolandi_eastern_basic,0,0,0,99,2,,,,
30244,yolandi_eastern_a,1,50,10,99,4,,,,
30245,yolandi_eastern_b,1,50,10,99,4,,,,
30246,yolandi_eastern_c,1,50,10,99,4,,,,
30247,yolandi_eastern_d,2,200,40,99,4,,,,
30248,yolandi_eastern_e,2,200,40,99,4,,,,
30249,yolandi_eastern_f,3,500,100,99,4,,,,
30250,yolandi_eastern_g,3,500,100,99,4,,,,
30251,yolandi_eastern_h,4,1000,200,99,4,,,,
30252,zane_eastern_basic,0,0,0,0,2,,,ui_loot_operator_east_zane_1_1,
30253,zane_eastern_a,0,50,10,0,4,,,ui_loot_operator_east_zane_1_2,
30254,zane_eastern_b,0,50,10,0,4,,,ui_loot_operator_east_zane_1_3,
30255,zane_eastern_c,2,50,10,0,4,,,ui_loot_operator_east_zane_2_1,
30256,zane_eastern_d,2,200,40,0,4,,,ui_loot_operator_east_zane_2_2,
30257,zane_eastern_e,3,200,40,1000,4,,,ui_loot_operator_east_zane_2_3,
30258,zane_eastern_f,2,500,100,0,4,,,ui_loot_operator_east_zane_3_1,
30259,zane_eastern_g,2,500,100,0,4,,,ui_loot_operator_east_zane_3_2,
30260,zane_eastern_h,3,1000,200,1000,4,,,ui_loot_operator_east_zane_3_3,
30261,minotavr_eastern_basic,0,0,0,0,2,,,ui_loot_operator_east_minotaur_1_1,
30262,minotavr_eastern_a,0,50,10,0,4,,,ui_loot_operator_east_minotaur_1_2,
30263,minotavr_eastern_b,0,50,10,0,4,,,ui_loot_operator_east_minotaur_1_3,
30264,minotavr_eastern_c,2,50,10,1000,4,,,ui_loot_operator_east_minotaur_2_1,
30265,minotavr_eastern_d,2,200,40,1000,4,,,ui_loot_operator_east_minotaur_2_2,
30266,minotavr_eastern_e,2,200,40,1000,4,,,ui_loot_operator_east_minotaur_2_3,
30267,minotavr_eastern_f,2,500,100,6000,4,,,ui_loot_operator_east_minotaur_3_1,
30268,minotavr_eastern_g,3,500,100,6000,4,,,ui_loot_operator_east_minotaur_3_2,
30269,minotavr_eastern_h,3,1000,200,1000,4,,,ui_loot_operator_east_minotaur_3_3,
30270,wyatt_western_i,3,1000,200,99,3,,,ui_loot_operator_west_wyatt_4_1,
30271,otter_western_i,3,1000,200,99,3,,,ui_loot_operator_west_otter_4_1,
30272,grinch_eastern_i,3,1000,200,99,3,,,ui_loot_operator_east_grinch_4_1,
30273,default_western_a,0,0,0,99,1,,,,
30274,default_eastern_a,0,0,0,99,1,,,,
30275,raines_western_basic,0,0,0,0,2,,,ui_loot_operator_west_raines_1_1,
30276,raines_western_a,0,50,10,0,4,,,ui_loot_operator_west_raines_1_2,
30277,raines_western_b,0,50,10,0,4,,,ui_loot_operator_west_raines_1_3,
30278,raines_western_c,2,50,10,0,4,,,ui_loot_operator_west_raines_2_1,
30279,raines_western_d,3,200,40,1000,4,,,ui_loot_operator_west_raines_2_2,
30280,raines_western_e,2,200,40,0,4,,,ui_loot_operator_west_raines_2_3,
30281,raines_western_f,2,500,100,2000,4,,,ui_loot_operator_west_raines_3_1,
30282,raines_western_g,2,500,100,2000,4,,,ui_loot_operator_west_raines_3_2,
30283,raines_western_h,2,1000,200,2000,4,,,ui_loot_operator_west_raines_3_3,
30284,kreuger_eastern_i,2,0,0,99,3,,,ui_loot_operator_east_kreuger_1_4,
30285,dday_western_i,3,0,0,99,3,,,ui_loot_operator_west_dday_1_4,
30286,domino_western_i,3,1000,200,6000,0,,,ui_loot_operator_west_domino_4_1,
30287,yegor_eastern_i,3,1000,200,1000,4,,,ui_loot_operator_east_yegor_3_4,
30288,golem_western_i,4,1000,200,1000,4,,,ui_loot_operator_west_golem_4_1,
30289,bale_eastern_i,4,1000,200,1000,4,,,ui_loot_operator_east_bale_4_1,
30290,bale_eastern_j,2,1000,200,1000,4,,,ui_loot_operator_east_bale_2_4,
30291,charly_western_i,3,1000,200,1000,4,,,ui_loot_operator_west_charly_4_1,
30292,dday_western_j,3,1000,200,1000,4,,,ui_loot_operator_west_dday_4_1,
30293,murphy_western_i,2,1000,200,1000,4,,,ui_loot_operator_west_thorne_2_4,
30294,cdl_team_01,2,1000,200,1000,4,,,ui_loot_operator_empire_home,
30295,cdl_team_01_away,2,1000,200,1000,4,,,ui_loot_operator_empire_away,
30296,cdl_team_02,2,1000,200,1000,4,,,ui_loot_operator_faze_home,
30297,cdl_team_02_away,2,1000,200,1000,4,,,ui_loot_operator_faze_away,
30298,cdl_team_03,2,1000,200,1000,4,,,ui_loot_operator_guerillas_home,
30299,cdl_team_03_away,2,1000,200,1000,4,,,ui_loot_operator_guerillas_away,
30300,cdl_team_04,2,1000,200,1000,4,,,ui_loot_operator_huntsman_home,
30301,cdl_team_04_away,2,1000,200,1000,4,,,ui_loot_operator_huntsman_away,
30302,cdl_team_05,2,1000,200,1000,4,,,ui_loot_operator_legions_home,
30303,cdl_team_05_away,2,1000,200,1000,4,,,ui_loot_operator_legions_away,
30304,cdl_team_06,2,1000,200,1000,4,,,ui_loot_operator_mutineers_home,
30305,cdl_team_06_away,2,1000,200,1000,4,,,ui_loot_operator_mutineers_away,
30306,cdl_team_07,2,1000,200,1000,4,,,ui_loot_operator_optic_home,
30307,cdl_team_07_away,2,1000,200,1000,4,,,ui_loot_operator_optic_away,
30308,cdl_team_08,2,1000,200,1000,4,,,ui_loot_operator_rokkr_home,
30309,cdl_team_08_away,2,1000,200,1000,4,,,ui_loot_operator_rokkr_away,
30310,cdl_team_09,2,1000,200,1000,4,,,ui_loot_operator_royal_home,
30311,cdl_team_09_away,2,1000,200,1000,4,,,ui_loot_operator_royal_away,
30312,cdl_team_10,2,1000,200,1000,4,,,ui_loot_operator_subliners_home,
30313,cdl_team_10_away,2,1000,200,1000,4,,,ui_loot_operator_subliners_away,
30314,cdl_team_11,2,1000,200,1000,4,,,ui_loot_operator_surge_home,
30315,cdl_team_11_away,2,1000,200,1000,4,,,ui_loot_operator_surge_away,
30316,cdl_team_12,2,1000,200,1000,4,,,ui_loot_operator_ultra_home,
30317,cdl_team_12_away,2,1000,200,1000,4,,,ui_loot_operator_ultra_away,
30318,minotavr_eastern_i,3,1000,200,2000,4,,,ui_loot_operator_east_minotaur_4_1,
30319,crowfoot_western_basic,4,1000,200,2000,4,,,ui_loot_operator_west_talon_1_1,
30320,crowfoot_western_a,2,1000,200,3000,4,,,,
30321,crowfoot_western_b,2,1000,200,2000,4,,,,
30322,crowfoot_western_c,2,1000,200,3000,4,,,ui_loot_operator_west_talon_2_1,
30323,crowfoot_western_d,2,1000,200,3000,4,,,ui_loot_operator_west_talon_2_2,
30324,crowfoot_western_e,2,1000,200,3000,4,,,ui_loot_operator_west_talon_2_3,
30325,metalghost_eastern_basic,4,1000,200,2000,4,,,ui_loot_operator_east_mace_1_1,
30326,metalghost_eastern_a,4,1000,200,3000,4,,,ui_loot_operator_east_mace_2_1,
30327,metalghost_eastern_b,2,1000,200,2000,4,,,,
30328,metalghost_eastern_c,2,1000,200,2000,4,,,,
30329,metalghost_eastern_d,2,1000,200,2000,4,,,,
30330,metalghost_eastern_e,2,1000,200,2000,4,,,,
30331,azur_eastern_i,3,1000,200,2000,4,,,ui_loot_operator_east_azur_4_1,
30332,azur_eastern_j,2,1000,200,2000,4,,,ui_loot_operator_east_azur_5_1,
30333,azur_eastern_k,3,1000,200,2000,4,,,ui_loot_operator_east_azur_5_2,
30334,azur_eastern_l,3,1000,200,2000,4,,,ui_loot_operator_east_azur_5_3,
30335,rodion_eastern_i,4,1000,200,2000,4,,,ui_loot_operator_east_rodion_4_1,
30336,rodion_eastern_j,2,1000,200,3000,4,,,ui_loot_operator_east_rodion_5_1,
30337,rodion_eastern_k,2,1000,200,3000,4,,,ui_loot_operator_east_rodion_5_2,
30338,rodion_eastern_l,2,1000,200,3000,4,,,ui_loot_operator_east_rodion_5_3,
30339,minotavr_eastern_j,2,1000,200,2000,4,,,ui_loot_operator_east_minotaur_5_1,
30340,minotavr_eastern_k,3,1000,200,2000,4,,,ui_loot_operator_east_minotaur_5_2,
30341,minotavr_eastern_l,3,1000,200,2000,4,,,ui_loot_operator_east_minotaur_5_3,
30342,yegor_eastern_j,3,2000,200,2000,4,,,ui_loot_operator_east_yegor_1_4,
30343,golem_western_j,2,2000,200,2000,4,,,ui_loot_operator_west_golem_5_1,
30344,dday_western_k,2,2000,200,2000,4,,,ui_loot_operator_west_dday_5_1,
30345,dday_western_l,2,2000,200,2000,4,,,ui_loot_operator_west_dday_5_2,
30346,dday_western_m,2,2000,200,2000,4,,,ui_loot_operator_west_dday_5_3,
30347,zane_eastern_i,2,2000,200,2000,4,,,ui_loot_operator_east_zane_5_1,
30348,zane_eastern_j,2,2000,200,2000,4,,,ui_loot_operator_east_zane_5_2,
30349,zane_eastern_k,2,2000,200,2000,4,,,ui_loot_operator_east_zane_5_3,
30350,zane_eastern_l,3,2000,200,2000,4,,,ui_loot_operator_east_zane_4_1,
30351,syd_eastern_i,3,1000,200,2000,4,,,ui_loot_operator_east_syd_3_3,
30352,raines_western_i,3,1000,200,2000,4,,,ui_loot_operator_west_raines_4_1,
30353,kreuger_eastern_j,4,0,0,2000,3,,,ui_loot_operator_east_kreuger_4_1,
30354,golem_western_k,2,2000,200,2000,4,,,ui_loot_operator_west_golem_5_2,
