1008021,thermalvz,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008022,thermal2vz,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008023,hybrid,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008024,hybridlight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008025,hybrid2,0,0,0,0,112,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008026,hybrid2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008027,hybrid3,0,0,0,0,527,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008028,hybrid3light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008029,hybrid4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008030,hybrid4light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008031,ironsight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008032,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008033,vzscope,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008034,silencer,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008035,silencer2,0,0,0,0,194,5,528,15,1124,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008036,silencer3,0,0,0,0,111,2,526,5,705,1,707,7,,,,,,,,,,,,,,,,,,,,,,,,,
1008037,gripvert,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008038,gripang,0,0,0,0,110,5,111,9,112,8,194,2,391,3,526,10,527,11,705,13,707,1,708,6,792,15,793,2,794,7,795,4,1107,8,1124,12,
1008039,gripangpro,0,0,0,0,109,14,215,8,216,9,217,12,392,1,393,11,525,3,528,7,706,10,,,,,,,,,,,,,,,
1008040,gripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008041,gripdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008042,gripcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008043,bipod,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008044,gl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008045,glsmoke,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008046,glgas,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008047,glconc,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008048,akimbo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008049,fmj,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008050,xmags,0,0,0,0,217,1,793,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008051,drums,0,0,0,0,391,1,526,2,705,3,707,4,1107,5,1124,6,,,,,,,,,,,,,,,,,,,,,
1008052,vertmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008053,laser,0,0,0,0,393,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008054,laserir,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008055,laserrange,0,0,0,0,391,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008056,laserbalanced,0,0,0,0,217,5,392,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008057,laserads,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008058,stockl,0,0,0,0,392,2,393,3,525,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008059,stockh,0,0,0,0,112,1,217,2,526,3,1107,4,,,,,,,,,,,,,,,,,,,,,,,,,
1008060,stocks,0,0,0,0,215,1,391,3,706,4,707,5,1102,6,,,,,,,,,,,,,,,,,,,,,,,
1008061,stockno,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008062,stockfold,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008063,stockcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008064,bolt,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008065,calsmg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008066,calsmgdrums,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008067,calar,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008068,calsnpr,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008069,calcust,0,0,0,0,109,4,110,1,111,2,194,3,215,5,216,6,527,7,706,8,708,11,792,9,794,12,795,10,,,,,,,,,
1008070,calcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008071,barlong,0,0,0,0,216,1,527,2,1107,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008072,barmid,0,0,0,0,109,3,194,2,792,4,794,6,795,5,,,,,,,,,,,,,,,,,,,,,,,
1008073,barshort,0,0,0,0,110,1,393,2,526,3,705,4,708,5,1102,6,1124,7,,,,,,,,,,,,,,,,,,,
1008074,barshortnoguard,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008075,barcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008076,barcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008077,triggripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008078,triggrip,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008079,trigcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008080,trigcust02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008081,trigcust03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008082,trig,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008083,melee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008084,brake,0,0,0,0,110,1,112,2,216,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008085,comp,0,0,0,0,393,8,525,3,793,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008086,choke,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008087,linearbrake,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008088,rack,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008089,strap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008090,semi,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008091,burst,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008092,auto,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008093,griprear,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008094,done,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008095,scope,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008096,scopenvg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008097,scopenorail,0,0,0,0,216,1,392,2,792,3,794,5,795,4,,,,,,,,,,,,,,,,,,,,,,,
1008098,toprailcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008099,recstocks,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008100,recstockl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008101,recstockh,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008102,adsmove,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008103,adsidle,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008104,bling,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008105,crouchrecoil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008106,fastswap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008107,fastreload,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008108,flinch,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008109,hipaim,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008110,maxammo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008111,gunperk_semi,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008112,gunperk_auto,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008113,gunperk_burst,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008114,gunperk_ricochet,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008115,gunperk_recoil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008116,gunperk_rof,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008117,gunperk_adsup,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008118,gunperk_xmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008119,gunperk_fastmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008120,gunperk_range,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008121,gunperk_stalker,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008122,muzzlestable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008123,muzzlestable2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008124,flashhider,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008125,gunperk_burst3fast,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008126,gunperk_burst4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008127,gunperk_burst4fast,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008128,gunperk_xp,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008129,gunperk_dexterity,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008130,gunperk_enemytag,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008131,gunperk_callout,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008132,gunperk_glintreduce,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008133,gunperk_hardmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008134,gunperk_holdbreath,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008135,gunperk_marksman,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008136,gunperk_stancespeed,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008137,gunperk_binarytrigger,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008138,ammomod_impact,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008139,ammomod_slow,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008140,ammomod_subsonic,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008141,ammomod_wound,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008142,ammomod_incendiary,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008143,ammomod_762,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008144,ammomod_exitdamage,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008145,xmagslrg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008146,gripvertpro,0,0,0,0,1102,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008147,reargrip,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008148,pistolgrip01,0,0,0,0,109,3,1107,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008149,pistolgrip02,0,0,0,0,391,1,1102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008150,pistolgrip03,0,0,0,0,706,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008151,pistolgrip04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008152,pistolgrip05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008153,gunperk_adsup_reflex,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008154,gunperk_adsup_holo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008155,gunperk_adsup_acog,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008156,gunperk_adsup_hybrid,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008157,gunperk_adsup_scope,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008158,ubshtgn,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008159,ubshtgn02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008160,gloves01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008161,gloves02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008162,magrelease,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008163,hammer01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008164,hammer02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008165,hammer03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008166,hammer04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008167,guard,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008168,mod_infil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008169,acog3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008170,holo3,0,0,0,0,1124,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008171,meleeub,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008172,melee2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008173,barcustnoguard,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008174,stockcomb,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008175,glflash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008176,glincendiary,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008177,glsemtex,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008178,glsnap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008179,guardheavy,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008180,guardcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008181,guardlight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008182,pistolgrip06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008183,silencer4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008184,barsil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008185,barsil2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008186,cablel,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008187,cableh,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008188,cabletac,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008189,reflex5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008190,acog4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008191,bolt2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008192,bolt3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008193,bolt4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008194,smags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008195,vertmags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008196,calcustmags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008197,calcustmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008198,barextra,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008199,thermal3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008200,bolthvy,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008201,boltl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008202,bolttac,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008203,barcust3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008204,front,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008205,fastmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008206,fastmags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008207,smags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008208,lasermix,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008209,lasermix2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008210,vzscope3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008211,vzscope2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
