1009052,vertmags,0,0,0,0,,,,,,,,,,,
1009053,laser,0,0,0,0,195,1,362,2,,,,,,,
1009054,laserir,0,0,0,0,,,,,,,,,,,
1009055,laserrange,0,0,0,0,113,3,314,4,574,5,,,,,
1009056,laserbalanced,0,0,0,0,114,1,115,2,,,,,,,
1009057,laserads,0,0,0,0,,,,,,,,,,,
1009058,stockl,0,0,0,0,314,3,361,6,362,4,444,5,574,7,
1009059,stockh,0,0,0,0,117,2,,,,,,,,,
1009060,stocks,0,0,0,0,116,2,196,3,315,4,,,,,
1009061,stockno,0,0,0,0,,,,,,,,,,,
1009062,stockfold,0,0,0,0,,,,,,,,,,,
1009063,stockcust,0,0,0,0,,,,,,,,,,,
1009064,bolt,0,0,0,0,,,,,,,,,,,
1009065,calsmg,0,0,0,0,,,,,,,,,,,
1009066,calsmgdrums,0,0,0,0,,,,,,,,,,,
1009067,calar,0,0,0,0,,,,,,,,,,,
1009068,calsnpr,0,0,0,0,,,,,,,,,,,
1009069,calcust,0,0,0,0,,,,,,,,,,,
1009070,calcust2,0,0,0,0,,,,,,,,,,,
1009071,barlong,0,0,0,0,117,2,195,1,362,3,,,,,
1009072,barmid,0,0,0,0,,,,,,,,,,,
1009073,barshort,0,0,0,0,,,,,,,,,,,
1009074,barshortnoguard,0,0,0,0,,,,,,,,,,,
1009075,barcust,0,0,0,0,196,2,361,3,,,,,,,
1009076,barcust2,0,0,0,0,,,,,,,,,,,
1009077,triggripcust,0,0,0,0,,,,,,,,,,,
1009078,triggrip,0,0,0,0,,,,,,,,,,,
1009079,trigcust,0,0,0,0,,,,,,,,,,,
1009080,trigcust02,0,0,0,0,,,,,,,,,,,
1009081,trigcust03,0,0,0,0,,,,,,,,,,,
1009082,trig,0,0,0,0,,,,,,,,,,,
1009083,melee,0,0,0,0,117,1,,,,,,,,,
1009084,brake,0,0,0,0,314,10,315,11,,,,,,,
1009085,comp,0,0,0,0,113,4,115,2,196,3,362,7,444,11,
1009086,choke,0,0,0,0,,,,,,,,,,,
1009087,linearbrake,0,0,0,0,,,,,,,,,,,
1009088,rack,0,0,0,0,,,,,,,,,,,
1009089,strap,0,0,0,0,,,,,,,,,,,
1009090,semi,0,0,0,0,,,,,,,,,,,
1009091,burst,0,0,0,0,,,,,,,,,,,
1009092,auto,0,0,0,0,,,,,,,,,,,
1009093,griprear,0,0,0,0,,,,,,,,,,,
1009094,done,0,0,0,0,,,,,,,,,,,
1009095,scope,0,0,0,0,314,1,361,3,444,2,,,,,
1009096,scopenvg,0,0,0,0,,,,,,,,,,,
1009097,scopenorail,0,0,0,0,,,,,,,,,,,
1009098,toprailcust,0,0,0,0,,,,,,,,,,,
1009099,recstocks,0,0,0,0,,,,,,,,,,,
1009100,recstockl,0,0,0,0,,,,,,,,,,,
1009101,recstockh,0,0,0,0,,,,,,,,,,,
1009102,adsmove,0,0,0,0,,,,,,,,,,,
1009103,adsidle,0,0,0,0,,,,,,,,,,,
1009104,bling,0,0,0,0,,,,,,,,,,,
1009105,crouchrecoil,0,0,0,0,,,,,,,,,,,
1009106,fastswap,0,0,0,0,,,,,,,,,,,
1009107,fastreload,0,0,0,0,,,,,,,,,,,
1009108,flinch,0,0,0,0,,,,,,,,,,,
1009109,hipaim,0,0,0,0,,,,,,,,,,,
1009110,maxammo,0,0,0,0,,,,,,,,,,,
1009111,gunperk_semi,0,0,0,0,,,,,,,,,,,
1009112,gunperk_auto,0,0,0,0,,,,,,,,,,,
1009113,gunperk_burst,0,0,0,0,,,,,,,,,,,
1009114,gunperk_ricochet,0,0,0,0,,,,,,,,,,,
1009115,gunperk_recoil,0,0,0,0,,,,,,,,,,,
1009116,gunperk_rof,0,0,0,0,,,,,,,,,,,
1009117,gunperk_adsup,0,0,0,0,,,,,,,,,,,
1009118,gunperk_xmags,0,0,0,0,,,,,,,,,,,
1009119,gunperk_fastmelee,0,0,0,0,,,,,,,,,,,
1009120,gunperk_range,0,0,0,0,,,,,,,,,,,
1009121,gunperk_stalker,0,0,0,0,,,,,,,,,,,
1009122,muzzlestable,0,0,0,0,,,,,,,,,,,
1009123,muzzlestable2,0,0,0,0,,,,,,,,,,,
1009124,flashhider,0,0,0,0,116,1,,,,,,,,,
1009125,gunperk_burst3fast,0,0,0,0,,,,,,,,,,,
1009126,gunperk_burst4,0,0,0,0,,,,,,,,,,,
1009127,gunperk_burst4fast,0,0,0,0,,,,,,,,,,,
1009128,gunperk_xp,0,0,0,0,,,,,,,,,,,
1009129,gunperk_dexterity,0,0,0,0,,,,,,,,,,,
1009130,gunperk_enemytag,0,0,0,0,,,,,,,,,,,
1009131,gunperk_callout,0,0,0,0,,,,,,,,,,,
1009132,gunperk_glintreduce,0,0,0,0,,,,,,,,,,,
1009133,gunperk_hardmelee,0,0,0,0,,,,,,,,,,,
1009134,gunperk_holdbreath,0,0,0,0,,,,,,,,,,,
1009135,gunperk_marksman,0,0,0,0,,,,,,,,,,,
1009136,gunperk_stancespeed,0,0,0,0,,,,,,,,,,,
1009137,gunperk_binarytrigger,0,0,0,0,,,,,,,,,,,
1009138,ammomod_impact,0,0,0,0,,,,,,,,,,,
1009139,ammomod_slow,0,0,0,0,,,,,,,,,,,
1009140,ammomod_subsonic,0,0,0,0,,,,,,,,,,,
1009141,ammomod_wound,0,0,0,0,,,,,,,,,,,
1009142,ammomod_incendiary,0,0,0,0,,,,,,,,,,,
1009143,ammomod_762,0,0,0,0,,,,,,,,,,,
1009144,ammomod_exitdamage,0,0,0,0,,,,,,,,,,,
1009145,xmagslrg,0,0,0,0,,,,,,,,,,,
1009146,gripvertpro,0,0,0,0,116,1,574,2,,,,,,,
1009147,reargrip,0,0,0,0,,,,,,,,,,,
1009148,pistolgrip01,0,0,0,0,314,2,,,,,,,,,
1009149,pistolgrip02,0,0,0,0,115,1,362,2,,,,,,,
1009150,pistolgrip03,0,0,0,0,315,1,361,3,444,2,574,4,,,
1009151,pistolgrip04,0,0,0,0,,,,,,,,,,,
1009152,pistolgrip05,0,0,0,0,,,,,,,,,,,
1009153,gunperk_adsup_reflex,0,0,0,0,,,,,,,,,,,
1009154,gunperk_adsup_holo,0,0,0,0,,,,,,,,,,,
1009155,gunperk_adsup_acog,0,0,0,0,,,,,,,,,,,
1009156,gunperk_adsup_hybrid,0,0,0,0,,,,,,,,,,,
1009157,gunperk_adsup_scope,0,0,0,0,,,,,,,,,,,
1009158,ubshtgn,0,0,0,0,,,,,,,,,,,
1009159,ubshtgn02,0,0,0,0,,,,,,,,,,,
1009160,gloves01,0,0,0,0,,,,,,,,,,,
1009161,gloves02,0,0,0,0,,,,,,,,,,,
1009162,magrelease,0,0,0,0,,,,,,,,,,,
1009163,hammer01,0,0,0,0,,,,,,,,,,,
1009164,hammer02,0,0,0,0,,,,,,,,,,,
1009165,hammer03,0,0,0,0,,,,,,,,,,,
1009166,hammer04,0,0,0,0,,,,,,,,,,,
1009167,guard,0,0,0,0,,,,,,,,,,,
1009168,mod_infil,0,0,0,0,,,,,,,,,,,
1009169,acog3,0,0,0,0,,,,,,,,,,,
1009170,holo3,0,0,0,0,,,,,,,,,,,
1009171,meleeub,0,0,0,0,,,,,,,,,,,
1009172,melee2,0,0,0,0,,,,,,,,,,,
1009173,barcustnoguard,0,0,0,0,,,,,,,,,,,
1009174,stockcomb,0,0,0,0,,,,,,,,,,,
1009175,glflash,0,0,0,0,,,,,,,,,,,
1009176,glincendiary,0,0,0,0,,,,,,,,,,,
1009177,glsemtex,0,0,0,0,,,,,,,,,,,
1009178,glsnap,0,0,0,0,,,,,,,,,,,
1009179,guardheavy,0,0,0,0,,,,,,,,,,,
1009180,guardcust,0,0,0,0,,,,,,,,,,,
1009181,guardlight,0,0,0,0,,,,,,,,,,,
1009182,pistolgrip06,0,0,0,0,,,,,,,,,,,
1009183,silencer4,0,0,0,0,,,,,,,,,,,
1009184,barsil,0,0,0,0,,,,,,,,,,,
1009185,barsil2,0,0,0,0,,,,,,,,,,,
1009186,cablel,0,0,0,0,,,,,,,,,,,
1009187,cableh,0,0,0,0,,,,,,,,,,,
1009188,cabletac,0,0,0,0,,,,,,,,,,,
1009189,reflex5,0,0,0,0,,,,,,,,,,,
1009190,acog4,0,0,0,0,,,,,,,,,,,
1009191,bolt2,0,0,0,0,,,,,,,,,,,
1009192,bolt3,0,0,0,0,,,,,,,,,,,
1009193,bolt4,0,0,0,0,,,,,,,,,,,
1009194,smags,0,0,0,0,,,,,,,,,,,
1009195,vertmags2,0,0,0,0,,,,,,,,,,,
1009196,calcustmags2,0,0,0,0,,,,,,,,,,,
1009197,calcustmags,0,0,0,0,,,,,,,,,,,
1009198,barextra,0,0,0,0,,,,,,,,,,,
