1016000,acog,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016001,acoglight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016081,trigcust03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016082,trig,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016083,melee,0,0,0,0,310,1,1097,2,,,,,,,,,,,,,,,,,,,,,
1016084,brake,0,0,0,0,47,5,257,8,637,12,1055,2,,,,,,,,,,,,,,,,,
1016085,comp,0,0,0,0,369,13,435,9,579,1,,,,,,,,,,,,,,,,,,,
1016086,choke,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016087,linearbrake,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016088,rack,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016089,strap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016090,semi,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016091,burst,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016092,auto,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016093,griprear,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016094,done,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016095,scope,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016096,scopenvg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016097,scopenorail,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016098,toprailcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016099,recstocks,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016100,recstockl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016101,recstockh,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016102,adsmove,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016103,adsidle,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016104,bling,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016105,crouchrecoil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016106,fastswap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016107,fastreload,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016108,flinch,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016109,hipaim,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016110,maxammo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016111,gunperk_semi,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016112,gunperk_auto,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016113,gunperk_burst,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016114,gunperk_ricochet,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016115,gunperk_recoil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016116,gunperk_rof,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016117,gunperk_adsup,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016118,gunperk_xmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016119,gunperk_fastmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016120,gunperk_range,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016121,gunperk_stalker,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016122,muzzlestable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016123,muzzlestable2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016124,flashhider,0,0,0,0,1117,1,,,,,,,,,,,,,,,,,,,,,,,
1016125,gunperk_burst3fast,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016126,gunperk_burst4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016127,gunperk_burst4fast,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016128,gunperk_xp,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016129,gunperk_dexterity,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016130,gunperk_enemytag,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016131,gunperk_callout,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016132,gunperk_glintreduce,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016133,gunperk_hardmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016134,gunperk_holdbreath,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016135,gunperk_marksman,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016136,gunperk_stancespeed,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016137,gunperk_binarytrigger,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016138,ammomod_impact,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016139,ammomod_slow,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016140,ammomod_subsonic,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016141,ammomod_wound,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016142,ammomod_incendiary,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016143,ammomod_762,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016144,ammomod_exitdamage,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016145,xmagslrg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016146,gripvertpro,0,0,0,0,50,1,257,2,369,3,578,4,,,,,,,,,,,,,,,,,
1016147,reargrip,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016148,pistolgrip01,0,0,0,0,258,2,369,3,,,,,,,,,,,,,,,,,,,,,
1016149,pistolgrip02,0,0,0,0,637,1,1012,2,1057,3,1117,4,,,,,,,,,,,,,,,,,
1016150,pistolgrip03,0,0,0,0,1053,1,,,,,,,,,,,,,,,,,,,,,,,
1016151,pistolgrip04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016152,pistolgrip05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016153,gunperk_adsup_reflex,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016154,gunperk_adsup_holo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016155,gunperk_adsup_acog,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016156,gunperk_adsup_hybrid,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016157,gunperk_adsup_scope,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016158,ubshtgn,0,0,0,0,368,5,,,,,,,,,,,,,,,,,,,,,,,
1016159,ubshtgn02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016160,gloves01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016161,gloves02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016162,magrelease,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016163,hammer01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016164,hammer02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016165,hammer03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016166,hammer04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016167,guard,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016168,mod_infil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016169,acog3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016170,holo3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016171,meleeub,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016172,melee2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016173,barcustnoguard,0,0,0,0,256,1,1012,2,1053,3,1097,4,1117,5,,,,,,,,,,,,,,,
1016174,stockcomb,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016175,glflash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016176,glincendiary,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016177,glsemtex,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016178,glsnap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016179,guardheavy,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016180,guardcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016181,guardlight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016182,pistolgrip06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016183,silencer4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016184,barsil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016185,barsil2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016186,cablel,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016187,cableh,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016188,cabletac,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016189,reflex5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016190,acog4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016191,bolt2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016192,bolt3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016193,bolt4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016194,smags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016195,vertmags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016196,calcustmags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016197,calcustmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016198,barextra,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016199,thermal3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016200,bolthvy,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016201,boltl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016202,bolttac,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016203,barcust3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016204,front,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016205,fastmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016206,fastmags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016207,smags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016208,lasermix,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016209,lasermix2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016210,vzscope3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016211,vzscope2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
