400010,MENU/BUNDLE_NAME_THE_ROYAL_ARMORY_II,MENU/BUNDLE_DESCRIPTION_THE_ROYAL_ARMORY_II,MENU/BUNDLE_FLAVOR_THE_ROYAL_ARMORY_II,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_royal_armory_ii,mw_store_billboard_preview_blur,mw_store_title_royal_armory_ii,20,1400,1050,,4,70,165,80228,330031,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0010,,,,,,,,Hollywood,Wood,Wood,Wood,
400011,MENU/BUNDLE_NAME_LONESTAR,MENU/BUNDLE_DESCRIPTION_LONESTAR,MENU/BUNDLE_FLAVOR_LONESTAR,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_lonestar,mw_store_billboard_preview_blur,mw_store_title_lonestar,20,1300,975,,5,138,166,97,80050,330097,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0011,,,,,,,,Hollywood,Wood,Wood,Wood,
400012,MENU/BUNDLE_NAME_THE_GAMBLER,MENU/BUNDLE_DESCRIPTION_THE_GAMBLER,MENU/BUNDLE_FLAVOR_THE_GAMBLER,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_gambler,mw_store_billboard_preview_blur,mw_store_title_gambler,20,1100,800,,5,134,92,80011,330040,180263,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0012,,,,,,,,Hollywood,Gold,Gold,Gold,
400013,MENU/BUNDLE_NAME_THE_REAPER,MENU/BUNDLE_DESCRIPTION_THE_REAPER,MENU/BUNDLE_FLAVOR_THE_REAPER,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_reaper,mw_store_billboard_preview_blur,mw_store_title_reaper,20,1000,700,,5,140,95,80147,330027,180548,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0013,,,,,,,,Mil-sim,Dark,Dark,Dark,
400014,MENU/BUNDLE_NAME_FNG,MENU/BUNDLE_DESCRIPTION_FNG,MENU/BUNDLE_FLAVOR_FNG,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_fng,mw_store_billboard_preview_blur,mw_store_title_fng,20,1500,1125,,7,290,60,244,80114,330004,190087,170773,,,,0,,,,,,,,,,,,,,,,,,bundle_0014,,,,,,,,Mil-sim,Dark,Dark,Dark,
400015,MENU/BUNDLE_NAME_MOLTEN,MENU/BUNDLE_DESCRIPTION_MOLTEN,MENU/BUNDLE_FLAVOR_MOLTEN,1000,MENU/BUNDLE_TYPE_VARIETY,mw_store_billboard_molten,mw_store_billboard_preview_blur,mw_store_title_molten,20,500,300,,6,40033,170606,180124,80094,330030,190235,,,,,0,,,,,,,,,,,,,,,,,,bundle_0015,,,,,,,,Hollywood,,,,
400016,MENU/BUNDLE_NAME_BLUE_STEELE,MENU/BUNDLE_DESCRIPTION_BLUE_STEELE,MENU/BUNDLE_FLAVOR_BLUE_STEELE,1000,MENU/BUNDLE_TYPE_VARIETY,mw_store_billboard_blue_steele,mw_store_billboard_preview_blur,mw_store_title_blue_steele,20,500,300,,6,40014,170355,180160,80100,330061,190017,,,,,0,,,,,,,,,,,,,,,,,,bundle_0016,,,,,,,,Hollywood,,,,
400017,MENU/BUNDLE_NAME_BATTLE_HARDENED_I,MENU/BUNDLE_DESCRIPTION_BATTLE_HARDENED_I,MENU/BUNDLE_FLAVOR_BATTLE_HARDENED_I,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_battle_hardened_i,mw_store_billboard_preview_blur,mw_store_title_battle_hardened_i,20,1500,800,,5,61,129,80104,330050,170158,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0017,,,,,,,,Mil-sim,Camo Desert,Camo Desert,Camo Desert,
400018,MENU/BUNDLE_NAME_BATTLE_HARDENED_II,MENU/BUNDLE_DESCRIPTION_BATTLE_HARDENED_II,MENU/BUNDLE_FLAVOR_BATTLE_HARDENED_II,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_battle_hardened_ii,mw_store_billboard_preview_blur,mw_store_title_battle_hardened_ii,20,1500,1125,,5,56,142,80198,330066,170161,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0018,,,,,,,,Mil-sim,Camo,Camo,Camo,
400019,MENU/BUNDLE_NAME_WMD,MENU/BUNDLE_DESCRIPTION_WMD,MENU/BUNDLE_FLAVOR_WMD,1000,MENU/BUNDLE_TYPE_OPERATOR,mw_store_billboard_wmd,mw_store_billboard_preview_blur,mw_store_title_wmd,20,1600,1200,,8,30269,146,80095,170065,190190,300298,220068,430003,,,1,20029,,,,,,,,,,,,,,,,,bundle_0019,,,,,,,,Hollywood,Masked,Dark,Dark,
400020,MENU/BUNDLE_NAME_EMERALD_RANGER,MENU/BUNDLE_DESCRIPTION_EMERALD_RANGER,MENU/BUNDLE_FLAVOR_EMERALD_RANGER,1000,MENU/BUNDLE_TYPE_OPERATOR,mw_store_billboard_emerald_ranger,mw_store_billboard_preview_blur,mw_store_title_emerald_ranger,20,1400,1050,,7,30061,69,80030,330143,170410,300066,220045,,,,1,20006,,,,,,,,,,,,,,,,,bundle_0020,,,,,,,,Playful,Camo Ghillie,Camo,Camo,
400021,MENU/BUNDLE_NAME_THE_TRACKER,MENU/BUNDLE_DESCRIPTION_THE_TRACKER,MENU/BUNDLE_FLAVOR_THE_TRACKER,1000,MENU/BUNDLE_TYPE_OPERATOR,mw_store_billboard_tracker,mw_store_billboard_preview_blur,mw_store_title_tracker,20,1400,1000,,6,30118,40001,170500,300135,210011,430003,,,,,1,20013,,,,,,,,,,,,,,,,,bundle_0021,,,,,,,,Mil-sim,Camo Ghillie Warpaint,,,
400022,MENU/BUNDLE_NAME_SCORPIO,MENU/BUNDLE_DESCRIPTION_SCORPIO,MENU/BUNDLE_FLAVOR_SCORPIO,1000,MENU/BUNDLE_TYPE_OPERATOR,mw_store_billboard_scorpio,mw_store_billboard_preview_blur,mw_store_title_scorpio,20,1400,1000,,6,30210,40031,170247,300233,210016,430003,,,,,1,20023,,,,,,,,,,,,,,,,,bundle_0022,,,,,,,,Playful,Street,,,
400023,MENU/BUNDLE_NAME_EXECUTIVE_ARMORY_I,MENU/BUNDLE_DESCRIPTION_EXECUTIVE_ARMORY_I,MENU/BUNDLE_FLAVOR_EXECUTIVE_ARMORY_I,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_executive_armory_i,mw_store_billboard_preview_blur,mw_store_title_executive_armory_i,20,1500,800,,4,115,94,80132,330046,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0023,,,,,,,,Hollywood,Black/Gold,Black/Gold,Black/Gold,
400024,MENU/BUNDLE_NAME_EXECUTIVE_ARMORY_II,MENU/BUNDLE_DESCRIPTION_EXECUTIVE_ARMORY_II,MENU/BUNDLE_FLAVOR_EXECUTIVE_ARMORY_II,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_executive_armory_ii,mw_store_billboard_preview_blur,mw_store_title_executive_armory_ii,20,1600,800,,4,124,183,80133,330107,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0024,,,,,,,,Hollywood,Black/Gold,Black/Gold,Black/Gold,
400025,MENU/BUNDLE_NAME_ALPHA_DOG,MENU/BUNDLE_DESCRIPTION_ALPHA_DOG,MENU/BUNDLE_FLAVOR_ALPHA_DOG,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_alpha_dog,mw_store_billboard_preview_blur,mw_store_title_alpha_dog,20,800,600,,3,63,80112,330048,,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0025,,,,,,,,Playful,Animal White,Animal White,Animal White,
400026,MENU/BUNDLE_NAME_FIRE_CLAW,MENU/BUNDLE_DESCRIPTION_FIRE_CLAW,MENU/BUNDLE_FLAVOR_FIRE_CLAW,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_fire_claw,mw_store_billboard_preview_blur,mw_store_title_fire_claw,20,1000,700,,3,250,80149,330082,,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0026,,,,,,,,Playful,Animal Colorful,Animal Colorful,Animal Colorful,
400027,MENU/BUNDLE_NAME_HEARTLAND,MENU/BUNDLE_DESCRIPTION_HEARTLAND,MENU/BUNDLE_FLAVOR_HEARTLAND,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_heartland,mw_store_billboard_preview_blur,mw_store_title_heartland,20,1000,750,,3,252,80126,330035,,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0027,,,,,,,,Playful,Patriotic/Regional,Patriotic/Regional,Patriotic/Regional,
400028,MENU/BUNDLE_NAME_NOTICE_ME,MENU/BUNDLE_DESCRIPTION_NOTICE_ME,MENU/BUNDLE_FLAVOR_NOTICE_ME,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_notice_me,mw_store_billboard_preview_blur,mw_store_title_notice_me,20,800,600,,3,53,80174,330090,,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0028,,,,,,,,Playful,Anime Colorful,Anime Colorful,Anime Colorful,
400029,MENU/BUNDLE_NAME_TOMOGUNCHI,MENU/BUNDLE_DESCRIPTION_TOMOGUNCHI,MENU/BUNDLE_FLAVOR_TOMOGUNCHI,1000,MENU/BUNDLE_TYPE_VARIETY,mw_store_billboard_tomogunchi,mw_store_billboard_preview_blur,mw_store_title_tomogunchi,20,500,500,,6,40006,170049,180052,80034,330096,190004,,,,,0,,,,,,,,,,,,,,,,,,bundle_0029,,,,,,,,Playful,,,,
400030,MENU/BUNDLE_NAME_OLD_SCHOOL,MENU/BUNDLE_DESCRIPTION_OLD_SCHOOL,MENU/BUNDLE_FLAVOR_OLD_SCHOOL,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_old_school,mw_store_billboard_preview_blur,mw_store_title_old_school,20,1100,800,,6,71,107,80091,330128,170475,180303,,,,,0,,,,,,,,,,,,,,,,,,bundle_0030,,,,,,,,Hollywood,Dark White,Dark White,Dark White,
400031,MENU/BUNDLE_NAME_BATTLE_READY,MENU/BUNDLE_DESCRIPTION_BATTLE_READY,MENU/BUNDLE_FLAVOR_BATTLE_READY,1000,MENU/BUNDLE_TYPE_OPERATOR,mw_store_billboard_battle_ready,mw_store_billboard_preview_blur,mw_store_title_battle_ready,20,1100,800,,6,30049,220044,300059,170036,180153,430003,,,,,1,20005,,,,,,,,,,,,,,,,,bundle_0031,,,,,,,,Mil-sim,War Paint Military,,,
400032,MENU/BUNDLE_NAME_INFILTRATOR,MENU/BUNDLE_DESCRIPTION_INFILTRATOR,MENU/BUNDLE_FLAVOR_INFILTRATOR,1000,MENU/BUNDLE_TYPE_OPERATOR,mw_store_billboard_infiltrator,mw_store_billboard_preview_blur,mw_store_title_infiltrator,20,1100,800,,6,30175,220058,300191,170432,180281,430003,,,,,1,20019,,,,,,,,,,,,,,,,,bundle_0032,,,,,,,,Hollywood,Street Masked,,,
400033,MENU/BUNDLE_NAME_LADY_LUCK,MENU/BUNDLE_DESCRIPTION_LADY_LUCK,MENU/BUNDLE_FLAVOR_LADY_LUCK,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_lady_luck,mw_store_billboard_preview_blur,mw_store_title_lady_luck,20,800,600,,3,215,80153,330036,,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0033,,,,,,,,Hollywood,Colorful,Colorful,Colorful,
400034,MENU/BUNDLE_NAME_HARE_HUNTER,MENU/BUNDLE_DESCRIPTION_HARE_HUNTER,MENU/BUNDLE_FLAVOR_HARE_HUNTER,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_hare_hunter,mw_store_billboard_preview_blur,mw_store_title_hare_hunter,20,500,300,,3,139,80143,330024,,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0034,,,,,,,,Hollywood,Wood,Wood,Wood,
400035,MENU/BUNDLE_NAME_BLOOD_STAINED,MENU/BUNDLE_DESCRIPTION_BLOOD_STAINED,MENU/BUNDLE_FLAVOR_BLOOD_STAINED,1000,MENU/BUNDLE_TYPE_OPERATOR,mw_store_billboard_blood_stained,mw_store_billboard_preview_blur,mw_store_title_blood_stained,20,2400,1600,,7,30257,269,85,245,80089,330129,430003,,,,1,20028,,,,,,,,,,,,,,,,,bundle_0035,,,,,,,,Hollywood,Street,Metallic,Metallic,
400036,MENU/BUNDLE_NAME_GREAT_WHITE,MENU/BUNDLE_DESCRIPTION_GREAT_WHITE,MENU/BUNDLE_FLAVOR_GREAT_WHITE,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_great_white,mw_store_billboard_preview_blur,mw_store_title_great_white,20,800,500,,5,287,262,80117,330063,170241,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0036,,,,,,,,Hollywood,Animal Metallic,Animal Metallic,Animal Metallic,
400037,MENU/BUNDLE_NAME_VIKING_BURIAL_I,MENU/BUNDLE_DESCRIPTION_VIKING_BURIAL_I,MENU/BUNDLE_FLAVOR_VIKING_BURIAL_I,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_viking_burial_i,mw_store_billboard_preview_blur,mw_store_title_viking_burial_i,20,1500,1125,,5,54,143,89,80040,330051,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0037,,,,,,,,Mil-sim,Dark Metallic,Dark Metallic,Dark Metallic,
400038,MENU/BUNDLE_NAME_AMPHIBIOUS,MENU/BUNDLE_DESCRIPTION_AMPHIBIOUS,MENU/BUNDLE_FLAVOR_AMPHIBIOUS,1000,MENU/BUNDLE_TYPE_OPERATOR,mw_store_billboard_amphibious,mw_store_billboard_preview_blur,mw_store_title_amphibious,20,2400,1600,,9,30085,110,82,241,40018,180155,300092,220048,430002,,1,20009,,,,,,,,,,,,,,,,,bundle_0038,,,,,,,,Mil-sim,Camo Ghillie,Dark,Dark,
400039,MENU/BUNDLE_NAME_ARMS_DEALER,MENU/BUNDLE_DESCRIPTION_ARMS_DEALER,MENU/BUNDLE_FLAVOR_ARMS_DEALER,1000,MENU/BUNDLE_TYPE_OPERATOR,mw_store_billboard_arms_dealer,mw_store_billboard_preview_blur,mw_store_title_arms_dealer,20,1600,1200,,8,30242,199,80196,330119,170471,300269,220065,430002,,,1,20026,,,,,,,,,,,,,,,,,bundle_0039,,,,,,,,Hollywood,Military,Dark Wood,Dark Wood,
400040,MENU/BUNDLE_NAME_THE_CLEANER,MENU/BUNDLE_DESCRIPTION_THE_CLEANER,MENU/BUNDLE_FLAVOR_THE_CLEANER,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_cleaner,mw_store_billboard_preview_blur,mw_store_title_cleaner,20,1200,900,,5,52,83,80032,330134,180556,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0040,,,,,,,,Mil-sim,Dark,Dark,Dark,
400041,MENU/BUNDLE_NAME_DOUBLE_STRIKE,MENU/BUNDLE_DESCRIPTION_DOUBLE_STRIKE,MENU/BUNDLE_FLAVOR_DOUBLE_STRIKE,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_double_strike,mw_store_billboard_preview_blur,mw_store_title_double_strike,20,800,600,,3,58,80058,330032,,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0041,,,,,,,,Playful,Colorful,Colorful,Colorful,
400042,MENU/BUNDLE_NAME_SCARLET_SNAKE,MENU/BUNDLE_DESCRIPTION_SCARLET_SNAKE,MENU/BUNDLE_FLAVOR_SCARLET_SNAKE,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_scarlet_snake,mw_store_billboard_preview_blur,mw_store_title_scarlet_snake,20,800,600,,3,67,80009,330121,,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0042,,,,,,,,Playful,Animal White,Animal White,Animal White,
400043,MENU/BUNDLE_NAME_MIDAS_TOUCH,MENU/BUNDLE_DESCRIPTION_MIDAS_TOUCH,MENU/BUNDLE_FLAVOR_MIDAS_TOUCH,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_midas_touch,mw_store_billboard_preview_blur,mw_store_title_midas_touch,20,1100,825,,3,112,80154,330044,,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0043,,,,,,,,Playful,Black/Gold,Black/Gold,Black/Gold,
400044,MENU/BUNDLE_NAME_ALL_NIGHTER,MENU/BUNDLE_DESCRIPTION_ALL_NIGHTER,MENU/BUNDLE_FLAVOR_ALL_NIGHTER,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_all_nighter,mw_store_billboard_preview_blur,mw_store_title_all_nighter,20,800,600,,3,158,80085,330022,,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0044,,,,,,,,Playful,White,White,White,
400045,MENU/BUNDLE_NAME_MAD_CHEMIST,MENU/BUNDLE_DESCRIPTION_MAD_CHEMIST,MENU/BUNDLE_FLAVOR_MAD_CHEMIST,1000,MENU/BUNDLE_TYPE_OPERATOR,mw_store_billboard_mad_chemist,mw_store_billboard_preview_blur,mw_store_title_mad_chemist,20,2400,1800,,9,30222,105,239,243,40005,180105,300248,220093,430003,,1,20024,,,,,,,,,,,,,,,,,bundle_0045,,,,,,,,Playful,Masked,Dark,Dark,
400046,MENU/BUNDLE_NAME_VIKING_BURIAL_II,MENU/BUNDLE_DESCRIPTION_VIKING_BURIAL_II,MENU/BUNDLE_FLAVOR_VIKING_BURIAL_II,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_viking_burial_ii,mw_store_billboard_preview_blur,mw_store_title_viking_burial_ii,20,1500,1125,,5,186,160,282,80035,330103,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0046,,,,,,,,Hollywood,Metallic Gold,Metallic Gold,Metallic Gold,
400047,MENU/BUNDLE_NAME_THE_FIXER,MENU/BUNDLE_DESCRIPTION_THE_FIXER,MENU/BUNDLE_FLAVOR_THE_FIXER,1000,MENU/BUNDLE_TYPE_OPERATOR,mw_store_billboard_fixer,mw_store_billboard_preview_blur,mw_store_title_fixer,20,2400,1800,,10,30009,305,309,249,40027,170811,180594,300013,220039,430002,1,20001,,,,,,,,,,,,,,,,,bundle_0047,,,,,,,,Hollywood,Masked,Dark,Dark,
400048,MENU/BUNDLE_NAME_NIGHT_OPERATIONS,MENU/BUNDLE_DESCRIPTION_NIGHT_OPERATIONS,MENU/BUNDLE_FLAVOR_NIGHT_OPERATIONS,1000,MENU/BUNDLE_TYPE_OPERATOR,mw_store_billboard_night_operations,mw_store_billboard_preview_blur,mw_store_title_night_operations,20,1400,1050,,8,30025,106,80208,330120,170181,300022,220041,430002,,,1,20002,,,,,,,,,,,,,,,,,bundle_0048,,,,,,,,Hollywood,War Paint,White,White,
400049,BATTLEPASS/BATTLEPASS_PREMIUM,MENU/BUNDLE_DESCRIPTION_BATTLEPASS,BATTLEPASS/BATTLEPASS_PREMIUM,1000,MENU/BUNDLE_TYPE_VARIETY,placeholder_x,placeholder_x,placeholder_x,20,1000,750,,1,431000,,,,,,,,,,0,,,,,,,,,,,,,1,SEASON1_END,,,,bundle_0049,,,,,,,,,,,,
400050,BATTLEPASS/BATTLEPASS_PREMIUM_BUNDLE,MENU/BUNDLE_DESCRIPTION_BATTLEPASS_PREMIUM,BATTLEPASS/BATTLEPASS_PREMIUM_BUNDLE,1000,MENU/BUNDLE_TYPE_VARIETY,placeholder_x,placeholder_x,placeholder_x,20,2400,1800,,2,431000,430006,,,,,,,,,0,,,,,,,,,,,,,1,SEASON1_END,,,,bundle_0050,,,,,,,,,,,,
400051,MENU/BUNDLE_NAME_TACTICOLOR,MENU/BUNDLE_DESCRIPTION_TACTICOLOR,MENU/BUNDLE_FLAVOR_TACTICOLOR,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_tacticolor,mw_store_billboard_preview_blur,mw_store_title_tacticolor,20,1100,800,,4,133,79,80088,330075,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0051,,,,,,,,Playful,Colorful,Colorful,Colorful,
400052,MENU/BUNDLE_NAME_PEACE_BRINGER,MENU/BUNDLE_DESCRIPTION_PEACE_BRINGER,MENU/BUNDLE_FLAVOR_PEACE_BRINGER,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_peace_bringer,mw_store_billboard_preview_blur,mw_store_title_peace_bringer,20,800,600,,3,43,80161,330118,,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0052,,,,,,,,Mil-sim,Dark,Dark,Dark,
400053,MENU/BUNDLE_NAME_EXECUTIVE_ARMORY_III,MENU/BUNDLE_DESCRIPTION_EXECUTIVE_ARMORY_III,MENU/BUNDLE_FLAVOR_EXECUTIVE_ARMORY_III,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_executive_armory_iii,mw_store_billboard_preview_blur,mw_store_title_executive_armory_iii,20,1600,1200,,4,57,219,80140,330054,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0053,,,,,,,,Hollywood,Black/Gold,Black/Gold,Black/Gold,
400054,MENU/BUNDLE_NAME_MWAH,MENU/BUNDLE_DESCRIPTION_MWAH,MENU/BUNDLE_FLAVOR_MWAH,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_mwah,mw_store_billboard_preview_blur,mw_store_title_mwah,20,800,600,,3,48,80052,330084,,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0054,,,,,,,,Playful,Colorful,Colorful,Colorful,
400055,MENU/BUNDLE_NAME_REGICIDE,MENU/BUNDLE_DESCRIPTION_REGICIDE,MENU/BUNDLE_FLAVOR_REGICIDE,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_regicide,mw_store_billboard_preview_blur,mw_store_title_regicide,20,800,600,,3,75,80041,330089,,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0055,,,,,,,,Playful,White,White,White,
400056,MENU/BUNDLE_NAME_COLD_HUNT,MENU/BUNDLE_DESCRIPTION_COLD_HUNT,MENU/BUNDLE_FLAVOR_COLD_HUNT,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_cold_hunt,mw_store_billboard_preview_blur,mw_store_title_cold_hunt,20,1100,825,,3,116,80151,330059,,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0056,,,,,,,,Hollywood,Animal,Animal,Animal,
400057,MENU/BUNDLE_NAME_FIRST_HUNT,MENU/BUNDLE_DESCRIPTION_FIRST_HUNT,MENU/BUNDLE_FLAVOR_FIRST_HUNT,1000,MENU/BUNDLE_TYPE_WEAPON,mw_store_billboard_first_hunt,mw_store_billboard_preview_blur,mw_store_title_first_hunt,20,500,375,,3,185,80087,180560,,,,,,,,0,,,,,,,,,,,,,,,,,,bundle_0057,,,,,,,,Playful,Colorful,Colorful,Colorful,
