1015118,gunperk_xmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015119,gunperk_fastmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015120,gunperk_range,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015121,gunperk_stalker,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015122,muzzlestable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015123,muzzlestable2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015124,flashhider,0,0,0,0,499,6,559,7,,,,,,,,,,,,,,,,,,,,,,,,,
1015125,gunperk_burst3fast,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015126,gunperk_burst4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015127,gunperk_burst4fast,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015128,gunperk_xp,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015129,gunperk_dexterity,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015130,gunperk_enemytag,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015131,gunperk_callout,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015132,gunperk_glintreduce,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015133,gunperk_hardmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015134,gunperk_holdbreath,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015135,gunperk_marksman,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015136,gunperk_stancespeed,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015137,gunperk_binarytrigger,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015138,ammomod_impact,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015139,ammomod_slow,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015140,ammomod_subsonic,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015141,ammomod_wound,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015142,ammomod_incendiary,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015143,ammomod_762,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015144,ammomod_exitdamage,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015145,xmagslrg,0,0,0,0,498,1,559,2,694,3,698,4,1033,5,,,,,,,,,,,,,,,,,,,
1015146,gripvertpro,0,0,0,0,193,4,560,15,701,6,702,11,1186,1,,,,,,,,,,,,,,,,,,,
1015147,reargrip,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015148,pistolgrip01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015149,pistolgrip02,0,0,0,0,500,2,696,3,700,4,703,5,,,,,,,,,,,,,,,,,,,,,
1015150,pistolgrip03,0,0,0,0,699,2,701,3,,,,,,,,,,,,,,,,,,,,,,,,,
1015151,pistolgrip04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015152,pistolgrip05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015153,gunperk_adsup_reflex,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015154,gunperk_adsup_holo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015155,gunperk_adsup_acog,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015156,gunperk_adsup_hybrid,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015157,gunperk_adsup_scope,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015158,ubshtgn,0,0,0,0,253,2,500,7,,,,,,,,,,,,,,,,,,,,,,,,,
1015159,ubshtgn02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015160,gloves01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015161,gloves02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015162,magrelease,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015163,hammer01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015164,hammer02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015165,hammer03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015166,hammer04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015167,guard,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015168,mod_infil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015169,acog3,0,0,0,0,498,1,1099,2,,,,,,,,,,,,,,,,,,,,,,,,,
1015170,holo3,0,0,0,0,359,13,560,3,699,6,,,,,,,,,,,,,,,,,,,,,,,
1015171,meleeub,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015172,melee2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015173,barcustnoguard,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015174,stockcomb,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015175,glflash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015176,glincendiary,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015177,glsemtex,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015178,glsnap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015179,guardheavy,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015180,guardcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015181,guardlight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015182,pistolgrip06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015183,silencer4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015184,barsil,0,0,0,0,191,1,192,2,702,3,1186,4,,,,,,,,,,,,,,,,,,,,,
1015185,barsil2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015186,cablel,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015187,cableh,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015188,cabletac,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015189,reflex5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015190,acog4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015191,bolt2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015192,bolt3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015193,bolt4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015194,smags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015195,vertmags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015196,calcustmags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015197,calcustmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015198,barextra,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015199,thermal3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015200,bolthvy,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015201,boltl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015202,bolttac,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015203,barcust3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015204,front,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015205,fastmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015206,fastmags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015207,smags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015208,lasermix,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015209,lasermix2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015210,vzscope3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015211,vzscope2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
