1019150,pistolgrip03,0,0,0,0,919,1,,,,,,,,,,,,,,,
1019151,pistolgrip04,0,0,0,0,,,,,,,,,,,,,,,,,
1019152,pistolgrip05,0,0,0,0,,,,,,,,,,,,,,,,,
1019153,gunperk_adsup_reflex,0,0,0,0,,,,,,,,,,,,,,,,,
1019154,gunperk_adsup_holo,0,0,0,0,,,,,,,,,,,,,,,,,
1019155,gunperk_adsup_acog,0,0,0,0,,,,,,,,,,,,,,,,,
1019156,gunperk_adsup_hybrid,0,0,0,0,,,,,,,,,,,,,,,,,
1019157,gunperk_adsup_scope,0,0,0,0,,,,,,,,,,,,,,,,,
1019158,ubshtgn,0,0,0,0,252,1,,,,,,,,,,,,,,,
1019159,ubshtgn02,0,0,0,0,,,,,,,,,,,,,,,,,
1019160,gloves01,0,0,0,0,,,,,,,,,,,,,,,,,
1019161,gloves02,0,0,0,0,,,,,,,,,,,,,,,,,
1019162,magrelease,0,0,0,0,,,,,,,,,,,,,,,,,
1019163,hammer01,0,0,0,0,,,,,,,,,,,,,,,,,
1019164,hammer02,0,0,0,0,,,,,,,,,,,,,,,,,
1019165,hammer03,0,0,0,0,,,,,,,,,,,,,,,,,
1019166,hammer04,0,0,0,0,,,,,,,,,,,,,,,,,
1019167,guard,0,0,0,0,,,,,,,,,,,,,,,,,
1019168,mod_infil,0,0,0,0,,,,,,,,,,,,,,,,,
1019169,acog3,0,0,0,0,,,,,,,,,,,,,,,,,
1019170,holo3,0,0,0,0,313,9,1189,13,,,,,,,,,,,,,
1019171,meleeub,0,0,0,0,,,,,,,,,,,,,,,,,
1019172,melee2,0,0,0,0,,,,,,,,,,,,,,,,,
1019173,barcustnoguard,0,0,0,0,,,,,,,,,,,,,,,,,
1019174,stockcomb,0,0,0,0,,,,,,,,,,,,,,,,,
1019175,glflash,0,0,0,0,,,,,,,,,,,,,,,,,
1019176,glincendiary,0,0,0,0,,,,,,,,,,,,,,,,,
1019177,glsemtex,0,0,0,0,,,,,,,,,,,,,,,,,
1019178,glsnap,0,0,0,0,,,,,,,,,,,,,,,,,
1019179,guardheavy,0,0,0,0,,,,,,,,,,,,,,,,,
1019180,guardcust,0,0,0,0,,,,,,,,,,,,,,,,,
1019181,guardlight,0,0,0,0,,,,,,,,,,,,,,,,,
1019182,pistolgrip06,0,0,0,0,,,,,,,,,,,,,,,,,
1019183,silencer4,0,0,0,0,,,,,,,,,,,,,,,,,
1019184,barsil,0,0,0,0,312,2,494,3,1027,4,1030,5,,,,,,,,,
1019185,barsil2,0,0,0,0,,,,,,,,,,,,,,,,,
1019186,cablel,0,0,0,0,,,,,,,,,,,,,,,,,
1019187,cableh,0,0,0,0,,,,,,,,,,,,,,,,,
1019188,cabletac,0,0,0,0,,,,,,,,,,,,,,,,,
1019189,reflex5,0,0,0,0,,,,,,,,,,,,,,,,,
1019190,acog4,0,0,0,0,,,,,,,,,,,,,,,,,
1019191,bolt2,0,0,0,0,,,,,,,,,,,,,,,,,
1019192,bolt3,0,0,0,0,,,,,,,,,,,,,,,,,
1019193,bolt4,0,0,0,0,,,,,,,,,,,,,,,,,
1019194,smags,0,0,0,0,,,,,,,,,,,,,,,,,
1019195,vertmags2,0,0,0,0,,,,,,,,,,,,,,,,,
1019196,calcustmags2,0,0,0,0,,,,,,,,,,,,,,,,,
1019197,calcustmags,0,0,0,0,,,,,,,,,,,,,,,,,
1019198,barextra,0,0,0,0,,,,,,,,,,,,,,,,,
1019199,thermal3,0,0,0,0,,,,,,,,,,,,,,,,,
1019200,bolthvy,0,0,0,0,,,,,,,,,,,,,,,,,
1019201,boltl,0,0,0,0,,,,,,,,,,,,,,,,,
1019202,bolttac,0,0,0,0,,,,,,,,,,,,,,,,,
1019203,barcust3,0,0,0,0,,,,,,,,,,,,,,,,,
1019204,front,0,0,0,0,,,,,,,,,,,,,,,,,
1019205,fastmags,0,0,0,0,,,,,,,,,,,,,,,,,
1019206,fastmags2,0,0,0,0,,,,,,,,,,,,,,,,,
1019207,smags2,0,0,0,0,,,,,,,,,,,,,,,,,
1019208,lasermix,0,0,0,0,,,,,,,,,,,,,,,,,
1019209,lasermix2,0,0,0,0,,,,,,,,,,,,,,,,,
1019210,vzscope3,0,0,0,0,,,,,,,,,,,,,,,,,
1019211,vzscope2,0,0,0,0,,,,,,,,,,,,,,,,,
