1210047,glconc,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210048,akimbo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210049,fmj,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210050,xmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210051,drums,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210052,vertmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210053,laser,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210054,laserir,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210055,laserrange,0,0,0,0,214,2,727,15,,,,,,,,,,,,,,,,,
1210056,laserbalanced,0,0,0,0,211,6,731,14,,,,,,,,,,,,,,,,,
1210057,laserads,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210058,stockl,0,0,0,0,212,2,,,,,,,,,,,,,,,,,,,
1210059,stockh,0,0,0,0,619,1,,,,,,,,,,,,,,,,,,,
1210060,stocks,0,0,0,0,213,1,529,2,620,4,728,3,729,5,,,,,,,,,,,
1210061,stockno,0,0,0,0,727,1,,,,,,,,,,,,,,,,,,,
1210062,stockfold,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210063,stockcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210064,bolt,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210065,calsmg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210066,calsmgdrums,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210067,calar,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210068,calsnpr,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210069,calcust,0,0,0,0,212,2,214,1,529,3,618,4,620,6,621,7,727,9,728,5,729,8,732,10,
1210070,calcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210071,barlong,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210072,barmid,0,0,0,0,529,1,619,2,621,4,728,3,729,5,,,,,,,,,,,
1210073,barshort,0,0,0,0,212,1,618,2,727,4,730,3,732,5,,,,,,,,,,,
1210074,barshortnoguard,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210075,barcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210076,barcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210077,triggripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210078,triggrip,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210079,trigcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210080,trigcust02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210081,trigcust03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210082,trig,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210083,melee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210084,brake,0,0,0,0,620,1,728,15,731,2,,,,,,,,,,,,,,,
1210085,comp,0,0,0,0,211,3,730,6,732,10,,,,,,,,,,,,,,,
1210086,choke,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210087,linearbrake,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210088,rack,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210089,strap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210090,semi,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210091,burst,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210092,auto,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210093,griprear,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210094,done,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210095,scope,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210096,scopenvg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210097,scopenorail,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210098,toprailcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210099,recstocks,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210100,recstockl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210101,recstockh,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210102,adsmove,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210103,adsidle,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210104,bling,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210105,crouchrecoil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210106,fastswap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210107,fastreload,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210108,flinch,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210109,hipaim,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210110,maxammo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210111,gunperk_semi,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210112,gunperk_auto,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210113,gunperk_burst,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210114,gunperk_ricochet,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210115,gunperk_recoil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210116,gunperk_rof,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210117,gunperk_adsup,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210118,gunperk_xmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210119,gunperk_fastmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210120,gunperk_range,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210121,gunperk_stalker,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210122,muzzlestable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210123,muzzlestable2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210124,flashhider,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210125,gunperk_burst3fast,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210126,gunperk_burst4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210127,gunperk_burst4fast,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210128,gunperk_xp,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210129,gunperk_dexterity,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210130,gunperk_enemytag,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210131,gunperk_callout,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210132,gunperk_glintreduce,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210133,gunperk_hardmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210134,gunperk_holdbreath,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210135,gunperk_marksman,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210136,gunperk_stancespeed,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210137,gunperk_binarytrigger,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210138,ammomod_impact,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210139,ammomod_slow,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210140,ammomod_subsonic,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210141,ammomod_wound,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210142,ammomod_incendiary,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210143,ammomod_762,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210144,ammomod_exitdamage,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210145,xmagslrg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210146,gripvertpro,0,0,0,0,621,5,731,6,,,,,,,,,,,,,,,,,
1210147,reargrip,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210148,pistolgrip01,0,0,0,0,211,1,214,3,619,2,,,,,,,,,,,,,,,
1210149,pistolgrip02,0,0,0,0,618,2,730,4,,,,,,,,,,,,,,,,,
1210150,pistolgrip03,0,0,0,0,731,1,,,,,,,,,,,,,,,,,,,
1210151,pistolgrip04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210152,pistolgrip05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210153,gunperk_adsup_reflex,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210154,gunperk_adsup_holo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210155,gunperk_adsup_acog,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210156,gunperk_adsup_hybrid,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210157,gunperk_adsup_scope,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210158,ubshtgn,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210159,ubshtgn02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210160,gloves01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210161,gloves02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210162,magrelease,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210163,hammer01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210164,hammer02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210165,hammer03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210166,hammer04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210167,guard,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210168,mod_infil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210169,acog3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210170,holo3,0,0,0,0,729,1,,,,,,,,,,,,,,,,,,,
1210171,meleeub,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210172,melee2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210173,barcustnoguard,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210174,stockcomb,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210175,glflash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210176,glincendiary,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210177,glsemtex,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210178,glsnap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210179,guardheavy,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210180,guardcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210181,guardlight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210182,pistolgrip06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210183,silencer4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210184,barsil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210185,barsil2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210186,cablel,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210187,cableh,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210188,cabletac,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210189,reflex5,0,0,0,0,212,1,620,2,730,3,,,,,,,,,,,,,,,
1210190,acog4,0,0,0,0,619,1,,,,,,,,,,,,,,,,,,,
1210191,bolt2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210192,bolt3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210193,bolt4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210194,smags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210195,vertmags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210196,calcustmags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210197,calcustmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210198,barextra,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210199,thermal3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210200,bolthvy,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210201,boltl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210202,bolttac,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210203,barcust3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210204,front,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210205,fastmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210206,fastmags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210207,smags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210208,lasermix,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210209,lasermix2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210210,vzscope3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1210211,vzscope2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
