1038174,stockcomb,0,0,0,0,,,,,,,,,,,,,
1038175,glflash,0,0,0,0,,,,,,,,,,,,,
1038176,glincendiary,0,0,0,0,,,,,,,,,,,,,
1038177,glsemtex,0,0,0,0,,,,,,,,,,,,,
1038178,glsnap,0,0,0,0,,,,,,,,,,,,,
1038179,guardheavy,0,0,0,0,,,,,,,,,,,,,
1038180,guardcust,0,0,0,0,,,,,,,,,,,,,
1038181,guardlight,0,0,0,0,,,,,,,,,,,,,
1038182,pistolgrip06,0,0,0,0,,,,,,,,,,,,,
1038183,silencer4,0,0,0,0,,,,,,,,,,,,,
1038184,barsil,0,0,0,0,,,,,,,,,,,,,
1038185,barsil2,0,0,0,0,,,,,,,,,,,,,
1038186,cablel,0,0,0,0,,,,,,,,,,,,,
1038187,cableh,0,0,0,0,,,,,,,,,,,,,
1038188,cabletac,0,0,0,0,,,,,,,,,,,,,
1038189,reflex5,0,0,0,0,,,,,,,,,,,,,
1038190,acog4,0,0,0,0,,,,,,,,,,,,,
1038191,bolt2,0,0,0,0,,,,,,,,,,,,,
1038192,bolt3,0,0,0,0,,,,,,,,,,,,,
1038193,bolt4,0,0,0,0,,,,,,,,,,,,,
1038194,smags,0,0,0,0,,,,,,,,,,,,,
1038195,vertmags2,0,0,0,0,,,,,,,,,,,,,
1038196,calcustmags2,0,0,0,0,,,,,,,,,,,,,
1038197,calcustmags,0,0,0,0,,,,,,,,,,,,,
1038198,barextra,0,0,0,0,,,,,,,,,,,,,
1038199,thermal3,0,0,0,0,,,,,,,,,,,,,
1038200,bolthvy,0,0,0,0,,,,,,,,,,,,,
1038201,boltl,0,0,0,0,,,,,,,,,,,,,
1038202,bolttac,0,0,0,0,,,,,,,,,,,,,
1038203,barcust3,0,0,0,0,,,,,,,,,,,,,
1038204,front,0,0,0,0,,,,,,,,,,,,,
1038205,fastmags,0,0,0,0,,,,,,,,,,,,,
1038206,fastmags2,0,0,0,0,,,,,,,,,,,,,
1038207,smags2,0,0,0,0,,,,,,,,,,,,,
1038208,lasermix,0,0,0,0,,,,,,,,,,,,,
1038209,lasermix2,0,0,0,0,,,,,,,,,,,,,
1038210,vzscope3,0,0,0,0,,,,,,,,,,,,,
1038211,vzscope2,0,0,0,0,,,,,,,,,,,,,
