93,iw8_pi_mike1911,2,500,100,0,iw8_pi_mike1911_variant_4,
94,iw8_pi_mike1911,4,500,100,1000,iw8_pi_mike1911_variant_5,
95,iw8_pi_cpapa,2,50,10,1000,iw8_pi_cpapa_variant_1,
96,iw8_pi_cpapa,2,200,40,0,iw8_pi_cpapa_variant_2,
97,iw8_pi_cpapa,2,500,100,1000,iw8_pi_cpapa_variant_3,
98,iw8_pi_cpapa,3,500,100,1000,iw8_pi_cpapa_variant_4,
99,iw8_pi_cpapa,4,500,100,0,iw8_pi_cpapa_variant_5,
100,iw8_sm_mpapa5,3,50,10,1000,iw8_sm_mpapa5_variant_1,
101,iw8_sm_mpapa5,4,200,40,1000,iw8_sm_mpapa5_variant_2,
102,iw8_sm_mpapa5,3,500,100,0,iw8_sm_mpapa5_variant_3,
103,iw8_sm_mpapa5,4,500,100,1000,iw8_sm_mpapa5_variant_4,
104,iw8_sm_mpapa5,4,500,100,1000,iw8_sm_mpapa5_variant_5,
105,iw8_sm_beta,3,50,10,1000,iw8_sm_beta_variant_1,
106,iw8_sm_beta,2,200,40,1000,iw8_sm_beta_variant_2,
107,iw8_sm_beta,2,500,100,1000,iw8_sm_beta_variant_3,
108,iw8_sm_beta,3,500,100,1000,iw8_sm_beta_variant_4,
109,iw8_sm_augolf,3,50,10,3000,iw8_sm_augolf_variant_1,
110,iw8_sm_augolf,3,200,40,1000,iw8_sm_augolf_variant_2,
111,iw8_sm_augolf,4,500,100,3000,iw8_sm_augolf_variant_3,
112,iw8_sm_augolf,4,500,100,1000,iw8_sm_augolf_variant_4,
113,iw8_sm_papa90,2,50,10,1000,iw8_sm_papa90_variant_1,
114,iw8_sm_papa90,3,200,40,2000,iw8_sm_papa90_variant_2,
115,iw8_sm_papa90,4,500,100,1000,iw8_sm_papa90_variant_3,
116,iw8_sm_papa90,4,500,100,1000,iw8_sm_papa90_variant_4,
117,iw8_sm_papa90,3,500,100,2000,iw8_sm_papa90_variant_5,
118,iw8_sm_mpapa7,2,50,10,0,iw8_sm_mpapa7_variant_1,
119,iw8_sm_mpapa7,3,200,40,3000,iw8_sm_mpapa7_variant_2,
120,iw8_sm_mpapa7,4,500,100,2000,iw8_sm_mpapa7_variant_3,
121,iw8_sm_mpapa7,2,500,100,3000,iw8_sm_mpapa7_variant_4,
122,iw8_sm_uzulu,3,50,10,1000,iw8_sm_uzulu_variant_1,
123,iw8_sm_uzulu,3,200,40,4001,iw8_sm_uzulu_variant_2,
124,iw8_sm_uzulu,4,500,100,1000,iw8_sm_uzulu_variant_3,
125,iw8_sm_uzulu,4,500,100,4000,iw8_sm_uzulu_variant_4,
126,iw8_sn_mike14,2,50,10,1000,iw8_sn_mike14_variant_1,
127,iw8_sn_mike14,3,200,40,1000,iw8_sn_mike14_variant_2,
128,iw8_sn_mike14,3,500,100,2000,iw8_sn_mike14_variant_3,
129,iw8_sn_mike14,3,500,100,1000,iw8_sn_mike14_variant_4,
130,iw8_sn_mike14,2,500,100,1000,iw8_sn_mike14_variant_5,
131,iw8_sn_kilo98,2,50,10,2000,iw8_sn_kilo98_variant_1,
132,iw8_sn_kilo98,2,200,40,2000,iw8_sn_kilo98_variant_2,
133,iw8_sn_kilo98,3,500,100,1000,iw8_sn_kilo98_variant_3,
134,iw8_sn_kilo98,4,500,100,1000,iw8_sn_kilo98_variant_4,
135,iw8_sn_kilo98,3,500,100,1000,iw8_sn_kilo98_variant_5,
136,iw8_sn_sbeta,3,50,10,0,iw8_sn_sbeta_variant_1,
137,iw8_sn_sbeta,3,500,100,2000,iw8_sn_sbeta_variant_2,
138,iw8_sn_sbeta,2,500,100,1000,iw8_sn_sbeta_variant_3,
139,iw8_sn_sbeta,2,500,100,1000,iw8_sn_sbeta_variant_4,
140,iw8_sn_alpha50,3,50,10,1000,iw8_sn_alpha50_variant_1,
141,iw8_sn_alpha50,4,200,40,0,iw8_sn_alpha50_variant_2,
142,iw8_sn_alpha50,3,500,100,1000,iw8_sn_alpha50_variant_3,
143,iw8_sn_alpha50,2,500,100,1000,iw8_sn_alpha50_variant_4,
144,iw8_sn_delta,4,50,10,0,iw8_sn_delta_variant_1,
145,iw8_sn_delta,2,200,40,2000,iw8_sn_delta_variant_2,
146,iw8_sn_delta,3,500,100,1000,iw8_sn_delta_variant_3,
147,iw8_sn_delta,3,500,100,1000,iw8_sn_delta_variant_4,
148,iw8_sn_hdromeo,2,50,10,1000,iw8_sn_hdromeo_variant_1,
149,iw8_sn_hdromeo,1,200,40,0,iw8_sn_hdromeo_variant_2,
150,iw8_sn_hdromeo,3,500,100,2000,iw8_sn_hdromeo_variant_3,
151,iw8_sn_hdromeo,3,500,100,6000,iw8_sn_hdromeo_variant_4,
152,iw8_sn_crossbow,2,50,10,99,iw8_sn_crossbow_variant_1,
153,iw8_sn_crossbow,4,200,40,2000,iw8_sn_crossbow_variant_2,
154,iw8_sn_crossbow,4,500,100,6000,iw8_sn_crossbow_variant_3,
155,iw8_sh_dpapa12,2,50,10,1000,iw8_sh_dpapa12_variant_1,
156,iw8_sh_dpapa12,2,200,40,1000,iw8_sh_dpapa12_variant_2,
157,iw8_sh_dpapa12,3,500,100,0,iw8_sh_dpapa12_variant_3,
158,iw8_sh_dpapa12,3,500,100,1000,iw8_sh_dpapa12_variant_4,
159,iw8_sh_oscar12,4,50,10,3000,iw8_sh_oscar12_variant_1,
160,iw8_sh_oscar12,2,200,40,1000,iw8_sh_oscar12_variant_2,
161,iw8_sh_oscar12,3,500,100,2000,iw8_sh_oscar12_variant_3,
162,iw8_sh_oscar12,3,500,100,4001,iw8_sh_oscar12_variant_4,
163,iw8_sh_charlie725,3,50,10,0,iw8_sh_charlie725_variant_1,
164,iw8_sh_charlie725,3,200,40,1000,iw8_sh_charlie725_variant_2,
165,iw8_sh_charlie725,3,500,100,1000,iw8_sh_charlie725_variant_3,
166,iw8_sh_charlie725,3,500,100,1000,iw8_sh_charlie725_variant_4,
167,iw8_sh_romeo870,2,50,10,1000,iw8_sh_romeo870_variant_1,
168,iw8_sh_romeo870,4,200,40,3000,iw8_sh_romeo870_variant_2,
169,iw8_sh_romeo870,2,500,100,0,iw8_sh_romeo870_variant_3,
170,iw8_sh_romeo870,1,500,100,0,iw8_sh_romeo870_variant_4,
171,iw8_sh_romeo870,3,500,100,2000,iw8_sh_romeo870_variant_5,
172,iw8_lm_kilo121,2,50,10,3000,iw8_lm_kilo121_variant_1,
173,iw8_lm_kilo121,3,200,40,1000,iw8_lm_kilo121_variant_2,
174,iw8_lm_kilo121,4,500,100,1000,iw8_lm_kilo121_variant_3,
175,iw8_lm_kilo121,4,500,100,0,iw8_lm_kilo121_variant_4,
176,iw8_lm_pkilo,3,50,10,0,iw8_lm_pkilo_variant_1,
177,iw8_lm_pkilo,3,200,40,1000,iw8_lm_pkilo_variant_2,
178,iw8_lm_pkilo,3,500,100,1000,iw8_lm_pkilo_variant_3,
179,iw8_lm_pkilo,2,500,100,1000,iw8_lm_pkilo_variant_4,
180,iw8_lm_lima86,4,50,10,1000,iw8_lm_lima86_variant_1,
181,iw8_lm_lima86,3,200,40,1000,iw8_lm_lima86_variant_2,
182,iw8_lm_lima86,3,500,100,1000,iw8_lm_lima86_variant_3,
183,iw8_lm_lima86,3,500,100,1000,iw8_lm_lima86_variant_4,
184,iw8_lm_mgolf34,2,50,10,2000,iw8_lm_mgolf34_variant_1,
185,iw8_lm_mgolf34,2,200,40,1000,iw8_lm_mgolf34_variant_2,
186,iw8_lm_mgolf34,3,500,100,1000,iw8_lm_mgolf34_variant_3,
187,iw8_lm_mgolf34,3,500,100,2000,iw8_lm_mgolf34_variant_4,
188,iw8_knife,3,0,0,1000,iw8_knife_variant_1,
189,iw8_sm_beta,3,500,100,3000,iw8_sm_beta_variant_5,
190,iw8_ar_falima,3,500,100,1000,iw8_ar_falima_variant_5,
191,iw8_ar_mike4,3,200,40,5000,iw8_ar_mike4_variant_5,
192,iw8_ar_mike4,4,500,100,0,iw8_ar_mike4_variant_6,
193,iw8_ar_mike4,4,500,100,1000,iw8_ar_mike4_variant_7,
194,iw8_sm_augolf,4,500,100,3000,iw8_sm_augolf_variant_5,
195,iw8_sm_papa90,2,500,100,2000,iw8_sm_papa90_variant_6,
196,iw8_sm_papa90,4,500,100,1000,iw8_sm_papa90_variant_7,
197,iw8_ar_kilo433,2,500,100,1000,iw8_ar_kilo433_variant_5,
198,iw8_pi_decho,4,500,100,2000,iw8_pi_decho_variant_5,
199,iw8_ar_akilo47,3,500,100,1000,iw8_ar_akilo47_variant_5,
200,iw8_lm_lima86,3,500,100,1000,iw8_lm_lima86_variant_5,
201,iw8_sh_charlie725,4,500,100,0,iw8_sh_charlie725_variant_5,
202,iw8_knife,3,500,100,0,iw8_knife_variant_2,
203,iw8_knife,3,500,100,0,iw8_knife_variant_3,
204,iw8_sn_alpha50,4,500,100,1000,iw8_sn_alpha50_variant_5,
205,iw8_ar_tango21,0,0,0,1000,iw8_ar_tango21_variant_0,
206,iw8_ar_tango21,2,500,100,3000,iw8_ar_tango21_variant_1,
207,iw8_ar_tango21,3,500,100,3000,iw8_ar_tango21_variant_2,
208,iw8_ar_tango21,4,500,100,2000,iw8_ar_tango21_variant_3,
209,iw8_ar_tango21,4,500,100,1000,iw8_ar_tango21_variant_4,
210,iw8_lm_mgolf36,0,0,0,1000,iw8_lm_mgolf36_variant_0,
211,iw8_lm_mgolf36,3,50,10,3000,iw8_lm_mgolf36_variant_1,
212,iw8_lm_mgolf36,3,200,40,3000,iw8_lm_mgolf36_variant_2,
213,iw8_lm_mgolf36,3,200,40,2000,iw8_lm_mgolf36_variant_3,
214,iw8_lm_mgolf36,4,500,100,1000,iw8_lm_mgolf36_variant_4,
215,iw8_sm_augolf,3,200,40,1000,iw8_sm_augolf_variant_6,
216,iw8_sm_augolf,4,200,40,1000,iw8_sm_augolf_variant_7,
217,iw8_sm_augolf,4,500,100,2000,iw8_sm_augolf_variant_8,
218,iw8_sh_romeo870,4,500,100,3000,iw8_sh_romeo870_variant_6,
219,iw8_sh_romeo870,4,500,100,1000,iw8_sh_romeo870_variant_7,
220,iw8_sh_romeo870,3,500,100,1000,iw8_sh_romeo870_variant_8,
221,iw8_pi_papa320,3,500,100,2000,iw8_pi_papa320_variant_6,
222,iw8_pi_papa320,3,500,100,1000,iw8_pi_papa320_variant_7,
223,iw8_pi_decho,4,500,100,4000,iw8_pi_decho_variant_6,
224,iw8_lm_lima86,4,500,100,1000,iw8_lm_lima86_variant_6,
225,iw8_ar_falima,4,500,100,1000,iw8_ar_falima_variant_6,
226,iw8_sm_beta,2,500,100,4000,iw8_sm_beta_variant_6,
227,iw8_sm_beta,4,500,100,1000,iw8_sm_beta_variant_7,
228,iw8_sm_beta,4,500,100,1000,iw8_sm_beta_variant_8,
229,iw8_sm_charlie9,0,0,0,5000,iw8_sm_charlie9_variant_0,
230,iw8_sm_charlie9,2,50,10,99,iw8_sm_charlie9_variant_1,
231,iw8_sm_charlie9,2,200,40,99,iw8_sm_charlie9_variant_2,
232,iw8_sm_charlie9,4,200,40,5000,iw8_sm_charlie9_variant_3,
233,iw8_sm_charlie9,3,500,100,6000,iw8_sm_charlie9_variant_4,
234,iw8_sm_smgolf45,0,0,0,2000,iw8_sm_smgolf45_variant_0,
235,iw8_sm_smgolf45,4,50,10,2000,iw8_sm_smgolf45_variant_1,
236,iw8_sm_smgolf45,4,200,40,2000,iw8_sm_smgolf45_variant_2,
237,iw8_sm_smgolf45,4,200,40,3000,iw8_sm_smgolf45_variant_3,
238,iw8_sm_smgolf45,4,500,100,3000,iw8_sm_smgolf45_variant_4,
239,iw8_pi_cpapa,4,500,100,1000,iw8_pi_cpapa_variant_6,
240,iw8_pi_cpapa,4,500,100,1000,iw8_pi_cpapa_variant_7,
241,iw8_knife,3,500,100,1000,iw8_knife_variant_4,
242,iw8_knife,2,500,100,1000,iw8_knife_variant_5,
243,iw8_knife,3,500,100,1000,iw8_knife_variant_6,
244,iw8_knife,3,500,100,1000,iw8_knife_variant_7,
245,iw8_knife,3,500,100,1000,iw8_knife_variant_8,
246,iw8_knife,3,500,100,1000,iw8_knife_variant_9,
247,iw8_knife,3,500,100,1000,iw8_knife_variant_10,
248,iw8_knife,3,500,100,1000,iw8_knife_variant_11,
249,iw8_knife,3,500,100,1000,iw8_knife_variant_12,
250,iw8_ar_scharlie,4,500,100,1000,iw8_ar_scharlie_variant_5,
251,iw8_ar_mcharlie,3,500,100,2000,iw8_ar_mcharlie_variant_5,
252,iw8_ar_mcharlie,4,500,100,1000,iw8_ar_mcharlie_variant_6,
253,iw8_ar_mike4,4,500,100,1000,iw8_ar_mike4_variant_8,
254,iw8_ar_falpha,4,500,100,2000,iw8_ar_falpha_variant_6,
255,iw8_ar_falpha,4,500,100,2000,iw8_ar_falpha_variant_7,
256,iw8_ar_akilo47,2,500,100,2000,iw8_ar_akilo47_variant_6,
257,iw8_ar_akilo47,4,500,100,3000,iw8_ar_akilo47_variant_7,
258,iw8_ar_akilo47,4,500,100,3000,iw8_ar_akilo47_variant_8,
259,iw8_pi_golf21,4,500,100,1000,iw8_pi_golf21_variant_6,
260,iw8_pi_golf21,4,500,100,1000,iw8_pi_golf21_variant_7,
261,iw8_pi_golf21,3,500,100,2000,iw8_pi_golf21_variant_8,
262,iw8_pi_mike1911,3,500,100,1000,iw8_pi_mike1911_variant_6,
263,iw8_sh_charlie725,4,500,100,1000,iw8_sh_charlie725_variant_6,
264,iw8_sh_charlie725,4,500,100,1000,iw8_sh_charlie725_variant_7,
265,iw8_sh_charlie725,4,500,100,2000,iw8_sh_charlie725_variant_8,
266,iw8_sh_charlie725,4,500,100,2000,iw8_sh_charlie725_variant_9,
267,iw8_sh_oscar12,2,500,100,2000,iw8_sh_oscar12_variant_5,
268,iw8_sh_oscar12,4,500,100,1000,iw8_sh_oscar12_variant_6,
269,iw8_sh_oscar12,3,500,100,1000,iw8_sh_oscar12_variant_7,
270,iw8_sn_delta,2,500,100,1000,iw8_sn_delta_variant_5,
271,iw8_sn_delta,4,500,100,2000,iw8_sn_delta_variant_6,
272,iw8_sn_delta,4,500,100,2000,iw8_sn_delta_variant_7,
273,iw8_sm_mpapa7,2,500,100,2000,iw8_sm_mpapa7_variant_5,
274,iw8_sm_mpapa7,2,500,100,4000,iw8_sm_mpapa7_variant_6,
275,iw8_knife,3,500,100,2000,iw8_knife_variant_13,
276,iw8_knife,3,500,100,2000,iw8_knife_variant_14,
277,iw8_knife,3,500,100,99,iw8_knife_variant_15,
278,iw8_knife,3,500,100,3000,iw8_knife_variant_16,
279,iw8_knife,3,500,100,99,iw8_knife_variant_17,
280,iw8_knife,3,500,100,2000,iw8_knife_variant_18,
281,iw8_knife,3,500,100,1000,iw8_knife_variant_19,
282,iw8_knife,3,500,100,1000,iw8_knife_variant_20,
283,iw8_knife,3,500,100,1000,iw8_knife_variant_21,
284,iw8_sn_mike14,4,200,40,1000,iw8_sn_mike14_variant_6,
285,iw8_sn_hdromeo,3,500,100,1000,iw8_sn_hdromeo_variant_5,
286,iw8_sn_hdromeo,4,500,100,1000,iw8_sn_hdromeo_variant_6,
287,iw8_sn_hdromeo,2,500,100,1000,iw8_sn_hdromeo_variant_7,
288,iw8_sm_mpapa5,4,500,100,3000,iw8_sm_mpapa5_variant_6,
289,iw8_sm_mpapa5,4,500,100,1000,iw8_sm_mpapa5_variant_7,
290,iw8_sm_mpapa5,3,500,100,1000,iw8_sm_mpapa5_variant_8,
291,iw8_sm_uzulu,3,500,100,3000,iw8_sm_uzulu_variant_5,
292,iw8_sm_uzulu,4,500,100,1000,iw8_sm_uzulu_variant_6,
293,iw8_sm_uzulu,4,500,100,1000,iw8_sm_uzulu_variant_7,
294,iw8_sn_kilo98,3,500,100,1000,iw8_sn_kilo98_variant_6,
295,iw8_sn_kilo98,3,500,100,2000,iw8_sn_kilo98_variant_7,
296,iw8_sn_mike14,4,200,40,1000,iw8_sn_mike14_variant_7,
297,iw8_ar_scharlie,4,500,100,3000,iw8_ar_scharlie_variant_6,
298,iw8_ar_scharlie,4,500,100,1000,iw8_ar_scharlie_variant_7,
299,iw8_ar_scharlie,3,500,100,2000,iw8_ar_scharlie_variant_8,
300,iw8_ar_scharlie,3,500,100,2000,iw8_ar_scharlie_variant_9,
301,iw8_ar_scharlie,4,500,100,1000,iw8_ar_scharlie_variant_10,
302,iw8_ar_scharlie,4,500,100,1000,iw8_ar_scharlie_variant_11,
303,iw8_ar_kilo433,3,500,100,2000,iw8_ar_kilo433_variant_6,
304,iw8_ar_kilo433,4,500,100,1000,iw8_ar_kilo433_variant_7,
305,iw8_ar_kilo433,4,500,100,1000,iw8_ar_kilo433_variant_8,
306,iw8_pi_papa320,4,500,100,1000,iw8_pi_papa320_variant_8,
307,iw8_pi_papa320,4,500,100,2000,iw8_pi_papa320_variant_9,
308,iw8_pi_mike1911,4,500,100,1000,iw8_pi_mike1911_variant_7,
309,iw8_pi_mike1911,4,500,100,1000,iw8_pi_mike1911_variant_8,
310,iw8_ar_akilo47,3,500,100,1000,iw8_ar_akilo47_variant_9,
311,iw8_ar_falima,4,500,100,1000,iw8_ar_falima_variant_7,
312,iw8_ar_mcharlie,3,500,100,1000,iw8_ar_mcharlie_variant_7,
313,iw8_ar_mcharlie,3,500,100,2000,iw8_ar_mcharlie_variant_8,
314,iw8_sm_papa90,4,500,100,1000,iw8_sm_papa90_variant_8,
315,iw8_sm_papa90,4,500,100,1000,iw8_sm_papa90_variant_9,
316,iw8_sh_charlie725,4,500,100,4000,iw8_sh_charlie725_variant_10,
317,iw8_sh_charlie725,4,500,100,3000,iw8_sh_charlie725_variant_11,
318,iw8_sn_sbeta,2,500,100,3000,iw8_sn_sbeta_variant_5,
319,iw8_sn_sbeta,4,500,100,2000,iw8_sn_sbeta_variant_6,
320,iw8_sn_sbeta,3,500,100,2000,iw8_sn_sbeta_variant_7,
321,iw8_pi_cpapa,4,500,100,1000,iw8_pi_cpapa_variant_8,
322,iw8_pi_cpapa,2,500,100,1000,iw8_pi_cpapa_variant_9,
323,iw8_lm_mgolf34,2,500,100,1000,iw8_lm_mgolf34_variant_5,
324,iw8_lm_mgolf34,4,500,100,1000,iw8_lm_mgolf34_variant_6,
325,iw8_sn_alpha50,4,500,100,1000,iw8_sn_alpha50_variant_6,
326,iw8_sh_dpapa12,4,500,100,2000,iw8_sh_dpapa12_variant_5,
327,iw8_sh_dpapa12,4,500,100,1000,iw8_sh_dpapa12_variant_6,
328,iw8_lm_pkilo,3,500,100,2000,iw8_lm_pkilo_variant_5,
329,iw8_lm_pkilo,4,500,100,2000,iw8_lm_pkilo_variant_6,
330,iw8_lm_pkilo,4,500,100,1000,iw8_lm_pkilo_variant_7,
331,iw8_lm_pkilo,4,500,100,4000,iw8_lm_pkilo_variant_8,
332,iw8_ar_asierra12,2,500,100,4000,iw8_ar_asierra12_variant_5,
333,iw8_ar_asierra12,2,500,100,3000,iw8_ar_asierra12_variant_6,
334,iw8_ar_asierra12,4,500,100,1000,iw8_ar_asierra12_variant_7,
335,iw8_ar_asierra12,4,500,100,2000,iw8_ar_asierra12_variant_8,
336,iw8_ar_asierra12,4,500,100,1000,iw8_ar_asierra12_variant_9,
337,iw8_lm_mgolf34,4,500,100,1000,iw8_lm_mgolf34_variant_7,
338,iw8_lm_mgolf34,4,500,100,2000,iw8_lm_mgolf34_variant_8,
339,iw8_lm_mgolf34,4,500,100,2000,iw8_lm_mgolf34_variant_9,
340,iw8_sh_mike26,0,0,0,2000,iw8_sh_mike26_variant_0,
341,iw8_sh_mike26,4,500,100,2000,iw8_sh_mike26_variant_1,
342,iw8_sh_mike26,4,500,100,4000,iw8_sh_mike26_variant_2,
343,iw8_sh_mike26,4,500,100,3000,iw8_sh_mike26_variant_3,
344,iw8_sh_mike26,2,500,100,4000,iw8_sh_mike26_variant_4,
345,iw8_sn_crossbow,4,500,100,1000,iw8_sn_crossbow_variant_4,
346,iw8_ar_sierra552,0,0,0,2000,iw8_ar_sierra552_variant_0,
347,iw8_ar_sierra552,4,500,100,5000,iw8_ar_sierra552_variant_1,
348,iw8_ar_sierra552,4,500,100,2000,iw8_ar_sierra552_variant_2,
349,iw8_ar_sierra552,4,500,100,2000,iw8_ar_sierra552_variant_3,
350,iw8_ar_sierra552,4,500,100,3000,iw8_ar_sierra552_variant_4,
351,iw8_ar_kilo433,3,500,100,2000,iw8_ar_kilo433_variant_9,
352,iw8_ar_kilo433,3,500,100,2000,iw8_ar_kilo433_variant_10,
353,iw8_ar_kilo433,3,500,100,2000,iw8_ar_kilo433_variant_11,
354,iw8_sm_mpapa5,3,500,100,3000,iw8_sm_mpapa5_variant_9,
