1005029,hybrid4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005030,hybrid4light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005031,ironsight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005032,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005033,vzscope,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005034,silencer,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005035,silencer2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005036,silencer3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005037,gripvert,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005038,gripang,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005039,gripangpro,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005040,gripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005041,gripdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005042,gripcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005043,bipod,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005044,gl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005045,glsmoke,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005046,glgas,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005047,glconc,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005048,akimbo,0,0,0,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005049,fmj,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005050,xmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005051,drums,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005052,vertmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005053,laser,0,0,0,0,240,4,454,11,,,,,,,,,,,,,,,,,,,,,,,
1005054,laserir,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005055,laserrange,0,0,0,0,99,2,321,4,322,5,,,,,,,,,,,,,,,,,,,,,
1005056,laserbalanced,0,0,0,0,906,3,,,,,,,,,,,,,,,,,,,,,,,,,
1005057,laserads,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005058,stockl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005059,stockh,0,0,0,0,240,1,400,2,,,,,,,,,,,,,,,,,,,,,,,
1005060,stocks,0,0,0,0,239,1,903,2,,,,,,,,,,,,,,,,,,,,,,,
1005061,stockno,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005062,stockfold,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005063,stockcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005064,bolt,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005065,calsmg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005066,calsmgdrums,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005067,calar,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005068,calsnpr,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005069,calcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005070,calcust2,0,0,0,0,321,1,322,2,454,3,455,6,904,4,910,5,,,,,,,,,,,,,,,
1005071,barlong,0,0,0,0,98,2,239,3,400,4,401,5,456,6,903,9,905,10,907,7,908,8,,,,,,,,,
1005072,barmid,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005073,barshort,0,0,0,0,321,1,454,2,904,3,906,4,910,5,,,,,,,,,,,,,,,,,
1005074,barshortnoguard,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005075,barcust,0,0,0,0,95,2,99,1,240,3,455,4,909,5,,,,,,,,,,,,,,,,,
1005076,barcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005077,triggripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005078,triggrip,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005079,trigcust,0,0,0,0,99,1,321,2,322,3,400,4,401,5,456,7,903,11,904,12,905,13,907,8,908,9,909,10,910,14,
1005080,trigcust02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005081,trigcust03,0,0,0,0,96,1,239,2,402,3,455,4,,,,,,,,,,,,,,,,,,,
1005082,trig,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005083,melee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005084,brake,0,0,0,0,239,3,903,12,907,9,908,10,909,11,,,,,,,,,,,,,,,,,
1005085,comp,0,0,0,0,400,4,,,,,,,,,,,,,,,,,,,,,,,,,
1005086,choke,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005087,linearbrake,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005088,rack,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005089,strap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005090,semi,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005091,burst,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005092,auto,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005093,griprear,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005094,done,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005095,scope,0,0,0,0,98,1,401,2,903,3,,,,,,,,,,,,,,,,,,,,,
1005096,scopenvg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005097,scopenorail,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005098,toprailcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005099,recstocks,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005100,recstockl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005101,recstockh,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005102,adsmove,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005103,adsidle,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005104,bling,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005105,crouchrecoil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005106,fastswap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005107,fastreload,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005108,flinch,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005109,hipaim,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005110,maxammo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005111,gunperk_semi,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005112,gunperk_auto,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005113,gunperk_burst,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005114,gunperk_ricochet,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005115,gunperk_recoil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005116,gunperk_rof,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005117,gunperk_adsup,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005118,gunperk_xmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005119,gunperk_fastmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005120,gunperk_range,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005121,gunperk_stalker,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005122,muzzlestable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005123,muzzlestable2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005124,flashhider,0,0,0,0,240,1,402,2,,,,,,,,,,,,,,,,,,,,,,,
1005125,gunperk_burst3fast,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005126,gunperk_burst4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005127,gunperk_burst4fast,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005128,gunperk_xp,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005129,gunperk_dexterity,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005130,gunperk_enemytag,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005131,gunperk_callout,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005132,gunperk_glintreduce,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005133,gunperk_hardmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005134,gunperk_holdbreath,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005135,gunperk_marksman,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005136,gunperk_stancespeed,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005137,gunperk_binarytrigger,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005138,ammomod_impact,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005139,ammomod_slow,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005140,ammomod_subsonic,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005141,ammomod_wound,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005142,ammomod_incendiary,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005143,ammomod_762,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005144,ammomod_exitdamage,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005145,xmagslrg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005146,gripvertpro,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005147,reargrip,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005148,pistolgrip01,0,0,0,0,96,1,,,,,,,,,,,,,,,,,,,,,,,,,
1005149,pistolgrip02,0,0,0,0,97,1,321,2,401,4,402,3,456,5,908,6,910,7,,,,,,,,,,,,,
1005150,pistolgrip03,0,0,0,0,98,1,906,2,,,,,,,,,,,,,,,,,,,,,,,
1005151,pistolgrip04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005152,pistolgrip05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005153,gunperk_adsup_reflex,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005154,gunperk_adsup_holo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005155,gunperk_adsup_acog,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005156,gunperk_adsup_hybrid,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005157,gunperk_adsup_scope,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005158,ubshtgn,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005159,ubshtgn02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005160,gloves01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005161,gloves02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005162,magrelease,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005163,hammer01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005164,hammer02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005165,hammer03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005166,hammer04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005167,guard,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005168,mod_infil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005169,acog3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005170,holo3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005171,meleeub,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005172,melee2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005173,barcustnoguard,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005174,stockcomb,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005175,glflash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005176,glincendiary,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005177,glsemtex,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005178,glsnap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005179,guardheavy,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005180,guardcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005181,guardlight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005182,pistolgrip06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005183,silencer4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005184,barsil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005185,barsil2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005186,cablel,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005187,cableh,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005188,cabletac,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005189,reflex5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005190,acog4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005191,bolt2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005192,bolt3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005193,bolt4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005194,smags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005195,vertmags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005196,calcustmags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005197,calcustmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005198,barextra,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005199,thermal3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005200,bolthvy,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005201,boltl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005202,bolttac,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005203,barcust3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005204,front,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005205,fastmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005206,fastmags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005207,smags2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005208,lasermix,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005209,lasermix2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005210,vzscope3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005211,vzscope2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
