1894070,laserads,0,0,0,0,,,,,,,,,
1894071,stockl,0,0,0,0,1100,1,,,,,,,
1894072,stockcust,0,0,0,0,,,,,,,,,
1894073,stocks,0,0,0,0,896,1,897,2,898,3,1101,4,
1894074,pistolgrip02,0,0,0,0,895,1,898,2,,,,,
1894075,stockno,0,0,0,0,,,,,,,,,
1894076,guardlight,0,0,0,0,,,,,,,,,
1894077,stockh,0,0,0,0,895,1,,,,,,,
1894078,stockfold,0,0,0,0,,,,,,,,,
1894079,pistolgrip03,0,0,0,0,1100,1,,,,,,,
1894080,pistolgrip01,0,0,0,0,,,,,,,,,
1894081,pistolgrip06,0,0,0,0,,,,,,,,,
1894082,pistolgrip04,0,0,0,0,,,,,,,,,
1894083,guardheavy,0,0,0,0,,,,,,,,,
1894084,guardcust,0,0,0,0,,,,,,,,,
1894085,calsmg,0,0,0,0,,,,,,,,,
1894086,calsmgdrums,0,0,0,0,,,,,,,,,
1894087,calar,0,0,0,0,,,,,,,,,
1894088,calsnpr,0,0,0,0,,,,,,,,,
1894089,calcust2,0,0,0,0,1100,1,,,,,,,
1894090,vertmags2,0,0,0,0,,,,,,,,,
1894091,calcustmags,0,0,0,0,,,,,,,,,
1894092,calcustmags2,0,0,0,0,,,,,,,,,
1894093,bolt,0,0,0,0,,,,,,,,,
1894094,bolt2,0,0,0,0,,,,,,,,,
1894095,bolt3,0,0,0,0,,,,,,,,,
1894096,bolt4,0,0,0,0,,,,,,,,,
1894097,barlong,0,0,0,0,896,1,1019,2,1101,3,,,
1894098,barcust,0,0,0,0,,,,,,,,,
1894099,barmid,0,0,0,0,,,,,,,,,
1894100,barshort,0,0,0,0,895,1,,,,,,,
1894101,barcust2,0,0,0,0,,,,,,,,,
1894102,barsil,0,0,0,0,,,,,,,,,
1894103,barsil2,0,0,0,0,1100,1,,,,,,,
1894104,barcustnoguard,0,0,0,0,,,,,,,,,
1894105,barextra,0,0,0,0,,,,,,,,,
1894106,barshortnoguard,0,0,0,0,,,,,,,,,
1894107,pistolgrip05,0,0,0,0,,,,,,,,,
1894108,linearbrake,0,0,0,0,,,,,,,,,
1894109,cabletac,0,0,0,0,,,,,,,,,
1894110,triggripcust,0,0,0,0,,,,,,,,,
1894111,trigcust,0,0,0,0,,,,,,,,,
1894112,trigcust02,0,0,0,0,,,,,,,,,
1894113,trigcust03,0,0,0,0,,,,,,,,,
1894114,trig,0,0,0,0,,,,,,,,,
1894115,triggrip,0,0,0,0,,,,,,,,,
1894116,rack,0,0,0,0,,,,,,,,,
1894117,strap,0,0,0,0,,,,,,,,,
1894118,semi,0,0,0,0,,,,,,,,,
1894119,burst,0,0,0,0,,,,,,,,,
1894120,auto,0,0,0,0,,,,,,,,,
1894121,done,0,0,0,0,,,,,,,,,
1894122,scopenvg,0,0,0,0,,,,,,,,,
1894123,toprailcust,0,0,0,0,,,,,,,,,
1894124,recstocks,0,0,0,0,,,,,,,,,
1894125,recstockl,0,0,0,0,,,,,,,,,
1894126,recstockh,0,0,0,0,,,,,,,,,
1894127,adsmove,0,0,0,0,,,,,,,,,
1894128,adsidle,0,0,0,0,,,,,,,,,
1894129,bling,0,0,0,0,,,,,,,,,
1894130,crouchrecoil,0,0,0,0,,,,,,,,,
1894131,fastswap,0,0,0,0,,,,,,,,,
1894132,fastreload,0,0,0,0,,,,,,,,,
1894133,flinch,0,0,0,0,,,,,,,,,
1894134,hipaim,0,0,0,0,,,,,,,,,
1894135,maxammo,0,0,0,0,,,,,,,,,
1894136,gunperk_semi,0,0,0,0,,,,,,,,,
1894137,gunperk_auto,0,0,0,0,,,,,,,,,
1894138,gunperk_burst,0,0,0,0,,,,,,,,,
1894139,gunperk_ricochet,0,0,0,0,,,,,,,,,
1894140,gunperk_recoil,0,0,0,0,,,,,,,,,
1894141,gunperk_rof,0,0,0,0,,,,,,,,,
1894142,gunperk_adsup,0,0,0,0,,,,,,,,,
1894143,gunperk_xmags,0,0,0,0,,,,,,,,,
1894144,gunperk_fastmelee,0,0,0,0,,,,,,,,,
1894145,gunperk_range,0,0,0,0,,,,,,,,,
1894146,gunperk_stalker,0,0,0,0,,,,,,,,,
1894147,muzzlestable,0,0,0,0,,,,,,,,,
1894148,muzzlestable2,0,0,0,0,,,,,,,,,
1894149,gunperk_burst3fast,0,0,0,0,,,,,,,,,
1894150,gunperk_burst4,0,0,0,0,,,,,,,,,
1894151,gunperk_burst4fast,0,0,0,0,,,,,,,,,
1894152,gunperk_xp,0,0,0,0,,,,,,,,,
1894153,gunperk_dexterity,0,0,0,0,,,,,,,,,
1894154,gunperk_enemytag,0,0,0,0,,,,,,,,,
1894155,gunperk_callout,0,0,0,0,,,,,,,,,
1894156,gunperk_glintreduce,0,0,0,0,,,,,,,,,
1894157,gunperk_hardmelee,0,0,0,0,,,,,,,,,
1894158,gunperk_holdbreath,0,0,0,0,,,,,,,,,
1894159,gunperk_marksman,0,0,0,0,,,,,,,,,
1894160,gunperk_stancespeed,0,0,0,0,,,,,,,,,
1894161,gunperk_binarytrigger,0,0,0,0,,,,,,,,,
1894162,ammomod_impact,0,0,0,0,,,,,,,,,
1894163,ammomod_slow,0,0,0,0,,,,,,,,,
1894164,ammomod_subsonic,0,0,0,0,,,,,,,,,
1894165,ammomod_wound,0,0,0,0,,,,,,,,,
1894166,ammomod_incendiary,0,0,0,0,,,,,,,,,
1894167,ammomod_762,0,0,0,0,,,,,,,,,
1894168,ammomod_exitdamage,0,0,0,0,,,,,,,,,
1894169,reargrip,0,0,0,0,,,,,,,,,
1894170,gunperk_adsup_reflex,0,0,0,0,,,,,,,,,
1894171,gunperk_adsup_holo,0,0,0,0,,,,,,,,,
1894172,gunperk_adsup_acog,0,0,0,0,,,,,,,,,
1894173,gunperk_adsup_hybrid,0,0,0,0,,,,,,,,,
1894174,gunperk_adsup_scope,0,0,0,0,,,,,,,,,
1894175,magrelease,0,0,0,0,,,,,,,,,
1894176,hammer01,0,0,0,0,,,,,,,,,
1894177,hammer02,0,0,0,0,,,,,,,,,
1894178,hammer03,0,0,0,0,,,,,,,,,
1894179,hammer04,0,0,0,0,,,,,,,,,
1894180,mod_infil,0,0,0,0,,,,,,,,,
1894181,stockcomb,0,0,0,0,,,,,,,,,
1894182,cablel,0,0,0,0,,,,,,,,,
1894183,cableh,0,0,0,0,,,,,,,,,
1894184,bolthvy,0,0,0,0,,,,,,,,,
1894185,boltl,0,0,0,0,,,,,,,,,
1894186,bolttac,0,0,0,0,,,,,,,,,
1894187,barcust3,0,0,0,0,,,,,,,,,
1894188,front,0,0,0,0,,,,,,,,,
1894189,fastmags,0,0,0,0,,,,,,,,,
1894190,fastmags2,0,0,0,0,,,,,,,,,
1894191,reflexlight,0,0,0,0,,,,,,,,,
1894192,reflex2light,0,0,0,0,,,,,,,,,
1894193,reflex3light,0,0,0,0,,,,,,,,,
1894194,reflex4light,0,0,0,0,,,,,,,,,
1894195,smags2,0,0,0,0,,,,,,,,,
1894196,lasermix,0,0,0,0,,,,,,,,,
1894197,lasermix2,0,0,0,0,,,,,,,,,
1894198,vzscope3,0,0,0,0,,,,,,,,,
1894199,vzscope2,0,0,0,0,,,,,,,,,
