1626045,gripdefault,0,0,0,0,,,,,,,,,
1626046,bipod,0,0,0,0,,,,,,,,,
1626047,gl,0,0,0,0,,,,,,,,,
1626048,ubshtgn02,0,0,0,0,,,,,,,,,
1626049,ubshtgn,0,0,0,0,,,,,,,,,
1626050,glsmoke,0,0,0,0,,,,,,,,,
1626051,glgas,0,0,0,0,,,,,,,,,
1626052,glconc,0,0,0,0,,,,,,,,,
1626053,glflash,0,0,0,0,,,,,,,,,
1626054,glincendiary,0,0,0,0,,,,,,,,,
1626055,glsemtex,0,0,0,0,,,,,,,,,
1626056,glsnap,0,0,0,0,,,,,,,,,
1626057,akimbo,0,0,0,0,,,,,,,,,
1626058,fmj,0,0,0,0,,,,,,,,,
1626059,xmags,0,0,0,0,630,1,,,,,,,
1626060,xmagslrg,0,0,0,0,,,,,,,,,
1626061,vertmags,0,0,0,0,,,,,,,,,
1626062,drums,0,0,0,0,,,,,,,,,
1626063,calcust,0,0,0,0,,,,,,,,,
1626064,smags,0,0,0,0,977,1,1028,2,,,,,
1626065,laser,0,0,0,0,,,,,,,,,
1626066,laserir,0,0,0,0,,,,,,,,,
1626067,laserrange,0,0,0,0,,,,,,,,,
1626068,laserbalanced,0,0,0,0,,,,,,,,,
1626069,laserads,0,0,0,0,,,,,,,,,
1626070,stockl,0,0,0,0,629,1,1059,2,1109,3,,,
1626071,stockcust,0,0,0,0,628,1,977,2,1028,3,,,
1626072,stocks,0,0,0,0,627,1,,,,,,,
1626073,pistolgrip02,0,0,0,0,628,1,1109,2,,,,,
1626074,stockno,0,0,0,0,1029,1,,,,,,,
1626075,guardlight,0,0,0,0,,,,,,,,,
1626076,stockh,0,0,0,0,,,,,,,,,
1626077,stockfold,0,0,0,0,630,1,,,,,,,
1626078,pistolgrip03,0,0,0,0,627,1,629,2,1059,3,,,
1626079,pistolgrip01,0,0,0,0,,,,,,,,,
1626080,pistolgrip06,0,0,0,0,,,,,,,,,
1626081,pistolgrip04,0,0,0,0,,,,,,,,,
1626082,guardheavy,0,0,0,0,,,,,,,,,
1626083,guardcust,0,0,0,0,,,,,,,,,
1626084,calsmg,0,0,0,0,,,,,,,,,
1626085,calsmgdrums,0,0,0,0,,,,,,,,,
1626086,calar,0,0,0,0,,,,,,,,,
1626087,calsnpr,0,0,0,0,,,,,,,,,
1626088,calcust2,0,0,0,0,,,,,,,,,
1626089,vertmags2,0,0,0,0,,,,,,,,,
1626090,calcustmags,0,0,0,0,,,,,,,,,
1626091,calcustmags2,0,0,0,0,,,,,,,,,
1626092,bolt,0,0,0,0,,,,,,,,,
1626093,bolt2,0,0,0,0,,,,,,,,,
1626094,bolt3,0,0,0,0,,,,,,,,,
1626095,bolt4,0,0,0,0,,,,,,,,,
1626096,barlong,0,0,0,0,629,1,630,2,1028,3,1109,4,
1626097,barcust,0,0,0,0,,,,,,,,,
1626098,barmid,0,0,0,0,977,1,,,,,,,
1626099,barshort,0,0,0,0,627,1,628,2,1029,3,,,
1626100,barcust2,0,0,0,0,,,,,,,,,
1626101,barsil,0,0,0,0,,,,,,,,,
1626102,barsil2,0,0,0,0,,,,,,,,,
1626103,barcustnoguard,0,0,0,0,,,,,,,,,
1626104,barextra,0,0,0,0,,,,,,,,,
1626105,barshortnoguard,0,0,0,0,,,,,,,,,
1626106,pistolgrip05,0,0,0,0,,,,,,,,,
1626107,linearbrake,0,0,0,0,,,,,,,,,
1626108,cabletac,0,0,0,0,,,,,,,,,
1626109,triggripcust,0,0,0,0,,,,,,,,,
1626110,trigcust,0,0,0,0,,,,,,,,,
1626111,trigcust02,0,0,0,0,,,,,,,,,
1626112,trigcust03,0,0,0,0,,,,,,,,,
1626113,trig,0,0,0,0,,,,,,,,,
1626114,triggrip,0,0,0,0,,,,,,,,,
1626115,rack,0,0,0,0,,,,,,,,,
1626116,strap,0,0,0,0,,,,,,,,,
1626117,semi,0,0,0,0,,,,,,,,,
1626118,burst,0,0,0,0,,,,,,,,,
1626119,auto,0,0,0,0,,,,,,,,,
1626120,done,0,0,0,0,,,,,,,,,
1626121,scopenvg,0,0,0,0,,,,,,,,,
1626122,toprailcust,0,0,0,0,,,,,,,,,
1626123,recstocks,0,0,0,0,,,,,,,,,
1626124,recstockl,0,0,0,0,,,,,,,,,
1626125,recstockh,0,0,0,0,,,,,,,,,
1626126,adsmove,0,0,0,0,,,,,,,,,
1626127,adsidle,0,0,0,0,,,,,,,,,
1626128,bling,0,0,0,0,,,,,,,,,
1626129,crouchrecoil,0,0,0,0,,,,,,,,,
1626130,fastswap,0,0,0,0,,,,,,,,,
1626131,fastreload,0,0,0,0,,,,,,,,,
1626132,flinch,0,0,0,0,,,,,,,,,
1626133,hipaim,0,0,0,0,,,,,,,,,
1626134,maxammo,0,0,0,0,,,,,,,,,
1626135,gunperk_semi,0,0,0,0,,,,,,,,,
1626136,gunperk_auto,0,0,0,0,,,,,,,,,
1626137,gunperk_burst,0,0,0,0,,,,,,,,,
1626138,gunperk_ricochet,0,0,0,0,,,,,,,,,
1626139,gunperk_recoil,0,0,0,0,,,,,,,,,
1626140,gunperk_rof,0,0,0,0,,,,,,,,,
1626141,gunperk_adsup,0,0,0,0,,,,,,,,,
1626142,gunperk_xmags,0,0,0,0,,,,,,,,,
1626143,gunperk_fastmelee,0,0,0,0,,,,,,,,,
1626144,gunperk_range,0,0,0,0,,,,,,,,,
1626145,gunperk_stalker,0,0,0,0,,,,,,,,,
1626146,muzzlestable,0,0,0,0,,,,,,,,,
1626147,muzzlestable2,0,0,0,0,,,,,,,,,
1626148,gunperk_burst3fast,0,0,0,0,,,,,,,,,
1626149,gunperk_burst4,0,0,0,0,,,,,,,,,
1626150,gunperk_burst4fast,0,0,0,0,,,,,,,,,
1626151,gunperk_xp,0,0,0,0,,,,,,,,,
1626152,gunperk_dexterity,0,0,0,0,,,,,,,,,
1626153,gunperk_enemytag,0,0,0,0,,,,,,,,,
1626154,gunperk_callout,0,0,0,0,,,,,,,,,
1626155,gunperk_glintreduce,0,0,0,0,,,,,,,,,
1626156,gunperk_hardmelee,0,0,0,0,,,,,,,,,
1626157,gunperk_holdbreath,0,0,0,0,,,,,,,,,
1626158,gunperk_marksman,0,0,0,0,,,,,,,,,
1626159,gunperk_stancespeed,0,0,0,0,,,,,,,,,
1626160,gunperk_binarytrigger,0,0,0,0,,,,,,,,,
1626161,ammomod_impact,0,0,0,0,,,,,,,,,
1626162,ammomod_slow,0,0,0,0,,,,,,,,,
1626163,ammomod_subsonic,0,0,0,0,,,,,,,,,
1626164,ammomod_wound,0,0,0,0,,,,,,,,,
1626165,ammomod_incendiary,0,0,0,0,,,,,,,,,
1626166,ammomod_762,0,0,0,0,,,,,,,,,
1626167,ammomod_exitdamage,0,0,0,0,,,,,,,,,
1626168,reargrip,0,0,0,0,,,,,,,,,
1626169,gunperk_adsup_reflex,0,0,0,0,,,,,,,,,
1626170,gunperk_adsup_holo,0,0,0,0,,,,,,,,,
1626171,gunperk_adsup_acog,0,0,0,0,,,,,,,,,
1626172,gunperk_adsup_hybrid,0,0,0,0,,,,,,,,,
1626173,gunperk_adsup_scope,0,0,0,0,,,,,,,,,
1626174,magrelease,0,0,0,0,,,,,,,,,
1626175,hammer01,0,0,0,0,,,,,,,,,
1626176,hammer02,0,0,0,0,,,,,,,,,
1626177,hammer03,0,0,0,0,,,,,,,,,
1626178,hammer04,0,0,0,0,,,,,,,,,
1626179,mod_infil,0,0,0,0,,,,,,,,,
1626180,stockcomb,0,0,0,0,,,,,,,,,
1626181,cablel,0,0,0,0,,,,,,,,,
1626182,cableh,0,0,0,0,,,,,,,,,
1626183,thermal3,0,0,0,0,,,,,,,,,
1626184,bolthvy,0,0,0,0,,,,,,,,,
1626185,boltl,0,0,0,0,,,,,,,,,
1626186,bolttac,0,0,0,0,,,,,,,,,
1626187,barcust3,0,0,0,0,,,,,,,,,
1626188,front,0,0,0,0,,,,,,,,,
1626189,fastmags,0,0,0,0,,,,,,,,,
1626190,fastmags2,0,0,0,0,,,,,,,,,
1626191,reflexlight,0,0,0,0,,,,,,,,,
1626192,reflex2light,0,0,0,0,,,,,,,,,
1626193,reflex3light,0,0,0,0,,,,,,,,,
1626194,reflex4light,0,0,0,0,,,,,,,,,
1626195,smags2,0,0,0,0,,,,,,,,,
1626196,lasermix,0,0,0,0,,,,,,,,,
1626197,lasermix2,0,0,0,0,,,,,,,,,
1626198,vzscope3,0,0,0,0,,,,,,,,,
1626199,vzscope2,0,0,0,0,,,,,,,,,
