iw8_pi_mike1911_mp,0,-1,0.25,-7.25,0,0.3,0,0,0,,,,
iw8_pi_decho_mp,0,-0.25,0.25,-6.25,0,0.3,0,0,0,,,,
iw8_pi_cpapa_mp,0,0,0.25,-6,0,0.5,0,0,0,,,,
iw8_pi_papa320_mp,0,-0.5,0.5,-7,0,0,0,0,0,,,,
iw8_la_rpapa7_mp,-5,1,-1,5,0,0.25,0,0,0,,,,
iw8_la_juliet_mp,5,-12,-2,-5,-4.75,-5,0,0,0,,,,
iw8_la_gromeo_mp,-20,-12.5,0,-7,0,0,0,0,0,,,,
iw8_la_kgolf_mp,12,-9.5,-1,-2,0,0.85,0,0,0,,,,
iw8_me_riotshield_mp_frontend,20,-4,-0.75,0,0,0,90,0,0,,,//needs launcher big-preview cam if we're going to keep it fully opened (not small riot shield),
iw8_ar_sierra552_mp,0,2,-1,-3.5,0,0,0,0,0,,,,
iw8_sm_smgolf45_mp,0,0,0,-3.5,0,0,0,0,0,,,,
iw8_sh_mike26_mp,0,0,-1,-3.5,0,0,0,0,0,,,,
iw8_sn_crossbow_mp,0,3,-0.5,-3.5,0,0.5,0,0,0,,,,
iw8_sn_sksierra_mp,0,3,-0.5,-5,0,0.75,0,0,0,,,,
iw8_pi_mike9_mp,0,-0.5,0.5,-7,0,0.25,0,0,0,,,,
iw8_me_hatchet_mp,0,7,1.75,0,0,0,0,0,0,,,,
iw8_me_sword_mp,0,7,1.75,0,0,0,0,0,0,,,,
iw8_lm_mkilo3_mp,0,0,0.1,-1,0,0.5,0,0,0,,,,
iw8_me_riotshield_mpv2_frontend,20,-4,-0.75,0,0,0,90,0,0,,,//needs launcher big-preview cam if we're going to keep it fully opened (not small riot shield),
iw8_me_riotshield_mpv3_frontend,20,-4,-0.75,0,0,0,90,0,0,,,//needs launcher big-preview cam if we're going to keep it fully opened (not small riot shield),
iw8_me_riotshield_mpv4_frontend,20,-4,-0.75,0,0,0,90,0,0,,,//needs launcher big-preview cam if we're going to keep it fully opened (not small riot shield),
iw8_me_riotshield_mpv5_frontend,20,-4,-0.75,0,0,0,90,0,0,,,//needs launcher big-preview cam if we're going to keep it fully opened (not small riot shield),
iw8_me_riotshield_mpv6_frontend,20,-4,-0.75,0,0,0,90,0,0,,,//needs launcher big-preview cam if we're going to keep it fully opened (not small riot shield),
iw8_me_riotshield_mpv7_frontend,20,-4,-0.75,0,0,0,90,0,0,,,//needs launcher big-preview cam if we're going to keep it fully opened (not small riot shield),
iw8_me_riotshield_mpv8_frontend,20,-4,-0.75,0,0,0,90,0,0,,,//needs launcher big-preview cam if we're going to keep it fully opened (not small riot shield),
iw8_lm_t9light_mp,0,0,0.25,3.5,0,0,0,0,0,,,,
iw8_pi_t9semiauto_mp,0,-1,0.25,-7.25,0,0.3,0,0,0,,,,
iw8_sh_t9semiauto_mp,0,-1,0.25,-7.25,0,0.3,0,0,0,,,,
iw8_pi_t9burst_mp,0,-0.5,0.5,-7,0,0.25,0,0,0,,,,
iw8_sm_t9standard_mp,0,1.5,-1,-3,0,1,0,0,0,,,,
iw8_ar_t9standard_mp,0,0,-0.5,-3.5,0,0.235,0,0,0,iw8_ar_mike4#This is dummy data. Game asserts if this column is empty. Please remove when this column has content.,,,
iw8_ar_t9accurate_mp,0,0,-0.5,-3.5,0,0.235,0,0,0,iw8_ar_mike4#This is dummy data. Game asserts if this column is empty. Please remove when this column has content.,,,
iw8_ar_t9longburst_mp,0,0,-0.5,-3.5,0,0.235,0,0,0,iw8_ar_mike4#This is dummy data. Game asserts if this column is empty. Please remove when this column has content.,,,
iw8_ar_t9damage_mp,0,3.5,0,-2,0,0,0,0,0,,,,
iw8_sm_t9heavy_mp,0,0,0,-2,0,0,0,0,0,,,,
iw8_sh_t9pump_mp,0,3,0,-2.5,0,0.35,0,0,0,,,,
iw8_sm_t9handling_mp,0,-1,-2,-6,0,1.59,0,0,0,,,,
iw8_sm_t9fastfire_mp,0,-1,-2,-6,0,1.59,0,0,0,,,,
iw8_sn_t9standard_mp,0,0,-1,7,0,1,0,0,0,,,//snipers could use the Launcher Preview cam?,
iw8_ar_t9mobility_mp,0,-2.5,0,-7.5,0,-2,0,0,0,,,,
iw8_ar_t9fastfire_mp,0,-2.5,1.5,-7.5,0,-2,0,0,0,,,,
iw8_lm_t9accurate_mp,0,0,0.1,-1,0,0.5,0,0,0,,,,
iw8_lm_t9slowfire_mp,0,0,0.1,-1,0,0.5,0,0,0,,,,
iw8_sh_t9fullauto_mp,0,6,0,-2.4,0,0.4,0,0,0,,,,
iw8_sn_t9damagesemi_mp,0,3,-0.5,-5,0,0.75,0,0,0,,,,
iw8_pi_t9revolver_mp,0,0,0.25,-6,0,0.5,0,0,0,,,,
iw8_sn_t9precisionsemi_mp,0,3,-0.5,-2,0,0.75,0,0,0,,,,
iw8_la_t9standard_mp,12,-9.5,-1,-2,0,0.85,0,0,0,,,,
iw8_la_t9freefire_mp,-5,1,-1,5,0,0.25,0,0,0,,,,
iw8_ar_t9fasthandling_mp,0,2,-1,-3.5,0,0.5,0,0,0,,,,
iw8_sm_t9burst_mp,0,0,0,-3.5,0,0,0,0,0,,,,
iw8_sm_t9accurate_mp,0,0,0,-3.5,0,0,0,0,0,,,,
iw8_sm_t9capacity_mp,0,-3,-1.7,-9.25,0,0.85,0,0,0,,,,
iw8_sm_t9powerburst_mp,0,0,-1.4,-6,0,0.5,0,0,0,,,,
iw8_sn_t9cannon_mp,0,0,-0.5,7,0,0.5,0,0,0,,,,
iw8_ar_t9mobility_mpv2,0,-2.5,0,-7.5,0,-2,0,0,0,,,,
iw8_sh_t9pump_mpv2,0,3,0,-2.5,0,0.35,0,0,0,,,,
iw8_sh_t9pump_mpv3,0,3,0,-2.5,0,0.35,0,0,0,,,,
iw8_sm_t9standard_mpv2,0,1.5,-1,-3,0,1,0,0,0,,,,
iw8_sm_t9standard_cb,0,1.5,-1,-3,0,1,0,0,0,,,,
iw8_sn_t9damagesemi_mpv2,0,3,-0.5,-5,0,0.75,0,0,0,,,,
iw8_lm_t9light_mpv2,0,0,0.25,3.5,0,0,0,0,0,,,,
iw8_pi_t9revolver_mpv2,0,0,0.25,-6,0,0.5,0,0,0,,,,
iw8_pi_t9revolver_mpv3,0,0,0.25,-6,0,0.5,0,0,0,,,,
iw8_ar_t9standard_mpv2,0,0,-0.5,-3.5,0,0.235,0,0,0,iw8_ar_mike4#This is dummy data. Game asserts if this column is empty. Please remove when this column has content.,,,
iw8_ar_t9standard_mpv3,0,0,-0.5,-3.5,0,0.235,0,0,0,iw8_ar_mike4#This is dummy data. Game asserts if this column is empty. Please remove when this column has content.,,,
iw8_sn_t9standard_mpv2,0,0,-1,7,0,1,0,0,0,,,//snipers could use the Launcher Preview cam?,
iw8_sn_t9standard_mpv3,0,0,-1,7,0,1,0,0,0,,,//snipers could use the Launcher Preview cam?,
iw8_sm_t9heavy_mpv2,0,3.5,0,-2,0,0,0,0,0,,,,
iw8_sm_t9heavy_mpv3,0,3.5,0,-2,0,0,0,0,0,,,,
iw8_ar_t9longburst_mpv2,0,0,-0.5,-3.5,0,0.235,0,0,0,iw8_ar_mike4#This is dummy data. Game asserts if this column is empty. Please remove when this column has content.,,,
iw8_ar_t9longburst_mpv3,0,0,-0.5,-3.5,0,0.235,0,0,0,iw8_ar_mike4#This is dummy data. Game asserts if this column is empty. Please remove when this column has content.,,,
iw8_ar_t9accurate_mpv2,0,0,-0.5,-3.5,0,0.235,0,0,0,iw8_ar_mike4#This is dummy data. Game asserts if this column is empty. Please remove when this column has content.,,,
iw8_t9knife_mpa,0,7,1.75,0,0,0,0,0,0,,,,
