170012,welfare,1,Fate,ZM_CONSUMABLES/WELFARE,ZM_CONSUMABLES/WELFARE_DESC,triggerwait,1,1,0,fnf_welfare,0,,0,,1,0,1170039,ZombieCard,N,Y,zm_wc_fate_card_base,,0,0,
170013,door_buy_refund,1,Fortune,ZM_CONSUMABLES/DOOR_BUY_REFUND,ZM_CONSUMABLES/DOOR_BUY_REFUND_DESC,triggerpassive,1,0,3,fnf_door_buy_refund,0,,0,LUA_MENU_ZM/CARD_REFUND_PASSIVE_TEXT,2,0,1170013,ZombieCard,N,Y,zm_wc_fortune_card_base,common,175013,2,
170014,faster_window_reboard,1,Fortune,ZM_CONSUMABLES/REBOARD_FASTER,ZM_CONSUMABLES/REBOARD_FASTER_DESC,triggerpassive,1,0,5,fnf_faster_window_reboard,0,,0,LUA_MENU_ZM/REBUILD_FASTER_PASSIVE_TEXT,2,0,1170014,ZombieCard,N,Y,zm_wc_fortune_card_base,common,175014,2,
170015,headshot_explosion,1,Fortune,ZM_CONSUMABLES/HEADSHOT_EXPLOSION,ZM_CONSUMABLES/HEADSHOT_EXPLOSION_DESC,triggerpassive,1,0,15,fnf_headshot_explosion,0,,0,LUA_MENU_ZM/HEADSHOT_EXPLOSION_PASSIVE_TEXT,2,0,1170015,ZombieCard,N,Y,zm_wc_fortune_card_base,common,175015,2,
170016,increased_melee_damage,1,Fortune,ZM_CONSUMABLES/INCREASED_MELEE_DMG,ZM_CONSUMABLES/INCREASED_MELEE_DMG_DESC,wave,1,1,0,fnf_increased_melee_damage,0,,0,,2,0,1170016,ZombieCard,N,Y,zm_wc_fortune_card_base,common,175016,2,
170017,increased_team_efficiency,2,Fortune,ZM_CONSUMABLES/TEAM_EFFICIENCY,ZM_CONSUMABLES/TEAM_EFFICIENCY_DESC,timedactivations,1,120,0,fnf_increased_team_efficiency,0,,0,,2,0,1170017,ZombieCard,N,Y,zm_wc_fortune_card_base,rare,175017,2,
170018,more_power_up_drops,3,Fortune,ZM_CONSUMABLES/MORE_POWER_UP_DROPS,ZM_CONSUMABLES/MORE_POWER_UP_DROPS_DESC,wave,1,2,0,fnf_more_power_up_drops,0,,0,,2,0,1170018,ZombieCard,N,Y,zm_wc_fortune_card_base,legendary,175018,2,
170019,sharp_shooter_upgrade,1,Fortune,ZM_CONSUMABLES/SHARPSHOOTER,ZM_CONSUMABLES/SHARPSHOOTER_DESC,timedactivations,1,60,0,fnf_sharp_shooter_upgrade,0,,0,,2,0,1170019,ZombieCard,N,Y,zm_wc_fortune_card_base,common,175019,2,
170020,spawn_double_money,2,Fortune,ZM_CONSUMABLES/SPAWN_DOUBLE_MONEY,ZM_CONSUMABLES/SPAWN_DOUBLE_MONEY_DESC,triggerwait,1,0,1,fnf_spawn_double_money,0,,0,,2,0,1170020,ZombieCard,N,Y,zm_wc_fortune_card_base,rare,175020,2,
170021,anywhere_but_here,2,Fortune,ZM_CONSUMABLES/TELEPORT_RANDOM_LOC,ZM_CONSUMABLES/TELEPORT_RANDOM_LOC_DESC,triggerwait,1,1,0,fnf_anywhere_but_here,0,,0,,2,0,1170021,ZombieCard,N,Y,zm_wc_fortune_card_base,rare,175021,2,
170022,atomizer_gun,2,Fortune,ZM_CONSUMABLES/ATOMIZER_GUN,ZM_CONSUMABLES/ATOMIZER_GUN_DESC,timedactivations,1,30,0,fnf_atomizer_gun,0,,0,,2,0,1170022,ZombieCard,N,Y,zm_wc_fortune_card_base,rare,175022,2,
170023,bh_gun,3,Fortune,ZM_CONSUMABLES/BH_GUN,ZM_CONSUMABLES/BH_GUN_DESC,timedactivations,1,30,0,fnf_bh_gun,0,,0,,2,0,1170023,ZombieCard,N,Y,zm_wc_fortune_card_base,legendary,175023,2,
170024,claw_gun,2,Fortune,ZM_CONSUMABLES/CLAW_GUN,ZM_CONSUMABLES/CLAW_GUN_DESC,timedactivations,1,30,0,fnf_claw_gun,0,,0,,2,0,1170024,ZombieCard,N,Y,zm_wc_fortune_card_base,rare,175024,2,
170025,damage_booster_upgrade,1,Fortune,ZM_CONSUMABLES/DAMAGE_BOOSTER,ZM_CONSUMABLES/DAMAGE_BOOSTER_DESC,timedactivations,1,30,0,fnf_damage_booster_upgrade,0,,0,,2,0,1170025,ZombieCard,N,Y,zm_wc_fortune_card_base,common,175025,2,
170026,headshot_reload,1,Fortune,ZM_CONSUMABLES/HEADSHOT_RELOAD,ZM_CONSUMABLES/HEADSHOT_RELOAD_DESC,wave,1,1,0,fnf_headshot_reload,0,,0,,2,0,1170026,ZombieCard,N,Y,zm_wc_fortune_card_base,common,175026,2,
170027,hit_reward_upgrade,4,Fortune,ZM_CONSUMABLES/HIT_REWARD,ZM_CONSUMABLES/HIT_REWARD_DESC,timedactivations,1,30,0,fnf_hit_reward_upgrade,0,,0,,2,0,1170027,ZombieCard,N,Y,zm_wc_fortune_card_base,epic,175027,2,
170028,killing_time,1,Fortune,ZM_CONSUMABLES/KILLING_TIME,ZM_CONSUMABLES/KILLING_TIME_DESC,timedactivations,1,20,0,fnf_killing_time,0,,0,,2,0,1170028,ZombieCard,N,Y,zm_wc_fortune_card_base,common,175028,2,
170029,now_you_see_me,2,Fortune,ZM_CONSUMABLES/NOW_YOU_SEE_ME,ZM_CONSUMABLES/NOW_YOU_SEE_ME_DESC,timedactivations,1,10,0,fnf_now_you_see_me,0,,0,,2,0,1170029,ZombieCard,N,Y,zm_wc_fortune_card_base,rare,175029,2,
170030,phoenix_up,3,Fortune,ZM_CONSUMABLES/REVIVE_ALL,ZM_CONSUMABLES/REVIVE_ALL_DESC,triggerpassive,1,0,1,fnf_phoenix_up,0,,0,LUA_MENU_ZM/CARD_PHOENIX_UP_PASSIVE_TEXT,2,0,1170030,ZombieCard,N,Y,zm_wc_fortune_card_base,legendary,175030,2,
170031,slow_enemy_movement,1,Fortune,ZM_CONSUMABLES/SLOW_ENEMIES,ZM_CONSUMABLES/SLOW_ENEMIES_DESC,timedactivations,1,30,0,fnf_slow_enemy_movement,0,,0,,2,0,1170031,ZombieCard,N,Y,zm_wc_fortune_card_base,common,175031,2,
170032,spawn_infinite_ammo,1,Fortune,ZM_CONSUMABLES/SPAWN_INFINITE_AMMO,ZM_CONSUMABLES/SPAWN_INFINITE_AMMO_DESC,triggerwait,1,0,1,fnf_spawn_infinite_ammo,0,,0,,2,0,1170032,ZombieCard,N,Y,zm_wc_fortune_card_base,common,175032,2,
170033,spawn_instakill,3,Fortune,ZM_CONSUMABLES/SPAWN_INSTAKILL,ZM_CONSUMABLES/SPAWN_INSTAKILL_DESC,triggerwait,1,0,1,fnf_spawn_instakill,0,,0,,2,0,1170033,ZombieCard,N,Y,zm_wc_fortune_card_base,legendary,175033,2,
170034,spawn_max_ammo,4,Fortune,ZM_CONSUMABLES/SPAWN_MAX_AMMO,ZM_CONSUMABLES/SPAWN_MAX_AMMO_DESC,triggerwait,1,0,1,fnf_spawn_max_ammo,0,,0,,2,0,1170034,ZombieCard,N,Y,zm_wc_fortune_card_base,epic,175034,2,
170035,spawn_nuke,2,Fortune,ZM_CONSUMABLES/SPAWN_NUKE,ZM_CONSUMABLES/SPAWN_NUKE_DESC,triggerwait,1,0,1,fnf_spawn_nuke,0,,0,,2,0,1170035,ZombieCard,N,Y,zm_wc_fortune_card_base,rare,175035,2,
170036,wall_power,4,Fortune,ZM_CONSUMABLES/WALL_POWER,ZM_CONSUMABLES/WALL_POWER_DESC,triggerpassive,1,0,1,fnf_wall_power,0,,0,LUA_MENU_ZM/WALL_POWER_PASSIVE_TEXT,2,0,1170036,ZombieCard,N,Y,zm_wc_fortune_card_base,epic,175036,2,
170037,ephemeral_enhancement,3,Fortune,ZM_CONSUMABLES/UPGRADE_CURRENT_WEAPON,ZM_CONSUMABLES/UPGRADE_CURRENT_WEAPON_DESC,timedactivations,1,60,0,fnf_ephemeral_enhancement,0,,0,,2,0,1170037,ZombieCard,N,Y,zm_wc_fortune_card_base,legendary,175037,2,
170038,secret_service,2,Fortune,ZM_CONSUMABLES/SECRET_SERVICE,ZM_CONSUMABLES/SECRET_SERVICE_DESC,triggerpassive,1,0,3,fnf_secret_service,0,,0,LUA_MENU_ZM/BURNED_OUT_PASSIVE_TEXT,2,0,1170038,ZombieCard,N,Y,zm_wc_fortune_card_base,rare,175038,2,
170039,life_link,2,Fortune,ZM_CONSUMABLES/LIFE_LINK,ZM_CONSUMABLES/LIFE_LINK_DESC,timedactivations,1,30,0,fnf_life_link,0,,0,,2,0,1170001,ZombieCard,N,Y,zm_wc_fortune_card_base,rare,175039,2,
170040,cant_miss,1,Fortune,ZM_CONSUMABLES/CANT_MISS,ZM_CONSUMABLES/CANT_MISS_DESC,timedactivations,1,60,0,fnf_cant_miss,0,,0,,2,0,1170040,ZombieCard,N,Y,zm_wc_fortune_card_base,common,175040,2,
170041,spawn_fire_sale,3,Fortune,ZM_CONSUMABLES/SPAWN_FIRE_SALE,ZM_CONSUMABLES/SPAWN_FIRE_SALE_DESC,triggerwait,1,0,1,fnf_spawn_fire_sale,0,,0,,2,0,1170041,ZombieCard,N,Y,zm_wc_fortune_card_base,legendary,175041,2,
170042,self_revive,2,Fortune,ZM_CONSUMABLES/SELF_REVIVE,ZM_CONSUMABLES/SELF_REVIVE_DESC,triggerpassive,1,0,1,fnf_self_revive,0,,0,LUA_MENU_ZM/CARD_FASTER_REVIVE_PASSIVE_TEXT,2,0,1170042,ZombieCard,N,Y,zm_wc_fortune_card_base,rare,175042,2,
170043,just_a_flesh_wound,1,Fortune,ZM_CONSUMABLES/FLESH_WOUND,ZM_CONSUMABLES/FLESH_WOUND_DESC,triggerpassive,1,0,1,fnf_just_a_flesh_wound,0,,0,LUA_MENU_ZM/CARD_FASTER_REVIVE_PASSIVE_TEXT,2,0,1170043,ZombieCard,N,Y,zm_wc_fortune_card_base,common,175043,2,
170044,force_push_near_death,1,Fortune,ZM_CONSUMABLES/NEAR_DEATH_SHIELD,ZM_CONSUMABLES/NEAR_DEATH_SHIELD_DESC,triggerpassive,1,0,3,fnf_force_push_near_death,0,,0,LUA_MENU_ZM/CARD_LOW_HEALTH_PASSIVE_TEXT,2,0,1170044,ZombieCard,N,Y,zm_wc_fortune_card_base,common,175044,2,
170045,next_purchase_free,2,Fortune,ZM_CONSUMABLES/NEXT_PURCHASE_FREE,ZM_CONSUMABLES/NEXT_PURCHASE_FREE_DESC,triggerpassive,1,0,1,fnf_next_purchase_free,0,,0,LUA_MENU_ZM/CARD_DURATION_ONCE,2,0,1170045,ZombieCard,N,Y,zm_wc_fortune_card_base,rare,175045,2,
170046,masochist,1,Fortune,ZM_CONSUMABLES/MASOCHIST,ZM_CONSUMABLES/MASOCHIST_DESC,timedactivations,1,60,0,fnf_masochist,0,,0,,2,0,1170046,ZombieCard,N,Y,zm_wc_fortune_card_base,common,175046,2,
170047,magic_wheel_upgrade,3,Fortune,ZM_CONSUMABLES/WHEEL_UPGRADE,ZM_CONSUMABLES/WHEEL_UPGRADE_DESC,triggerpassive,1,0,1,fnf_magic_wheel_upgrade,0,,0,LUA_MENU_ZM/CARD_DURATION_ONCE,2,0,1170047,ZombieCard,N,Y,zm_wc_fortune_card_base,legendary,175047,2,
170048,steel_dragon,3,Fortune,ZM_CONSUMABLES/STEEL_DRAGON,ZM_CONSUMABLES/STEEL_DRAGON_DESC,timedactivations,1,30,0,fnf_steel_dragon,0,,0,,2,0,1170048,ZombieCard,N,Y,zm_wc_fortune_card_base,legendary,175048,2,
170049,timely_torrent,1,Fate,ZM_CONSUMABLES/TIMELY_TORRENT,ZM_CONSUMABLES/TIMELY_TORRENT_DESC,triggerpassive,1,0,5,fnf_timely_torrent,0,,0,LUA_MENU_ZM/TIMELY_TORRENT_CHARGES,1,0,1170049,ZombieCard,N,Y,zm_wc_fate_card_base,,0,0,
170050,purify,2,Fortune,ZM_CONSUMABLES/PURIFY,ZM_CONSUMABLES/PURIFY_DESC,triggerpassive,1,0,1,fnf_purify,0,,0,LUA_MENU_ZM/CARD_DURATION_ONCE,2,0,1170050,ZombieCard,N,Y,zm_wc_fortune_card_base,rare,175050,2,
170051,explosive_touch,3,Fortune,ZM_CONSUMABLES/EXPLOSIVE_TOUCH,ZM_CONSUMABLES/EXPLOSIVE_TOUCH_DESC,timedactivations,1,60,0,fnf_explosive_touch,0,,0,,2,0,1170051,ZombieCard,N,Y,zm_wc_fortune_card_base,legendary,175051,2,
170052,shared_fate,4,Fortune,ZM_CONSUMABLES/SHARED_FATE,ZM_CONSUMABLES/SHARED_FATE_DESC,timedactivations,1,60,0,fnf_shared_fate,0,,0,,2,0,1170052,ZombieCard,N,Y,zm_wc_fortune_card_base,epic,175052,2,
170053,fire_chains,2,Fortune,ZM_CONSUMABLES/FIRE_CHAINS,ZM_CONSUMABLES/FIRE_CHAINS_DESC,timedactivations,1,30,0,fnf_fire_chains,0,,0,,2,0,1170053,ZombieCard,N,Y,zm_wc_fortune_card_base,rare,175053,2,
170054,irish_luck,1,Fate,ZM_CONSUMABLES/IRISH_LUCK,ZM_CONSUMABLES/IRISH_LUCK_DESC,triggerpassive,1,0,1,fnf_irish_luck,0,,0,LUA_MENU_ZM/CARD_DURATION_ONCE,1,0,1170054,ZombieCard,N,Y,zm_wc_fate_card_base,,0,0,
170055,temporal_increase,2,Fortune,ZM_CONSUMABLES/TEMPORAL_INCREASE,ZM_CONSUMABLES/TEMPORAL_INCREASE_DESC,wave,1,3,0,fnf_temporal_increase,0,,0,,2,0,1170055,ZombieCard,N,Y,zm_wc_fortune_card_base,rare,175055,2,
170056,twist_of_fate,3,Fortune,ZM_CONSUMABLES/TWIST_OF_FATE,ZM_CONSUMABLES/TWIST_OF_FATE_DESC,timedactivations,1,60,0,fnf_twist_of_fate,0,,0,,2,0,1170056,ZombieCard,N,Y,zm_wc_fortune_card_base,legendary,175056,2,
170057,role_1,,,,,,,,,,,,,,,,,,,,,,,,
170058,role_2,,,,,,,,,,,,,,,,,,,,,,,,
170059,role_3,,,,,,,,,,,,,,,,,,,,,,,,
170060,role_4,,,,,,,,,,,,,,,,,,,,,,,,
170061,role_5,,,,,,,,,,,,,,,,,,,,,,,,
170062,role_6,,,,,,,,,,,,,,,,,,,,,,,,
170063,none,,,,,,,,,,,,,,,,,,,,,,,,
170064,ammo_crate,,,,,,,,,,,,,,,,,,,,,,,,
170065,armor,,,,,,,,,,,,,,,,,,,,,,,,
170066,grenade_crate,,,,,,,,,,,,,,,,,,,,,,,,
170067,sentry,,,,,,,,,,,,,,,,,,,,,,,,
170068,drone_strike,,,,,,,,,,,,,,,,,,,,,,,,
170069,ac130,,,,,,,,,,,,,,,,,,,,,,,,
170070,scout_drone,,,,,,,,,,,,,,,,,,,,,,,,
170071,riot_shield,,,,,,,,,,,,,,,,,,,,,,,,
170072,Breach Charge,,,,,,,,,,,,,,,,,,,,,,,,
170073,adrenaline,,,,,,,,,,,,,,,,,,,,,,,,
170074,deployable_cover,,,,,,,,,,,,,,,,,,,,,,,,
170075,manual_turret,,,,,,,,,,,,,,,,,,,,,,,,
1750076,grenade_launcher,,,,,,,,,,,,,,,,,,,,,,,,
170077,recon_drone,,,,,,,,,,,,,,,,,,,,,,,,
170078,molotov,,,,,,,,,,,,,,,,,,,,,,,,
170079,nvg,,,,,,,,,,,,,,,,,,,,,,,,
