18,intro_mp_western_hooper_default,hooper_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
19,intro_mp_eastern_stohli_default,stohli_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
20,intro_mp_eastern_rodion_default,rodion_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,2,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
21,intro_mp_eastern_trigg_default,trigg_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,3,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
22,intro_mp_eastern_grinch_default,grinch_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,4,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
23,intro_mp_eastern_iskra_default,iskra_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
24,intro_mp_eastern_yegor_default,yegor_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
25,intro_mp_eastern_kreuger_default,kreuger_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,2,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
26,intro_mp_eastern_dingo_default,dingo_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
27,intro_mp_eastern_azur_default,azur_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,3,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
28,intro_mp_eastern_yolandi_default,yolandi_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,4,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
29,intro_mp_eastern_zane_default,zane_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
30,intro_mp_eastern_minotavr_default,minotavr_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
31,intro_mp_western_raines_default,raines_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,4,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
