12,power_opticWave,PERKS/POWER_OPTICWAVE,PERKS/POWER_OPTICWAVE_DESC,power_opticwave_sm,power_opticwave_lrg,weapon,power_opticwave_mp,60,1,1,0,archetype_sniper,camper,regular|hardened|veteran,charges,0,,
13,power_phaseSplit,PERKS/POWER_PHASESPLIT,PERKS/POWER_PHASESPLIT_DESC,power_phasesplit_sm,power_phasesplit_lrg,weapon,power_phasesplit_mp,45,1,1,0,archetype_sniper,camper,regular|hardened|veteran,drain,0,,
14,power_discMarker,PERKS/POWER_DISC_MARKER,PERKS/POWER_DISC_MARKER_DESC,weapon_disc_marker_sm,weapon_disc_marker,weapon,disc_marker_mp,12,1,1,0,archetype_demolitions,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
15,power_adrenalineMist,PERKS/POWER_ADRENALINE_MIST,PERKS/POWER_ADRENALINE_MIST_DESC,hud_icon_equipment_stim,icon_equipment_slot_stim_pack,weapon,adrenaline_mist_mp,45,1,1,0,archetype_medic,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
16,power_caseBomb,PERKS/POWER_CASE_BOMB,PERKS/POWER_CASE_BOMB_DESC,weapon_case_bomb_sm,weapon_case_bomb_large,weapon,case_bomb_mp,45,1,1,0,archetype_demolitions,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
17,power_semtex,PERKS/POWER_SEMTEX,PERKS/POWER_SEMTEX_DESC,hud_icon_equipment_semtex,icon_equipment_slot_semtex,weapon,semtex_mp,45,1,1,0,archetype_demolitions,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
18,power_thermobaric,PERKS/POWER_THERMOBARIC,PERKS/POWER_THERMOBARIC_DESC,weapon_thermobaric,weapon_thermobaric_360,weapon,thermobaric_grenade_mp,30,1,1,0,archetype_demolitions,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
19,power_overCharge,PERKS/POWER_OVERCHARGE,PERKS/POWER_OVERCHARGE_DESC,icon_ability_overcharge,icon_ability_overcharge,weapon,power_overcharge_mp,45,1,1,0,archetype_assault,run_and_gun|cqb,hardened|veteran,drain,0,,
20,power_smokeWall,PERKS/POWER_THROWING_KNIFE_SMOKEWALL,PERKS/POWER_THROWING_KNIFE_SMOKEWALL_DESC,throw_knifesmokewall_sm,throw_knifesmokewall_lrg,weapon,throwingknifesmokewall_mp,45,1,1,0,archetype_scout,run_and_gun|cqb,recruit|regular|hardened|veteran,charges,0,,
21,power_copycatGrenade,PERKS_POWER_COPYCAT_GRENADE,PERKS_POWER_COPYCAT_GRENADE_DESC,weapon_flashbang,weapon_flashbang,weapon,copycat_grenade_mp,10,1,1,0,archetype_engineer,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
22,power_speedStrip,PERKS/POWER_SPEED_STRIP,PERKS/POWER_SPEED_STRIP_DESC,weapon_speed_strip,weapon_speed_strip_large,weapon,speed_strip_mp,60,1,1,0,archetype_medic,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
23,power_comlink,PERKS/POWER_COMLINK,PERKS/POWER_COMLINK_DESC,power_comlink_sm,power_comlink_lrg,weapon,<power_script_generic_weapon>,30,1,1,0,none,none,none,charges,0,,
24,power_empGrenade,WEAPON/EMP_GRENADE,PERKS/POWER_EMP_GRENADE_DESC,icon_ability_emp_grenade,icon_weapon_render_emp_grenade,weapon,emp_grenade_mp,30,1,1,0,archetype_assault,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
25,power_shardBall,PERKS/POWER_SHARD_BALL,PERKS/POWER_SHARD_BALL_DESC,weapon_shard_ball,weapon_shard_ball_large,weapon,shard_ball_mp,45,1,1,0,archetype_assault,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
26,power_splashGrenade,PERKS/SEMTEX,PERKS/DESC_SEMTEX,equipment_icon_slot_plasmagrenade,equipment_icon_showcase_plasmagrenade,weapon,splash_grenade_mp,45,1,1,0,archetype_assault,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
27,power_forcePush,PERKS/POWER_FORCEPUSH,PERKS/POWER_FORCEPUSH_DESC,power_forcePush_sm,power_forcePush_lrg,weapon,forcepush_mp,30,1,1,0,archetype_assault,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
28,power_c4,PERKS/C4,PERKS/DESC_C4,hud_icon_equipment_c4,icon_equipment_slot_c4,weapon,c4_mp,45,1,1,0,archetype_assault,run_and_gun|cqb,regular|hardened|veteran,interact,0,,
29,power_throwingReap,PERKS/POWER_THROWING_REAPER,PERKS/POWER_THROWING_REAPER_DESC,power_plasmaspear_sm,power_plasmaspear_lrg,weapon,throwingreaper_mp,5,1,1,0,archetype_reaper,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
30,power_portalGenerator,PERKS/POWER_PORTAL_GENERATOR,PERKS/POWER_PORTAL_GENERATOR_DESC,weapon_portal_generator_sm,weapon_portal_generator_lrg,weapon,portal_generator_mp,10,1,1,0,archetype_medic,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
31,power_transponder,PERKS/POWER_TRANSPONDER,PERKS/POWER_TRANSPONDER_DESC,power_transponder_sm,power_transponder_lrg,weapon,transponder_mp,20,1,1,0,archetype_sniper,run_and_gun|cqb,recruit|regular|hardened|veteran,interact,0,,
32,power_sonicSensor,PERKS/POWER_SONICSENSOR,PERKS/POWER_SONICSENSOR_DESC,weapon_concsensor_sm,weapon_concsensor_360,weapon,sonic_sensor_mp,15,1,1,0,archetype_sniper,none,none,charges,0,,
33,power_barrier,PERKS/POWER_BARRIER,PERKS/POWER_BARRIER_DESC,power_barrier_sm,power_barrier_lrg,weapon,<power_script_generic_weapon>,60,1,1,0,archetype_assault,run_and_gun|cqb,recruit|regular|hardened|veteran,charges,0,,
34,power_mortarMount,PERKS/POWER_MORTARMOUNT,PERKS/POWER_MORTARMOUNT_DESC,power_mortarmount_sm,power_mortarmount_lrg,weapon,<power_script_generic_weapon>,30,1,1,0,archetype_heavy,,,drain,0,,
35,power_adrenaline,PERKS/HEALING_SYRINGE,PERKS/HEALING_SYRINGE_DESC,hud_icon_equipment_stim,icon_equipment_slot_stim_pack,weapon,adrenaline_mp,20,1,1,0,archetype_assault,run_and_gun|cqb,hardened|veteran,drain,0,MENU/KILLS,
36,power_multiVisor,PERKS/MULTIVISOR,PERKS/MULTIVISOR_DESC,power_opticwave_sm,power_opticwave_lrg,weapon,power_multivisor_mp,20,1,1,0,archetype_assault,run_and_gun|cqb,hardened|veteran,charges,0,,
37,power_trophy,PERKS/TROPHY,PERKS/DESC_TROPHY,equipment_icon_slot_trophysystem,equipment_icon_showcase_trophysystem,weapon,trophy_mp,20,1,1,0,archetype_assault,run_and_gun|cqb,hardened|veteran,charges,0,MP_FRONTEND_ONLY/STAT_SAVES,
38,power_stealthMode,PERKS/POWER_STEALTH_MODE,PERKS/POWER_STEALTH_MODE_DESC,power_stealthmode_sm,power_stealthmode_lrg,weapon,power_stealthmode_mp,20,1,1,0,archetype_scout,run_and_gun|cqb,hardened|veteran,drain,0,,
39,power_disruptor,PERKS/POWER_DISRUPTOR,PERKS/POWER_DISRUPTOR_DESC,weapon_shard_ball,weapon_shard_ball_large,weapon,throwingknifedisruptor_mp,5,1,1,0,archetype_scout,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
40,power_pulseGrenade,PERKS/PULSE_GRENADE,PERKS/DESC_PULSE_GRENADE,power_pulse_grenade_sm,power_pulse_grenade_lrg,weapon,pulse_grenade_mp,45,1,1,0,archetype_scout,run_and_gun|cqb,hardened|veteran,charges,0,,
41,power_siphonKnife,PERKS/POWER_SIPHONKNIFE,PERKS/POWER_SIPHONKNIFE_DESC,throw_knifesiphon_sm,weapon_knifesiphon_lrg,weapon,throwingknifesiphon_mp,60,1,1,0,archetype_heavy,,,charges,0,,
42,power_engineerDrone,PERKS/POWER_ENG_DRONE,PERKS/POWER_ENG_DRONE_DESC,util_drone_sm,util_drone_lrg,weapon,power_utility_drone_mp,20,1,1,0,archetype_engineer,run_and_gun|cqb,regular|hardened|veteran,drain,0,,
43,power_ammoBox,PERKS/POWER_AMMO_BOX,PERKS/POWER_AMMO_BOX_DESC,power_ammo_box_sm,power_ammo_box_lrg,weapon,ammo_box_mp,40,1,1,0,archetype_engineer,run_and_gun|cqb,hardened|veteran,charges,0,,
44,power_portalGrenade,PERKS/POWER_PORTAL_GRENADE,PERKS/POWER_PORTAL_GRENADE_DESC,weapon_portal_grenade_sm,weapon_portal_grenade,weapon,portal_grenade_mp,20,1,1,0,archetype_assassin,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
45,power_virusGrenade,PERKS/POWER_VIRUS_GRENADE,PERKS/POWER_VIRUS_GRENADE_DESC,power_virus_grenade_sm,power_virus_grenade_lrg,weapon,virus_grenade_mp,30,1,1,0,archetype_assassin,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
46,power_fearGrenade,PERKS/POWER_FEAR_GRENADE,PERKS/POWER_FEAR_GRENADE_DESC,power_feargrenade_sm,power_feargrenade_lrg,weapon,fear_grenade_mp,20,1,1,0,archetype_sniper,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
47,power_distortionField,PERKS/POWER_DISTORTIONFIELD_GRENADE,PERKS/POWER_DISTORTIONFIELD_GRENADE_DESC,power_virus_grenade_sm,power_virus_grenade_lrg,weapon,distortionfield_grenade_mp,5,1,1,0,archetype_sniper,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
48,power_attackDrone,PERKS/POWER_ATTACK_DRONE,PERKS/POWER_ATTACK_DRONE_DESC,power_attack_drone_sm,power_attack_drone_lrg,weapon,power_attack_drone_mp,45,1,1,0,archetype_sniper,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
49,power_frag,PERKS/FRAG_GRENADE,PERKS/DESC_FRAG_GRENADE,hud_icon_equipment_frag,icon_equipment_slot_frag,weapon,frag_grenade_mp,45,1,1,0,archetype_sniper,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
50,power_cryoMine,PERKS/POWER_CRYO_MINE,PERKS/POWER_CRYO_MINE_DESC,equipment_icon_slot_cryomine,equipment_icon_showcase_cryomine,weapon,cryo_mine_mp,45,1,1,0,archetype_scout,run_and_gun|cqb,regular|hardened|veteran,charges,0,MENU/HITS,
51,power_wristRocket,PERKS/POWER_WRISTROCKET,PERKS/POWER_WRISTROCKET_DESC,equipment_icon_slot_trackinggrenade,equipment_icon_showcase_trackinggrenade,weapon,pop_rocket_mp,45,1,1,0,archetype_heavy,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
52,power_explodingDrone,PERKS/POWER_EXPLODING_DRONE,PERKS/POWER_EXPLODING_DRONE_DESC,equipment_icon_slot_explodingdrone,equipment_icon_showcase_explodingdrone,weapon,power_exploding_drone_mp,30,1,1,0,archetype_engineer,run_and_gun|cqb,regular|hardened|veteran,interact,0,,
53,power_claymore,PERKS/CLAYMORE,PERKS/DESC_CLAYMORE,hud_icon_equipment_claymore,icon_equipment_slot_claymore,weapon,claymore_mp,45,1,1,0,archetype_assault,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
54,power_coneFlash,PERKS/POWER_CONE_FLASH,PERKS/POWER_CONE_FLASH_DESC,power_coneflash_sm,power_coneflash_lrg,weapon,coneflash_mp,25,1,1,0,archetype_heavy,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
55,power_blackhat,PERKS/POWER_BLACKHAT,PERKS/POWER_BLACKHAT_DESC,power_blackhat_sm,power_blackhat_lrg,weapon,power_blackhat_mp,20,1,1,0,engineer,run_and_gun|cqb,hardened|veteran,charges,0,,
56,power_deployableCover,PERKS/POWER_DEPLOYABLE_COVER,PERKS/POWER_DEPLOYABLE_COVER_DESC,equipment_icon_slot_foam,render_equipment_foam,weapon,deployable_cover_mp,30,1,1,0,archetype_heavy,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
57,power_spiderGrenade,PERKS/POWER_SPIDER_GRENADE,PERKS/POWER_SPIDER_GRENADE_DESC,equipment_icon_slot_seeker,render_equipment_seeker,weapon,power_spider_grenade_mp,45,1,1,0,archetype_sniper,,,charges,0,,
58,power_hackKnife,PERKS/POWER_HACK_KNIFE,PERKS/POWER_HACK_KNIFE_DESC,power_plasmaspear_sm,power_plasmaspear_lrg,weapon,throwingknifehack_mp,45,1,1,0,archetype_sniper,,,charges,0,,
59,power_concussionGrenade,PERKS/CONCUSSION_GRENADE,PERKS/DESC_CONCUSSION_GRENADE,hud_icon_equipment_stun,icon_equipment_slot_stun,weapon,concussion_grenade_mp,30,1,1,0,,,,charges,0,MENU/HITS,
60,power_splitGrenade,PERKS/POWER_SPLIT_GRENADE,PERKS/POWER_SPLIT_GRENADE_DESC,equipment_icon_slot_splitgren,equipment_icon_showcase_splitgren,weapon,split_grenade_mp,45,1,1,0,,,,charges,0,,
61,power_tripMine,PERKS/POWER_TRIP_MINE,PERKS/POWER_TRIP_MINE_DESC,equipment_icon_slot_tripmine,equipment_icon_showcase_tripmine,weapon,trip_mine_mp,45,1,1,0,,,,charges,0,,
62,power_periphVis,PERKS/POWER_PERIPHVIS,PERKS/POWER_PERIPHVIS_DESC,equipment_icon_slot_personalradar,equipment_icon_showcase_personalradar,weapon,<power_script_generic_weapon>,30,1,1,0,,,,drain,0,MENU/KILLS,
63,power_throwingKnife,PERKS/THROWING_KNIFE,PERKS/DESC_THROWING_KNIFE,equipment_icon_slot_biospike,equipment_icon_showcase_biospike,weapon,throwingknife_mp,60,1,1,0,archetype_assault,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
64,power_tacInsert,PERKS/TACTICALINSERTION,PERKS/DESC_TACTICALINSERTION,equipment_icon_slot_tactical_insert,equipment_icon_slot_tactical_insert,weapon,flare_mp,60,1,1,0,archetype_assault,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
65,power_flash,PERKS/FLASH_GRENADE,PERKS/FLASH_GRENADE_DESC,hud_icon_equipment_flash,icon_equipment_slot_flash,weapon,flash_grenade_mp,10,1,1,0,archetype_engineer,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
66,power_helmet,PERKS/HELMET,PERKS/HELMET_DESC,hud_helmet,hud_helmet,weapon,power_helmet_mp,0,1,1,0,archetype_heavy,run_and_gun|cqb,recruit|regular|hardened|veteran,charges,0,,
