321,1472,mp_runner,clear,assault,axis,time,ENEMY,150000,120000,90000,3,MPUI/TRIAL_BEHIND_ENEMY_LINE_NAME,MPUI/TRIAL_BEHIND_ENEMY_LINE_DESC_ASSAULT,,320000|320000|320000,trial_thumbnail_clear_runner_assault,loading_mp_runner_bg,,2,20,
322,1473,mp_runner,clear,heavy,axis,time,ENEMY,150000,120000,90000,3,MPUI/TRIAL_BEHIND_ENEMY_LINE_NAME,MPUI/TRIAL_BEHIND_ENEMY_LINE_DESC_HEAVY,,320000|320000|320000,trial_thumbnail_clear_runner_heavy,loading_mp_runner_bg,,2,21,
323,1474,mp_runner_pm,clear,night,axis,time,ENEMY,150000,120000,90000,3,MPUI/TRIAL_BEHIND_ENEMY_LINE_NAME,MPUI/TRIAL_BEHIND_ENEMY_LINE_DESC_M19_NVG_FIXED,,320000|320000|320000,trial_thumbnail_clear_runnerpm_M19_NVG,loading_mp_runner_pm_bg,,2,22,
121,1475,mp_vacant,gun,default,axis,time,TARGET,90000,60000,40000,3,MPUI/TRIAL_GUN_COURSE_NAME,MPUI/TRIAL_GUN_COURSE_DESC_ASSORTED,,320000|320000|320000,trial_thumbnail_s3_guncourse_vacant,loading_mp_vacant_bg,,3,23,
204,1476,mp_euphrates,sniper,sniper,allies,score,STOPWATCH,3500,4000,4250,3,MPUI/TRIAL_MARKSMAN_NAME,MPUI/TRIAL_MARKSMAN_DESC_DRAGUNOV,,320000|320000|320000,trial_thumbnail_s3_marksman_euphrates_dragunov,loading_mp_euphrates_bg,,3,24,
711,1477,mp_m_overunder,gun_nonlinear,fast,allies,time,TARGET,60000,45000,30000,3,MPUI/TRIAL_CLAY_TARGET_NAME,MPUI/TRIAL_CLAY_TARGET_DESC_ASSORTED,,320000|320000|320000,trial_thumbnail_s3_shootingrange_docks,loading_mp_m_overunder_bg,,3,25,
122,1478,mp_vacant,gun,smoke,axis,time,TARGET,90000,60000,40000,3,MPUI/TRIAL_GUN_COURSE_NAME,MPUI/TRIAL_GUN_COURSE_DESC_SMOKE_ASSORTED,,320000|320000|320000,trial_thumbnail_s3_guncourse_vacant_smoke,loading_mp_vacant_bg,,3,26,
205,1479,mp_euphrates,sniper,pistol,allies,score,STOPWATCH,3500,4000,4250,3,MPUI/TRIAL_MARKSMAN_NAME,MPUI/TRIAL_MARKSMAN_DESC_DECHO,,320000|320000|320000,trial_thumbnail_s3_marksman_euphrates_pistol,loading_mp_euphrates_bg,,3,27,
721,1480,mp_m_stack,gun_nonlinear,shotgun,allies,time,TARGET,45000,35000,25000,3,MPUI/TRIAL_CLAY_TARGET_NAME,MPUI/TRIAL_CLAY_TARGET_DESC_SHOTGUNS,,320000|320000|320000,trial_thumbnail_s3_shootingrange_stack,loading_mp_m_stack_bg,,3,28,
521,1481,mp_runner,lava,pistol,axis,time,WAYPOINT,71000,62000,54000,3,MPUI/TRIAL_LAVA_NAME,MPUI/TRIAL_LAVA_DESC_X16_MINES,,320000|320000|320000,trial_thumbnail_s3_riskyparkour_runner,loading_mp_runner_bg,,3,29,
542,1482,mp_hackney_am,lava,shield,axis,time,WAYPOINT,90000,75000,60000,3,MPUI/TRIAL_LAVA_NAME,MPUI/TRIAL_LAVA_DESC_RIOT_SHIELD,,320000|320000|320000,trial_thumbnail_s3_riskyparkour_hackney,loading_mp_hackney_am_bg,,3,30,
512,1483,mp_piccadilly,lava,pistol,allies,time,WAYPOINT,60000,50000,45000,3,MPUI/TRIAL_LAVA_NAME,MPUI/TRIAL_LAVA_DESC_DECHO_MINES,,320000|320000|320000,trial_thumbnail_s3_riskyparkour_piccadilly,loading_mp_piccadilly_bg,,3,31,
331,1485,mp_cave_am,clear,explosion,axis,time,ENEMY,150000,120000,90000,3,MPUI/TRIAL_BEHIND_ENEMY_LINE_NAME,MPUI/TRIAL_BEHIND_ENEMY_LINE_DESC_DEMOL,,320000|320000|320000,trial_thumbnail_s4_clear_cave_am,loading_mp_cave_am_bg,,4,33,
1011,1486,mp_crash2,gunslinger,infinite,axis,score,STOPWATCH,9000,10500,12000,3,MPUI/TRIAL_GUNSLINGER_NAME,MPUI/TRIAL_GUNSLINGER_DESC_FAL,,320000|320000|320000,trial_thumbnail_s4_gunslinger_crash,loading_mp_crash2_bg,,4,34,
911,1488,mp_deadzone,race,dogtag,allies,time,,75000,68000,62000,3,MPUI/TRIAL_QUADRACE_NAME,MPUI/TRIAL_QUADRACE_DESC_DOGTAGS,,320000|320000|320000,trial_thumbnail_s4_race_deadzone,loading_mp_deadzone_bg,,4,36,
551,1490,mp_backlot2,lava,free,allies,time,TAG,150000,130000,110000,3,MPUI/TRIAL_LAVA_NAME,MPUI/TRIAL_LAVA_DESC_DOGTAGS,,320000|320000|320000,trial_thumbnail_s4_lava_backlot,loading_mp_backlot2_bg,,4,38,
531,1491,mp_runner_pm,lava,knife,axis,time,WAYPOINT,68000,60000,52000,3,MPUI/TRIAL_LAVA_NAME,MPUI/TRIAL_LAVA_DESC_NVG,,320000|320000|320000,trial_thumbnail_s4_lava_runner_pm,loading_mp_runner_pm_bg,,4,39,
931,1487,mp_downtown_gw,race,heli,allies,time,,110000,90000,70000,3,MPUI/TRIAL_HELIRACE_NAME,MPUI/TRIAL_HELIRACE_DESC_SIMPLE,,320000|320000|320000,trial_thumbnail_s4_race_downtown,loading_mp_dwntwn_dntsk_bg,compass_map_mp_downtown_gw,4,35,
131,1497,mp_hideout,gun,fast,allies,time,TARGET,70000,60000,50000,3,MPUI/TRIAL_GUN_COURSE_NAME,MPUI/TRIAL_GUN_COURSE_DESC_ASSORTED,,320000|320000|320000,trial_thumbnail_s5_gun_course_hideout,loading_mp_hideout_bg,,5,46,
761,1498,mp_m_trench,gun_nonlinear,fast,allies,time,TARGET,60000,45000,30000,3,MPUI/TRIAL_CLAY_TARGET_NAME,MPUI/TRIAL_CLAY_TARGET_DESC_ASSORTED_TURRET,,320000|320000|320000,trial_thumbnail_s5_shooting_range_trench,loading_mp_m_trench_bg,,5,47,
206,1499,mp_raid,sniper,sniper,allies,score,STOPWATCH,1250,1750,2000,3,MPUI/TRIAL_MARKSMAN_NAME,MPUI/TRIAL_MARKSMAN_DESC_CROSSBOW,,320000|320000|320000,trial_thumbnail_s5_marksman_challenge_raid,loading_mp_raid_bg,,5,48,
541,1500,mp_hackney_yard,lava,knife,allies,time,WAYPOINT,45000,40000,35000,3,MPUI/TRIAL_LAVA_NAME,MPUI/TRIAL_LAVA_DESC_NVG,,320000|320000|320000,trial_thumbnail_s5_risky_parkour_night,loading_mp_hackney_bg,,5,49,
571,1501,mp_harbor,lava,free,allies,time,TAG,90000,75000,60000,3,MPUI/TRIAL_LAVA_NAME,MPUI/TRIAL_LAVA_DESC_DOGTAGS,,320000|320000|320000,trial_thumbnail_s5_free_parkour_harbor,loading_mp_harbor_bg,,5,50,
904,1502,mp_euphrates,race,dogtag,allies,time,,76000,68000,60000,3,MPUI/TRIAL_QUADRACE_NAME,MPUI/TRIAL_QUADRACE_DESC_DOGTAGS,,320000|320000|320000,trial_thumbnail_s5_quad_race_euphrates,loading_mp_euphrates_bg,,5,51,
1004,1503,mp_t_reflex,gunslinger,knife,axis,score,STOPWATCH,3500,4500,5750,3,MPUI/TRIAL_GUNSLINGER_NAME,MPUI/TRIAL_PITCHER_DESC_KNIFE_ROUND,,320000|320000|320000,trial_thumbnail_s5_price_alley_knife,loading_mp_t_reflex_bg,,5,52,
741,1504,mp_m_cornfield,gun_nonlinear,fast,allies,time,TARGET,90000,60000,40000,3,MPUI/TRIAL_CLAY_TARGET_NAME,MPUI/TRIAL_CLAY_TARGET_DESC_ASSORTED,,320000|320000|320000,trial_thumbnail_s5_shooting_range_cornfield,loading_mp_m_cornfield_bg,,5,53,
341,1505,mp_village2,clear,explosion,axis,time,ENEMY,120000,105000,90000,3,MPUI/TRIAL_BEHIND_ENEMY_LINE_NAME,MPUI/TRIAL_BEHIND_ENEMY_LINE_DESC_DEMOL,,320000|320000|320000,trial_thumbnail_s5_clear_explosive_village,loading_mp_village2_bg,,5,54,
141,1512,mp_hardhat,gun,,allies,time,TARGET,90000,60000,40000,3,MPUI/TRIAL_GUN_COURSE_NAME,MPUI/TRIAL_CLAY_TARGET_DESC_ASSORTED,,320000|320000|320000,trial_thumbnail_s6_guncourse_hardhat,loading_mp_hardhat_bg,,6,61,
604,1514,mp_rust,jugg,,allies,score,STOPWATCH,200000,400000,600000,3,MPUI/TRIAL_JUGGERNAUT_NAME,MPUI/TRIAL_JUGGERNAUT_DESC_SIMPLE,,320000|320000|320000,trial_thumbnail_s6_juggernaut_rust,loading_mp_rust_bg,,6,63,
951,1506,mp_port2_gw,race,heli,axis,time,,105000,85000,67000,3,MPUI/TRIAL_HELIRACE_NAME,MPUI/TRIAL_HELIRACE_DESC_SIMPLE,,320000|320000|320000,trial_thumbnail_s6_race_port,loading_mp_port2_gw_bg,compass_map_mp_port2_gw,6,55,
751,1511,mp_euphrates,gun_nonlinear,pickup,allies,time,TARGET,70000,60000,50000,3,MPUI/TRIAL_GUN_COURSE_NAME,MPUI/TRIAL_CLAY_TARGET_DESC_OSP,,320000|320000|320000,trial_thumbnail_s6_gun_nonlinear_euphrates,loading_mp_euphrates_bg,,6,60,
603,1509,mp_shipment,jugg,,allies,score,STOPWATCH,200000,400000,600000,3,MPUI/TRIAL_JUGGERNAUT_NAME,MPUI/TRIAL_JUGGERNAUT_DESC_SIMPLE,,320000|320000|320000,trial_thumbnail_s6_juggernaut_shipment,loading_mp_shipment_bg,,6,58,
961,1508,mp_boneyard_gw,race,explosion,allies,time,,110000,104000,99000,3,MPUI/TRIAL_QUADRACE_NAME,MPUI/TRIAL_QUADRACE_DESC_SIMPLE,,320000|320000|320000,trial_thumbnail_s4_race_boneyard,loading_mp_boneyard_gw_bg,compass_map_mp_boneyard_gw,6,57,
1101,1507,mp_downtown_gw,arm_course,,allies,score,STOPWATCH,2000,3000,4000,3,MPUI/TRIAL_AIRBORNE_INSERTION_NAME,MPUI/TRIAL_AIRBORNE_INSERTION_DESC,,320000|320000|320000,trial_thumbnail_s4_insertion_downtown,loading_mp_dwntwn_dntsk_bg,compass_map_mp_downtown_gw,6,56,
562,1513,mp_emporium,lava,free,axis,time,TAG,120000,75000,60000,3,MPUI/TRIAL_LAVA_NAME,MPUI/TRIAL_LAVA_DESC_DOGTAGS,,320000|320000|320000,trial_thumbnail_s6_lava_emporium,loading_mp_emporium_bg,,6,62,
1005,1510,mp_rust,gunslinger,memory,axis,score,STOPWATCH,5000,6500,7750,3,MPUI/TRIAL_GUNSLINGER_NAME,MPUI/TRIAL_GUNSLINGER_DESC_SKS,,320000|320000|320000,trial_thumbnail_s6_gunsligner_rust,loading_mp_rust_bg,,6,59,
511,,mp_piccadilly,lava,knife,allies,time,WAYPOINT,60000,50000,45000,3,,,,,,,,,,
903,,mp_deadzone,race,dogtag,allies,time,,84000,76000,70000,3,,,,,,,,,,
731,,mp_m_overunder,gun_nonlinear,pickup,allies,time,TARGET,70000,50000,35000,3,,,,,,,,,,
1003,,mp_crash2,gunslinger,infinite,axis,score,STOPWATCH,9000,10500,12000,3,,,,,,,,,,
9324,,mp_cave_am,clear,explosion,axis,time,ENEMY,150000,120000,90000,3,,,,,,,,,,
132,,mp_hideout,gun,heavy,allies,time,TARGET,70000,60000,50000,3,,,,,,,,,,
561,,mp_emporium,lava,knife,axis,time,WAYPOINT,140000,100000,80000,3,,,,,,,,,,
771,,mp_m_king,gun_nonlinear,fast,allies,time,TARGET,50000,40000,30000,3,,,,,,,,,,
921,,mp_t_reflex,race,race,allies,time,STOPWATCH,71000,66000,61000,3,,,,,,,,,,
581,,mp_m_cornfield,lava,knife,allies,time,WAYPOINT,55000,47000,40000,3,,,,,,,,,,
104,,mp_t_gun_course,gun,cqb,allies,time,TARGET,90000,60000,40000,3,MPUI/TRIAL_GUN_COURSE_NAME,MPUI/TRIAL_GUN_COURSE_DESC_CQB_WEAPONS,,320000|320000|320000,trial_thumbnail_gcourse_cqb,loading_mp_t_gun_course_bg,,,,
208,,mp_t_sn_reflex,sniper,trialympic,axis,score,STOPWATCH,3400,3900,4400,3,MPUI/TRIAL_MARKSMAN_NAME,MPUI/TRIAL_MARKSMAN_DESC_AX50,,320000|320000|320000,trial_thumbnail_marksman_sniper,loading_mp_t_sn_reflex_bg,,,,
971,,mp_deadzone,race,trialympic,allies,time,,84000,76000,70000,3,,,,,,,,,,
1021,,mp_t_reflex,gunslinger,reflex,axis,score,STOPWATCH,4000,5000,6000,3,,,,,,,,,,
941,,mp_layover_gw,race,roof,allies,time,,110000,104000,99000,3,,,,,,,compass_map_mp_layover_gw,,,
