rugby,MP_MODE_RUGBY/NAME,MP_MODE_RUGBY/DESC,icon_mp_mode_rupture,1,1,Alternate,mp_hackney_am,MENU/NONE,MP_MODE_RUGBY/OBJECTIVE_HINT,MP_MODE_RUGBY/OBJECTIVE_HINT,0,1,icon_mp_mode_rupture_hcore,icon_mp_mode_rupture_realism,1,0,1,0,1,60,11,icon_mp_mode_rupture,LUA_MENU_MP/CDL_DOM_NAME,,,,,,,,
dd,LUA_MENU_MP/DEMOLITION,LUA_MENU_MP/DEMOLITION_DESC,icon_mp_mode_demolition,1,1,Alternate,mp_hackney_am,LUA_MENU/WARGAME_SEARCH_AND_DESTROY,OBJECTIVES/DD_ATTACKER_HINT,OBJECTIVES/DD_DEFENDER_HINT,0,1,icon_mp_mode_demolition_hcore,icon_mp_mode_demolition_realism,1,0,1,0,1,60,12,icon_mp_mode_demolition,LUA_MENU_MP/CDL_DOM_NAME,,,,,,,,
siege,LUA_MENU_MP/SIEGE,LUA_MENU_MP/SIEGE_DESC,icon_mp_mode_reinforce,1,1,Alternate,mp_hackney_am,LUA_MENU_MP/WARGAME_SIEGE,OBJECTIVES/SIEGE_HINT,OBJECTIVES/SIEGE_HINT,0,1,icon_mp_mode_reinforce_hcore,icon_mp_mode_reinforce_realism,1,0,1,0,1,60,13,icon_mp_mode_reinforce,LUA_MENU_MP/CDL_DOM_NAME,,,,,,,,
grind,LUA_MENU_MP/GRIND,LUA_MENU_MP/GRIND_DESC,icon_mp_mode_grind,1,1,Alternate,mp_hackney_am,LUA_MENU/WARGAME_GRIND,OBJECTIVES/WAR_HINT,OBJECTIVES/WAR_HINT,0,1,icon_mp_mode_grind_hcore,icon_mp_mode_grind_realism,1,0,1,0,1,60,14,icon_mp_mode_grind,LUA_MENU_MP/CDL_DOM_NAME,,,,,,,,
infect,LUA_MENU_MP/INFECT,LUA_MENU_MP/INFECT_DESC,icon_mp_mode_infected,0,0,Alternate,mp_hackney_am,LUA_MENU/WARGAME_INFECT,OBJECTIVES/INFECT_HINT,OBJECTIVES/INFECT_HINT,0,0,icon_mp_mode_infected_hcore,icon_mp_mode_infected_realism,1,0,1,0,1,60,15,icon_mp_mode_infected,LUA_MENU_MP/CDL_DOM_NAME,,,,,,,,
gun,LUA_MENU_MP/GUN,LUA_MENU_MP/GUN_DESC,icon_mp_mode_gungame,0,0,Alternate,mp_hackney_am,LUA_MENU/WARGAME_GUN,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_gungame_hcore,icon_mp_mode_gungame_realism,1,0,1,0,1,60,16,icon_mp_mode_gungame,LUA_MENU_MP/CDL_DOM_NAME,,,,,,,,
grnd,LUA_MENU_MP/GRND,LUA_MENU_MP/GRND_DESC,icon_mp_mode_dropzone,1,1,Alternate,mp_hackney_am,MPUI_GRND,OBJECTIVES/GRND_HINT,OBJECTIVES/GRND_HINT,0,1,icon_mp_mode_dropzone_hcore,icon_mp_mode_dropzone_realism,1,0,1,0,1,60,17,icon_mp_mode_dropzone,LUA_MENU_MP/CDL_DOM_NAME,,,,,,,,
oic,LUA_MENU_MP/OIC,LUA_MENU_MP/OIC_DESC,icon_mp_mode_oic,0,0,Alternate,mp_hackney_am,LUA_MENU/WARGAME_GUN,OBJECTIVES/OIC_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_oic_hcore,icon_mp_mode_oic_realism,1,0,1.4,0,1,60,18,icon_mp_mode_oic_cdl,LUA_MENU_MP/CDL_DOM_NAME,,,,,,,,
tdef,LUA_MENU_MP/TDEF,LUA_MENU_MP/TDEF_DESC,icon_mp_mode_hvt,1,1,Alternate,mp_hackney_am,LUA_MENU/WARGAME_TEAM_DEATHMATCH,OBJECTIVES/TDEF_HINT,OBJECTIVES/TDEF_HINT,0,1,icon_mp_mode_hvt_hcore,icon_mp_mode_hvt_realism,1,0,1,0,1,60,0,icon_mp_mode_hvt,LUA_MENU_MP/CDL_CTF_NAME,,,,,,,,
tjugg,LUA_MENU_MP/TJUGG,LUA_MENU_MP/TJUGG_DESC,icon_mp_mode_teamjugg,1,1,Alternate,mp_hackney_am,LUA_MENU/WARGAME_TEAM_DEATHMATCH,OBJECTIVES/TJUGG_HINT,OBJECTIVES/TJUGG_HINT,0,1,icon_mp_mode_teamjugg_hcore,icon_mp_mode_teamjugg_realism,1,1,1,0,1,60,0,icon_mp_mode_teamjugg,LUA_MENU_MP/CDL_DOM_NAME,,,,,,,,
hvt,LUA_MENU_MP/HVT,LUA_MENU_MP/HVT_DESC,icon_mp_mode_hvt,1,1,Alternate,mp_hackney_am,LUA_MENU_WARGAME_HVT,OBJECTIVES_HVT_HINT,OBJECTIVES_HVT_HINT,0,1,icon_mp_mode_hvt_hcore,icon_mp_mode_hvt_realism,1,1,1,0,1,60,0,icon_mp_mode_hvt,LUA_MENU_MP/CDL_DOM_NAME,,,,,,,,
blitz,LUA_MENU_MP/BLITZ,LUA_MENU_MP/BLITZ_DESC,icon_mp_mode_ctf,1,1,Alternate,,LUA_MENU/WARGAME_BLITZ,OBJECTIVES/BLITZ_HINT,OBJECTIVES/BLITZ_HINT,0,1,icon_mp_mode_ctf_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,60,0,icon_mp_mode_ctf,LUA_MENU_MP/CDL_DOM_NAME,,,,,,,,
br,LUA_MENU_MP/BR,LUA_MENU_MP/BR_DESC,icon_br_mode_wz,0,0,Alternate,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,2.5,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,,,magma,,,,,
br_dmz,LUA_MENU_MP/PAYBACK,LUA_MENU/BLOOD_MONEY_DESC,icon_br_mode_plunder,0,0,Alternate,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,,,magma,,,,,
br_risk,LUA_MENU_MP/RISK,LUA_MENU_MP/RISK_DESC,icon_mission_generic,0,0,Alternate,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,,,magma,,,,,
br_kingslayer,LUA_MENU_MP/BRKING,LUA_MENU_MP/BRKING_DESC,icon_mission_generic,0,0,Alternate,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,,,magma,,,,,
br_mini,LUA_MENU_MP/BRMINI,LUA_MENU_MP/BRMINI_DESC,icon_mission_generic,0,0,Alternate,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,,,magma,,,,,
snatch,LUA_MENU_MP/SNATCH,LUA_MENU_MP/SNATCH_DESC,icon_mp_mode_arena,0,1,Alternate,,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,60,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,,,,,,,,
arm,LUA_MENU_MP/ARMSRACE,LUA_MENU_MP/ARMSRACE_DESC,icon_mp_mode_war,1,1,Alternate,,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/BTM_HINT,OBJECTIVES/BTM_HINT,0,1,icon_mp_mode_war_hcore,icon_mp_mode_tdm_realism,1,1,1.1,0,1.5,40,0,icon_mp_mode_war,LUA_MENU_MP/CDL_DOM_NAME,,,,,,,,
esc,LUA_MENU_MP/ESC,LUA_MENU_MP/ESC_DESC,icon_mp_mode_arena,1,1,Alternate,,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/ESC_HINT,OBJECTIVES/ESC_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,60,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,,,,,,,,
pill,LUA_MENU_MP/PILL,LUA_MENU_MP/PILL_DESC,icon_mp_mode_arena,1,1,Alternate,,LUA_MENU/WARGAME_GRIND,OBJECTIVES/WAR_HINT,OBJECTIVES/WAR_HINT,0,1,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,60,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,,,,,,,,
trial,LUA_MENU_MP/TRIAL,LUA_MENU_MP/TRIAL_DESC,icon_mp_mode_trial,0,0,Alternate,,LUA_MENU_WARGAME_TRIAL,OBJECTIVES/WAR_HINT,OBJECTIVES/WAR_HINT,0,0,icon_mp_mode_trial,icon_mp_mode_trial,1,1,1,0,1,60,0,icon_mp_mode_trial,LUA_MENU_MP/CDL_DOM_NAME,,,,,,,,
brtdm,LUA_MENU_MP/WAR,LUA_MENU_MP/WAR_DESC,icon_mp_mode_tdm,1,1,Alternate,mp_donetsk,LUA_MENU/WARGAME_TEAM_DEATHMATCH,OBJECTIVES/WAR_HINT,OBJECTIVES/WAR_HINT,0,1,icon_mp_mode_tdm_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,60,0,icon_mp_mode_tdm,LUA_MENU_MP/CDL_DOM_NAME,,,magma,,,,,
cp_survival,LUA_MENU_MP/TAC_OPS,LUA_MENU_MP/TAC_OPS,icon_cp_mode_tacops,,,Alternate,cp_dwn_twn_2,,,,,,,,1,1,1,0,1,60,0,icon_cp_mode_tacops,LUA_MENU_MP/CDL_DOM_NAME,,,cp,,,,,
cp_wave_sv,LUA_MENU_CP/WAVE_SURVIVAL,PLAYLIST/SURVIVAL_DESC,icon_cp_mode_tacops,,,Alternate,cp_sv_aniyah,,,,,,,,1,0,1,0,1,60,0,icon_cp_mode_tacops,LUA_MENU_MP/CDL_DOM_NAME,,,cp,,,,,
cp_specops,LUA_MENU_CP/CLASSIC_MISSIONS,LUA_MENU_CP/CLASSIC_MISSIONS_DESC,icon_cp_mode_classic,,,Alternate,cp_so_highway,,,,,,,,1,0,1,0,1,60,0,icon_cp_mode_classic,LUA_MENU_MP/CDL_DOM_NAME,,,cp,,,,,
private_arena,LUA_MENU_MP/ARENA,LUA_MENU_MP/ARENA_DESC,icon_mp_mode_arena,1,1,PrivateTournament,mp_m_king,LUA_MENU/WARGAME_TEAM_DEATHMATCH,OBJECTIVES/WAR_HINT,OBJECTIVES/WAR_HINT,0,1,icon_mp_mode_arena_hcore,icon_mp_mode_arena_realism,1,0,1.5,0,1.5,60,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,arena,,,,,,,
private_arena_test,LUA_MENU_MP/WAVE_SURVIVAL,LUA_MENU_MP/ARENA_DESC,icon_mp_mode_arena,1,1,PrivateTournament,mp_m_king,LUA_MENU/WARGAME_TEAM_DEATHMATCH,OBJECTIVES/WAR_HINT,OBJECTIVES/WAR_HINT,0,1,icon_mp_mode_arena_hcore,icon_mp_mode_arena_realism,1,0,1.5,0,1.5,60,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,barena,,,,,,,
pr_br_quads,PLAYLIST/BRQUADS_NAME,LUA_MENU_MP/QUADSBR_DESC,icon_br_mode_wz,0,0,BattleRoyale,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,2.5,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_quads,mp_don3,magma,152,4,0,1,
pr_br_solo,PLAYLIST/BRSOLO_NAME,LUA_MENU_MP/SOLOBR_DESC,icon_br_mode_wz,0,0,BattleRoyale,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,2.5,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_solo,mp_don3,magma,150,1,0,2,
pr_br_duos,PLAYLIST/BRDUOS_NAME,LUA_MENU_MP/DUOSBR_DESC,icon_br_mode_wz,0,0,BattleRoyale,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,2.5,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_duos,mp_don3,magma,150,2,0,4,
pr_br_trios,PLAYLIST/BRTRIOS_NAME,LUA_MENU_MP/TRIOSBR_DESC,icon_br_mode_wz,0,0,BattleRoyale,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,2.5,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_trios,mp_don3,magma,150,3,0,8,
pr_br_dmz,PLAYLIST/PLNDTRIOS_NAME,LUA_MENU/BLOOD_MONEY_DESC,icon_br_mode_plunder,0,0,Plunder,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_dmz,mp_don3,magma,102,3,0,1,
pr_br_dmz_solo,LUA_MENU_MP/PLUNDER_SOLO,LUA_MENU/BLOOD_MONEY_DESC,icon_br_mode_plunder,0,0,Plunder,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_dmz_solo,mp_don3,magma,100,1,0,2,
pr_br_dmz_duos,LUA_MENU_MP/PLUNDER_DUOS,LUA_MENU/BLOOD_MONEY_DESC,icon_br_mode_plunder,0,0,Plunder,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_dmz_duos,mp_don3,magma,102,2,0,4,
pr_br_dmz_quads,LUA_MENU_MP/PLUNDER_QUADS,LUA_MENU/BLOOD_MONEY_DESC,icon_br_mode_plunder,0,0,Plunder,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_dmz_quads,mp_don3,magma,100,4,0,8,
pr_br_bm,PLAYLIST/BLDMNYTRIO_NAME,LUA_MENU_MP/PLBLDMNY_DESC,icon_br_mode_plunder,0,0,Plunder,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_bm,mp_don3,magma,102,3,1,16,
pr_br_bm_solo,LUA_MENU_MP/BLOOD_MONEY_SOLO,LUA_MENU_MP/PLBLDMNY_DESC,icon_br_mode_plunder,0,0,Plunder,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_bm_solo,mp_don3,magma,100,1,1,32,
pr_br_bm_duos,LUA_MENU_MP/BLOOD_MONEY_DUOS,LUA_MENU_MP/PLBLDMNY_DESC,icon_br_mode_plunder,0,0,Plunder,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_bm_duos,mp_don3,magma,102,2,1,64,
pr_br_bm_quads,LUA_MENU_MP/BLOOD_MONEY_QUADS,LUA_MENU_MP/PLBLDMNY_DESC,icon_br_mode_plunder,0,0,Plunder,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_bm_quads,mp_don3,magma,100,4,1,128,
pr_br_mini,LUA_MENU_MP/BRMINI,LUA_MENU_MP/BRMINI_DESC,icon_mode_wz_br_mini,0,0,BattleRoyale,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_mini,mp_don3,magma,78,3,1,1,
pr_br_jugg,LUA_MENU_MP/BRJUGG,LUA_MENU_MP/BRJUGG_DESC,icon_mode_wz_br_juggernaut,0,0,BattleRoyale,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_jugg,mp_don3,magma,150,3,1,2,
pr_br_jugg_quads,LUA_MENU_MP/BRJUGG_QUADS,LUA_MENU_MP/BRJUGG_DESC,icon_mode_wz_br_juggernaut,0,0,BattleRoyale,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_jugg_quads,mp_don3,magma,152,4,1,4,
pr_br_truck,PLAYLIST/TRWARSQUADS_NAME,LUA_MENU_MP/BRTRUCK_DESC,icon_mode_wz_br_truckwar,0,0,BattleRoyale,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_truck,mp_don3,magma,100,4,1,8,
pr_br_truck_duos,LUA_MENU_MP/BRTRUCK_DUOS,LUA_MENU_MP/BRTRUCK_DESC,icon_mode_wz_br_truckwar,0,0,BattleRoyale,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_truck_duos,mp_don3,magma,50,2,1,16,
pr_br_truck_trios,LUA_MENU_MP/BRTRUCK_TRIOS,LUA_MENU_MP/BRTRUCK_DESC,icon_mode_wz_br_truckwar,0,0,BattleRoyale,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_truck_trios,mp_don3,magma,75,3,1,32,
pr_br_kingslayer,LUA_MENU_MP/KINGSLAYER,LUA_MENU_MP/KINGSLAYER_DESC,icon_mode_wz_br_kingslayer,0,0,BattleRoyale,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,pr_br_kingslayer,mp_don3,magma,51,3,1,64,
br_rebirth,LUA_MENU_MP/REBIRTH_NAME,LUA_MENU_MP/REBIRTH_DESC,icon_mission_generic,0,0,Alternate,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,20,0,icon_mp_mode_arena,LUA_MENU_MP/CDL_DOM_NAME,,,magma,,,,,
