10,specialty_heavy_metal,PERKS/HEAVY_METAL,icon_perk_slot_heavymetal_ui,PERKS/HEAVY_METAL_DESC,PERKS/HEAVY_METAL_DESC_EXTRA,,placeholder_x,1,,,,icon_perk_slot_heavymetal_ui,icon_perk_slot_heavymetal_ui,accessory_ui_perk_pouch_04_patch_heavy_metal,accessory_ui_perk_patch_01_heavy_metal_special,,,icon_perk_kill_chain,LUA_MENU_CP/HEAVY_METAL_DESC,,PERKS/HEAVY_METAL_BR_DESC,
11,specialty_scavenger_plus,PERKS/SCAVENGER,icon_perk_slot_scavenger_ui,PERKS/DESC_SCAVENGER,PERKS/DESC_SCAVENGER_EXTRA,,placeholder_x,1,,,,icon_perk_slot_scavenger_ui,icon_perk_slot_scavenger_ui,accessory_ui_perk_pouch_04_patch_scavenger,accessory_ui_perk_patch_01_scavenger_special,1,,icon_perk_scavenger,LUA_MENU_CP/DESC_SCAVENGER,,PERKS/DESC_SCAVENGER,
12,specialty_extra_shrapnel,PERKS/SHRAPNEL,icon_perk_slot_shrapnel_ui,PERKS/SHRAPNEL_DESC,PERKS/SHRAPNEL_DESC_EXTRA,,placeholder_x,1,,,,icon_perk_slot_shrapnel_ui,icon_perk_slot_shrapnel_ui,accessory_ui_perk_pouch_04_patch_shrapnel,accessory_ui_perk_patch_01_shrapnel_special,1,,icon_perk_shrapnel,LUA_MENU_CP/SHRAPNEL_DESC,,PERKS/SHRAPNEL_DESC,
13,specialty_covert_ops,PERKS/COVERT_OPS,icon_perk_slot_covert_ui,PERKS/COVERT_OPS_DESC,PERKS/COVERT_OPS_DESC_EXTRA,,placeholder_x,1,,,,icon_perk_slot_covert_ui,icon_perk_slot_covert_ui,accessory_ui_perk_pouch_03_patch_covert_ops,accessory_ui_perk_patch_01_covert_ops_special,1,,icon_perk_cold_blooded,LUA_MENU_CP/COVERT_OPS_DESC,,PERKS/COVERT_OPS_DESC,
14,specialty_eod,PERKS/EOD,icon_perk_slot_eod_ui,PERKS/EOD_DESC,PERKS/EOD_DESC_EXTRA,,placeholder_x,1,,,,icon_perk_slot_eod_ui,icon_perk_slot_eod_ui,accessory_ui_perk_pouch_03_patch_eod,accessory_ui_perk_patch_01_eod_special,1,,icon_perk_eod,LUA_MENU_CP/EOD_DESC,,PERKS/EOD_DESC,
15,specialty_huntmaster,PERKS/HUNTMASTER,icon_perk_slot_hunter_ui,PERKS/HUNTMASTER_DESC,,,placeholder_x,1,,,,icon_perk_slot_hunter_ui,icon_perk_slot_hunter_ui,accessory_ui_perk_pouch_03_patch_hunter,accessory_ui_perk_patch_01_hunter_special,1,,icon_perk_tracker,LUA_MENU_CP/HUNTMASTER_DESC,,PERKS/HUNTMASTER_DESC,
16,specialty_graverobber,PERKS/GRAVEROBBER,icon_perk_slot_graverobber_ui,PERKS/GRAVEROBBER_DESC,,,placeholder_x,1,,,,icon_perk_slot_graverobber_ui,icon_perk_slot_graverobber_ui,accessory_ui_perk_pouch_03_patch_graverobber,accessory_ui_perk_patch_01_graverobber_special,,,placeholder_x,PERKS/GRAVEROBBER_DESC,,PERKS/GRAVEROBBER_DESC,
17,specialty_mercenary,PERKS/MERCENARY,icon_perk_slot_mercenary_ui,PERKS/MERCENARY_DESC,,,placeholder_x,1,,,,icon_perk_slot_mercenary_ui,icon_perk_slot_mercenary_ui,accessory_ui_perk_pouch_03_patch_mercenary,accessory_ui_perk_patch_01_hardline_special,,,placeholder_x,PERKS/MERCENARY_DESC,,PERKS/MERCENARY_DESC,
18,specialty_warhead,PERKS/WARHEAD,icon_perk_slot_warhead_ui,PERKS/WARHEAD_DESC,PERKS/WARHEAD_DESC_EXTRA,,placeholder_x,1,,,,icon_perk_slot_warhead_ui,icon_perk_slot_warhead_ui,accessory_ui_perk_pouch_03_patch_warhead,accessory_ui_perk_patch_01_amped_special,1,,icon_perk_amped,PERKS/WARHEAD_DESC,,PERKS/WARHEAD_DESC,
19,specialty_sonar,PERKS/SONAR,icon_perk_slot_sonar_ui,PERKS/SONAR_DESC,,,placeholder_x,1,,,,icon_perk_slot_sonar_ui,icon_perk_slot_sonar_ui,accessory_ui_perk_pouch_03,,,,placeholder_x,PERKS/SONAR_DESC,,PERKS/SONAR_DESC,
20,specialty_quick_fix,PERKS/QUICK_FIX,icon_perk_slot_quickfix_ui,PERKS/QUICK_FIX_DESC,PERKS/QUICK_FIX_DESC_EXTRA,,placeholder_x,1,,,,icon_perk_slot_quickfix_ui,icon_perk_slot_quickfix_ui,accessory_ui_perk_pouch_03_patch_graverobber,accessory_ui_perk_patch_01_quick_fix_special,1,,icon_perk_quick_fix,LUA_MENU_CP/QUICK_FIX_DESC,,PERKS/QUICK_FIX_DESC,
21,specialty_healer,PERKS/HEALER,placeholder_x,PERKS/HEALER_DESC,,,placeholder_x,1,,,,placeholder_x,placeholder_x,accessory_ui_perk_pouch_03,,,,placeholder_x,PERKS/HEALER_DESC,,PERKS/HEALER_DESC,
22,specialty_survivor,PERKS/SURVIVOR,placeholder_x,PERKS/SURVIVOR_DESC,,,placeholder_x,1,,,,placeholder_x,placeholder_x,accessory_ui_perk_pouch_03,,,,placeholder_x,PERKS/SURVIVOR_DESC,,PERKS/SURVIVOR_DESC,
23,specialty_support,PERKS/SUPPORT,placeholder_x,PERKS/SUPPORT_DESC,,,placeholder_x,1,,,,placeholder_x,placeholder_x,accessory_ui_perk_pouch_03,,,,placeholder_x,PERKS/SUPPORT_DESC,,PERKS/SUPPORT_DESC,
24,specialty_demolitions,PERKS/DEMOLITIONS,placeholder_x,PERKS/DEMOLITIONS_DESC,,,placeholder_x,1,,,,placeholder_x,placeholder_x,accessory_ui_perk_pouch_03,,,,placeholder_x,PERKS/DEMOLITIONS_DESC,,PERKS/DEMOLITIONS_DESC,
25,specialty_stealth,PERKS/STEALTH,placeholder_x,PERKS/STEALTH_DESC,,,placeholder_x,1,,,,placeholder_x,placeholder_x,accessory_ui_perk_pouch_03,,,,placeholder_x,PERKS/STEALTH_DESC,,PERKS/STEALTH_DESC,
26,specialty_munitions,PERKS/MUNITIONS,placeholder_x,PERKS/MUNITIONS_DESC,,,placeholder_x,1,,,,placeholder_x,placeholder_x,accessory_ui_perk_pouch_03,,,,placeholder_x,PERKS/MUNITIONS_DESC,,PERKS/MUNITIONS_DESC,
27,specialty_spotter,PERKS/SPOTTER,placeholder_x,PERKS/SPOTTER_DESC,,,placeholder_x,1,,,,placeholder_x,placeholder_x,accessory_ui_perk_pouch_03,,,,placeholder_x,PERKS/SPOTTER_DESC,,PERKS/SPOTTER_DESC,
28,specialty_revive_use_weapon,PERKS/REVIVE_USE_WEAPON,placeholder_x,PERKS/REVIVE_USE_WEAPON_DESC,,,placeholder_x,1,,,,placeholder_x,,accessory_ui_perk_pouch_03,,,,placeholder_x,PERKS/REVIVE_USE_WEAPON_DESC,,PERKS/REVIVE_USE_WEAPON_DESC,
29,specialty_ability_selfrevive,PERKS/ABILITY_SELFREVIVE,placeholder_x,PERKS/ABILITY_SELFREVIVE_DESC,,,placeholder_x,1,,,,placeholder_x,,accessory_ui_perk_pouch_04,,,,placeholder_x,PERKS/ABILITY_SELFREVIVE_DESC,,PERKS/ABILITY_SELFREVIVE_DESC,
30,specialty_hardline,PERKS/HARDLINE,icon_perk_slot_hardline_ui,PERKS/DESC_HARDLINE,PERKS/DESC_HARDLINE_EXTRA,,placeholder_x,1,,,,icon_perk_slot_hardline_ui,icon_perk_slot_hardline_ui,accessory_ui_perk_pouch_03_patch_mercenary,accessory_ui_perk_patch_01_hardline_special,1,,icon_perk_hardline,LUA_MENU_CP/DESC_HARDLINE,,PERKS/HARDLINE_BR_DESC,
31,specialty_door_breach,PERKS/DOOR_BREACH,placeholder_x,PERKS/DOOR_BREACH_DESC,,,placeholder_x,1,,,,placeholder_x,,accessory_ui_perk_pouch_03,,,,placeholder_x,PERKS/DOOR_BREACH_DESC,,PERKS/DOOR_BREACH_DESC,
32,specialty_ability_deploycover,PERKS/ABILITY_DEPLOYCOVER,placeholder_x,PERKS/ABILITY_DEPLOYCOVER_DESC,,,placeholder_x,1,,,,placeholder_x,,accessory_ui_perk_pouch_04,,,,placeholder_x,PERKS/ABILITY_DEPLOYCOVER_DESC,,PERKS/ABILITY_DEPLOYCOVER_DESC,
33,specialty_rugged_eqp,PERKS/RUGGED_EQP,placeholder_x,PERKS/DESC_RUGGED_EQP,,,placeholder_x,1,,,,placeholder_x,,accessory_ui_perk_pouch_03,,,,placeholder_x,PERKS/DESC_RUGGED_EQP,,PERKS/DESC_RUGGED_EQP,
34,specialty_ability_empdrone,PERKS/ABILITY_EMPDRONE,placeholder_x,PERKS/ABILITY_EMPDRONE_DESC,,,placeholder_x,1,,,,placeholder_x,,accessory_ui_perk_pouch_04,,,,placeholder_x,PERKS/ABILITY_EMPDRONE_DESC,,PERKS/ABILITY_EMPDRONE_DESC,
35,specialty_coldblooded,PERKS/COLD_BLOODED,placeholder_x,PERKS/DESC_COLD_BLOODED,,,placeholder_x,1,,,,placeholder_x,,accessory_ui_perk_pouch_03,,,,placeholder_x,PERKS/DESC_COLD_BLOODED,,PERKS/DESC_COLD_BLOODED,
36,specialty_ability_deadsilence,PERKS/ABILITY_DEADSILENCE,placeholder_x,PERKS/ABILITY_DEADSILENCE_DESC,,,placeholder_x,1,,,,placeholder_x,,accessory_ui_perk_pouch_04,,,,placeholder_x,PERKS/ABILITY_DEADSILENCE_DESC,,PERKS/ABILITY_DEADSILENCE_DESC,
37,specialty_scavenger,PERKS/SCAVENGER,placeholder_x,PERKS/DESC_SCAVENGER,,,placeholder_x,1,,,,placeholder_x,,accessory_ui_perk_pouch_03,,,,placeholder_x,PERKS/DESC_SCAVENGER,,PERKS/DESC_SCAVENGER,
38,specialty_ability_supportbox,PERKS/ABILITY_SUPPORTBOX,placeholder_x,PERKS/ABILITY_SUPPORTBOX_DESC,,,placeholder_x,1,,,,placeholder_x,,accessory_ui_perk_pouch_04,,,,placeholder_x,PERKS/ABILITY_SUPPORTBOX_DESC,,PERKS/ABILITY_SUPPORTBOX_DESC,
39,specialty_ability_trophy,EQUIPMENT/TROPHY,placeholder_x,PERKS/ABILITY_TROPHY_DESC,,,placeholder_x,1,,,,placeholder_x,,accessory_ui_perk_pouch_03,,,,placeholder_x,PERKS/ABILITY_TROPHY_DESC,,PERKS/ABILITY_TROPHY_DESC,
40,specialty_ability_recondrone,PERKS/ABILITY_RECONDRONE,placeholder_x,PERKS/ABILITY_RECONDRONE_DESC,,,placeholder_x,1,,,,placeholder_x,,accessory_ui_perk_pouch_04,,,,placeholder_x,PERKS/ABILITY_RECONDRONE_DESC,,PERKS/ABILITY_RECONDRONE_DESC,
41,specialty_ability_tacinsert,EQUIPMENT/TAC_INSERT,placeholder_x,EQUIPMENT/TAC_INSERT_DESC,,,placeholder_x,1,,,,placeholder_x,,accessory_ui_perk_pouch_04,,,,placeholder_x,EQUIPMENT/TAC_INSERT_DESC,,EQUIPMENT/TAC_INSERT_DESC,
42,specialty_ability_ammodrop,EQUIPMENT/AMMO_DROP,placeholder_x,EQUIPMENT/AMMO_DROP_DESC,,,placeholder_x,1,,,,placeholder_x,,accessory_ui_perk_pouch_04,,,,placeholder_x,EQUIPMENT/AMMO_DROP_DESC,,EQUIPMENT/AMMO_DROP_DESC,
43,specialty_sonar,PERKS/SONAR,placeholder_x,PERKS/SONAR_DESC,,,placeholder_x,1,,,,placeholder_x,icon_perk_slot_sonar_ui,accessory_ui_perk_pouch_03,,,,placeholder_x,PERKS/SONAR_DESC,,PERKS/SONAR_DESC,
44,specialty_twoprimaries,PERKS/OVERKILL,icon_perk_slot_overkill,PERKS/DESC_OVERKILL,,,slot_null,1,42,test_perk_chip,test_perk_chip,icon_perk_slot_munitions_ui,,,,,,placeholder_x,PERKS/DESC_OVERKILL,,PERKS/DESC_OVERKILL,
45,specialty_blastshield,PERKS/BLASTSHIELD,icon_perk_slot_blast_shield_ui,PERKS/DESC_BLASTSHIELD,,,,1,,,,icon_perk_slot_blast_shield_i_ui,,,,,,placeholder_x,PERKS/DESC_BLASTSHIELD,,PERKS/DESC_BLASTSHIELD,
46,specialty_extra_deadly,PERKS/EXTRA_DEADLY,icon_perk_slot_shrapnel_ui,PERKS/DESC_EXTRA_DEADLY,,,slot_null,2,42,test_perk_chip,test_perk_chip,icon_perk_slot_shrapnel_ui,,,,,,placeholder_x,PERKS/DESC_EXTRA_DEADLY,,PERKS/DESC_EXTRA_DEADLY,
47,specialty_regen_delay_reduced,,,,,,slot_null,1,33,test_perk_chip,test_perk_chip,,,,,,,placeholder_x,,,,
48,specialty_regenfaster,,,,,,slot_null,1,33,icon_trait_showcase_icu,icon_trait_showcase_icu,,,,,,,placeholder_x,,,,
49,specialty_medic,,,,,,slot_null,1,33,test_perk_chip,test_perk_chip,,,,,,,placeholder_x,,,,
50,specialty_pistoldeath,PERKS/LAST_STAND,icon_perk_slot_hardline_ui,PERKS/LAST_STAND_DESC,,,,1,,,,icon_perk_slot_hardline_ui,,,,,,placeholder_x,PERKS/LAST_STAND_DESC,,PERKS/LAST_STAND_DESC,
51,specialty_engineer,PERKS/ENGINEER,icon_perk_slot_engineer,PERKS/DESC_ENGINEER,,,slot_null,2,43,icon_perk_showcase_engineer,icon_perk_showcase_engineer,,,,,,,placeholder_x,PERKS/DESC_ENGINEER,,PERKS/DESC_ENGINEER,
52,specialty_ghost,,,,,,slot_null,1,33,icon_perk_showcase_ghost,icon_perk_showcase_ghost,,,,,,,placeholder_x,,,,
53,specialty_ads_mark_target,,,,,,slot_null,1,33,test_perk_chip,test_perk_chip,,,,,,,placeholder_x,,,,
54,specialty_kill_report,PERKS/KILL_REPORT,icon_perk_slot_tracker_i_ui,PERKS/KILL_REPORT_DESC,,,,1,,,,icon_perk_slot_tracker_i_ui,,,,,,placeholder_x,PERKS/KILL_REPORT_DESC,,PERKS/KILL_REPORT_DESC,
55,specialty_can_be_revived,,,,,,slot_null,1,33,test_perk_chip,test_perk_chip,,,,,,,placeholder_x,,,,
56,specialty_tracker,,,,,,slot_null,1,33,icon_perk_showcase_tracker,icon_perk_showcase_tracker,,,,,,,placeholder_x,,,,
57,specialty_armorvest,,,,,,slot_null,1,33,icon_perk_slot_armorvest,icon_perk_slot_armorvest,,,,,,,placeholder_x,,,,
58,specialty_helmet,,,,,,slot_null,1,33,icon_perk_slot_armorvest,icon_perk_slot_armorvest,,,,,,,placeholder_x,,,,
59,specialty_ladder,,,,,,slot_null,1,33,test_perk_chip,test_perk_chip,,,,,,,placeholder_x,,,,
60,specialty_location_marking,,,,,,slot_null,1,33,test_perk_chip,test_perk_chip,,,,,,,placeholder_x,,,,
61,specialty_remote_defuse,,,,,,slot_null,1,33,test_perk_chip,test_perk_chip,,,,,,,placeholder_x,,,,
62,specialty_faster_field_upgrade,,,,,,slot_null,1,33,test_perk_chip,test_perk_chip,,,,,,,placeholder_x,,,,
63,specialty_improved_target_mark,,,,,,slot_null,1,33,test_perk_chip,test_perk_chip,,,,,,,placeholder_x,,,,
64,specialty_door_sense,,,,,,slot_null,1,33,test_perk_chip,test_perk_chip,,,,,,,placeholder_x,,,,
65,specialty_offhand_provider,,,,,,slot_null,1,33,test_perk_chip,test_perk_chip,,,,,,,placeholder_x,,,,
66,specialty_solobuddyboost,PERKS/SOLOBUDDYBOOST,hud_icon_buddy_boost,PERKS/DESC_SOLOBUDDYBOOST,,,slot_null,1,,hud_icon_buddy_boost,hud_icon_buddy_boost,,,,,,,placeholder_x,PERKS/DESC_SOLOBUDDYBOOST,,PERKS/DESC_SOLOBUDDYBOOST,
67,specialty_powercell,PERKS/POWERCELL,icon_perks_hot_swap,PERKS/DESC_POWERCELL,,,slot_null,2,54,icon_perks_hot_swap_large,icon_perks_hot_swap_large,,,,,,,placeholder_x,PERKS/DESC_POWERCELL,,PERKS/DESC_POWERCELL,
68,specialty_blindeye,PERKS/BLINDEYE,icon_perk_slot_blindeye,PERKS/DESC_BLINDEYE,,,slot_null,2,32,icon_perk_showcase_blindeye,icon_perk_showcase_blindeye,,,,,,,placeholder_x,PERKS/DESC_BLINDEYE,,PERKS/DESC_BLINDEYE,
69,specialty_dexterity,PERKS/DEXTERITY,icon_perk_slot_dexterity,PERKS/DESC_DEXTERITY,,,slot_null,2,54,icon_perk_showcase_dexterity,icon_perk_showcase_dexterity,,,,,,,placeholder_x,PERKS/DESC_DEXTERITY,,PERKS/DESC_DEXTERITY,
70,specialty_extraammo,PERKS/SCAVENGER_PRO,icon_perk_fully_loaded,PERKS/UPGRADE_SCAVENGER,,,slot_null,2,63,icon_perk_fully_loaded_large,icon_perk_fully_loaded_large,,,,,,,placeholder_x,PERKS/UPGRADE_SCAVENGER,,PERKS/UPGRADE_SCAVENGER,
71,specialty_hardwired,PERKS/HARDWIRED,icon_perk_slot_hardwired,PERKS/HARDWIRED_DESC,,,slot_null,1,,icon_perk_showcase_hardwired,icon_perk_showcase_hardwired,,,,,,,placeholder_x,PERKS/HARDWIRED_DESC,,PERKS/HARDWIRED_DESC,
72,specialty_meleekill,PERKS/MELEEKILL,icon_perks_meleekill,PERKS/MELEEKILL_DESC,,,slot_null,1,22,Icon_perks_meleekill_large,Icon_perks_meleekill_large,,,,,,,placeholder_x,PERKS/MELEEKILL_DESC,,PERKS/MELEEKILL_DESC,
73,specialty_sprintfire,PERKS/SPRINTFIRE,icon_perk_slot_gungho,PERKS/SPRINTFIRE_DESC,,,slot_null,1,22,icon_perk_showcase_gungho,icon_perk_showcase_gungho,,,,,,,placeholder_x,PERKS/SPRINTFIRE_DESC,,PERKS/SPRINTFIRE_DESC,
74,specialty_bullet_outline,PERKS/BULLET_OUTLINE,icon_perk_slot_pinpoint,PERKS/BULLET_OUTLINE_DESC,,,slot_null,1,,icon_perk_showcase_pinpoint,icon_perk_showcase_pinpoint,,,,,,,placeholder_x,PERKS/BULLET_OUTLINE_DESC,,PERKS/BULLET_OUTLINE_DESC,
75,specialty_selectivehearing,PERKS/BOMB_SQUAD_PRO,icon_perk_slot_awareness,PERKS/DESC_SELECTIVE_HEARING,,,slot_null,2,44,icon_perk_showcase_awareness,icon_perk_showcase_awareness,,,,,,,placeholder_x,PERKS/DESC_SELECTIVE_HEARING,,PERKS/DESC_SELECTIVE_HEARING,
76,specialty_stun_resistance,PERKS/BLASTSHIELD_PRO,icon_perk_slot_tacticalmask,PERKS/DESC_STUN_RESISTANCE,,,slot_null,2,54,icon_perk_showcase_tacticalmask,icon_perk_showcase_tacticalmask,,,,,,,placeholder_x,PERKS/DESC_STUN_RESISTANCE,,PERKS/DESC_STUN_RESISTANCE,
77,specialty_quieter,PERKS/DEADSILENCE,icon_perk_slot_deadsilence,PERKS/DESC_DEADSILENCE,,,slot_null,2,33,icon_perk_showcase_deadsilence,icon_perk_showcase_deadsilence,,,,,,,placeholder_x,PERKS/DESC_DEADSILENCE,,PERKS/DESC_DEADSILENCE,
78,specialty_overclock,PERKS/OVERCLOCK_PERK,icon_perk_slot_overclock,PERKS/DESC_OVERCLOCK_PERK,,,slot_null,2,33,icon_perk_showcase_overclock,icon_perk_showcase_overclock,,,,,,,placeholder_x,PERKS/DESC_OVERCLOCK_PERK,,PERKS/DESC_OVERCLOCK_PERK,
79,specialty_man_at_arms,PERKS/MAN_AT_ARMS,icon_trait_man_at_arms,PERKS/DESC_MAN_AT_ARMS,,,slot_null,1,33,icon_trait_showcase_man_at_arms,icon_trait_showcase_man_at_arms,,,,,,,placeholder_x,PERKS/DESC_MAN_AT_ARMS,,PERKS/DESC_MAN_AT_ARMS,
80,specialty_comexp,PERKS/COMEXP,icon_perk_off_the_grid,PERKS/DESC_COMEXP,,,slot_null,1,33,icon_perk_off_the_grid_large,icon_perk_off_the_grid_large,,,,,,,placeholder_x,PERKS/DESC_COMEXP,,PERKS/DESC_COMEXP,
81,specialty_expanded_minimap,PERKS/EXPANDED_MINIMAP,icon_perk_slot_recon,PERKS/DESC_EXPANDED_MINIMAP,,,slot_null,1,33,icon_perk_showcase_recon,icon_perk_showcase_recon,,,,,,,placeholder_x,PERKS/DESC_EXPANDED_MINIMAP,,PERKS/DESC_EXPANDED_MINIMAP,
82,specialty_momentum,PERKS/MOMENTUM,icon_perk_slot_momentum,PERKS/DESC_MOMENTUM,,,slot_null,1,33,icon_perk_showcase_momentum,icon_trait_showcase_momentum,,,,,,,placeholder_x,PERKS/DESC_MOMENTUM,,PERKS/DESC_MOMENTUM,
83,specialty_improvedmelee,PERKS/IMPROVED_MELEE,icon_perk_slot_deadsilence,PERKS/DESC_IMPROVED_MELEE,,,slot_null,2,44,icon_perk_showcase_deadsilence,icon_perk_showcase_deadsilence,,,,,,,placeholder_x,PERKS/DESC_IMPROVED_MELEE,,PERKS/DESC_IMPROVED_MELEE,
84,specialty_marksman,PERKS/MARKSMAN,icon_perk_slot_marksman,PERKS/DESC_MARKSMAN,,,slot_null,1,33,icon_perk_showcase_marksman,icon_perks_steady_aim,,,,,,,placeholder_x,PERKS/DESC_MARKSMAN,,PERKS/DESC_MARKSMAN,
85,specialty_blast_suppressor,PERKS/BLAST_SUPPRESSOR,icon_perk_slot_suppression,PERKS/DESC_BLAST_SUPPRESSOR,,,slot_null,1,33,icon_perk_showcase_suppression,icon_perk_showcase_suppression,,,,,,,placeholder_x,PERKS/DESC_BLAST_SUPPRESSOR,,PERKS/DESC_BLAST_SUPPRESSOR,
86,specialty_bulletdamage,PERKS/BULLET_DAMAGE,icon_perk_slot_bulletdamage,PERKS/DESC_BULLET_DAMAGE,,,slot_null,1,,icon_perk_slot_bulletdamage,icon_perk_slot_bulletdamage,,,,,,,placeholder_x,PERKS/DESC_BULLET_DAMAGE,,PERKS/DESC_BULLET_DAMAGE,
87,specialty_headgear,PERKS/HEADGEAR,icon_perks_slot_headgear,PERKS/DESC_HEADGEAR,,,slot_null,1,,icon_perks_slot_headgear,icon_perks_slot_headgear,,,,,,,placeholder_x,PERKS/DESC_HEADGEAR,,PERKS/DESC_HEADGEAR,
88,specialty_viewkickoverride,PERKS_VIEWKICKOVERRIDE,icon_perks_quickdraw,PERKS_DESC_VIEWKICKOVERRIDE,,,slot_null,2,54,icon_perks_quickdraw_large,icon_perks_quickdraw_large,,,,,,,placeholder_x,PERKS_DESC_VIEWKICKOVERRIDE,,PERKS_DESC_VIEWKICKOVERRIDE,
89,specialty_thief,PERKS/THIEF,icon_perk_slot_deadsilence,PERKS/DESC_THIEF,,,slot_null,2,44,icon_perk_showcase_deadsilence,icon_perk_showcase_deadsilence,,,,,,,placeholder_x,PERKS/DESC_THIEF,,PERKS/DESC_THIEF,
90,specialty_fastsprintrecovery,PERKS/STEADY_AIM_PRO,icon_perks_ready_up,PERKS/DESC_WEAPON_READY_FASTER,,,slot_null,1,11,test_perk_chip,test_perk_chip,,,,,,,placeholder_x,PERKS/DESC_WEAPON_READY_FASTER,,PERKS/DESC_WEAPON_READY_FASTER,
91,specialty_fastreload,PERKS/SLEIGHT_OF_HAND,icon_perk_slot_dexterity,PERKS/DESC_SLEIGHT_OF_HAND,,,slot_null,2,12,test_perk_chip,test_perk_chip,,,,,,,placeholder_x,PERKS/DESC_SLEIGHT_OF_HAND,,PERKS/DESC_SLEIGHT_OF_HAND,
92,specialty_teleport,PERKS_TELEPORT,icon_perks_teleport,PERKS_DESC_TELEPORT,,,slot_null,1,14,test_perk_chip,test_perk_chip,,,,,,,placeholder_x,PERKS_DESC_TELEPORT,,PERKS_DESC_TELEPORT,
