gold,j_head,j_head,j_spine4,j_head,gib_dismember_head,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_head_cap.vfx,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_head_blood,
gold,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_dismember_leg,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_left_leg_cap,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_leg_le_blood,
gold,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_dismember_leg,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_right_leg_cap,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_leg_ri_blood,
gold,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_dismember_arm,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_left_arm_cap,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_arm_le_blood,
gold,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_dismember_arm,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_right_arm_cap,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_arm_ri_blood,
shadow,j_head,j_head,j_spine4,j_head,gib_shadow_head,vfx/iw8/weap/_impact/flesh/vfx_shdw_head_cap,vfx/iw8/weap/_impact/flesh/vfx_shdw_head_blood,
shadow,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_shadow_leg,vfx/iw8/weap/_impact/flesh/vfx_shdw_left_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_leg_blood_mp,
shadow,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_shadow_leg,vfx/iw8/weap/_impact/flesh/vfx_shdw_right_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_leg_ri_blood_mp,
shadow,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_shadow_arm,vfx/iw8/weap/_impact/flesh/vfx_shdw_left_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_arm_left_blood_mp,
shadow,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_shadow_arm,vfx/iw8/weap/_impact/flesh/vfx_shdw_right_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_arm_right_blood_mp,
weed,j_head,j_head,j_spine4,j_head,gib_head,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_head_cap,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_imp_flesh_fatal_head_med_dismb,
weed,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_leg,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_left_leg_cap_mp,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_leg_blood_mp,
weed,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_leg,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_right_leg_cap_mp,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_leg_ri_blood_mp,
weed,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_arm,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_left_arm_cap_mp,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_arm_left_blood_mp,
weed,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_arm,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_right_arm_cap_mp,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_arm_right_blood_mp,
raygun,j_head,j_head,j_spine4,j_head,gib_dismember_head,vfx/iw8/weap/_impact/_mtx/ray/vfx_dismem_head_cap.vfx,vfx/iw8/weap/_impact/flesh/vfx_imp_flesh_fatal_head_med_dismb,
raygun,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_dismember_leg,vfx/iw8/weap/_impact/_mtx/ray/vfx_dismem_left_leg_cap,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_leg_blood_mp,
raygun,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_dismember_leg,vfx/iw8/weap/_impact/_mtx/ray/vfx_dismem_right_leg_cap,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_leg_ri_blood_mp,
raygun,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_dismember_arm,vfx/iw8/weap/_impact/_mtx/ray/vfx_dismem_left_arm_cap,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_arm_left_blood_mp,
raygun,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_dismember_arm,vfx/iw8/weap/_impact/_mtx/ray/vfx_dismem_right_arm_cap,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_arm_right_blood_mp,
soul,j_head,j_head,j_spine4,j_head,gib_soul_head,vfx/iw8/weap/_impact/flesh/vfx_shdw_head_cap,vfx/iw8/weap/_impact/flesh/vfx_shdw_head_blood,
soul,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_soul_leg,vfx/iw8/weap/_impact/flesh/vfx_shdw_left_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_leg_blood_mp,
soul,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_soul_leg,vfx/iw8/weap/_impact/flesh/vfx_shdw_right_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_leg_ri_blood_mp,
soul,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_soul_arm,vfx/iw8/weap/_impact/flesh/vfx_shdw_left_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_arm_left_blood_mp,
soul,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_soul_arm,vfx/iw8/weap/_impact/flesh/vfx_shdw_right_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_arm_right_blood_mp,
generic0,j_head,j_head,j_spine4,j_head,gib_generic0_head,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_head_cap,vfx/iw8/weap/_impact/flesh/vfx_imp_flesh_fatal_head_lrg_dismb,
generic0,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_generic0_leg,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_left_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_leg_blood_mp_lrg,
generic0,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_generic0_leg,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_right_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_leg_ri_blood_mp_lrg,
generic0,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_generic0_arm,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_left_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_arm_left_blood_mp_lrg,
generic0,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_generic0_arm,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_right_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_arm_right_blood_mp_lrg,
generic1,j_head,j_head,j_spine4,j_head,gib_generic1_head,vfx/iw8/weap/_impact/flesh/dlc/acid/vfx_dismemberment_head_cap,vfx/iw8/weap/_impact/flesh/vfx_imp_flesh_fatal_head_acid_dismb,
generic1,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_generic1_leg,vfx/iw8/weap/_impact/flesh/dlc/acid/vfx_dismemberment_left_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_leg_blood_mp_acid,
generic1,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_generic1_leg,vfx/iw8/weap/_impact/flesh/dlc/acid/vfx_dismemberment_right_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_leg_ri_blood_mp_acid,
generic1,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_generic1_arm,vfx/iw8/weap/_impact/flesh/dlc/acid/vfx_dismemberment_left_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_arm_left_blood_mp_acid,
generic1,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_generic1_arm,vfx/iw8/weap/_impact/flesh/dlc/acid/vfx_dismemberment_right_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_arm_right_blood_mp_acid,
generic2,j_head,j_head,j_spine4,j_head,gib_generic2_head,vfx/iw8/weap/_impact/flesh/vfx_shdw_head_cap,vfx/iw8/weap/_impact/flesh/vfx_shdw_head_blood,
generic2,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_generic2_leg,vfx/iw8/weap/_impact/flesh/vfx_shdw_left_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_leg_blood_mp,
generic2,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_generic2_leg,vfx/iw8/weap/_impact/flesh/vfx_shdw_right_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_leg_ri_blood_mp,
generic2,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_generic2_arm,vfx/iw8/weap/_impact/flesh/vfx_shdw_left_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_arm_left_blood_mp,
generic2,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_generic2_arm,vfx/iw8/weap/_impact/flesh/vfx_shdw_right_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_arm_right_blood_mp,
