kill,SPLASHES/EKIA,SPLASHES/EKIA,,icon_splash_skill_shot,,,,,,,,,5,0,,,,,,,,,,,,,,,,,
assist,SPLASHES/ASSIST,SPLASHES/ASSIST,,icon_splash_skill_shot,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
wallrun_kill,MEDALS_MP/WALLRUN_KILL,MEDALS_MP/WALLRUN_KILL,MEDALS_MP/WALLRUN_KILL_DESC,icon_splash_skill_shot,,splash,skill,,,,,,14,0,,,,,,,,,,,,,,,,,
air_kill,MEDALS_MP/AIR_KILL,MEDALS_MP/AIR_KILL,MEDALS_MP/AIR_KILL_DESC,icon_splash_skill_shot,,splash,skill,,,,,,15,0,,,,,,,,,,,,,,,,,
low_health_kill,MEDALS_MP/LOW_HEALTH_KILL,MEDALS_MP/LOW_HEALTH_KILL,MEDALS_MP/LOW_HEALTH_KILL_DESC,icon_splash_skill_shot,,splash,skill,,,,,,32,0,,,,,,,,,,,,,,,,,
air_to_air_kill,MEDALS_MP/AIR_TO_AIR_KILL,MEDALS_MP/AIR_TO_AIR_KILL,MEDALS_MP/AIR_TO_AIR_KILL_DESC,icon_splash_skill_shot,,splash,skill,,,,,,16,0,,,,,,,,,,,,,,,,,
item_impact,MEDALS_MP/ITEM_IMPACT,MEDALS_MP/ITEM_IMPACT,MEDALS_MP/ITEM_IMPACT_DESC,icon_splash_skill_shot,,splash,skill,,,,,,33,1,,,,,,,,,,,,,,,,,
streak_5,MEDALS_MP/STREAK_5,MEDALS_MP/STREAK_5,MEDALS_MP/STREAK_5_DESC,icon_splash_skill_shot,,splash,skill,,,,,,54,1,,,,,,,,,,,,,,,,,
streak_10,MEDALS_MP/STREAK_10,MEDALS_MP/STREAK_10,MEDALS_MP/STREAK_10_DESC,icon_splash_skill_shot,,splash,skill,,,,,,55,1,,,,,,,,,,,,,,,,,
streak_15,MEDALS_MP/STREAK_15,MEDALS_MP/STREAK_15,MEDALS_MP/STREAK_15_DESC,icon_splash_skill_shot,,splash,skill,,,,,,56,1,,,,,,,,,,,,,,,,,
streak_20,MEDALS_MP/STREAK_20,MEDALS_MP/STREAK_20,MEDALS_MP/STREAK_20_DESC,icon_splash_skill_shot,,splash,skill,,,,,,57,1,,,,,,,,,,,,,,,,,
streak_25,MEDALS_MP/STREAK_25,MEDALS_MP/STREAK_25,MEDALS_MP/STREAK_25_DESC,icon_splash_skill_shot,,splash,skill,,,,,,58,1,,,,,,,,,,,,,,,,,
streak_30,MEDALS_MP/STREAK_30,MEDALS_MP/STREAK_30,MEDALS_MP/30_STREAK_DESC,icon_splash_skill_shot,,splash,skill,,,,,,59,1,,,,,,,,,,,,,,,,,
streak_max,MEDALS_MP/STREAK_MAX,MEDALS_MP/STREAK_MAX,MEDALS_MP/STREAK_MAX_DESC,icon_splash_skill_shot,,splash,skill,,,,,,60,1,,,,,,,,,,,,,,,,,
medal_score_ss_kill_manual_turret,,,,icon_splash_skill_shot,,splash,skill,,,,,,,,,,,,,,,,,,,,,,,,
medal_score_ss_kill_toma_strike,,,,icon_splash_skill_shot,,splash,skill,,,,,,,,,,,,,,,,,,,,,,,,
medal_score_ss_kill_cruise_predator,MEDALS_MP/CRUISE_PREDATOR_KILL,MEDALS_MP/CRUISE_PREDATOR_KILL,,icon_splash_skill_shot,,splash,skill,,,,,,,,,,,,,,,,,,,,,,,,
medal_score_ss_kill_pac_sentry,,,,icon_splash_skill_shot,,splash,skill,,,,,,,,,,,,,,,,,,,,,,,,
medal_score_ss_kill_chopper_gunner,,,,icon_splash_skill_shot,,splash,skill,,,,,,,,,,,,,,,,,,,,,,,,
medal_score_ss_kill_gunship,,,,icon_splash_skill_shot,,splash,skill,,,,,,,,,,,,,,,,,,,,,,,,
medal_score_ss_kill_precision_airstrike,,,,icon_splash_skill_shot,,splash,skill,,,,,,,,,,,,,,,,,,,,,,,,
medal_score_ss_kill_fuel_airstrike,,,,icon_splash_skill_shot,,splash,skill,,,,,,,,,,,,,,,,,,,,,,,,
medal_score_ss_kill_chopper_support,,,,icon_splash_skill_shot,,splash,skill,,,,,,,,,,,,,,,,,,,,,,,,
medal_score_ss_kill_white_phosphorus,,,,icon_splash_skill_shot,,splash,skill,,,,,,,,,,,,,,,,,,,,,,,,
medal_score_ss_kill_hover_jet,,,,icon_splash_skill_shot,,splash,skill,,,,,,,,,,,,,,,,,,,,,,,,
medal_score_ss_kill_sentry_gun,,,,icon_splash_skill_shot,,splash,skill,,,,,,,,,,,,,,,,,,,,,,,,
medal_score_ss_kill_bradley,,,,icon_splash_skill_shot,,splash,skill,,,,,,,,,,,,,,,,,,,,,,,,
medal_score_ss_kill_juggernaut,,,,icon_splash_skill_shot,,splash,skill,,,,,,,,,,,,,,,,,,,,,,,,
medal_score_ss_kill_assault_drone,,,,icon_splash_skill_shot,,splash,skill,,,,,,,,,,,,,,,,,,,,,,,,
kill_ss_radar_drone_escort,MEDALS_MP/KILL_SS_RADAR_DRONE,MEDALS_MP/KILL_SS_RADAR_DRONE,MEDALS_MP/KILL_SS_RADAR_DRONE_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_radar_drone_recon,MEDALS_MP/KILL_SS_RECON_DRONE,MEDALS_MP/KILL_SS_RECON_DRONE,MEDALS_MP/KILL_SS_RECON_DRONE_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_radar_drone_overwatch,MEDALS_MP/KILL_SS_RADAR_DRONE,MEDALS_MP/KILL_SS_RADAR_DRONE,MEDALS_MP/KILL_SS_RADAR_DRONE_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_scrambler_drone_escort,MEDALS_MP/KILL_SS_SCRAMBLER_DRONE,MEDALS_MP/KILL_SS_SCRAMBLER_DRONE,MEDALS_MP/KILL_SS_SCRAMBLER_DRONE_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_scrambler_drone_guard,MEDALS_MP/KILL_SS_SCRAMBLER_DRONE,MEDALS_MP/KILL_SS_SCRAMBLER_DRONE,MEDALS_MP/KILL_SS_SCRAMBLER_DRONE_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_support_box,MEDALS_MP/KILL_SS_SUPPORT_BOX,MEDALS_MP/KILL_SS_SUPPORT_BOX,MEDALS_MP/KILL_SS_SUPPORT_BOX_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_manual_turret,MEDALS_MP/KILL_SS_MANUAL_TURRET,MEDALS_MP/KILL_SS_MANUAL_TURRET,MEDALS_MP/KILL_SS_MANUAL_TURRET_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_toma_strike,MEDALS_MP/KILL_SS_TOMA_STRIKE,MEDALS_MP/KILL_SS_TOMA_STRIKE,MEDALS_MP/KILL_SS_TOMA_STRIKE_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_multi_airstrike,MEDALS_MP/KILL_SS_MULTI_AIRSTRIKE,MEDALS_MP/KILL_SS_MULTI_AIRSTRIKE,MEDALS_MP/KILL_SS_MULTI_AIRSTRIKE_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_cruise_predator,MEDALS_MP/KILL_SS_CRUISE_PREDATOR,MEDALS_MP/KILL_SS_CRUISE_PREDATOR,MEDALS_MP/KILL_SS_CRUISE_PREDATOR_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_pac_sentry,MEDALS_MP/KILL_SS_PAC_SENTRY,MEDALS_MP/KILL_SS_PAC_SENTRY,MEDALS_MP/KILL_SS_PAC_SENTRY_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_chopper_gunner,MEDALS_MP/KILL_SS_CHOPPER_GUNNER,MEDALS_MP/KILL_SS_CHOPPER_GUNNER,MEDALS_MP/KILL_SS_CHOPPER_GUNNER_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_gunship,MEDALS_MP/KILL_SS_AC130,MEDALS_MP/KILL_SS_AC130,MEDALS_MP/KILL_SS_AC130_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_jackal,MEDALS_MP/KILL_SS_JACKAL,MEDALS_MP/KILL_SS_JACKAL,MEDALS_MP/KILL_SS_JACKAL_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_dronedrop,MEDALS_MP/KILL_SS_DRONEDROP,MEDALS_MP/KILL_SS_DRONEDROP,MEDALS_MP/KILL_SS_DRONEDROP_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_uav,MEDALS_MP/KILL_SS_UAV,MEDALS_MP/KILL_SS_UAV,MEDALS_MP/KILL_SS_UAV_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_counter_uav,MEDALS_MP/KILL_SS_COUNTER_UAV,MEDALS_MP/KILL_SS_COUNTER_UAV,MEDALS_MP/KILL_SS_COUNTER_UAV_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_directional_uav,MEDALS_MP/KILL_SS_DIRECTIONAL_UAV,MEDALS_MP/KILL_SS_DIRECTIONAL_UAV,MEDALS_MP/KILL_SS_DIRECTIONAL_UAV_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_drone_hive,MEDALS_MP/KILL_SS_TRINITY,MEDALS_MP/KILL_SS_TRINITY,MEDALS_MP/KILL_SS_TRINITY_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_fuel_airstrike,MEDALS_MP/KILL_SS_FUEL_AIRSTRIKE,MEDALS_MP/KILL_SS_FUEL_AIRSTRIKE,MEDALS_MP/KILL_SS_FUEL_AIRSTRIKE_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_chopper_support,MEDALS_MP/KILL_SS_FUEL_AIRSTRIKE,MEDALS_MP/KILL_SS_FUEL_AIRSTRIKE,MEDALS_MP/KILL_SS_FUEL_AIRSTRIKE_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_flash_turret,MEDALS_MP/KILL_SS_FLASH_TURRET,MEDALS_MP/KILL_SS_FLASH_TURRET,MEDALS_MP/KILL_SS_FLASH_TURRET_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_hover_jet,MEDALS_MP/KILL_SS_HOVER_JET,MEDALS_MP/KILL_SS_HOVER_JET,MEDALS_MP/KILL_SS_HOVER_JET_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_emp_drone,MEDALS_MP_KILL_SS_EMP_DRONE,MEDALS_MP_KILL_SS_EMP_DRONE,MEDALS_MP_KILL_SS_EMP_DRONE_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_sentry_gun,MEDALS_MP/KILL_SS_SENTRY_GUN,MEDALS_MP/KILL_SS_SENTRY_GUN,MEDALS_MP/KILL_SS_SENTRY_GUN_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_bradley,MEDALS_MP/KILL_SS_BRADLEY,MEDALS_MP/KILL_SS_BRADLEY,MEDALS_MP/KILL_SS_BRADLEY_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
kill_ss_assault_drone,MEDALS_MP/KILL_SS_ASSAULT_DRONE,MEDALS_MP/KILL_SS_ASSAULT_DRONE,MEDALS_MP/KILL_SS_ASSAULT_DRONE_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
mode_gun_melee_1st_place,MEDALS_MP/MODE_GUN_MELEE_1ST_PLACE,MEDALS_MP/MODE_GUN_MELEE_1ST_PLACE,MEDALS_MP/MODE_GUN_MELEE_1ST_PLACE_DESC,icon_splash_skill_shot,,splash,skill,,,,,,50,1,,,,,,,,,,,,,,,,,
simultaneous_kill,MEDALS_MP/SIMULTANEOUS_KILL,MEDALS_MP/SIMULTANEOUS_KILL,MEDALS_MP/SIMULTANEOUS_KILL_DESC,icon_splash_skill_shot,,splash,skill,,,,,,17,0,,,,,,,,,,,,,,,,,
savior,MEDALS_MP/SAVIOR,MEDALS_MP/SAVIOR,MEDALS_MP/SAVIOR_DESC,icon_splash_skill_shot,,splash,skill,,,,,,27,0,,,,,,,,,,,,,,,,,
assist_hardline,SPLASHES/ASSIST_HARDLINE,SPLASHES/ASSIST_HARDLINE,,icon_splash_skill_shot,,splash,skill,,,,,,1,0,,,,,,,,,,,,,,,,,
assist_ffa,SPLASHES/ASSIST_FFA,SPLASHES/ASSIST_FFA,,icon_splash_skill_shot,,splash,skill,,,,,,2,0,,,,,,,,,,,,,,,,,
assist_marked,SPLASHES/ASSIST_MARKED,SPLASHES/ASSIST_MARKED,,icon_splash_skill_shot,,splash,skill,,,,,,3,0,,,,,,,,,,,,,,,,,
assist_pinged,SPLASHES/ASSIST_PING,SPLASHES/ASSIST_PING,,icon_splash_skill_shot,,splash,skill,,,,,,4,0,,,,,,,,,,,,,,,,,
assist_decoy,SPLASHES/ASSIST_DECOY,SPLASHES/ASSIST_DECOY,,icon_splash_skill_shot,,splash,skill,,,,,,4,0,,,,,,,,,,,,,,,,,
shield_damage,,,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
shield_assist,SPLASHES/SHIELDASSIST,SPLASHES/SHIELDASSIST,SPLASHES/SHIELDASSIST_DESC,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
squad_spawn,SPLASHES/SQUAD_SPAWN,SPLASHES/SQUAD_SPAWN,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
squad_spawn_self,SPLASHES/SQUAD_SPAWN,SPLASHES/SQUAD_SPAWN,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
bounty,SPLASHES/COLLECTED_BOUNTY,SPLASHES/COLLECTED_BOUNTY,,icon_splash_skill_shot,,splash,skill,,,,,,40,0,,,,,,,,,,,,,,,,,
munitions_box_teammate_used,SPLASHES/MUNITIONS_BOX_TEAMMATE_USED,SPLASHES/MUNITIONS_BOX_TEAMMATE_USED,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
weapon_drop_teammate_used,SPLASHES/WEAPON_BOX_TEAMMATE_USED,SPLASHES/WEAPON_BOX_TEAMMATE_USED,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
emped_vehicle,SPLASHES/EMPED_VEHICLE,SPLASHES/EMPED_VEHICLE,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
emped_killstreak,SPLASHES/EMPED_KILLSTREAK,SPLASHES/EMPED_KILLSTREAK,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
emped_player,SPLASHES/EMPED_PLAYER,SPLASHES/EMPED_PLAYER,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
hack,SPLASHES/BLACKHAT_HACK,SPLASHES/BLACKHAT_HACK,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
perk_marked_target,SPLASHES/PERK_MARKED_TARGET,SPLASHES/PERK_MARKED_TARGET,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
perk_destroyed_target,SPLASHES/PERK_MARKED_TARGET,SPLASHES/PERK_MARKED_TARGET,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
manual_flare_missile_redirect,SPLASHES/MANUAL_FLARE_MISSILE_REDIRECT,SPLASHES/MANUAL_FLARE_MISSILE_REDIRECT,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
critical_vehicle_damage,SPLASHES/VEHICLE_CRITICAL_DAMAGE,SPLASHES/VEHICLE_CRITICAL_DAMAGE,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
penetration_kill,SPLASHES/PENETRATION_KILL,SPLASHES/PENETRATION_KILL,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
scrap_assist,SPLASHES/SCRAP_ASSIST,SPLASHES/SCRAP_ASSIST,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
capture,SPLASHES/CAPTURE,SPLASHES/CAPTURE,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
capture_assist,SPLASHES/ASSIST_SECURED_POSITION,SPLASHES/ASSIST_SECURED_POSITION,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
neutralized,MEDALS_MP/MODE_DOM_NEUTRALIZED,MEDALS_MP/MODE_DOM_NEUTRALIZED,,icon_splash_skill_shot,,splash,skill,,,,,,0,0,,,,,,,,,,,,,,,,,
