1468,iw8_pi_mike1911_mp+fastreload+ironsdefault_mike1911+mag_mike1911+rec_mike1911+slide_mike1911+trigcust03_mike1911+triggrip_mike1911,,,,,,,,,
1471,iw8_sn_sbeta_mp+acog_west02+barlong_sbeta+comp+fastreload+laserbalancedsnpr_bar+reargrip_sbeta+rec_sbeta,,,,,,,,,
1472,iw8_ar_mike4_mp+back_mike4+front_mike4+gripvert+mag_mike4+minireddot_tall+rec_mike4+selectsemi,iw8_ar_asierra12_mp+front_asierra12+gripvert+mag_asierra12+minireddot+rec_asierra12+selectsemi+toprail_asierra12,iw8_ar_tango21_mp+barshort_tango21+gripvert+mag_tango21+minireddot_tall+rec_tango21+selectsemi+stockl_tango21,iw8_ar_scharlie_mp+front_scharlie+gripvert+laserrange+mag_scharlie+rec_scharlie+reflex_east01+selectsemi+silencer_west01+stocks_scharlie,,,,,,
1473,iw8_lm_mgolf36_mp+barmid_mgolf36+calcust_mgolf36+gripanglmg+ironsdefault_mgolf36+reargrip_mgolf36+rec_mgolf36+selectsemi+stockl_mgolf36+toprail_mgolf36,iw8_lm_mgolf34_mp+back_mgolf34+front_mgolf34+ironsdefault_mgolf34+pistolgrip01_mgolf34+rec_mgolf34+selectsemi+silencer03_mgolf34+xmags_mgolf34,iw8_lm_pkilo_mp+acog_east01_irons+back_pkilo+front_pkilo+gripvertprolmg+mag_pkilo+rec_pkilo+silencerbalanced,iw8_lm_kilo121_mp+back_kilo121+bipod_kilo121+front_kilo121+ironsdefault_kilo121+mag_kilo121+rec_kilo121+silencerlmg_west01,,,,,,
1474,iw8_pi_papa320_mp+fastreload+ironsdefault_papa320+laserrange_pstl+mag_papa320+rec_papa320+silencerpstl_west01+slide_papa320,,,,,,,,,
1487,iw8_pi_golf21_mp+backno_golf21+barshort_golf21+laserrange_pstl+mag_golf21+minireddot02_golf21+pistolgrip_pstl02_golf21+rec_golf21+trigcust02_golf21,iw8_pi_mike1911_mp+barshort_mike1911+ironsdefault_mike1911+laserrange_pstl+mmags_mike1911+pistolgrip_pstl02_mike1911+rec_mike1911+trigcust_mike1911,iw8_lm_mgolf36_mp+barmid_mgolf36+calcust_mgolf36+calsil+gripanglmg+ironsdefault_mgolf36+reargrip_mgolf36+rec_mgolf36+selectsemi+silencersleeve+stockl_mgolf36+toprail_mgolf36,iw8_ar_mike4_mp+back_mike4+barmid_mike4+gripang+holo_west02+laserbalanced+mag_mike4+pistolgrip02_mike4+rec_mike4+selectsemi,iw8_ar_akilo47_mp+fastreload+front_akilo47_mp+gripang_akilo47+ironsdefault_akilo47+laserbalanced_bar+mag_akilo47+pistolgrip02_akilo47+rec_akilo47+selectsemi+stocksmg_akilo47,iw8_ar_scharlie_mp+barshort_scharlie+ironsdefault_scharlie+pistolgrip02_scharlie+rec_scharlie+selectsemi+silencersleeve+stocks_scharlie+xmags_scharlie,iw8_ar_tango21_mp+barshort_tango21+holo_west02+mag_tango21+pistolgrip01_tango21+rec_tango21+selectsemi+silencersleeve+stockl_tango21,iw8_ar_falima_mp+barshort_falima+fastreload+gripang+ironsdefault_falima+rec_falima+stockl_falima+xmags_falima,,
1488,iw8_ar_falima_mp+barshort_falima+fastreload+gripang+ironsdefault_falima+mag_falima+rec_falima+stockl_falima,iw8_pi_golf21_mp+backno_golf21+barshort_golf21+laserrange_pstl+mag_golf21+minireddot02_golf21+pistolgrip_pstl02_golf21+rec_golf21+trigcust02_golf21,iw8_ar_akilo47_mp+barsmg_akilo47+calsmg_akilo47+gripang_akilo47+ironsdefault_akilo47+pistolgrip02_akilo47+rec_akilo47+selectsemi+stocksmg_akilo47,iw8_sn_mike14_mp+comp+fastreload+front_mike14_mp+gripangdmr+ironsdefault_mike14+pistolgrip03_mike14+rec_mike14_mp+stockcqb_mike14+xmagslrg_mike14,iw8_ar_mike4_mp+barshort_mike4+holo_west01+mag_mike4+pistolgrip02_mike4+rec_mike4+selectsemi+silencersleeve+stocks_mike4,,,,,
1489,iw8_sh_dpapa12_mp+ammo_dpapa12+barshort_dpapa12+fmj_small+gripcust_dpapa12+guardlight_dpapa12+ironsdefault_dpapa12+pistolgrip02_dpapa12+rec_dpapa12,iw8_sh_romeo870_mp+barshort_romeo870+fastreload+grip_romeo870+ironsdefault_romeo870+rec_romeo870_mp+stockh_romeo870+xtube_romeo870_mp,iw8_sh_oscar12_mp+back_oscar12+fmj_small+front_oscar12+gripside_oscar12+ironsdefault_oscar12+mag_oscar12+rec_oscar12,iw8_sh_mike26_mp+barmid_mike26+fastreload+gripvert_mike26+mag_mike26+minireddot_tall+rec_mike26+stockno_mike26,iw8_pi_cpapa_mp+backno_cpapa+barshort_cpapa+buck_cpapa+fastreload+ironsdefault_cpapa+pistolgrip_pstl02_cpapa+rec_cpapa+trigcust_cpapa,iw8_sh_charlie725_mp+ammo_charlie725+barshort_charlie725+fastreload+guardheavy_charlie725+ironsdefault_charlie725+rec_charlie725+stockno_charlie725,,,,
1477,iw8_ar_mcharlie_mp+barshort_mcharlie+calcust_mcharlie+calsil+holo_west02+rec_mcharlie+selectsemi+silencersleeve+stocks_mcharlie,iw8_sm_mpapa5_mp+barshort_mpapa5+calcust_mpapa5+minireddot_tall+pistolgrip02_mpapa5+rec_mpapa5_mp+selectsemi+stockno_mpapa5,iw8_sh_dpapa12_mp+barshort_dpapa12+brake_dpapa12+gripcust_dpapa12+guardcust_dpapa12+ironsdefault_dpapa12+pistolgrip03_dpapa12+rec_dpapa12+xtube_dpapa12,iw8_ar_tango21_mp+barmid_tango21+fmj_medium+mag_tango21+pistolgrip02_tango21+rec_tango21+reflex_west02_irons+selectsemi+stockl_tango21,iw8_ar_akilo47_mp+barcust_akilo47+gripangpro_akilo47+ironsdefault_akilo47+mag_akilo47+pistolgrip02_akilo47+rec_akilo47+selectsemi+stockcust_akilo47,iw8_lm_mgolf36_mp+back_mgolf36+barmid_mgolf36+calcust_mgolf36+laserrange+pistolgrip02_mgolf36+rec_mgolf36+reflex_mgolf36+selectsemi+toprail_mgolf36,,,,
1478,iw8_ar_mcharlie_mp+barshort_mcharlie+calcust_mcharlie+calsil+holo_west02+laserrange+rec_mcharlie+selectsemi+silencersleeve+stocks_mcharlie,iw8_sm_mpapa5_mp+barshort_mpapa5+calcust_mpapa5+laserrange_smg+minireddot_tall+pistolgrip02_mpapa5+rec_mpapa5_mp+selectsemi+stockno_mpapa5,iw8_sh_dpapa12_mp+barshort_dpapa12+gripcust_dpapa12+guardcust_dpapa12+ironsdefault_dpapa12+laserrangeshtgn+pistolgrip03_dpapa12+rec_dpapa12+xtube_dpapa12,iw8_ar_tango21_mp+barmid_tango21+laserrange+mag_tango21+pistolgrip02_tango21+rec_tango21+reflex_west02_irons+selectsemi+stockl_tango21,iw8_ar_akilo47_mp+barcust_akilo47+gripangpro_akilo47+ironsdefault_akilo47+laserrange_bar+mag_akilo47+pistolgrip02_akilo47+rec_akilo47+selectsemi+stockcust_akilo47,iw8_lm_mgolf36_mp+back_mgolf36+barmid_mgolf36+calcust_mgolf36+laserrange+pistolgrip02_mgolf36+rec_mgolf36+reflex_mgolf36+selectsemi+toprail_mgolf36,,,,
