unlockToken,19,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,19,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MKII_BONUS,LUA_MENU/WEAPTYPE_SINGLE_SNIPER,
unlockToken,20,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,20,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,20,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_NUKE,WEAPON/M1_CLASSIC,
unlockToken,21,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,21,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,21,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MKII_BONUS,LUA_MENU/WEAPTYPE_SINGLE_SHOTGUN,
unlockToken,22,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,22,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,22,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_NUKE,WEAPON/SPAS_CLASSIC,
unlockToken,23,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,23,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,23,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MKII_BONUS,LUA_MENU/WEAPTYPE_SINGLE_HANDGUN,
unlockToken,24,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,24,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,24,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PASSIVE,WEAPON/ARCLASSIC,
unlockToken,25,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,25,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,25,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PASSIVE,WEAPON/UMP45_CLASSIC,
unlockToken,26,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,26,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,26,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PASSIVE,WEAPON/G18_CLASSIC,
unlockToken,27,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,27,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,27,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PASSIVE,WEAPON/CHEYTAC_CLASSIC,
unlockToken,28,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,28,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,28,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PASSIVE,WEAPON/M1_CLASSIC,
unlockToken,29,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,29,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,29,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PASSIVE,WEAPON/SPAS_CLASSIC,
unlockToken,30,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,30,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,30,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_NUKE,WEAPON/KNIFE_ONLY,
