10,radar_drone_overwatch,KILLSTREAKS/RADAR_DRONE_OVERWATCH,KILLSTREAKS/RADAR_DRONE_OVERWATCH_DESC,3,6,375,radar_drone_achieve,radar_drone,radar_drone,1,100,hud_icon_killstreak_radardrone_overwatch,hud_icon_killstreak_radardrone_overwatch,hud_icon_killstreak_radardrone_overwatch,hud_icon_killstreak_radardrone_overwatch,1,icon_killstreak_slot_radardrone_overwatch,hud_icon_killstreak_radardrone_overwatch,SUPPORT,,camera_killstreak_radardrone,mp_streak_tutorial_overwatch,hud_icon_killstreak_radardrone_overwatch,,11,icon_killstreak_radardrone_overwatch,
11,scrambler_drone_escort,KILLSTREAKS/SCRAMBLER_DRONE,KILLSTREAKS/SCRAMBLER_DRONE_DESC,3,6,375,counter_uav_achieve,counter_uav,counter_uav,1,100,hud_icon_killstreak_scramblerdrone,hud_icon_killstreak_scramblerdrone,hud_icon_killstreak_scramblerdrone,hud_icon_killstreak_scramblerdrone,0,icon_killstreak_slot_scramblerdrone,hud_icon_killstreak_scramblerdrone,SUPPORT,,camera_killstreak_scramblerdrone,mp_streak_tutorial_scrambler,hud_icon_killstreak_scramblerdrone,hud_icon_killstreak_scramblerdrone,13,icon_killstreak_scramblerdrone,
12,scrambler_drone_guard,KILLSTREAKS/SCRAMBLER_DRONE,KILLSTREAKS/SCRAMBLER_DRONE_DESC,4,7,500,scrambler_drone_achieve,scrambler_drone,scrambler_drone,1,100,hud_icon_killstreak_scramblerdrone,hud_icon_killstreak_scramblerdrone,hud_icon_killstreak_scramblerdrone,hud_icon_killstreak_scramblerdrone,1,icon_killstreak_slot_scramblerdrone,hud_icon_killstreak_scramblerdrone,SUPPORT,,camera_killstreak_scramblerdrone,mp_streak_tutorial_scrambler,hud_icon_killstreak_scramblerdrone,hud_icon_killstreak_scramblerdrone,13,icon_killstreak_scramblerdrone,
13,manual_turret,KILLSTREAKS/MANUAL_TURRET,KILLSTREAKS/MANUAL_TURRET_DESC,3,6,375,manual_turret_achieve,manual_turret,manual_turret,1,100,hud_icon_killstreak_turret,hud_icon_killstreak_turret,hud_icon_killstreak_turret,hud_icon_killstreak_turret,1,icon_killstreak_slot_mobileturret,hud_icon_killstreak_turret,LETHAL,,camera_killstreak_mturret,mp_streak_tutorial_turret,hud_icon_killstreak_turret,,12,icon_killstreak_turret,
14,toma_strike,KILLSTREAKS/TOMA_STRIKE,KILLSTREAKS/TOMA_STRIKE_DESC,5,8,625,cluster_strike_achieve,cluster_strike,cluster_strike,1,100,hud_icon_killstreak_tomastrike,hud_icon_killstreak_tomastrike,hud_icon_killstreak_tomastrike,hud_icon_killstreak_tomastrike,1,icon_killstreak_slot_tomastrike,hud_icon_killstreak_tomastrike,LETHAL,,camera_killstreak_missile,mp_streak_tutorial_cluster,hud_icon_killstreak_tomastrike,,16,icon_killstreak_tomastrike,
15,multi_airstrike,KILLSTREAKS/MULTI_AIRSTRIKE,KILLSTREAKS/MULTI_AIRSTRIKE_DESC,7,10,875,precision_airstrike_achieve,precision_airstrike,precision_airstrike,1,100,hud_icon_killstreak_airstrike,hud_icon_killstreak_airstrike,hud_icon_killstreak_airstrike,hud_icon_killstreak_airstrike,0,icon_killstreak_slot_airstrike,hud_icon_killstreak_airstrike,LETHAL,,,,hud_icon_killstreak_airstrike_anim,hud_icon_killstreak_airstrike,,icon_killstreak_airstrike,
16,cruise_predator,KILLSTREAKS/CRUISE_PREDATOR,KILLSTREAKS/CRUISE_PREDATOR_DESC,5,8,625,cruise_predator_achieve,cruise_predator,cruise_predator,1,100,hud_icon_killstreak_cruise_missile,hud_icon_killstreak_cruise_missile,hud_icon_killstreak_cruise_missile,hud_icon_killstreak_cruise_missile,1,icon_killstreak_slot_cruise_missile,hud_icon_killstreak_cruise_missile,LETHAL,,camera_killstreak_missile,mp_streak_tutorial_cruise_missile,hud_icon_killstreak_cruise_missile,icon_killstreak_tablet_cruise_missile,17,icon_killstreak_cruise_missile,
17,emp,KILLSTREAKS/EMP,KILLSTREAKS/EMP_DESC,8,11,1000,achieve_emp,emp,emp,1,100,icon_ks_odin,icon_ks_odin,icon_ks_odin,icon_ks_odin,0,icon_ks_odin,icon_ks_odin,LETHAL,,,,icon_ks_odin,,,placeholder_x,
18,pac_sentry,KILLSTREAKS/PAC_SENTRY,KILLSTREAKS/PAC_SENTRY_DESC,7,10,875,pac_sentry_achieve,pac_sentry,pac_sentry,1,100,hud_icon_killstreak_wheelson,hud_icon_killstreak_wheelson,hud_icon_killstreak_wheelson,hud_icon_killstreak_wheelson,1,icon_killstreak_slot_wheelson,hud_icon_killstreak_wheelson,LETHAL,,camera_killstreak_wheelson,mp_streak_tutorial_wheelson,hud_icon_killstreak_wheelson,icon_killstreak_tablet_wheelson,21,icon_killstreak_wheelson,
19,chopper_gunner,KILLSTREAKS/CHOPPER_GUNNER,KILLSTREAKS/CHOPPER_GUNNER_DESC,10,13,1250,chopper_gunner_achieve,chopper_gunner,chopper_gunner,1,100,hud_icon_killstreak_apache,hud_icon_killstreak_apache,hud_icon_killstreak_apache,hud_icon_killstreak_apache,1,icon_killstreak_slot_apache,hud_icon_killstreak_apache,LETHAL,,camera_killstreak_chopper,mp_streak_tutorial_chopper,hud_icon_killstreak_apache,icon_killstreak_tablet_apache,25,icon_killstreak_apache,
20,gunship,KILLSTREAKS/AC130,KILLSTREAKS/AC130_DESC,12,15,1500,gunship_achieve,gunship,gunship,1,100,hud_icon_killstreak_ac130,hud_icon_killstreak_ac130,hud_icon_killstreak_ac130,hud_icon_killstreak_ac130,1,icon_killstreak_slot_ac130,hud_icon_killstreak_ac130,LETHAL,,camera_killstreak_ac130,mp_streak_tutorial_ac130,hud_icon_killstreak_ac130,icon_killstreak_tablet_ac130,27,icon_killstreak_ac130,
21,tacops_beacon_mp,TAC_OPS_CALL_EXTRACT,TAC_OPS_CALL_EXTRACT_DESC,1,4,125,uav_achieve,uav,uav,0,100,icon_ks_heli_attack,icon_ks_heli_attack,icon_ks_heli_attack,icon_ks_heli_attack,0,icon_ks_heli_attack,icon_ks_heli_attack,SUPPORT,,,,icon_ks_heli_attack,,,placeholder_x,
22,jackal,KILLSTREAKS/JACKAL,KILLSTREAKS/JACKAL_DESC,10,13,1250,achieve_jackal,jackal,jackal,1,200,icon_ks_heli_attack,icon_ks_heli_attack,icon_ks_heli_attack,icon_ks_heli_attack,0,icon_ks_heli_attack,icon_ks_heli_attack,LETHAL,,,,icon_ks_heli_attack,,,placeholder_x,
23,fuel_airstrike,KILLSTREAKS/FUEL_AIRSTRIKE,KILLSTREAKS/FUEL_AIRSTRIKE_DESC,5,8,625,precision_airstrike_achieve,precision_airstrike,precision_airstrike,1,100,hud_icon_killstreak_fuel_airstrike,hud_icon_killstreak_fuel_airstrike,hud_icon_killstreak_fuel_airstrike,hud_icon_killstreak_fuel_airstrike,0,icon_killstreak_slot_fuel_airstrike,hud_icon_killstreak_fuel_airstrike,LETHAL,,camera_killstreak_fairstrike,mp_streak_tutorial_fuel,hud_icon_killstreak_fuel_airstrike,hud_icon_killstreak_fuel_airstrike,,placeholder_x,
24,chopper_support,KILLSTREAKS/CHOPPER_SUPPORT,KILLSTREAKS/CHOPPER_SUPPORT_DESC,11,14,1375,chopper_support_achieve,chopper_support,chopper_support,1,100,hud_icon_killstreak_chopper_support,hud_icon_killstreak_chopper_support,hud_icon_killstreak_chopper_support,hud_icon_killstreak_chopper_support,1,icon_killstreak_slot_chopper_support,hud_icon_killstreak_chopper_support,LETHAL,,camera_killstreak_chopper,mp_streak_tutorial_pavelow,hud_icon_killstreak_chopper_support,icon_killstreak_tablet_apache,26,icon_killstreak_chopper_support,
25,flash_turret,KILLSTREAKS/FLASH_TURRET,KILLSTREAKS/FLASH_TURRET_DESC,3,6,375,manual_turret_achieve,manual_turret,manual_turret,1,100,hud_icon_killstreak_flash_turret,hud_icon_killstreak_flash_turret,hud_icon_killstreak_flash_turret,hud_icon_killstreak_flash_turret,0,hud_icon_killstreak_flash_turret,hud_icon_killstreak_flash_turret,LETHAL,,,,hud_icon_killstreak_flash_turret,,,placeholder_x,
26,juggernaut,KILLSTREAKS/JUGGERNAUT,KILLSTREAKS/JUGGERNAUT_DESC,15,18,1875,juggernaut_achieve,juggernaut,juggernaut,1,100,hud_icon_killstreak_juggernaut,hud_icon_killstreak_juggernaut,hud_icon_killstreak_juggernaut,hud_icon_killstreak_juggernaut,1,icon_killstreak_slot_juggernaut,hud_icon_killstreak_juggernaut,LETHAL,,camera_killstreak_juggernaut,mp_streak_tutorial_juggernaut,hud_icon_killstreak_juggernaut,,29,icon_killstreak_juggernaut,
27,emp_drone,KILLSTREAKS/EMP_DRONE,KILLSTREAKS_EMP_DRONE,9999,9999,9999,achieve_radardrone,radar_drone,radar_drone,0,100,hud_icon_killstreak_emp_drone,hud_icon_killstreak_emp_drone,hud_icon_killstreak_emp_drone,hud_icon_killstreak_emp_drone,0,icon_killstreak_slot_emp_drone,hud_icon_killstreak_emp_drone,SUPPORT,,,,hud_icon_killstreak_radardrone_recon,icon_killstreak_tablet_emp_drone,,placeholder_x,
28,sentry_gun,KILLSTREAKS/SENTRY,KILLSTREAKS/SENTRY_DESC,7,10,875,sentry_gun_achieve,sentry_gun,sentry_gun,1,100,hud_icon_killstreak_sentry,hud_icon_killstreak_sentry,hud_icon_killstreak_sentry,hud_icon_killstreak_sentry,1,icon_killstreak_slot_sentry,hud_icon_killstreak_sentry,LETHAL,,camera_killstreak_mturret,mp_streak_tutorial_sentry,hud_icon_killstreak_sentry,,20,icon_killstreak_sentry,
29,white_phosphorus,KILLSTREAKS/WHITE_PHOSPHORUS,KILLSTREAKS/WHITE_PHOSPHORUS_DESC,10,13,1250,white_phosphorus_achieve,white_phosphorus,white_phosphorus,1,100,hud_icon_killstreak_wp,hud_icon_killstreak_wp,hud_icon_killstreak_wp,hud_icon_killstreak_wp,1,icon_killstreak_slot_wp,hud_icon_killstreak_wp,LETHAL,,camera_killstreak_fairstrike,mp_streak_tutorial_white_phos,hud_icon_killstreak_wp,hud_icon_killstreak_wp,24,icon_killstreak_wp,
30,hover_jet,KILLSTREAKS/HOVER_JET,KILLSTREAKS/HOVER_JET_DESC,8,11,1000,hover_jet_achieve,hover_jet,hover_jet,1,100,hud_icon_killstreak_hover_jet,hud_icon_killstreak_hover_jet,hud_icon_killstreak_hover_jet,hud_icon_killstreak_hover_jet,1,icon_killstreak_slot_hover_jet,hud_icon_killstreak_hover_jet,LETHAL,,,mp_streak_tutorial_hover_jet,hud_icon_killstreak_hover_jet,hud_icon_killstreak_hover_jet,23,icon_killstreak_hover_jet,
31,death_switch,KILLSTREAKS/DEATH_SWITCH,KILLSTREAKS/DEATH_SWITCH_DESC,5,8,625,death_switch_achieve,death_switch,death_switch,1,100,hud_icon_killstreak_death_switch,hud_icon_killstreak_death_switch,hud_icon_killstreak_death_switch,hud_icon_killstreak_death_switch,0,icon_killstreak_slot_death_switch,hud_icon_killstreak_death_switch,LETHAL,,,mp_streak_tutorial_deadman,hud_icon_killstreak_death_switch,,,icon_killstreak_death_switch,
32,airdrop_multiple,KILLSTREAKS/AIRDROP_MULTIPLE,KILLSTREAKS/AIRDROP_MULTIPLE_DESC,8,11,1000,airdrop_multiple_achieve,airdrop_multiple,airdrop_multiple,1,100,hud_icon_killstreak_emergency_airdrop,hud_icon_killstreak_emergency_airdrop,hud_icon_killstreak_emergency_airdrop,hud_icon_killstreak_emergency_airdrop,1,icon_killstreak_slot_emergency_airdrop,hud_icon_killstreak_emergency_airdrop,SUPPORT,,,mp_streak_tutorial_emergency_airdrop,hud_icon_killstreak_emergency_airdrop,,22,icon_killstreak_emergency_airdrop,
33,nuke_select_location,KILLSTREAKS/TACTICAL_NUKE,KILLSTREAKS/TACTICAL_NUKE_DESC,9999,10002,9999,nuke_achieve,nuke,nuke,1,100,hud_icon_killstreak_nuke,hud_icon_killstreak_nuke,hud_icon_killstreak_nuke,hud_icon_killstreak_nuke,0,icon_killstreak_slot_nuke,hud_icon_killstreak_nuke,LETHAL,,,,hud_icon_killstreak_nuke,icon_killstreak_tablet_nuke,,placeholder_x,
34,specialist_perk_1,KILLSTREAKS/NONE,KILLSTREAKS/NONE_DESC,2,2,250,perk_specialistbonus,uav,uav,0,100,specialty_ks_null,specialty_uav_crate,specialty_null,,0,specialty_ks_null,specialty_ks_null,SPECIALIST,,,,hud_icon_killstreak_uav,,,placeholder_x,
35,specialist_perk_2,KILLSTREAKS/NONE,KILLSTREAKS/NONE_DESC,4,4,500,perk_specialistbonus,uav,uav,0,100,specialty_ks_null,specialty_uav_crate,specialty_null,,0,specialty_ks_null,specialty_ks_null,SPECIALIST,,,,hud_icon_killstreak_uav,,,placeholder_x,
36,specialist_perk_3,KILLSTREAKS/NONE,KILLSTREAKS/NONE_DESC,6,6,750,perk_specialistbonus,uav,uav,0,100,specialty_ks_null,specialty_uav_crate,specialty_null,,0,specialty_ks_null,specialty_ks_null,SPECIALIST,,,,hud_icon_killstreak_uav,,,placeholder_x,
37,specialist_perk_bonus,KILLSTREAKS/NONE,KILLSTREAKS/NONE_DESC,8,8,1000,perk_specialistbonus,uav,uav,0,100,specialty_ks_null,specialty_uav_crate,specialty_null,,0,specialty_ks_null,specialty_ks_null,SPECIALIST,,,,hud_icon_killstreak_uav,,,placeholder_x,
