brloot_killstreak_rcxd_rad_nosplash,loot_items,,EQUIPMENT/GASMASK,MP_BR_INGAME/LOOTCARD_SUBTITLE_1_ITEM,ui_mp_br_mission_reward_gasmask,br_reward_mission_misc,brloot_killstreak_rcxd_rad,brloot_killstreak_rcxd_rad,brloot_killstreak_rcxd_rad,brloot_killstreak_rcxd_rad,,
loot_token,loot_items,loot_token_icon,MP_BR_INGAME/LOOT_TOKEN,,,,token,token,token,token,,
loot_table,loot_table,,MP_BR_INGAME/LOOT_TABLE,,,,0,0,0,0,,
blueprint_chance,blueprint_chance,,,,,,0,0,0,0,,
loot_table_token,none,,MP_BR_INGAME/LOOT_TABLE_TOKEN,,,,0,0,0,0,#doesn't spawn a token - only here so it shows on ui,
loot_cache_1,loot_cache,,MP_BR_INGAME/LOOT_CACHE,,,,0,0,0,0,,
loot_cache_2,loot_cache,,MP_BR_INGAME/LOOT_CACHE,,,,1,1,1,1,,
loot_cache_3,loot_cache,,MP_BR_INGAME/LOOT_CACHE,,,,2,2,2,2,,
reward_tier,reward_tier,,LUA_MENU/REWARD_TIER,,,,1,1,1,1,#no icon so it wont display on loot card,
plunder_asn,plunder,ui_mp_br_mission_reward_plunder,MP_BR_INGAME/DOLLAR_VAL,MP_BR_INGAME/LOOTCARD_SUBTITLE_TOTAL,,br_reward_mission_cash,750,750,750,750,,
plunder_asn_fail,plunder,ui_mp_br_mission_reward_plunder,MP_BR_INGAME/DOLLAR_VAL,MP_BR_INGAME/LOOTCARD_SUBTITLE_TOTAL,,br_reward_mission_cash,240,240,240,240,,
plunder_scav,plunder,ui_mp_br_mission_reward_plunder,MP_BR_INGAME/DOLLAR_VAL,MP_BR_INGAME/LOOTCARD_SUBTITLE_TOTAL,,br_reward_mission_cash,400,400,400,400,,
plunder_dom,plunder,ui_mp_br_mission_reward_plunder,MP_BR_INGAME/DOLLAR_VAL,MP_BR_INGAME/LOOTCARD_SUBTITLE_TOTAL,,br_reward_mission_cash,600,600,600,600,,
plunder_extract,plunder,ui_mp_br_mission_reward_plunder,MP_BR_INGAME/DOLLAR_VAL,MP_BR_INGAME/LOOTCARD_SUBTITLE_TOTAL,,br_reward_mission_cash,1000,1000,1000,1000,,
loot_platepouch,loot_items,ui_mp_br_mission_reward_armor_satchel,EQUIPMENT/BR_PLATE_POUCH,MP_BR_INGAME/LOOTCARD_SUBTITLE_1_ITEM,,br_reward_mission_misc,brloot_plate_pouch,brloot_plate_pouch,brloot_plate_pouch,brloot_plate_pouch,,
loot_platepouch_nosplash,loot_items,,EQUIPMENT/BR_PLATE_POUCH,MP_BR_INGAME/LOOTCARD_SUBTITLE_1_ITEM,ui_mp_br_mission_reward_armor_satchel,br_reward_mission_misc,brloot_plate_pouch,brloot_plate_pouch,brloot_plate_pouch,brloot_plate_pouch,,
fire_sale,none,ui_mp_br_mission_reward_supplystation_sale,MP_BR_INGAME/FIRE_SALE,MP_BR_INGAME/LOOTCARD_SUBTITLE_PER_PLAYER,,br_reward_mission_misc,0,0,0,0,,
