Rugby,Normal,avoidRugbyOffsides,100,
Rugby,Normal,preferNearSinglePoint,4,
Rugby,Normal,preferNearGroupedTeamMates,2,
Rugby,Normal,preferOptimalTTLOS,0.25,
Rugby,Normal,avoidRecentlyUsedByAnyone,0.25,
Rugby,Normal,randomSpawnScore,0.5,
MTMC,Normal,oneUseSpawns,100,
MTMC,Normal,preferNearGroupedTeamMates,10,
MTMC,Normal,avoidEnemiesByDistance,5,
Crit_Default,Critical,dummy,,
Crit_Frontline,Critical,frontline,,
DEFCON,Normal,preferNearGroupsOfTeamMates,2,
DEFCON,Normal,avoidShortTimeToEnemySight,1.25,
DEFCON,Normal,preferCloseToAlly,1,
DEFCON,Normal,preferOptimalTTLOS,0.5,
BigTDM,Normal,preferNearGroupedTeamMates,2,
BigTDM,Normal,preferCloseToAlly,0.5,
BigTDM,Normal,preferNearLastTeamSpawn,0.5,
BigTDM,Normal,avoidRecentlyUsedByAnyone,0.2,
BigTDM,Normal,randomSpawnScore,0.1,
BigDOM,Normal,preferNearGroupedTeamMates,2,
BigDOM,Normal,preferCloseToAlly,0.5,
BigDOM,Normal,preferNearLastTeamSpawn,0.5,
BigDOM,Normal,avoidRecentlyUsedByAnyone,0.2,
BigDOM,Normal,randomSpawnScore,0.1,
GroundWar,Normal,avoidCloseEnemies,3,
GroundWar,Normal,avoidEnemiesByDistance ,2,
GroundWar,Normal,preferCloseToAlly,1,
GroundWar,Normal,preferNearGroupedTeamMates,0.75,
GroundWar,Normal,avoidLastDeathLocation,0.5,
GroundWar,Normal,preferNearLastTeamSpawn,0.5,
GroundWar,Normal,avoidRecentlyUsedByAnyone,0.25,
GroundWar,Normal,randomSpawnScore,0.1,
GroundWarTTLOS,Normal,preferOptimalTTLOS,1,
GroundWarTTLOS,Normal,avoidCloseEnemies,0.5,
GroundWarTTLOS,Normal,avoidEnemiesByDistance ,0.5,
GroundWarTTLOS,Normal,preferCloseToAlly,0.25,
GroundWarTTLOS,Normal,preferNearGroupedTeamMates,0.25,
GroundWarTTLOS,Normal,avoidLastDeathLocation,0.25,
GroundWarTTLOS,Normal,preferNearLastTeamSpawn,0.25,
GroundWarTTLOS,Normal,avoidRecentlyUsedByAnyone,0.25,
GroundWarTTLOS,Normal,randomSpawnScore,0.1,
LaunchChunk,Normal,preferCloseToAlly,2,
LaunchChunk,Normal,preferOptimalTTLOS,2,
LaunchChunk,Normal,preferNearLastTeamSpawn,0.5,
LaunchChunk,Normal,avoidRecentlyUsedByAnyone,0.5,
LaunchChunk,Normal,avoidSameSpawn,0.25,
LaunchChunk,Normal,avoidEnemiesByDistance ,2,
HQTDM,Normal,preferOptimalTTLOS,1,
HQTDM,Normal,preferNearGroupedTeamMates,0.75,
HQTDM,Normal,avoidRecentlyUsedByAnyone,0.5,
HQTDM,Normal,avoidSameSpawn,0.25,
HQTDM,Normal,randomSpawnScore,0.1,
HQTDM,Normal,avoidEnemiesByDistance,2,
StartSpawn,Normal,avoidRecentlyUsedByAnyone,1,
