kill,,,TRUE,combat,125,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,250,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125,125,125,200,
assist,SPLASHES/ASSIST,SPLASHES/ASSIST,TRUE,combat,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
assist_hardline,SPLASHES/ASSIST_HARDLINE,,TRUE,core,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
assist_ffa,SPLASHES/ASSIST_FFA,,TRUE,core,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
assist_marked,SPLASHES/ASSIST_MARKED,,TRUE,misc,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
assist_ping,SPLASHES/ASSIST_PING,,TRUE,misc,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
assist_decoy,SPLASHES/ASSIST_DECOY,,TRUE,misc,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
defender,SPLASHES/DEFENDER,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
proximitykill,SPLASHES/PROXIMITYKILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
proximityassist,SPLASHES/PROXIMITYASSIST,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
killflagcarrier,SPLASHES/KILLED_FLAG_CARRIER,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
shield_assist,SPLASHES/SHIELDASSIST,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
time_added,SPLASHES/TIME_ADDED,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
firstblood,MEDALS_MP/FIRSTBLOOD,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
headshot,MEDALS_MP/HEADSHOT,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
avenger,MEDALS_MP/AVENGER,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
assistedsuicide,MEDALS_MP/ASSISTED_SUICIDE,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
buzzkill,MEDALS_MP/BUZZKILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
comeback,MEDALS_MP/COMEBACK,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
longshot,MEDALS_MP/LONGSHOT,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pointblank,MEDALS_MP/POINTBLANK,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
revenge,MEDALS_MP/REVENGE,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
double,MEDALS_MP/DOUBLE_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
triple,MEDALS_MP/TRIPLE_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
four,MEDALS_MP/FOUR_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
five,MEDALS_MP/FIVE_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
six,MEDALS_MP/SIX_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
seven,MEDALS_MP/SEVEN_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
eight,MEDALS_MP/EIGHT_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
multi,MEDALS_MP/MULTI_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
posthumous,MEDALS_MP/POSTHUMOUS,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
first_place_kill,MEDALS_MP/FIRST_PLACE_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
one_shot_kill,MEDALS_MP/ONE_SHOT_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
mo_money,MEDALS_MP/MO_MONEY,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
gun_butt,MEDALS_MP/GUN_BUTT,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
grenade_double,MEDALS_MP/GRENADE_DOUBLE,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
fist_kill,MEDALS_MP/FIST_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
mantle_kill,MEDALS_MP/MANTLE_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
slide_kill,MEDALS_MP/SLIDE_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
stunned_kill,MEDALS_MP/STUNNED_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
backstab,MEDALS_MP/BACKSTAB,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
backfire,MEDALS_MP/BACKFIRE,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
quad_feed,MEDALS_MP/QUAD_FEED,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
save_teammate,MEDALS_MP/SAVE_TEAMMATE,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
one_shot_two_kills,MEDALS_MP/ONE_SHOT_TWO_KILLS,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
explosive_stick,MEDALS_MP/EXPLOSIVE_STICK,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
launcher_direct_hit,MEDALS_MP/LAUNCHER_DIRECT_HIT,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
throwingknife_kill,MEDALS_MP/THROWINGKNIFE_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_wallrunner,MEDALS_MP/KILL_WALLRUNNER,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_jumper,MEDALS_MP/KILL_JUMPER,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
wallrun_kill,MEDALS_MP/WALLRUN_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
air_kill,MEDALS_MP/AIR_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
low_health_kill,MEDALS_MP/LOW_HEALTH_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
air_to_air_kill,MEDALS_MP/AIR_TO_AIR_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item_impact,MEDALS_MP/ITEM_IMPACT,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
streak_5,MEDALS_MP/STREAK_5,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
streak_10,MEDALS_MP/STREAK_10,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
streak_15,MEDALS_MP/STREAK_15,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
streak_20,MEDALS_MP/STREAK_20,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
streak_25,MEDALS_MP/STREAK_25,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
streak_30,MEDALS_MP/STREAK_30,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
streak_max,MEDALS_MP/STREAK_MAX,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_radar_drone_escort,MEDALS_MP/KILL_SS_RADAR_DRONE,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_radar_drone_recon,MEDALS_MP/KILL_SS_RECON_DRONE,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_radar_drone_overwatch,MEDALS_MP/KILL_SS_RADAR_DRONE,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_scrambler_drone_escort,MEDALS_MP/KILL_SS_SCRAMBLER_DRONE,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_scrambler_drone_guard,MEDALS_MP/KILL_SS_SCRAMBLER_DRONE,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_support_box,MEDALS_MP/KILL_SS_SUPPORT_BOX,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_manual_turret,MEDALS_MP/KILL_SS_MANUAL_TURRET,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_toma_strike,MEDALS_MP/KILL_SS_TOMA_STRIKE,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_multi_airstrike,MEDALS_MP/KILL_SS_MULTI_AIRSTRIKE,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_cruise_predator,MEDALS_MP/KILL_SS_CRUISE_PREDATOR,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_pac_sentry,MEDALS_MP/KILL_SS_PAC_SENTRY,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_chopper_gunner,MEDALS_MP/KILL_SS_CHOPPER_GUNNER,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_gunship,MEDALS_MP/KILL_SS_AC130,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_jackal,MEDALS_MP/KILL_SS_JACKAL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_dronedrop,MEDALS_MP/KILL_SS_DRONEDROP,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_uav,MEDALS_MP/KILL_SS_UAV,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_counter_uav,MEDALS_MP/KILL_SS_COUNTER_UAV,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_directional_uav,MEDALS_MP/KILL_SS_DIRECTIONAL_UAV,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_drone_hive,MEDALS_MP/KILL_SS_TRINITY,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_fuel_airstrike,MEDALS_MP/KILL_SS_FUEL_AIRSTRIKE,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_chopper_support,MEDALS_MP/KILL_SS_FUEL_AIRSTRIKE,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_flash_turret,MEDALS_MP/KILL_SS_FLASH_TURRET,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_hover_jet,MEDALS_MP/KILL_SS_HOVER_JET,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_emp_drone,MEDALS_MP_KILL_SS_EMP_DRONE,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_sentry_gun,MEDALS_MP/KILL_SS_SENTRY_GUN,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_ss_bradley,MEDALS_MP/KILL_SS_BRADLEY,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
mode_gun_melee_1st_place,MEDALS_MP/MODE_GUN_MELEE_1ST_PLACE,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
simultaneous_kill,MEDALS_MP/SIMULTANEOUS_KILL,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
savior,SPLASHES/SAVIOR,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
shield_damage,,,TRUE,core,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
shield_assist,,,TRUE,core,0,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,0,25,0,25,0,25,25,0,25,25,25,25,25,0,
bounty,SPLASHES/COLLECTED_BOUNTY,,TRUE,misc,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
squad_spawn,SPLASHES/SQUAD_SPAWN,,TRUE,core,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
squad_spawn_self,SPLASHES/SQUAD_SPAWN_SELF,,TRUE,core,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
manual_flare_missile_redirect,SPLASHES/MANUAL_FLARE_MISSILE_REDIRECT,,TRUE,core,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
critical_vehicle_damage,SPLASHES/VEHICLE_CRITICAL_DAMAGE,,TRUE,core,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
execution,SPLASHES/EXECUTION,,TRUE,core,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
penetration_kill,SPLASHES/PENETRATION_KILL,,TRUE,core,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
scrap_assist,SPLASHES/SCRAP_ASSIST,,TRUE,core,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
kill_apc_rus,MEDALS_MP/KILL_APC_RUS,,TRUE,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
assault,SPLASHES/ASSAULT,SPLASHES/ASSAULT,TRUE,gamemode,-1,-1,-1,25,-1,-1,-1,25,-1,-1,-1,-1,25,25,25,-1,25,-1,25,-1,25,-1,25,-1,-1,25,-1,25,25,-1,25,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,
assault_assist,BUG_NEEDS_STRING,,TRUE,gamemode,-1,-1,-1,10,-1,-1,-1,10,-1,-1,-1,-1,10,10,-1,-1,-1,-1,10,-1,10,-1,10,-1,-1,10,-1,10,10,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
assist_cranked,SPLASHES/ASSIST_CRANKED,,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
