10,ch_intel_energy_kills,0|1|2|3,,0,5,350,10,100,15,150,25,250,INTEL_MP/ENERGY_KILLS_GENERIC_DESC,INTEL_MP_ENERGY_KILLS_GENERIC_DESC,,INTEL_MP/ENERGY_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
11,ch_intel_secondary_kills,0,,0,1,350,3,100,7,150,10,250,INTEL_MP/SECONDARY_KILLS_GENERIC_DESC,INTEL_MP_SECONDARY_KILLS_GENERIC_DESC,INTEL_MP/SECONDARY_KILLS_SINGULAR_DESC,INTEL_MP/SECONDARY_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
12,ch_intel_hipfire_kills,0,,,1,350,2,100,3,150,5,250,INTEL_MP/HIPFIRE_KILLS_GENERIC_DESC,INTEL_MP_HIPFIRE_KILLS_GENERIC_DESC,INTEL_MP/HIPFIRE_KILLS_SINGULAR_DESC,INTEL_MP/HIPFIRE_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
13,ch_intel_medals,0,,,10,350,15,100,20,150,30,250,INTEL_MP/MEDALS_GENERIC_DESC,INTEL_MP/MEDALS_GENERIC_DESC,,INTEL_MP/MEDALS_PLURAL_DESC,INTEL_MP/MEDALS_SHORT_DESC,,,,,,,0,
14,ch_intel_multiple_weapon_kills,0,,0,3,350,4,100,5,150,6,250,INTEL_MP/MULTIPLE_WEAPON_KILLS_GENERIC_DESC,INTEL_MP_MULTIPLE_WEAPON_KILLS_GENERIC_DESC,INTEL_MP_MULTIPLE_WEAPON_KILLS_SINGULAR_DESC,INTEL_MP/MULTIPLE_WEAPON_KILLS_PLURAL_DESC,INTEL_MP/MULTIPLE_WEAPON_KILLS_SHORT_DESC,,,,,,,0,
15,ch_intel_attachment_0,0,,,5,350,10,100,15,150,25,250,INTEL_MP/ATTACHMENT_0_GENERIC_DESC,INTEL_MP_ATTACHMENT_0_GENERIC_DESC,,INTEL_MP/ATTACHMENT_0_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,,
16,ch_intel_assault_kills,0,,,5,350,10,100,15,150,25,250,INTEL_MP/ASSAULT_KILLS_GENERIC_DESC,INTEL_MP_ASSAULT_KILLS_GENERIC_DESC,,INTEL_MP/ASSAULT_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
17,ch_intel_assault_super_kills,0,,,1,350,3,100,5,150,10,250,INTEL_MP/ASSAULT_SUPER_KILLS_GENERIC_DESC,INTEL_MP_ASSAULT_SUPER_KILLS_GENERIC_DESC,INTEL_MP/ASSAULT_SUPER_KILLS_SINGULAR_DESC,INTEL_MP/ASSAULT_SUPER_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
18,ch_intel_guard_kills,0,,,5,350,10,100,15,150,25,250,INTEL_MP/GUARD_KILLS_GENERIC_DESC,INTEL_MP_GUARD_KILLS_GENERIC_DESC,,INTEL_MP/GUARD_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
19,ch_intel_guard_super_kills,0,,,1,350,3,100,5,150,10,250,INTEL_MP/GUARD_SUPER_KILLS_GENERIC_DESC,INTEL_MP_GUARD_SUPER_KILLS_GENERIC_DESC,INTEL_MP/GUARD_SUPER_KILLS_SINGULAR_DESC,INTEL_MP/GUARD_SUPER_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
20,ch_intel_agent_kills,0,,,5,350,10,100,15,150,25,250,INTEL_MP/AGENT_KILLS_GENERIC_DESC,INTEL_MP_AGENT_KILLS_GENERIC_DESC,,INTEL_MP/AGENT_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
21,ch_intel_agent_super_kills,0,,,1,350,3,100,5,150,10,250,INTEL_MP/AGENT_SUPER_KILLS_GENERIC_DESC,INTEL_MP_AGENT_SUPER_KILLS_GENERIC_DESC,INTEL_MP/AGENT_SUPER_KILLS_SINGULAR_DESC,INTEL_MP/AGENT_SUPER_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
22,ch_intel_weapon_assault_kills,0,,0,5,350,10,100,15,150,25,250,INTEL_MP/WEAPON_ASSAULT_KILLS_GENERIC_DESC,INTEL_MP_WEAPON_ASSAULT_KILLS_GENERIC_DESC,,INTEL_MP/WEAPON_ASSAULT_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
23,ch_intel_medal_savior,1,,,1,350,2,100,3,150,4,250,INTEL_MP/MEDAL_SAVIOR_GENERIC_DESC,INTEL_MP_MEDAL_SAVIOR_GENERIC_DESC,INTEL_MP/MEDAL_SAVIOR_SINGULAR_DESC,INTEL_MP/MEDAL_SAVIOR_PLURAL_DESC,INTEL_MP/MEDAL_SAVIOR_SHORT_DESC,,,,,,,0,
24,ch_intel_medal_avenger,1,,,1,350,2,100,3,150,4,250,INTEL_MP/MEDAL_AVENGER_GENERIC_DESC,INTEL_MP_MEDAL_AVENGER_GENERIC_DESC,INTEL_MP/MEDAL_AVENGER_SINGULAR_DESC,INTEL_MP/MEDAL_AVENGER_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
25,ch_intel_objective_attack,1,,1,1,350,3,100,5,150,10,250,INTEL_MP/OBJECTIVE_ATTACK_GENERIC_DESC,INTEL_MP_OBJECTIVE_ATTACK_GENERIC_DESC,INTEL_MP/OBJECTIVE_ATTACK_SINGULAR_DESC,INTEL_MP/OBJECTIVE_ATTACK_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
26,ch_intel_objective_defend,1,,1,1,350,2,100,4,150,6,250,INTEL_MP/OBJECTIVE_DEFEND_GENERIC_DESC,INTEL_MP_OBJECTIVE_DEFEND_GENERIC_DESC,INTEL_MP/OBJECTIVE_DEFEND_SINGULAR_DESC,INTEL_MP/OBJECTIVE_DEFEND_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
27,ch_intel_objective_capture,1,,,1,350,2,100,4,150,6,250,INTEL_MP/OBJECTIVE_CAPTURE_GENERIC_DESC,INTEL_MP_OBJECTIVE_CAPTURE_GENERIC_DESC,INTEL_MP/OBJECTIVE_CAPTURE_SINGULAR_DESC,INTEL_MP/OBJECTIVE_CAPTURE_PLURAL_DESC,INTEL_MP/OBJECTIVE_CAPTURE_SHORT_DESC,,,,,,,0,
28,ch_intel_ground_pound_rushdown_kills,1,,,1,350,2,100,3,150,4,250,INTEL_MP/GROUND_POUND_RUSHDOWN_KILLS_GENERIC_DESC,INTEL_MP_GROUND_POUND_RUSHDOWN_KILLS_GENERIC_DESC,INTEL_MP/GROUND_POUND_RUSHDOWN_KILLS_SINGULAR_DESC,INTEL_MP/GROUND_POUND_RUSHDOWN_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
29,ch_intel_assault_kills,1,,,5,350,10,100,15,150,25,250,INTEL_MP/ASSAULT_KILLS_GENERIC_DESC,INTEL_MP_ASSAULT_KILLS_GENERIC_DESC,,INTEL_MP/ASSAULT_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
30,ch_intel_assault_super_kills,1,,,1,350,3,100,5,150,10,250,INTEL_MP/ASSAULT_SUPER_KILLS_GENERIC_DESC,INTEL_MP_ASSAULT_SUPER_KILLS_GENERIC_DESC,INTEL_MP/ASSAULT_SUPER_KILLS_SINGULAR_DESC,INTEL_MP/ASSAULT_SUPER_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
31,ch_intel_guard_kills,1,,,5,350,10,100,15,150,25,250,INTEL_MP/GUARD_KILLS_GENERIC_DESC,INTEL_MP_GUARD_KILLS_GENERIC_DESC,,INTEL_MP/GUARD_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
32,ch_intel_guard_super_kills,1,,,1,350,3,100,5,150,10,250,INTEL_MP/GUARD_SUPER_KILLS_GENERIC_DESC,INTEL_MP_GUARD_SUPER_KILLS_GENERIC_DESC,INTEL_MP/GUARD_SUPER_KILLS_SINGULAR_DESC,INTEL_MP/GUARD_SUPER_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
33,ch_intel_engineer_kills,1,,,5,350,10,100,15,150,25,250,INTEL_MP/ENGINEER_KILLS_GENERIC_DESC,INTEL_MP_ENGINEER_KILLS_GENERIC_DESC,,INTEL_MP/ENGINEER_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,rig,archetype_engineer,,,,,0,
34,ch_intel_engineer_super_kills,1,,,1,350,3,100,5,150,10,250,INTEL_MP/ENGINEER_SUPER_KILLS_GENERIC_DESC,INTEL_MP_ENGINEER_SUPER_KILLS_GENERIC_DESC,INTEL_MP/ENGINEER_SUPER_KILLS_SINGULAR_DESC,INTEL_MP/ENGINEER_SUPER_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,rig,archetype_engineer,,,,,0,
35,ch_intel_weapon_lmg_kills,1,,1,5,350,10,100,15,150,25,250,INTEL_MP/WEAPON_LMG_KILLS_GENERIC_DESC,INTEL_MP_WEAPON_LMG_KILLS_GENERIC_DESC,,INTEL_MP/WEAPON_LMG_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
36,ch_intel_lethal_kills,2,2,2,1,350,3,100,5,150,10,250,INTEL_MP/LETHAL_KILLS_GENERIC_DESC,INTEL_MP_LETHAL_KILLS_GENERIC_DESC,INTEL_MP/LETHAL_KILLS_SINGULAR_DESC,INTEL_MP/LETHAL_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
37,ch_intel_popcorn,2,,2,1,350,2,100,3,150,4,250,INTEL_MP/POPCORN_GENERIC_DESC,INTEL_MP_POPCORN_GENERIC_DESC,INTEL_MP/POPCORN_SINGULAR_DESC,INTEL_MP/POPCORN_PLURAL_DESC,INTEL_MP/POPCORN_SHORT_DESC,,,,,,,1,
38,ch_intel_stick,2,,,1,350,2,100,3,150,4,250,INTEL_MP/STICK_GENERIC_DESC,INTEL_MP_STICK_GENERIC_DESC,INTEL_MP/STICK_SINGULAR_DESC,INTEL_MP/STICK_PLURAL_DESC,INTEL_MP/STICK_SHORT_DESC,,,,,,,1,
39,ch_intel_aerial_support,2,,2,1,350,2,100,3,150,6,250,INTEL_MP/AERIAL_SUPPORT_GENERIC_DESC,INTEL_MP_AERIAL_SUPPORT_GENERIC_DESC,INTEL_MP/AERIAL_SUPPORT_SINGULAR_DESC,INTEL_MP/AERIAL_SUPPORT_PLURAL_DESC,INTEL_MP/AERIAL_SUPPORT_SHORT_DESC,,,,,,,0,
40,ch_intel_scorestreak_assists,2,,,1,350,4,100,7,150,10,250,INTEL_MP/SCORESTREAK_ASSISTS_GENERIC_DESC,INTEL_MP_SCORESTREAK_ASSISTS_GENERIC_DESC,INTEL_MP/SCORESTREAK_ASSISTS_SINGULAR_DESC,INTEL_MP/SCORESTREAK_ASSISTS_PLURAL_DESC,INTEL_MP/SCORESTREAK_ASSISTS_SHORT_DESC,,,,,,,0,
41,ch_intel_scorestreak_kills,2,,,1,350,3,100,5,150,10,250,INTEL_MP/SCORESTREAK_KILLS_GENERIC_DESC,INTEL_MP_SCORESTREAK_KILLS_GENERIC_DESC,INTEL_MP/SCORESTREAK_KILLS_SINGULAR_DESC,INTEL_MP/SCORESTREAK_KILLS_PLURAL_DESC,INTEL_MP/SCORESTREAK_KILLS_SHORT_DESC,,,,,,,0,
42,ch_intel_tactical_assists,2,,2,1,350,3,100,5,150,10,250,INTEL_MP/TACTICAL_ASSISTS_GENERIC_DESC,INTEL_MP_TACTICAL_ASSISTS_GENERIC_DESC,INTEL_MP/TACTICAL_ASSISTS_SINGULAR_DESC,INTEL_MP/TACTICAL_ASSISTS_PLURAL_DESC,INTEL_MP/TACTICAL_ASSISTS_SHORT_DESC,,,,,,,0,
43,ch_intel_ss_drone_kills,2,,,1,350,3,100,5,150,7,250,INTEL_MP/SS_DRONE_KILLS_GENERIC_DESC,INTEL_MP_SS_DRONE_KILLS_GENERIC_DESC,INTEL_MP/SS_DRONE_KILLS_SINGULAR_DESC,INTEL_MP/SS_DRONE_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
44,ch_intel_ss_remote_kills,2,,,1,350,3,100,5,150,7,250,INTEL_MP/SS_REMOTE_KILLS_GENERIC_DESC,INTEL_MP_SS_REMOTE_KILLS_GENERIC_DESC,INTEL_MP/SS_REMOTE_KILLS_SINGULAR_DESC,INTEL_MP/SS_REMOTE_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
45,ch_intel_attachment_4plus,0,,,5,350,10,100,15,150,25,250,INTEL_MP/ATTACHMENT_4PLUS_GENERIC_DESC,INTEL_MP_ATTACHMENT_4PLUS_GENERIC_DESC,,INTEL_MP/ATTACHMENT_4PLUS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,,
46,ch_intel_engineer_kills,2,,,5,350,10,100,15,150,25,250,INTEL_MP/ENGINEER_KILLS_GENERIC_DESC,INTEL_MP_ENGINEER_KILLS_GENERIC_DESC,,INTEL_MP/ENGINEER_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,rig,archetype_engineer,,,,,0,
47,ch_intel_engineer_super_kills,2,,,1,350,3,100,5,150,10,250,INTEL_MP/ENGINEER_SUPER_KILLS_GENERIC_DESC,INTEL_MP_ENGINEER_SUPER_KILLS_GENERIC_DESC,INTEL_MP/ENGINEER_SUPER_KILLS_SINGULAR_DESC,INTEL_MP/ENGINEER_SUPER_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,rig,archetype_engineer,,,,,0,
48,ch_intel_ftl_kills,2,,,5,350,10,100,15,150,25,250,INTEL_MP/FTL_KILLS_GENERIC_DESC,INTEL_MP_FTL_KILLS_GENERIC_DESC,,INTEL_MP/FTL_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,rig,archetype_assassin,,,,,0,
49,ch_intel_ftl_super_kills,2,,,1,350,3,100,5,150,10,250,INTEL_MP/FTL_SUPER_KILLS_GENERIC_DESC,INTEL_MP_FTL_SUPER_KILLS_GENERIC_DESC,INTEL_MP/FTL_SUPER_KILLS_SINGULAR_DESC,INTEL_MP/FTL_SUPER_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,rig,archetype_assassin,,,,,0,
50,ch_intel_weapon_shotgun_kills,2,,,5,350,10,100,15,150,25,250,INTEL_MP/WEAPON_SHOTGUN_KILLS_GENERIC_DESC,INTEL_MP_WEAPON_SHOTGUN_KILLS_GENERIC_DESC,,INTEL_MP/WEAPON_SHOTGUN_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
51,ch_intel_medal_jumpshot,3,,3,1,350,3,100,5,150,7,250,INTEL_MP/MEDAL_JUMPSHOT_GENERIC_DESC,INTEL_MP_MEDAL_JUMPSHOT_GENERIC_DESC,INTEL_MP/MEDAL_JUMPSHOT_SINGULAR_DESC,INTEL_MP/MEDAL_JUMPSHOT_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
52,ch_intel_medal_smackdown,3,,,1,350,3,100,5,150,7,250,INTEL_MP/MEDAL_SMACKDOWN_GENERIC_DESC,INTEL_MP_MEDAL_SMACKDOWN_GENERIC_DESC,INTEL_MP/MEDAL_SMACKDOWN_SINGULAR_DESC,INTEL_MP/MEDAL_SMACKDOWN_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
53,ch_intel_medal_wallbuster,3,,,1,350,2,100,3,150,5,250,INTEL_MP/MEDAL_WALLBUSTER_GENERIC_DESC,INTEL_MP_MEDAL_WALLBUSTER_GENERIC_DESC,INTEL_MP/MEDAL_WALLBUSTER_SINGULAR_DESC,INTEL_MP/MEDAL_WALLBUSTER_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
54,ch_intel_medal_kingslayer,3,,,1,350,2,100,3,150,5,250,INTEL_MP/MEDAL_KINGSLAYER_GENERIC_DESC,INTEL_MP_MEDAL_KINGSLAYER_GENERIC_DESC,INTEL_MP/MEDAL_KINGSLAYER_SINGULAR_DESC,INTEL_MP/MEDAL_KINGSLAYER_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
55,ch_intel_medal_nosebreaker,3,,3,1,350,3,100,5,150,7,250,INTEL_MP/MEDAL_NOSEBREAKER_GENERIC_DESC,INTEL_MP_MEDAL_NOSEBREAKER_GENERIC_DESC,INTEL_MP/MEDAL_NOSEBREAKER_SINGULAR_DESC,INTEL_MP/MEDAL_NOSEBREAKER_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
56,ch_intel_medal_low_blow,3,,,1,350,2,100,3,150,5,250,INTEL_MP/MEDAL_LOW_BLOW_GENERIC_DESC,INTEL_MP_MEDAL_LOW_BLOW_GENERIC_DESC,INTEL_MP/MEDAL_LOW_BLOW_SINGULAR_DESC,INTEL_MP/MEDAL_LOW_BLOW_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
57,ch_intel_medal_long_shot,3,,,1,350,3,100,5,150,10,250,INTEL_MP/MEDAL_LONG_SHOT_GENERIC_DESC,INTEL_MP_MEDAL_LONG_SHOT_GENERIC_DESC,INTEL_MP/MEDAL_LONG_SHOT_SINGULAR_DESC,INTEL_MP/MEDAL_LONG_SHOT_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
58,ch_intel_backstab_kills,3,,,1,350,2,100,3,150,5,250,INTEL_MP/BACKSTAB_KILLS_GENERIC_DESC,INTEL_MP_BACKSTAB_KILLS_GENERIC_DESC,INTEL_MP/BACKSTAB_KILLS_SINGULAR_DESC,INTEL_MP/BACKSTAB_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
59,ch_intel_crouch_kills,3,,3,1,350,3,100,5,150,10,250,INTEL_MP/CROUCH_KILLS_GENERIC_DESC,INTEL_MP_CROUCH_KILLS_GENERIC_DESC,INTEL_MP/CROUCH_KILLS_SINGULAR_DESC,INTEL_MP/CROUCH_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
60,ch_intel_medal_fixated,3,,,2,350,3,100,4,150,6,250,INTEL_MP/FIXATED_KILLS_GENERIC_DESC,INTEL_MP_FIXATED_KILLS_GENERIC_DESC,,INTEL_MP/FIXATED_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
61,ch_intel_ghost_kills,3,,,5,350,10,100,15,150,25,250,INTEL_MP/GHOST_KILLS_GENERIC_DESC,INTEL_MP_GHOST_KILLS_GENERIC_DESC,,INTEL_MP/GHOST_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,rig,archetype_sniper,,,,,0,
62,ch_intel_ghost_super_kills,3,,,1,350,3,100,5,150,10,250,INTEL_MP/GHOST_SUPER_KILLS_GENERIC_DESC,INTEL_MP_GHOST_SUPER_KILLS_GENERIC_DESC,INTEL_MP/GHOST_SUPER_KILLS_SINGULAR_DESC,INTEL_MP/GHOST_SUPER_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,rig,archetype_sniper,,,,,0,
63,ch_intel_agent_kills,3,,,5,350,10,100,15,150,25,250,INTEL_MP/AGENT_KILLS_GENERIC_DESC,INTEL_MP_AGENT_KILLS_GENERIC_DESC,,INTEL_MP/AGENT_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
64,ch_intel_agent_super_kills,3,,,1,350,3,100,5,150,10,250,INTEL_MP/AGENT_SUPER_KILLS_GENERIC_DESC,INTEL_MP_AGENT_SUPER_KILLS_GENERIC_DESC,INTEL_MP/AGENT_SUPER_KILLS_SINGULAR_DESC,INTEL_MP/AGENT_SUPER_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
65,ch_intel_weapon_sniper_kills,3,,3,5,350,10,100,15,150,25,250,INTEL_MP/WEAPON_SNIPER_KILLS_GENERIC_DESC,INTEL_MP_WEAPON_SNIPER_KILLS_GENERIC_DESC,,INTEL_MP/WEAPON_SNIPER_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
66,ch_intel_kills,4,,,15,350,20,100,30,150,40,250,INTEL_MP/KILLS_GENERIC_DESC,INTEL_MP_KILLS_GENERIC_DESC,,INTEL_MP/KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
67,ch_intel_super_kills,4,,,6,350,9,100,12,150,15,250,INTEL_MP/SUPER_KILLS_GENERIC_DESC,INTEL_MP_SUPER_KILLS_GENERIC_DESC,INTEL_MP/SUPER_KILLS_SINGULAR_DESC,INTEL_MP/SUPER_KILLS_PLURAL_DESC,INTEL_MP/KILL_SHORT_DESC,,,,,,,0,
68,ch_intel_score,4,,,2000,350,3000,100,4000,150,5000,250,INTEL_MP/SCORE_GENERIC_DESC,INTEL_MP_SCORE_GENERIC_DESC,,INTEL_MP/SCORE_PLURAL_DESC,INTEL_MP/SCORE_SHORT_DESC,,,,,,,0,
69,ch_intel_scorestreaks,4,,,5,350,6,100,7,150,8,250,INTEL_MP/SCORESTREAKS_GENERIC_DESC,INTEL_MP_SCORESTREAKS_GENERIC_DESC,INTEL_MP/SCORESTREAKS_SINGULAR_DESC,INTEL_MP/SCORESTREAKS_PLURAL_DESC,INTEL_MP/SCORESTREAKS_SHORT_DESC,,,,,,,0,
70,ch_intel_kills_or_assists,4,,,30,350,35,100,40,150,50,250,INTEL_MP/KILLS_OR_ASSISTS_GENERIC_DESC,INTEL_MP_KILLS_OR_ASSISTS_GENERIC_DESC,,INTEL_MP/KILLS_OR_ASSISTS_PLURAL_DESC,INTEL_MP/KILLS_OR_ASSISTS_SHORT_DESC,,,,,,,0,
71,ch_intel_headshots,4,,,3,350,6,100,9,150,12,250,INTEL_MP/HEADSHOTS_GENERIC_DESC,INTEL_MP_HEADSHOTS_GENERIC_DESC,INTEL_MP/HEADSHOTS_SINGULAR_DESC,INTEL_MP/HEADSHOTS_PLURAL_DESC,INTEL_MP/HEADSHOTS_SHORT_DESC,,,,,,,0,
72,ch_intel_double_kills,4,,,5,350,7,100,9,150,12,250,INTEL_MP/DOUBLE_KILLS_GENERIC_DESC,INTEL_MP_DOUBLE_KILLS_GENERIC_DESC,INTEL_MP/DOUBLE_KILLS_SINGULAR_DESC,INTEL_MP/DOUBLE_KILLS_PLURAL_DESC,INTEL_MP/DOUBLE_KILLS_SHORT_DESC,,,,,,,0,
73,ch_intel_kills_this_life,4,,,5,350,7,100,9,150,12,250,INTEL_MP/KILLS_THIS_LIFE_GENERIC_DESC,INTEL_MP_KILLS_THIS_LIFE_GENERIC_DESC,,INTEL_MP/KILLS_THIS_LIFE_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
74,ch_intel_close_range_kills,4,,,5,350,10,100,15,150,20,250,INTEL_MP/CLOSE_RANGE_KILLS_GENERIC_DESC,INTEL_MP_CLOSE_RANGE_KILLS_GENERIC_DESC,INTEL_MP/CLOSE_RANGE_KILLS_SINGULAR_DESC,INTEL_MP/CLOSE_RANGE_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
75,ch_intel_ballistic_kills,4,,,15,350,20,100,30,150,40,250,INTEL_MP/BALLISTIC_KILLS_GENERIC_DESC,INTEL_MP_BALLISTIC_KILLS_GENERIC_DESC,,INTEL_MP/BALLISTIC_KILLS_PLURAL_DESC,INTEL_MP/KILLS_SHORT_DESC,,,,,,,0,
