51,br_selections_locked,MP_BR_INGAME/INFIL_SELECTIONS_LOCKED,0,1,
52,br_assassination_notargets,MP_BR_INGAME/MISSION_UNAVAILABLE,0,1,
53,br_player_deploy_solo,MP_BR_INGAME/INFIL_PLAYER_DEPLOY_SOLO,0,1,
54,ascender_blocked_jugg,MP/ASCENDER_BLOCKED_JUGG,0,1,
55,ascender_blocked_laststand,MP/ASCENDER_BLOCKED_LASTSTAND,0,1,
56,br_solo_join_squad,MP_BR_INGAME/INFIL_SOLO_JOIN_SQUAD,0,1,
57,br_squad_selection,MP_BR_INGAME/INFIL_SQUAD_SELECTION,0,1,
58,br_bank_alarm_active,MP_BR_INGAME/BANK_ALARM_ACTIVE,0,1,
59,trial_timer_start_weapon,MP/TRIAL_TIMER_START_WEAPON,0,1,
60,br_cowards_way,MP/BR_REVIVE_OR_RESPAWN,0,1,
61,start_game,MP/START_GAME,0,1,
62,gw_iav_respawn,MP/GW_IAV_RESPAWN,0,1,
63,gw_apc_respawn,MP/GW_APC_RESPAWN,0,1,
64,spawn_revive_wait_notimer,MP/SPAWN_REVIVE_WAIT,0,0,
65,no_friendly_fire_timer,MP/FRIENDLY_FIRE_WILL_NOT,1,1,
66,br_solo_selection,MP_BR_INGAME/INFIL_SOLO_SELECTION,0,1,
67,br_squad_join_solo,MP_BR_INGAME/INFIL_SQUAD_JOIN_SOLO,0,1,
68,br_assassin_mission_time_warning,MP_BR_INGAME/MISSION_ASSASSIN_2_TIME_WARNING,1,1,
69,br_dmz_10minwarning,MP_BR_INGAME/DMZ_10MINWARNING,0,1,
70,br_dmz_5minwarning,MP_BR_INGAME/DMZ_5MINWARNING,0,1,
71,bmo_exfil_start,MP_BR_INGAME/BMO_EXFIL_START,0,1,
72,bmo_exfil_arrive,MP_BR_INGAME/BMO_EXFIL_ARRIVE,0,1,
73,self_revive_token,MP_BR_INGAME/SELF_REVIVE_RESPAWN,0,1,
74,circle_peek_limit,MP_BR_INGAME/CIRCLE_PEEK_LIMIT,0,1,
75,br_ping_nearest_supply,MP_BR_INGAME/PING_NEAREST_SUPPLY_STATION,0,1,
76,br_standby_for_respawn,MP_BR_INGAME/STANDBY_FOR_RESPAWN,0,1,
77,infect_super_tac_hint,MP_INGAME_ONLY/INFECT_SUPER_TAC_HINT,0,1,
78,player_eliminated_oic,MP/SPAWN_ELIMINATED_BONUS,0,1,
79,vehicle_in_gas,MP_BR_INGAME/VEHICLE_IN_GAS,0,1,
80,ascender_blocked_generic,MP_INGAME_ONLY/OBJ_BLOCKED_CAPS,0,1,
81,contract_expired,MP_BR_INGAME/CONTRACT_EXPIRED,0,1,
