inherit,mp/loot_set_cache_contents_dmz_ground_tablets.csv,,,,,,,,
item,brloot_weapon_p90_unco,0,#uncommon,#weapon,,,,,
item,brloot_weapon_p90_rare,0,#rare,#weapon,,,,,
item,brloot_weapon_mp7_epic,10,#epic,#weapon,,,,,
item,brloot_weapon_mp7_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_aug_epic,10,#epic,#weapon,,,,,
item,brloot_weapon_aug_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_uzi_comm,0,#common,#weapon,,,,,
item,brloot_weapon_uzi_unco,0,#uncommon,#weapon,,,,,
item,brloot_weapon_pkm_unco,0,#uncommon,#weapon,,,,,
item,brloot_weapon_pkm_rare,0,#rare,#weapon,,,,,
item,brloot_weapon_holger_epic,10,#epic,#weapon,,,,,
item,brloot_weapon_holger_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_m91_comm,0,#common,#weapon,,,,,
item,brloot_weapon_m91_unco,0,#uncommon,#weapon,,,,,
item,brloot_weapon_m91_rare,0,#rare,#weapon,,,,,
item,brloot_weapon_mg34_epic,10,#epic,#weapon,,,,,
item,brloot_weapon_mg34_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_mk9_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_dp12_unco,0,#uncommon,#weapon,,,,,
item,brloot_weapon_dp12_rare,0,#rare,#weapon,,,,,
item,brloot_weapon_origin12_epic,10,#epic,#weapon,,,,,
item,brloot_weapon_origin12_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_citori_comm,0,#common,#weapon,,,,,
item,brloot_weapon_citori_unco,0,#uncommon,#weapon,,,,,
item,brloot_weapon_m870_epic,10,#epic,#weapon,,,,,
item,brloot_weapon_m870_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_kar98_comm,0,#common,#weapon,,,,,
item,brloot_weapon_kar98_unco,0,#uncommon,#weapon,,,,,
item,brloot_weapon_kar98_rare,5,#rare,#weapon,,,,,
item,brloot_weapon_marlin_epic,10,#epic,#weapon,,,,,
item,brloot_weapon_marlin_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_dragunov_rare,0,#rare,#weapon,,,,,
item,brloot_weapon_hdr_epic,10,#epic,#weapon,,,,,
item,brloot_weapon_hdr_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_as50_epic,10,#epic,#weapon,,,,,
item,brloot_weapon_as50_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_sn_sksierra_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_p320_unco,0,#uncommon,#weapon,,,,,
item,brloot_weapon_p320_rare,0,#rare,#weapon,,,,,
item,brloot_weapon_deagle_epic,10,#epic,#weapon,,,,,
item,brloot_weapon_deagle_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_magnum_comm,0,#common,#weapon,,,,,
item,brloot_weapon_magnum_unco,0,#uncommon,#weapon,,,,,
item,brloot_weapon_magnum_rare,0,#rare,#weapon,,,,,
item,brloot_weapon_riotshield_epic,10,#epic,#weapon,,,,,
item,brloot_weapon_rpg7_unco,10,#uncommon,#weapon,,,,,
item,brloot_weapon_carlg_epic,10,#epic,#weapon,,,,,
item,brloot_weapon_juliet_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_mgl32_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_crossbow_lege,5,#legendary,#weapon,,,,,
item,brloot_access_card_blue,0,,#keycards,,,,,
item,brloot_access_card_green,0,,#keycards,,,,,
item,brloot_access_card_red,1,,#keycards,,,,,
