10,Xmags,kbm4_magazine_wm,icon_attachment_calsmg_akilo47,WEAPON_XMAGS_ATTACHMENT_BR,brloot_attach_mag,1,2,,,MP_BR_ATTACH_XMAGS,Xmags,1,1,xmag,1,icon_attachment_calsmg_akilo47,12,,
11,Long_Barrel,attachment_wm_lmgbarrel_akilo47_br,icon_attachment_barar_augolf,WEAPON_LONG_BARREL_ATTACHMENT_BR,brloot_attach_barrel,1,2,,,MP_BR_ATTACH_LONG_BARREL,barlong,1,1,barrel,1,icon_attachment_barar_augolf,12,,
12,Frag,offhand_wm_grenade_mike67,ui_mp_br_loot_icon_equipment_frag,EQUIPMENT_FRAG_BR,brloot_offhand_frag,1,2,,,MP_BR_FRAG,equip_frag,2,1,equip,2,ui_mp_br_loot_icon_equipment_frag,12,1,
13,Smoke,offhand_wm_grenade_smoke_br,ui_mp_br_loot_icon_equipment_smoke,HUD_BRADLEY_SMOKE,brloot_offhand_smoke,1,2,,,MP_BR_SMOKE,equip_smoke,2,1,equip,2,ui_mp_br_loot_icon_equipment_smoke,12,1,
14,Flash,offhand_wm_grenade_flash_br,ui_mp_br_loot_icon_equipment_flash,EQUIPMENT_FLASH_BR,brloot_offhand_flash,1,2,,,MP_BR_FLASH,equip_flash,2,1,equip,2,ui_mp_br_loot_icon_equipment_flash,12,1,
15,Semtex,offhand_wm_grenade_semtex,ui_mp_br_loot_icon_equipment_semtex,EQUIPMENT_SEMTEX_BR,brloot_offhand_semtex,1,3,,,MP_BR_SEMTEX,equip_semtex,2,1,equip,2,ui_mp_br_loot_icon_equipment_semtex,12,1,
16,Molotov,offhand_wm_molotov_mp_br,ui_mp_br_loot_icon_equipment_molotov,EQUIPMENT_MOLOTOV_BR,brloot_offhand_molotov,1,3,,,MP_BR_MOLOTOV,equip_molotov,2,1,equip,2,ui_mp_br_loot_icon_equipment_molotov,12,1,
17,Stim,adrenaline_drip_wm,ui_mp_br_loot_icon_health_stim,EQUIPMENT/ADRENALINE_BR,brloot_health_adrenaline,1,1,,,MP_BR_ADRENALINE,equip_adrenalinebr,2,1,equip,2,ui_mp_br_loot_icon_health_stim,12,3,
18,Bandages,p7_medical_gauze_roll_clean,ui_mp_br_loot_icon_health_small,EQUIPMENT/BANDAGES_BR,brloot_health_bandages,1,0,,,MP_BR_BANDAGES,equip_bandages,16,4,equip,4,ui_mp_br_loot_icon_health_large,12,3,
19,Throwing_Knife,weapon_wm_me_soscar_knife_offhand_thrown,ui_mp_br_loot_icon_equipment_throwingknife,EQUIPMENT_THROWING_KNIFE_BR,brloot_offhand_throwingknife,1,3,,,MP_BR_THROWING_KNIFE,equip_throwing_knife,2,1,equip,2,ui_mp_br_loot_icon_equipment_throwingknife,12,1,
20,Vest_Lvl_1,vest_prototype,ui_mp_br_loot_icon_gear_armor,EQUIPMENT_VEST_BR,brloot_armor_vest_1,1,1,,,MP_BR_VEST_L1,equip_vest_1,1,1,vest,2,ui_mp_br_loot_icon_gear_armor_detailed,12,,
21,Vest_Lvl_2,vest_prototype,ui_mp_br_loot_icon_gear_armor,EQUIPMENT_VEST_2_BR,brloot_armor_vest_2,1,2,,,MP_BR_VEST_L2,equip_vest_2,1,1,vest,2,ui_mp_br_loot_icon_gear_armor_detailed,12,,
22,Vest_Lvl_3,vest_prototype,ui_mp_br_loot_icon_gear_armor,EQUIPMENT_VEST_3_BR,brloot_armor_vest_3,1,4,,,MP_BR_VEST_L3,equip_vest_3,1,1,vest,2,ui_mp_br_loot_icon_gear_armor_detailed,12,,
23,Helmet_Lvl_1,loot_helmet,ui_mp_br_loot_icon_gear_helmet,EQUIPMENT_HELMET_BR,brloot_armor_helmet_1,1,1,,,MP_BR_HELMET_L1,equip_helmet_1,1,1,helmet,2,ui_mp_br_loot_icon_gear_helmet_detailed,12,,
24,Helmet_Lvl_2,loot_helmet,ui_mp_br_loot_icon_gear_helmet,EQUIPMENT_HELMET_2_BR,brloot_armor_helmet_2,1,2,,,MP_BR_HELMET_L2,equip_helmet_2,1,1,helmet,2,ui_mp_br_loot_icon_gear_helmet_detailed,12,,
25,Helmet_Lvl_3,loot_helmet,ui_mp_br_loot_icon_gear_helmet,EQUIPMENT_HELMET_3_BR,brloot_armor_helmet_3,1,4,,,MP_BR_HELMET_L3,equip_helmet_3,1,1,helmet,2,ui_mp_br_loot_icon_gear_helmet_detailed,12,,
26,Gas_Mask,prop_gasmask,ui_mp_br_loot_icon_gear_helmet,EQUIPMENT_GASMASK,brloot_equip_gasmask,1,0,,,MP_BR_GASMASK,equip_gasmask,1,1,gasmask,2,ui_mp_br_loot_icon_gear_helmet_detailed,12,,
27,Mission_Tablet,offhand_wm_tablet,hud_icon_equipment_tablet,EQUIPMENT_MISSION_TABLET,brloot_mission_tablet,1,0,,,MP_MISSION_PICKUP,Mission_Tablet,1,1,mission,2,hud_icon_equipment_tablet,12,,
28,556_Ammo,ammo_box_bulk_01_open,,MP_AMMO_556,brloot_ammo_556,1,,30,150,MP_BR_AMMO_AR_LMG,,,,ammo,,ui_mp_br_loot_icon_ammo_mid,12,,
29,762_Ammo,ammo_box_bulk_01_open,,MP_AMMO_762,brloot_ammo_762,1,,30,120,MP_BR_AMMO_AR_LMG,,,,ammo,,ui_mp_br_loot_icon_ammo_mid,12,,
30,9mm_Ammo,ammo_box_01_open_full,,MP_AMMO_9MM,brloot_ammo_919,1,,30,210,MP_BR_AMMO_PISTOL_SMG,,,,ammo,,ui_mp_br_loot_icon_ammo_small,12,,
31,50cal_Ammo,ammo_box_plastic_lg_01_open,,MP_AMMO_50CAL,brloot_ammo_50cal,1,,10,40,MP_BR_AMMO_SNIPER,,,,ammo,,ui_mp_br_loot_icon_ammo_high,12,,
32,12gauge_Ammo,ammo_box_plastic_sm_01,,MP_AMMO_12G,brloot_ammo_12g,1,,10,40,MP_BR_AMMO_SHOTGUN,,,,ammo,,ui_mp_br_loot_icon_ammo_shells,12,,
33,Ammo_Cache,container_ammo_box_animated_br,,,brloot_ammo_cache,1,,,,MP_BR_AMMO_CACHE,,,,ammo,,hud_icon_loot_ammo_762,12,,
34,Ammo_Crate,container_ammo_box_animated_br,,,,1,,,,MP_BR_AMMO_GENERIC,,,,,,,,,
35,Grenade_Ammo,veh_parts_ammo_box,,,brloot_ammo_grenade,1,,,,MP_BR_EQUIPMENT_GENERIC,,,,ammo,,,,,
36,Pillage_Cache,com_plasticcase_beige_big,,,,1,,,,MP_PILLAGE_CACHE_HINT,,,,,,,,,
37,Claymore,offhand_wm_claymore_mp_br,ui_mp_br_loot_icon_equipment_claymore,EQUIPMENT_CLAYMORE_BR,brloot_offhand_claymore,1,3,,,MP_BR_CLAYMORE,equip_claymore,2,1,equip,2,ui_mp_br_loot_icon_equipment_claymore,12,2,
38,C4,offhand_wm_c4,ui_mp_br_loot_icon_equipment_c4,EQUIPMENT_C4,brloot_offhand_c4,1,3,,,MP_BR_C4,equip_c4,2,1,equip,2,ui_mp_br_loot_icon_equipment_c4,12,2,
39,Concussion,offhand_wm_grenade_concussion,hud_icon_equipment_stun,EQUIPMENT_CONCUSSION_BR,brloot_offhand_concussion,1,2,,,MP_BR_CONCUSSION,equip_concussion,2,1,equip,2,ui_mp_br_loot_icon_equipment_concussion,12,1,
40,Decoy,offhand_wm_grenade_decoy_br,ui_mp_br_loot_icon_equipment_decoy,EQUIPMENT_DECOY_BR,brloot_offhand_decoy,1,2,,,MP_BR_DECOY,equip_decoy,2,1,equip,2,ui_mp_br_loot_icon_equipment_decoy,12,1,
41,Plunder_Cash,misc_br_cash_dollar1_stack,ui_mp_br_loot_icon_plunder,MP_BR_PLUNDER_CASH,brloot_plunder_cash_uncommon_1,1,1,,,MP_BR_PLUNDER_CASH,Plunder_Cash,200,1,plunder,2,ui_mp_br_loot_icon_plunder,12,,
42,Gas,offhand_wm_grenade_smoke_br,ui_mp_br_loot_icon_equipment_gas,EQUIPMENT_GAS_BR,brloot_offhand_gas,1,2,,,MP_BR_GAS,equip_gas_grenade,2,1,equip,2,ui_mp_br_loot_icon_equipment_gas,12,1,
43,Plunder_Extract,lm_plunder_extract_backpack,ui_mp_br_loot_icon_plunder_extract,MP_BR_PLUNDER_EXTRACT,brloot_plunder_extract,1,2,,,MP_BR_PLUNDER_EXTRACT,equip_extract,2,1,plunder,2,ui_mp_br_loot_icon_plunder_extract,12,2,
44,Snapshot,offhand_wm_grenade_snapshot_br,ui_mp_br_loot_icon_equipment_snapshot,EQUIPMENT_SNAPSHOT_BR,brloot_offhand_snapshot,1,2,,,MP_BR_SNAPSHOT,equip_snapshot_grenade,2,1,equip,2,ui_mp_br_loot_icon_equipment_snapshot,12,1,
45,Thermite,offhand_wm_grenade_thermite_br,ui_mp_br_loot_icon_equipment_thermite,EQUIPMENT_THERMITE_BR,brloot_offhand_thermite,1,2,,,MP_BR_THERMITE,equip_thermite,2,1,equip,2,ui_mp_br_loot_icon_equipment_thermite,12,1,
46,AT_Mine,offhand_wm_at_mine_mp_br,ui_mp_br_loot_icon_equipment_at_mine,EQUIPMENT_ATMINE_BR,brloot_offhand_atmine,1,2,,,MP_BR_ATMINE,equip_at_mine,2,1,equip,2,ui_mp_br_loot_icon_equipment_at_mine,12,2,
47,Advanced_Supply_Drop,offhand_wm_advanced_supply_drop_br,ui_mp_br_loot_icon_equipment_requisition_airdrop,EQUIPMENT_ADVANCED_SUPPLY_DROP,brloot_offhand_advancedsupplydrop,1,2,,,MP_BR_ADVANCED_SUPPLY_DROP,equip_advanced_supply_drop,1,1,equip,2,ui_mp_br_loot_icon_equipment_requisition_airdrop,12,1,
48,Plunder_Cash_Rare,misc_br_cash_dollar100_stack,ui_mp_br_loot_icon_plunder,MP_BR_PLUNDER_CASH,brloot_plunder_cash_uncommon_2,1,2,,,MP_BR_PLUNDER_CASH,Plunder_Cash_Rare,200,1,plunder,2,ui_mp_br_loot_icon_plunder,12,,
49,Plunder_Cash_Epic,pb_money_stack_01_anim,ui_mp_br_loot_icon_plunder,MP_BR_PLUNDER_CASH,brloot_plunder_cash_uncommon_3,1,3,,,MP_BR_PLUNDER_CASH,Plunder_Cash_Epic,200,1,plunder,2,ui_mp_br_loot_icon_plunder,12,,
50,Plunder_Cash_Legendary,pb_money_stack_01_anim,ui_mp_br_loot_icon_plunder,MP_BR_PLUNDER_CASH,brloot_plunder_cash_rare_1,1,4,,,MP_BR_PLUNDER_CASH,Plunder_Cash_Legendary,200,1,plunder,2,ui_mp_br_loot_icon_plunder,12,,
51,Cluster_Strike,com_plasticcase_beige_big,hud_icon_killstreak_tomastrike,KILLSTREAKS_TOMA_STRIKE,brloot_killstreak_clusterstrike,1,5,,,MP_BR_HOLD_TO_TAKE_KILLSTREAK,toma_strike,1,1,ks,4,hud_icon_killstreak_tomastrike,12,,
52,Recon_drone,veh8_mil_air_malfa_small_noscript,ui_mp_br_loot_icon_killstreak_radardrone_recon,EQUIPMENT_RECONDRONE_BR,brloot_killstreak_recondrone,1,2,,,MP_BR_RECONDRONE,equip_recondrone,1,1,equip,2,ui_mp_br_loot_icon_killstreak_radardrone_recon,12,2,
53,First_Aid,un_dropship_first_aid_01,ui_mp_br_loot_icon_health_large,EQUIPMENT/FIRSTAID_BR,brloot_health_firstaid,1,0,,,MP_BR_FIRSTAID,equip_firstaid,1,1,equip,4,ui_mp_br_loot_icon_health_large,12,3,
54,Armor_Plate,rnk_angle_plate_bolted,ui_mp_br_loot_icon_health_armor_plates,EQUIPMENT/ARMOR_PLATE_BR,brloot_armor_plate,1,0,,,MP_BR_ARMOR_PLATE,,1,1,usable,4,ui_mp_br_loot_icon_health_armor_plates,12,,
56,Precision_Airstrike,com_plasticcase_beige_big,hud_icon_killstreak_airstrike,KILLSTREAKS_PRECISION_AIRSTRIKE,brloot_killstreak_precision_airstrike,1,5,,,MP_BR_HOLD_TO_TAKE_KILLSTREAK,Precision_Airstrike,1,1,ks,4,hud_icon_killstreak_airstrike,12,,
58,Tac_Cover,offhand_wm_deployable_cover_mp_br,ui_mp_br_loot_icon_equipment_taccover,EQUIPMENT/TACTICAL_COVER,brloot_offhand_taccover,1,3,,,MP_BR_TACCOVER,equip_tac_cover,1,1,equip,2,ui_mp_br_loot_icon_equipment_taccover,12,2,
59,Perk_Point,accessory_ui_perk_patch_01_battle_hardened,icon_ops_map_reward_perk,MP_BR_PERK_POINT,brloot_perk_point,1,3,,,MP_BR_PERK_POINT,Perk_Point,1,1,perkpoint,2,icon_ops_map_reward_perk,12,,
60,Heartbeat_sensor,offhand_vm_tablet,hud_icon_equipment_hb_sensor,EQUIPMENT_HEARTBEATSENSOR_BR,brloot_offhand_heartbeatsensor,1,2,,,MP_BR_HEARTBEATSENSOR,equip_hb_sensor,1,1,equip,2,hud_icon_equipment_hb_sensor,12,2,
61,Trophy_system,offhand_wm_trophy_system,hud_icon_equipment_trophy,EQUIPMENT/TROPHY,brloot_offhand_trophysystem,1,2,,,MP_BR_TROPHY_SYSTEM,equip_trophy,1,1,equip,2,hud_icon_equipment_trophy,12,2,
62,Srambler_drone,veh8_mil_air_cuniform_br,hud_icon_killstreak_scramblerdrone,EQUIPMENT_SCRAMBLERRONE_BR,brloot_killstreak_scramblerdrone,1,2,,,MP_BR_SCRAMBLERDRONE,equip_scramblerdrone,1,1,equip,2,hud_icon_killstreak_scramblerdrone,12,2,
63,Emp_drone,veh8_ind_air_bombing_drone,hud_icon_killstreak_emp_drone,EQUIPMENT_EMPDRONE_BR,brloot_killstreak_empdrone,1,2,,,MP_BR_EMPDRONE,equip_empdrone,1,1,equip,2,hud_icon_killstreak_emp_drone,12,2,
64,Radar_drone,veh8_mil_air_mquebec8_small_br,hud_icon_killstreak_radardrone_overwatch,EQUIPMENT_RADARDRONE_BR,brloot_killstreak_radardrone,1,2,,,MP_BR_RADARDRONE,equip_radardrone,1,1,equip,2,hud_icon_killstreak_radardrone_overwatch,12,2,
65,Shield_turret,weapon_vm_mg_mobile_turret_br,hud_icon_killstreak_turret,EQUIPMENT_SHIELDTURRET_BR,brloot_killstreak_shieldturret,1,2,,,MP_BR_SHIELDTURRET,equip_shieldturret,1,1,equip,2,hud_icon_killstreak_turret,12,2,
66,Respawn_token,zmb_coin_space,ui_mp_br_loot_icon_respawn_token,MP_BR_INGAME/RESPAWN_TOKEN,brloot_respawn_token,1,4,,,MP_BR_INGAME/PICK_UP_RESPAWN_TOKEN,Respawn_token,1,1,token,2,ui_mp_br_loot_icon_respawn_token,12,,
