cp_mbi_outro,9.22,17.11,^2Kamarov:^7 Thanks to your assault teams, the Al-Qatala support network has been cut off and the power brokers that emboldened this terrorist threat have been eliminated.,,,
cp_mbi_outro,17.19,19.24,^2Laswell:^7 However, Mr. Z still remains at large.,,,
cp_mbi_outro,20.09,23.2,^2Laswell:^7 His weapons are locked and loaded in terrorist hands all over Verdansk.,,,
cp_mbi_outro,24.01,29.2,^2Laswell:^7 Our presence in the region is the only line of defense preventing Z and the new AQ boss from pushing through to Urzikstan.,,,
cp_mbi_outro,30.07,36.1,^2Kamarov:^7 This unknown leader is now calling his army, "Al-Qatala-Aljahdid", the 'New' Killers.,,,
cp_mbi_outro,37.04,42.17,^2Laswell:^7 These New Killers are calling him, "The Immortal Lion", or "Khaled Al-Asad".,,,
cp_mbi_smuggler,1.25,4.01,^2Laswell:^7 Our gains in Verdansk could kick the hornet's nest.,,,
cp_mbi_smuggler,4.25,9.23,^2Laswell:^7 As Armistice eliminates their upper echelon, Al-Qatala is making more aggressive and desperate moves.,,,
cp_mbi_smuggler,10.1,16.25,^2Kamarov:^7 This is 'El Traficante'. He helms a worldwide smuggling operation based in South America that moves contraband all over the globe.,,,
cp_mbi_smuggler,17.1,22.09,^2Laswell:^7 He protects himself, his customers, and his shipments. We're going after all three.,,,
cp_mbi_smuggler,22.22,28.04,^2Kamarov:^7 A local asset reported that El Traficante is moving something big across Verdansk before sundown.,,,
cp_mbi_smuggler,28.21,33.2,^2Kamarov:^7 At 0700, he transmitted a distress signal. That was our last contact.,,,
cp_mbi_smuggler,34.03,38.22,^2Laswell:^7 You need to reacquire the asset and learn what he knows about El Traficante's plan so we can stop it.,,,
cp_mbi_smuggler,39.08,45.2,^2Kamarov:^7 Infil your team to the north zone, where you'll assault a series of AQ safehouses. Search and send back any intel you find.,,,
cp_mbi_smuggler,46,52.11,^2Laswell:^7 Time is not on our side. If El Traficante is coordinating a move, AQ may be launching a strike tonight.,,,
cp_opening_cine_intro,0,1.19,^1Russian Soldier:^7 Base, this is Seven.,50,1,
cp_opening_cine_intro,1.2,4.19,^1Russian Soldier:^7 We have tanks and armor approaching from the east!,50,1,
cp_opening_cine_intro,4.2,6.04,^1Russian Soldier:^7 Taking heavy casualties! Do you copy?,50,1,
cp_opening_cine_intro,6.23,7.26,^1Russian Soldier:^7 Base, come in!,50,1,
cp_opening_cine_intro,7.27,8.22,^1Russian Soldier:^7 Base!,50,1,
cp_opening_cine_intro,8.23,9.14,^1Russian Soldier:^7 Shit!,50,1,
cp_opening_cine_intro,9.18,11.25,^1Russian Soldier:^7 All stations this net: we're overrun!,50,1,
cp_opening_cine_intro,11.26,13.16,^1Russian Soldier:^7 It's a fucking army!,50,1,
cp_opening_cine_intro,13.17,15.11,^1Russian Soldier:^7 We need-!,50,1,
cp_opening_cine_intro,25.12,26.27,^1Russian Soldier:^7 No...,50,1,
cp_opening_cine_intro,27.04,28.02,^1Russian Soldier:^7 No...,50,1,
cp_opening_cine_intro,28.03,29.11,^1Russian Soldier:^7 I'm begging you...,50,1,
cp_opening_cine_intro,29.12,30.19,^1Russian Soldier:^7 Please!,50,1,
cp_opening_cine_intro,48.24,52.06,^2Laswell:^7 The city's under evacuation. Al-Qatala's got complete control.,,,
cp_opening_cine_intro,52.12,54,^2Nikolai:^7 This place was nice once.,,,
cp_opening_cine_intro,54.05,55,^2Price:^7 Well it's not anymore.,,,
cp_opening_cine_intro,55.19,58.1,^2Nikolai:^7 East and West rebuilt Verdansk after the Cold War.,,,
cp_opening_cine_intro,59.01,60.2,^2Laswell:^7 AQ didn't like that cooperation...,,,
cp_opening_cine_intro,61.14,63.17,^2Laswell:^7 ...now they've got armor, heavy weapons.,,,
cp_opening_cine_intro,63.28,65.11,^2Nikolai:^7 Terrorists with tanks.,,,
cp_opening_cine_intro,65.21,66.12,^2Price:^7 Who's at the helm?,,,
cp_opening_cine_intro,67.28,68.18,^2Laswell:^7 Someone new.,,,
cp_opening_cine_intro,71.07,72.22,^2Nikolai:^7 Nice hat. What's his name?,,,
cp_opening_cine_intro,73.03,74.26,^2Laswell:^7 We don't know, but he's got friends in high places.,,,
cp_opening_cine_intro,75.15,76.2,^2Price:^7 This is Russian intel.,,,
cp_opening_cine_intro,77.04,77.27,^2Price:^7 Where did we get this?,,,
cp_opening_cine_intro,78.23,79.29,^2Laswell:^7 My counterpart in Moscow.,,,
cp_opening_cine_intro,80.17,82.17,^2Nikolai:^7 The CIA working with the FSB?,,,
cp_opening_cine_intro,82.2,83.14,^2Kamarov:^7 Not the first time.,,,
cp_opening_cine_intro,84.25,85.11,^2Price:^7 Kamarov.,,,
cp_opening_cine_intro,86.02,86.23,^2Kamarov:^7 Captain Price.,,,
cp_opening_cine_intro,87.15,88.02,^2Kamarov:^7 Nikolai.,,,
cp_opening_cine_intro,89,89.25,^2Kamarov:^7 You've been a bad boy.,,,
cp_opening_cine_intro,90.14,92,^2Nikolai:^7 From you, that's a compliment.,,,
cp_opening_cine_intro,92.16,94.08,^2Kamarov:^7 Please. We're all friends here.,,,
cp_opening_cine_intro,96.09,98.1,^2Kamarov:^7 I owed you...for Beirut.,,,
cp_opening_cine_intro,99.14,101.24,^2Laswell:^7 Sergeant Kamarov is going to help conduct this operation.,,,
cp_opening_cine_intro,102.15,108.05,^2Kamarov:^7 These new weapons...give Al-Qatala the power to turn acts of terror into acts of war.,,,
cp_opening_cine_intro,109.07,111.1,^2Kamarov:^7 This is a problem. For everyone.,,,
cp_opening_cine_intro,112.15,117.07,^2Laswell:^7 We're launching a multi-lateral force to hunt AQ's new leader and contain this threat while we still can.,,,
cp_opening_cine_intro,118.16,119.07,^2Price:^7 Okay, we're in.,,,
cp_opening_cine_intro,119.29,122.15,^2Price:^7 Start up your teams. Let's operate.,,,
cp_stinger,28.07,32.25,Stand by for your next deployment against the AQ army...,,,
cp_teaser,2,8,THE STORY CONTINUES IN SPECIAL OPS...,,,
main_menu_warzone_battlepass_trailer,1.53,4,^2Ghost:^7 The Modern Warfare Battle Pass system now includes Warzone.,,,
main_menu_warzone_battlepass_trailer,5.9,8.97,^2Ghost:^7 Play the game. Level up. Earn rewards.,,,
main_menu_warzone_battlepass_trailer,10.47,15.4,^2Ghost:^7 Battle Pass is coming in hot with over 100 items for you to earn and equip.,,,
main_menu_warzone_battlepass_trailer,16.03,19.23,^2Ghost:^7 A bunch of that content is free to all players.,,,
main_menu_warzone_battlepass_trailer,19.23,28.3,^2Ghost:^7 As you rank up and progress, you'll unlock 2 functional weapons and a load of gear to customize your Operator, all for just playing the game.,,,
main_menu_warzone_battlepass_trailer,29.43,34,^2Ghost:^7 You can purchase Battle Pass for access to unlock all 100 Tiers of content.,,,
main_menu_warzone_battlepass_trailer,34.94,39.94,^2Ghost:^7 You'll immediately unlock GHOST a legendary Operator for you to drop into battle with.,,,
main_menu_warzone_battlepass_trailer,40.07,48.1,^2Ghost:^7 As you assault the tiers, you'll be rewarded with legendary weapon blueprints, operator skins, COD Points, and a whole lot more.,,,
main_menu_warzone_battlepass_trailer,48.4,52.5,^2Ghost:^7 Boot up, login and play any available mode to earn rewards.,,,
main_menu_warzone_battlepass_trailer,55.84,60.77,^2Ghost:^7 Call of Duty Modern Warfare Battle Pass system. Available now for Warzone.,,,
main_menu_warzone_mw_story_trailer,6.53,8.1,^2Laswell:^7 Twenty years of Civil War.,,,
main_menu_warzone_mw_story_trailer,8.2,9.67,^2Price:^7 There's nothing civil about it.,,,
main_menu_warzone_mw_story_trailer,9.83,11.2,ACTIVISION PRESENTS,,1,
main_menu_warzone_mw_story_trailer,10.47,12.1,^2Laswell:^7 This is bigger now.,,,
main_menu_warzone_mw_story_trailer,12.1,14.33,^2Laswell:^7 Chemical weapons have fallen into terrorist's hands.,,,
main_menu_warzone_mw_story_trailer,14.33,17.57,AN INFINITY WARD PRODUCTION,,1,
main_menu_warzone_mw_story_trailer,20.9,21.87,^2Laswell:^7 They could be anywhere.,,,
main_menu_warzone_mw_story_trailer,21.87,23.2,^2Price:^7 We need to move fast.,,,
main_menu_warzone_mw_story_trailer,23.2,25.33,^2Laswell:^7 What do you suggest?,,,
main_menu_warzone_mw_story_trailer,25.33,28.1,^2Price:^7 A business trip.,,,
main_menu_warzone_mw_story_trailer,28.9,30.83,^2Price:^7 Farah!,,,
main_menu_warzone_mw_story_trailer,30.83,32.87,^2Price:^7 Let's talk.,,,
main_menu_warzone_mw_story_trailer,32.87,35.17,^2Price:^7 I need your help.,,,
main_menu_warzone_mw_story_trailer,35.17,38.27,^2Farah:^7 Because of this poison, my people have known something worse than war.,,,
main_menu_warzone_mw_story_trailer,39.57,40.93,^2Alex:^7 Then help us track it.,50,,
main_menu_warzone_mw_story_trailer,40.93,42.37,^2Farah:^7 If you stay we can help you.,,,
main_menu_warzone_mw_story_trailer,42.37,45.37,^2Farah:^7 But if you stay... you fight.,,,
main_menu_warzone_mw_story_trailer,45.37,46.43,^2Alex:^7 Then let's fight.,,,
main_menu_warzone_mw_story_trailer,50.8,55.03,^2Farah:^7 The invaders of my country have no regard for human life.,,,
main_menu_warzone_mw_story_trailer,55.53,57.2,^2Farah:^7 We live like this every day.,,,
main_menu_warzone_mw_story_trailer,58.17,60.5,^2Laswell:^7 Any further complications and we're at war.,,,
main_menu_warzone_mw_story_trailer,64.23,65.2,^2Price:^7 They're breaking through now.,,,
main_menu_warzone_mw_story_trailer,65.2,67.2,^2Price:^7 We need a new extraction point, fast!,,,
main_menu_warzone_mw_story_trailer,67.2,69.53,^2Wolf:^7 Save yourself daughter. Join us!,,,
main_menu_warzone_mw_story_trailer,69.53,70.97,^2Farah:^7 I lead soldiers.,,,
main_menu_warzone_mw_story_trailer,70.97,72.97,^2Farah:^7 You train killers.,,,
main_menu_warzone_mw_story_trailer,72.97,76.47,^2Wolf:^7 We are all killers here... no?,,,
main_menu_warzone_mw_story_trailer,76.9,78.33,^2Enforcer:^7 How about you Captain,,,,
main_menu_warzone_mw_story_trailer,78.93,80.43,^2Enforcer:^7 are you going to let them die?,,,
main_menu_warzone_mw_story_trailer,83.5,86.2,^2Lyons:^7 Chemical weapons are now in the wild.,,,
main_menu_warzone_mw_story_trailer,86.97,87.97,^2Lyons:^7 Fix it.,,,
main_menu_warzone_mw_story_trailer,89.4,91.13,^2Kyle:^7 Where do we draw the line on this, sir?,,,
main_menu_warzone_mw_story_trailer,91.9,93.53,^2Price:^7 You draw the line...,,,
main_menu_warzone_mw_story_trailer,93.6,94.07,^2Price:^7 No time!,,,
main_menu_warzone_mw_story_trailer,94.07,94.77,^2Kyle:^7 Don't move!,,,
main_menu_warzone_mw_story_trailer,94.77,95.33,^2Kyle:^7 Stop!,,,
main_menu_warzone_mw_story_trailer,95.63,96.93,^2Price:^7 Wherever you need it.,,,
main_menu_warzone_mw_story_trailer,97.3,98.23,^2Price:^7 What the hell is this?,,,
main_menu_warzone_mw_story_trailer,98.4,99.53,^2Laswell:^7 It's the off switch!,,,
main_menu_warzone_mw_story_trailer,99.53,100.87,^2Laswell:^7 We're all just pawns in this.,,,
main_menu_warzone_mw_story_trailer,100.87,102.37,^2Price:^7 You speak for yourself.,,,
main_menu_warzone_mw_story_trailer,105,106.17,^2Farah:^7 This is crazy.,,,
main_menu_warzone_mw_story_trailer,107.6,109.6,^2Price:^7 Yeah, but we're all a little crazy, aren't we?,,,
main_menu_warzone_mw_story_trailer,113.37,116.03,^2Price:^7 The rules of engagement have changed.,,,
main_menu_warzone_mw_story_trailer,118.4,120.17,^2Price:^7 If you can't identify the target,,,
main_menu_warzone_mw_story_trailer,124.17,125.5,^2Price:^7 You are the target.,,,
main_menu_warzone_mw_story_trailer,127.37,131.5,PURCHASE NOW,,1,
mp_amber_pause,2.27,7.23,At the height of the cold war, KGB defector Yuri Bezmenov issues a chilling warning,,1,
mp_amber_pause,10.07,12.57,^2Yuri Bezmenov:^7 Understand what's going on around you.,,1,
mp_amber_pause,12.57,14.87,^2Yuri Bezmenov:^7 You are in a state of war.,,1,
mp_amber_pause,14.87,18.4,^2Yuri Bezmenov:^7 And you have precious little time to save yourself.,,1,
mp_amber_pause,36.3,43.63,^2Yuri Bezmenov:^7 It's a slow process, which we call active measures,the first stage being demoralization.,,1,
mp_amber_pause,44.13,49.13,^2Yuri Bezmenov:^7 It takes from 15 to 20 years to demoralize a nation.,,1,
mp_amber_pause,49.13,52.13,^2Yuri Bezmenov:^7 The next stage is destabilization.,,1,
mp_amber_pause,52.13,59.1,^2Yuri Bezmenov:^7 What matters is essentials. Economy, foreign relations, defense systems.,,1,
mp_amber_pause,59.1,70.2,^2Yuri Bezmenov:^7 The next stage is crisis, with a violent change of power, structure, and economy, a period of normalization.,,1,
mp_amber_pause,70.2,77.63,^2Yuri Bezmenov:^7 This is what will happen in United States if you allow all these shmucks to put a Big Brother government in Washington, D.C.,,,1,
mp_amber_pause,77.63,83.17,^2Yuri Bezmenov:^7 who will promise lots of thing, never mind whether the promises are fulfilled or not.,,1,
mp_amber_pause,83.93,85.13,Inspired by actual events,,1,
mp_amber_pause,88.17,90.13,A plan decades in the making,,1,
mp_amber_pause,92.17,94.1,Know your history,,1,
mp_amber_pause,97.13,100.13,Or be doomed to repeat it,,1,
mp_amber_pause,104.77,112.03,^2Yuri Bezmenov:^7 The time bomb is ticking. With every second, the disaster is coming closer and closer.,,1,
mp_amber_pause,112.03,114.37,^2Yuri Bezmenov:^7 The danger is real.,,1,
mp_plunder_tutorial,6.47,7.03,^2UK Team Leader:^7 This is Plunder.,,,
mp_plunder_tutorial,6.53,7.53,PLUNDER,,,
mp_plunder_tutorial,8.03,9.2,^2UK Team Leader:^7 Here's the lay of the land.,,,
mp_plunder_tutorial,9.17,12.6,^2UK Team Leader:^7 In this mode each team fights to collect the most cash.,,,
mp_plunder_tutorial,16.47,18.6,COLLECTING CASH,,,
mp_plunder_tutorial,16.47,18.13,^2UK Team Leader:^7 Cash can be collected in multiple ways.,,,
mp_plunder_tutorial,18.7,23.63,^2UK Team Leader:^7 The most surefire is finding and looting Supply Boxes located throughout the map.,,,
mp_plunder_tutorial,19.87,22,SUPPLY BOXES SEARCH BUILDINGS,,,
mp_plunder_tutorial,25.7,29.5,^2UK Team Leader:^7 Contracts are optional mini-missions scattered throughout the map.,,,
mp_plunder_tutorial,26.1,28.77,CONTRACTS OPTIONAL MINI-MISSIONS,,,
mp_plunder_tutorial,29.5,34.43,^2UK Team Leader:^7 You can search for the yellow contract icon, then follow the instructions for a cash payment.,,,
mp_plunder_tutorial,37.07,41.13,LOOTING ENEMIES HIGH RISK, HIGH REWARD,,,
mp_plunder_tutorial,40.37,45.3,^2UK Team Leader:^7 When a player dies, they drop cash.,,,
mp_plunder_tutorial,45.67,50.6,^2UK Team Leader:^7 A high risk, high reward strategy is to take out the players carrying the most cash.,,,
mp_plunder_tutorial,51.23,55.53,^2UK Team Leader:^7 High Value Targets are specially marked on the map.,,,
mp_plunder_tutorial,55.53,58.9,^2UK Team Leader:^7 But be advised, when you die, you drop cash, too.,,,
mp_plunder_tutorial,58.9,60.17,PROTECTING CASH,,,
mp_plunder_tutorial,60.37,64.74,DEPOSIT HELIPADS SAFEGUARD LARGE AMOUNTS OF CASH,,,
mp_plunder_tutorial,61.67,64.97,^2UK Team Leader:^7 To safeguard it, you can protect your cash using Cash Deposit Helipads.,,,
mp_plunder_tutorial,66.77,69.9,^2UK Team Leader:^7 When you get to one, call in a helo and fill it with your cash.,,,
mp_plunder_tutorial,78.07,83.13,CASH DEPOSIT BALLOONS PROTECT YOUR CASH ANYWHERE,,,
mp_plunder_tutorial,78.53,85.67,^2UK Team Leader:^7 You can also protect your cash using Cash Deposit Balloons found in Supply Boxes or purchased from Buy Stations located throughout the map.,,,
mp_plunder_tutorial,87.17,89.63,^2UK Team Leader:^7 These are the essentials of Plunder.,,,
mp_plunder_tutorial,89.63,91.5,^2UK Team Leader:^7 Now get in there and get some.,,,
mp_x1hype,4.5,6.57,Call of Duty??: Black Ops Cold War,,,
mp_x1hype,8.9,18.63,^2Adler:^7 This war was a lie. Years of blood. Just to light the fuse of a secret war decades in the making.,,,
mp_x1hype,19.43,21.4,^2Pilot:^7 Taking fire, taking fire,,,
mp_x1hype,21.4,23,^2Soldier:^7 Jim -Rocket Twelve O'Clo-,,,
mp_x1hype,31.93,39.8,^2Reagan:^7 My fellow Americans, a nuclear conflict could well be mankind's last. We want to make this a more peaceful world.,,,
mp_x1hype,41.1,56.57,^2Adler:^7 Five days ago we acquired intel that the Soviet agent "Perseus" is in play. If he's active, something big is gonna happen, something that could shift the balance of the Cold War.,,,
mp_x1hype,60.1,61.7,^2Woods:^7 Let's go find this shithead.,,,
mp_x1hype,64.57,65.33,^2Police:^7 Was ist das?,,,
mp_x1hype,67.53,69.1,^2Woods:^7 Come on, get in!,,,
mp_x1hype,78.8,80.1,^2Hudson:^7 Mr. President,,,
mp_x1hype,80.1,81.87,^2Reagan:^7 Is the threat real?,,,
mp_x1hype,83.1,84.77,^2Hudson:^7 Yes sir, we believe it is,,,
mp_x1hype,84.77,87.43,^2Reagan:^7 Give Mr. Adler whatever he wants.,,,
mp_x1hype,98.43,99.4,^2Soldier:^7 TAKING FIRE!,,,
mp_x1hype,103.77,105.8,^2Woods:^7 This wasn't part of the plan!,,,
mp_x1hype,110.7,112.77,^2Reagan:^7 I know you won't fail us.,,,
mp_x1hype,112.77,115.23,Call of Duty??: Black Ops Cold War,,,
mp_x1hype,115.23,116.6,NOVEMBER 13,,,
mp_x1hype,116.6,119.9,PRE-ORDER A DIGITAL COPY AND GET EARLY ACCESS TO THE OPEN BETA,,,
mp_x1hype,119.9,123.93,AND INSTANT ACCESS TO THE WOODS OPERATOR PACK IN MODERN WARFARE?? INCLUDING WARZONE???,,,
mp_x1hype,138.7,142.03,WORLDWIDE MULTIPLAYER REVEAL SEPTEMBER 9,,,
season_five_intro,4.3,6.5,^2SC Littlebird Pilot 1:^7 Visual on the Stadium. Time to target, 30 seconds...,,,
season_five_intro,6.97,18.27,^2Lerch:^7 Copy- All Shadows this net, listen up... In the last 24, Allegiance intercepted comms traffic comin' from the stadium... Source of that chatter may be Victor Zakhaev himself...,,,
season_five_intro,18.27,22.67,^2Lerch:^7 We roll this bastard up, there'll be bonuses all around... Stand by...,,,
season_five_intro,23.77,26.93,^2Lerch:^7 Lerch to Roze- You ready to start this fire...?,,,
season_five_intro,26.93,29.1,^2Roze:^7 Always, you know that...,,,
season_five_intro,29.1,30.93,^2Lerch:^7 That's what I like to hear.,,,
season_five_intro,30.93,32.77,^2Lerch:^7 How 'bout some fireworks...?,,,
season_five_intro,32.77,35,^2Roze:^7 Wait 'til you hear this...,,,
season_five_intro,36.2,39,^2Roze:^7 Fuse is lit... let's let ourselves in...!,,,
season_five_intro,39,41.17,^2Lerch:^7 Copy- Spark it!,,,
season_five_intro,51.6,53.47,^2Roze:^7 Good effect on target, Shadows!,,,
season_five_intro,53.47,55.43,^2Roze:^7 Door is open - bring in the birds .,,,
season_five_intro,56.4,58.37,^2SC Littlebird Pilot 1:^7 Check- HLZ is marked- Touching down.,,,
season_five_intro,59.67,62.47,^2Lerch:^7 Shadows, unass and move to set...,,,
season_five_intro,62.47,66.53,^2Lerch:^7 You see hostile intent.. You are clear to engage...,,,
season_four_intro,0,2.57,^2Price:^7 Verdansk was ground zero in the Cold War.,,,
season_four_intro,2.57,7.13,^2Price:^7 A city of tunnels, gulags, bunkers, and weapons of mass destruction.,,,
season_four_intro,7.13,9.3,^2Price:^7 This is Victor Zakhaev.,,,
season_four_intro,9.3,17,^2Price:^7 His father was a Soviet Era hero who wanted a world war he never got, so Victor found a willing partner to fulfill his father's wishes.,,,
season_four_intro,17,20.17,^2Price:^7 Al-Asad had an axe to grind against the Superpowers.,,,
season_four_intro,20.17,23.77,^2Price:^7 He was freed... armed... and turned loose...,,,
season_four_intro,23.77,32.53,^2Price:^7 Coalition and Allegiance forces signed treaties and sent in their best to restore order, but Zakhaev pulled strings, sowed distrust and divided.,,,
season_four_intro,32.53,36.83,^2Price:^7 We turned our guns back on each other, just like he wanted.,,,
season_four_intro,36.83,40.43,^2Price:^7 Intel says there's still a hidden world here... And plans to use it.,,,
season_four_intro,40.43,45.4,^2Price:^7 It's a bloody powder keg, and Zakhaev already lit the fuse...,,,
season_four_intro,49.53,51.63,^2Kyle:^7 Let's get it done, yeah?,,,
season_four_intro,52.5,56.67,^2Price:^7 Bravo-6... Going dark.,,,
season_six_intro,4.7,6.77,^2Nikolai:^7 Captain's intel was good.,,,
season_six_intro,6.77,8.37,^2Farah:^7 Always is.,,,
season_six_intro,8.37,13.03,^2Nikolai:^7 Zakhaev and his men have been using these tunnels to move through Verdansk unnoticed.,,,
season_six_intro,13.03,15.93,^2Farah:^7 He had the tunnels but no trains.,,,
season_six_intro,15.93,17.73,^2Farah:^7 Can you power them?,,,
season_six_intro,18.7,21.2,^2Nikolai:^7 If you buy me some time, yes.,,,
season_six_intro,21.73,23.43,^2Farah:^7 Three enemies heading your way, Nik.,,,
season_six_intro,26.03,27.7,^2Nikolai:^7 Then keep them out.,,,
season_six_intro,53.03,53.8,^2Zakhaev Trooper 2:^7 ARRRGH...!,,,
season_six_intro,66.3,70.37,^2Zakhaev Trooper 3:^7 AARRGGHH...!,,,
season_six_intro,70.37,72.97,^2Farah:^7 Enemies down. You're clear.,,,
season_six_intro,73.23,76.07,^2Nikolai:^7 Almost done, Farah... Here we go...,,,
season_six_intro,83.63,84.43,^2Farah:^7 Nice work.,,,
season_six_intro,85.3,88.13,^2Nikolai:^7 Same to you. Give the Captain my regards...,,,
season_six_intro,88.83,91.53,^2Farah:^7 Stay... Help us go after Zakhaev.,,,
season_six_intro,92.77,94.63,^2Nikolai:^7 I'd rather kill him...,,,
season_six_intro,95.57,97.7,^2Farah:^7 Good... You'll need this.,,,
season_six_intro,100.5,102,^2Nikolai:^7 Back in the fight...,,,
season_six_intro,102.43,106.37,^2Farah:^7 Actual- I'm with Nikolai. We're on...,,,
season_six_intro,107.07,107.9,^2Price:^7 Roger that.,,,
season_six_intro,108.73,111.7,^2Price:^7 Bravo 6 to Griggs- Stand by to move.,,,
season_six_intro,112.3,114.37,^2Griggs:^7 Copy. Say the word, Captain.,,,
season_three_intro,8.77,10.4,^2Price:^7 Simon-?,,,
season_three_intro,10.4,11.67,^2Ghost:^7 Price...,,,
season_three_intro,11.67,13.17,^2Price:^7 Can you talk?,,,
season_three_intro,13.17,15.93,^2Ghost:^7 I can listen.,,,
season_three_intro,15.93,25.1,^2Price:^7 Zakhaev's plan is working-- The Armistice in Verdansk has officially fallen. It's bloody chaos...,,,
season_three_intro,25.1,27.6,^2Ghost:^7 Tell me something I don't know.,,,
season_three_intro,27.6,34.73,^2Price:^7 I've got a fire team-- Operators inbound hot to your position.,,,
season_three_intro,34.73,36.4,^2Ghost:^7 They better be good...,,,
season_three_intro,36.4,40.53,^2Price:^7 They are...,,,
season_three_intro,49.43,52.37,^2Alex:^7 Echo 3-1, reporting for duty.,,,
season_three_intro,52.37,55.6,^2Ghost:^7 Alex. I thought you were dead.,,,
season_three_intro,55.6,57.33,^2Alex:^7 Still standing...,,,
season_three_intro,57.33,60.33,^2Ghost:^7 You ready for a gunfight?,,,
season_three_intro,60.33,61.7,^2Alex:^7 Let's get evil.,,,
season_two_intro,28.1,29,^3Wyatt: ^7Target down.,,,
season_two_intro,29.28,32,^3Wyatt: ^7Gas is closing in. We need to exfil now.,,,
season_two_intro,58.13,59,^2Ghost:^7 Price.,,,
season_two_intro,60,61.2,^2Ghost:^7 Something's wrong in Verdansk.,,,
season_two_intro,62.09,65.17,^2Ghost:^7 They're targeting their own. We need to find out why.,,,
season_two_intro,66.18,68.1,^2Ghost:^7 Send fighters I can trust.,,,
season_two_intro,69.09,70,^2Ghost:^7 Ghost out.,,,
sp_captive_cine_intro,10.8,11.5,^2Kyle:^7 Alex!,,,
sp_captive_cine_intro,14.15,16.75,^2Kyle:^7 If it wasn't me- I'm glad it was you.,,,
sp_captive_cine_intro,17,18.8,^2Alex:^7 Too bad we couldn't kill him twice.,,,
